0f6ed38e80b15eca5163df4effeefe49350ec58b5361483f31503ae8d0654dd3,9cb419258f0c981f8c8e70a3bf2c63acaa957c8a692010d1ae22a52b1b4e1759,58449cca27db613fb9ca0bcd0855ac75fe06bb183e39bd7d5a0d9242ecbd943a,1ae59553beee329893c529667a3b13cbfa8a8fa87973c2209eea2dc8def13d39,8bd2fb5044394cf9e5dbe626d92a2e87d134e28b20aee88951fa2f434d6c5234,bebdf0f2a9083476c74b7641b40e6a7c3b8780a80e5b705b2c69b98cbe1d66de,103fabf8d8171698fe760a91963e3d692ebd30fd355326c6717e94cda9ab3f18,262354e49e6a612468a5923f378f1bbed7c5a88207945888b0b776c671ce6a94,10b6557270378b229ad12cd5ce3d93218406a1302281a5afba5f3bdf7accac80,01b1946632830116d294c051d2b899145c09ee43c5c80c0aa3fc389ce73e31b6,792f68204b96d738da2d0aeb8d6f0e64ae8e2ad4364d07a61a1306af43ec0c12,03f000b19bf4e93ac10c07ece82836effc29684b5cc4207d40325dc00571b86b,34a987ef3e767cdccacee9e2ef9dcdc416a851994179252bac7b9b12ec624693
"2030/01/01 14:59:59","130011","2","-416.5","100","3001100","任務嗎……\n剛剛好，\n我們就來賭一下\n能解決到哪裡吧。","1","3001","0","2.1","2025/03/01 16:00:00","倭"
"2030/01/01 14:59:59","130011","2","-416.5","101","3001101","雖然乖乖照別人指示\n去執行任務這種事，\n不合我的個性就是了……\n不過，就去收下報酬吧。","4","3001","0","5.68","2025/03/01 16:00:00","倭"
"2030/01/01 14:59:59","130011","1","-416.5","102","3001102","什麼事？\n要做的話就快點做完吧。\n布武機在抱怨說\n快點把要做的事情做完了喔。","1","3001","0","0","2025/03/01 16:00:00","倭"
"2030/01/01 14:59:59","130211","1","-416.5","100","3002100","咦～？你有事情要拜託我～？\n要怎麼辦才好呢～\n如果你能好好拜託我的話，\n我可以考慮幫你看看喔～？","1","3002","0","0","2025/03/01 16:00:00","布武機"
"2030/01/01 14:59:59","130211","1","-416.5","101","3002101","好啦好啦，\n你想要這個對吧～？\n真拿你沒辦法呢～\n雜碎哥～哥♡","1","3002","0","0","2025/03/01 16:00:00","布武機"
"2030/01/01 14:59:59","130211","2","-416.5","102","3002102","嘿～你想要嗎～？\n想要我重‧要‧的‧東‧西，\n啊哈哈！你在想什麼啊？\n你真是變態又可疑呢～ｗ","5","3002","0","8.53","2025/03/01 16:00:00","布武機"
"2030/01/01 14:59:59","130211","1","-416.5","103","3002103","什麼什麼～？\n難道說你又打算來求我了嗎？\n你雖然是那麼說，\n但是會不會其實只是想來見我吧～？","7","3002","0","5.67","2025/03/01 16:00:00","布武機"
"2030/01/01 14:59:59","130211","1","-416.5","104","3002104","雜碎哥哥\n你拜託人的方式只有一種嗎～？\n你不再拼命一點的話，\n是打動不了我的心的喔～","1","3002","0","0","2025/03/01 16:00:00","布武機"
"2030/01/01 14:59:59","130211","3","-416.5","300","3002300","我說啊～雜碎哥哥，\n你是不是有點～得意忘形了啊？\n你是不是把我當成\n什麼都會給你的好哄的人了啊？","3","3004","0","0","2025/03/01 16:00:00","布武機"
"2030/01/01 14:59:59","130211","7","-416.5","301","3002400","很遺憾～♪\n我已經不會給很煩人的哥哥任～何東西了～♡\n你真是丟臉呢～♪\n掰掰～♡","7","3005","0","0","2025/03/01 16:00:00","布武機"
"2030/01/01 14:59:59","130211","1","-416.5","200","3003200","呀哈哈，真的很拼命～♡\n哈～真有趣。\n因為讓我笑了所以可以喔～\n拿去吧，這是賞你的～♪","2","3003","0","4.4","2025/03/01 16:00:00","布武機"
"2030/01/01 14:59:59","130211","7","-416.5","201","3003201","哈～真拿你沒辦法呢～♡\n雜碎哥哥\n你真的有夠弱的，\n真丟臉呢～ｗ","7","3003","0","0","2025/03/01 16:00:00","布武機"
"2030/01/01 14:59:59","130211","2","-416.5","202","3003202","哥哥你沒有我在的話，\n真的非常雜碎呢～\n你要再多感謝我一點啊～♪","1","3003","0","5.6","2025/03/01 16:00:00","布武機"
