c6d107a855640bedf00e16eab3bb1d1935dd396b15f748eb691be6b71271a4e1,53c4093fe6b43210fea162a977709ff042b2a0b3744d26172185e52ce163e7cb,e702a6dbbef1dac3479896106caf6f43389059a000abf41ab4fb70456819901c,6a849f918ae6bbabda1829f91f75cfa3c74c00376ded21ddd4112729556f343a,5c1ed5cb05dcc44db779e860a0d80b870cdef6d1eb88093bdfdf68edc91baa7c,b5c4c4cce9aacfe5854c7f9e60b9c542f0a9efdfc098f091d3adb8a9ee777881,a2211910397ee9ad85700e391cfe7e435f284f1c210bc04e2f303777af7bfcf0,ca7ce02a678cf7257cd261e059a33f433b04f3e2bd8cc5437b04b84473371ef7,8935ef72f52ee6df21429e8ba699179c971cb70d0f5c21d38a69ecd83dfcaadc,c7c63b55552e6d9cae09bfeaf414a058ec553573e0d065ccc98f291888755f1f,b6c92194f46f7a19d761015b81e4b3f9c24586d1cac627655fb32eada671170b,1b527fd63d8d777162253f118d7b7dfb04f6354dd445b236eadc346102f952eb,1069907f30ca636d8eca8d59aa87fc74fd85945a681cff4ab72be4488f95c46f,02d1c21d4574a0ddaf4908eb0c9e7316f870f97ccf05d50601ce2d90dc9c7376,a8d5277aa0f84106dfc577882d0f753a1048ddc400eb3db8a734a8414202c489,261c0cb50e4737987e29237ecd050662bd42ffdce213f049a355cd2b390b0b7c,573c6a80a642d2323b6728f24be87abf00420569771d6cf0d4d96e4fb6fd1cbd,7ee71ea0b3ac3d78663dae7116e3b36a8b3fa73d330430abe8a18c04193f38f3
"1","1","0","0","0","0","500","0","0","0","10","0","8","0","0","91002","0","0"
"2","11","0","0","0","0","50","0","0","0","100","0","8","0","0","91002","0","0"
"3","101","0","0","0","0","30","0","0","0","200","0","8","0","0","91002","0","0"
"4","201","0","0","0","0","10","0","0","0","500","0","8","0","0","91002","0","0"
"5","501","0","0","0","0","5","0","0","0","1000","0","8","0","0","91002","0","0"
"6","1001","0","0","0","0","3","0","0","0","2000","0","8","0","0","91002","0","0"
"7","2001","0","0","0","0","2","0","0","0","4000","0","8","0","0","91002","0","0"
"8","4001","0","0","0","0","1","0","0","0","7999","0","8","0","0","91002","0","0"
"9","8000","0","0","0","0","30","0","0","0","8000","0","8","0","0","91002","0","0"
"10","8100","0","0","0","0","30","0","0","0","8100","0","8","0","0","91002","0","0"
"11","8200","0","0","0","0","30","0","0","0","8200","0","8","0","0","91002","0","0"
"12","8300","0","0","0","0","30","0","0","0","8300","0","8","0","0","91002","0","0"
"13","8400","0","0","0","0","30","0","0","0","8400","0","8","0","0","91002","0","0"
"14","8500","0","0","0","0","30","0","0","0","8500","0","8","0","0","91002","0","0"
"15","8600","0","0","0","0","30","0","0","0","8600","0","8","0","0","91002","0","0"
"16","8700","0","0","0","0","30","0","0","0","8700","0","8","0","0","91002","0","0"
"17","8800","0","0","0","0","30","0","0","0","8800","0","8","0","0","91002","0","0"
"18","8900","0","0","0","0","30","0","0","0","8900","0","8","0","0","91002","0","0"
"19","9000","0","0","0","0","30","0","0","0","9000","0","8","0","0","91002","0","0"
"20","9100","0","0","0","0","30","0","0","0","9100","0","8","0","0","91002","0","0"
"21","9200","0","0","0","0","30","0","0","0","9200","0","8","0","0","91002","0","0"
"22","9300","0","0","0","0","30","0","0","0","9300","0","8","0","0","91002","0","0"
"23","9400","0","0","0","0","30","0","0","0","9400","0","8","0","0","91002","0","0"
