c114d3b5d22c18c985435504607b792a46179aa48a5eaef818686d8b1886e767,5d2a2fe0e297ad1d26ede9661af3724ee3ad7bce66f393459d3986a0e48f59ba,812ae47716f0a76d6063fececbfd61b5c35411528ade50dc2735b1cafa1a49bb,efd18fffa1470f07c0caa22ce790de1c7335f0fa727fa41dc5f1208af9d1073d,21572c8fb31ba5659a46f57f248daa80a85eb4a958025ba4f290e4cf1372f02d,bd7054e36c9c5d93ed006837462b1bdcae72a9f1618f26dbc890e3bb6bcf0639,3ee255129923827ef8a30e006ddc8602d133d2ef06cc2f3e2f576efa744e2bc2,e849b4029bb4dfea8d034ec2ba736a9d32eb521ac1930d58238477f264701cf1
"1000001","190801","2020-06-22 16:00:00","0","1000","準備了各式各樣的\n小遊戲哦！\n要遊玩哪個小遊戲呢？","13","2030-04-01 14:00:00"
"1000002","190801","2020-06-22 16:00:00","0","1000","介紹你有趣的小遊戲！\n你要遊玩哪個\n小遊戲呢？","13","2030-04-01 14:00:00"
"1001001","190801","2020-06-22 16:00:00","0","1001","這個賣\n{0}盧幣！\n請務必購買\n遊玩哦！","13","2030-04-01 14:00:00"
"1002001","190801","2020-06-22 16:00:00","0","1002","請點擊動來動去的愛心！\n來幫忙\n靜流和惠理子\n製作巧克力蛋糕吧！","12","2030-04-01 14:00:00"
"1003001","190801","2020-06-22 16:00:00","0","1003","請拉空花，\n讓她飛得越遠越好吧！\n利用各種事件讓空花\n得到絕頂體驗吧！","11","2030-04-01 14:00:00"
"1004001","190801","2020-06-22 16:00:00","0","1004","點擊左邊右邊，\n打倒奄美魔物吧！\n釋放！\n琉球犬大迴旋踢擊！","3","2030-04-01 14:00:00"
"1005001","190801","2020-06-22 16:00:00","0","1005","要不要點擊面板，\n和龍族巢穴的大家一起\n進行接龍對決？\n用韻腳把字詞連接起來吧！","7","2030-04-01 14:00:00"
"1006001","190801","2020-09-01 16:00:00","0","1006","配合老鼠靈敏的動作，\n點擊擊退牠吧！\n和充滿幹勁的鈴一起\n保護重要的起司吧！","2","2030-04-01 14:00:00"
"1007001","190801","2021-01-06 16:00:00","0","1007","這是美里與社員們的\n打擊特訓喔！\n以全壘打為目標，\n看準擊球時機把球打出去吧。","4","2030-04-01 14:00:00"
"1008001","190801","2022-01-03 16:00:00","0","1008","使用慈樂之音代幣\n來獲得加油道具吧！\n代幣可以用盧幣來交換喔。\n","6","2030-04-01 14:00:00"
"1009001","190801","2022-04-25 16:00:00","0","1009","試著在布丁筆記本中確認\n吃掉的布丁吧！\n布丁的材料可以使用\n盧幣購買喔。","13","2030-04-01 14:00:00"
"1010001","190801","2022-08-01 16:00:00","0","1010","小隊一起來挑戰謎題看看吧！\n看是要單獨試試自己的實力，還是要和多\n位夥伴一起遊玩，請選擇\n喜歡的模式吧♪","4","2030-04-01 14:00:00"
"1011001","190801","2022-11-25 16:00:00","0","1011","在3個回合內盡情奔馳，\n以綜合排名第１名為目標吧！\n各參加角色與GP的特徵，\n也是值得注目喔♪","6","2030-04-01 14:00:00"
"1012001","190801","2024-01-17 16:00:00","0","1012","跟凱留同學、鈴奈同學一起\n用猜謎來學習吧！\n放學後兩個人單獨待在教室……\n總覺得很令人怦然心動呢♪","6","2030-04-01 14:00:00"
"1013001","190801","2024-08-15 16:00:00","0","1013","開始行軍，出發討伐魔物！\n惠理子小姐和真琴小姐她們\n那可靠的背影，\n真是令新兵們十分景仰呢♪","6","2030-04-01 14:00:00"
"1014001","190801","2025-03-15 16:00:00","0","1014","跟蠻賊三姊妹一起\n挑戰戰車戰鬥！\n依照零件跟成員不同的搭配組合\n機器的特徵也會改變唷♪","6","2030-04-01 14:00:00"
