74774c49fc5ca01326fdc1e9f079a934ad1a2369be4ae0308abb060daa8620d9,a42f04f54bf343b9a7b64aacfec7326e67f572b4f2dd4abee280f458bc73bab9,8e7fe89473820f7e6ba0c5cc23d9985629a6f13a7df005feac1e6c3e755e70c5,cdb7a3abbf31ef30426b1cf2c8b717b1fd6abc579a73e97d2815be8a7f9e793a,40202591e23ac2cbba8e54239e4dc593b3158096f47eb0cd78eebd9220764a4b,a8afb4a27d71dbb4af08a562b0844dd7cb184665655e90369c2943330fab153a,2a41bcf49223634b27bb9c564c2ba1f00f13ef3a7addb7b0bd2f1af33f74f946,91762f8e3ab29084bf80600ed3242a45c6998f52b09eaaeb38ef2e5c09611cf0,848b6011667fe42b86bcfc3d38937327ca5ee1d162d92935ac9ea17d05fe6878,4f64bbf2c689eaa61e3d3953ac3fc3e1329b17fce545cf2bc57bec73b06e77e4,d015b140d679c19e15884ee1a9e632cfbad7f1e337f6eafc7747427e3cdea602,ca90a2b82f4989c955e9082a4719b536292ef293b0a11c475dc636c2ded36011,31ff0df15b814fea4d81c25fd8f1f6e99bb5a01df5102b006ffb12fa88ce2fa8,b386ca6c3cc04c2c8b9ab059e141f204dbb15ec8aa7b555016913f540107155e,527bde6cc4ae73d4766b471226570941e59e4c8160471da71a0ac29c698eb410,431ebab75fffe462a3560dadac975ad4a25b921681488e4cc9ee53cfbd2c0815,252dc717a81e51050c87ce95a1c42482257d0541e38a9b0e4cff5db6050b1d2b,ab4131e9a2b9476bbd12c7f8561a5ac80954d64a64786abb40c114f60188150a,1073deaddbef4f55795aaead93a4f251e8525f60d9112866b2989bcea02a88eb,71bafd10417da9d09364bf709d66633ee1eda2580bc05f95c505926ec0364d9a,fcaf00d13e72765d68f7f906ca750fd7170aed70acd2a997bedc9a997242f0cf,6b7dbed0aa55ffa37e73bf23eee3a2797f5f793ef79ee91b92357864127f7cdd,ec4341ca0650f4555894624305820529cc07f453ac30d120b900246000db6ea1,d892f32d308b6849ac67698eb8453cead04b8f3ea60545acd6e10ef9d86ab00d
"50018","920","903","20903001","0","20903001","1","0","0","302","0","0","0","0","401","於「公主祭典」進行10連抽10次(2/04 2359截止)","2019/02/04 23:59:59","0","2019/02/01 12:00:00","0","0","0","0","10"
"50018","920","903","20903002","0","20903002","1","0","0","302","0","0","0","0","401","於「公主祭典」進行10連抽20次(2/04 2359截止)","2019/02/04 23:59:59","0","2019/02/01 12:00:00","0","0","0","0","20"
"50018","920","903","20903003","0","20903003","1","0","0","302","0","0","0","0","401","於「公主祭典」進行10連抽30次(2/04 2359截止)","2019/02/04 23:59:59","0","2019/02/01 12:00:00","0","0","0","0","30"
"50018","920","903","20903004","0","20903004","1","0","0","302","0","0","0","0","401","於「公主祭典」進行10連抽40次(2/04 2359截止)","2019/02/04 23:59:59","0","2019/02/01 12:00:00","0","0","0","0","40"
"50018","920","903","20903005","0","20903005","1","0","0","302","0","0","0","0","401","於「公主祭典」進行10連抽50次(2/04 2359截止)","2019/02/04 23:59:59","0","2019/02/01 12:00:00","0","0","0","0","50"
"30016","920","903","20903006","0","20903006","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽10次(2/23 1559截止)","2019/02/23 15:59:59","0","2019/02/13 16:00:00","0","0","0","0","10"
"30016","920","903","20903007","0","20903007","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽20次(2/23 1559截止)","2019/02/23 15:59:59","0","2019/02/13 16:00:00","0","0","0","0","20"
"30016","920","903","20903008","0","20903008","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽30次(2/23 1559截止)","2019/02/23 15:59:59","0","2019/02/13 16:00:00","0","0","0","0","30"
"30016","920","903","20903009","0","20903009","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽40次(2/23 1559截止)","2019/02/23 15:59:59","0","2019/02/13 16:00:00","0","0","0","0","40"
"30017","920","903","20903010","0","20903010","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽10次(3/13 1559截止)","2019/03/13 15:59:59","0","2019/02/27 16:00:00","0","0","0","0","10"
"30017","921","903","20903011","0","20903011","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽20次(3/13 1559截止)","2019/03/13 15:59:59","0","2019/02/27 16:00:00","0","0","0","0","20"
"30017","922","903","20903012","0","20903012","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽30次(3/13 1559截止)","2019/03/13 15:59:59","0","2019/02/27 16:00:00","0","0","0","0","30"
"30017","923","903","20903013","0","20903013","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽40次(3/13 1559截止)","2019/03/13 15:59:59","0","2019/02/27 16:00:00","0","0","0","0","40"
"30019","920","903","20903014","0","20903010","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽10次(3/27 1559截止)","2019/03/27 15:59:59","0","2019/03/13 16:00:00","0","0","0","0","10"
"30019","921","903","20903015","0","20903011","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽20次(3/27 1559截止)","2019/03/27 15:59:59","0","2019/03/13 16:00:00","0","0","0","0","20"
"30019","922","903","20903016","0","20903012","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽30次(3/27 1559截止)","2019/03/27 15:59:59","0","2019/03/13 16:00:00","0","0","0","0","30"
"30019","923","903","20903017","0","20903014","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽40次(3/27 1559截止)","2019/03/27 15:59:59","0","2019/03/13 16:00:00","0","0","0","0","40"
"30021","20903018","903","20903018","0","20903010","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽10次(4/19 1559截止)","2019/04/19 15:59:59","0","2019/04/03 16:00:00","0","0","0","0","10"
"30021","20903019","903","20903019","0","20903011","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽20次(4/19 1559截止)","2019/04/19 15:59:59","0","2019/04/03 16:00:00","0","0","0","0","20"
"30021","20903020","903","20903020","0","20903012","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽30次(4/19 1559截止)","2019/04/19 15:59:59","0","2019/04/03 16:00:00","0","0","0","0","30"
"30021","20903021","903","20903021","0","20903015","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽40次(4/19 1559截止)","2019/04/19 15:59:59","0","2019/04/03 16:00:00","0","0","0","0","40"
"30022","20903022","903","20903022","0","20903010","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽10次(5/7 1559截止)","2019/05/07 15:59:59","0","2019/04/19 16:00:00","0","0","0","0","10"
"30022","20903023","903","20903023","0","20903011","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽20次(5/7 1559截止)","2019/05/07 15:59:59","0","2019/04/19 16:00:00","0","0","0","0","20"
"30022","20903024","903","20903024","0","20903012","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽30次(5/7 1559截止)","2019/05/07 15:59:59","0","2019/04/19 16:00:00","0","0","0","0","30"
"30022","20903025","903","20903025","0","20903016","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽40次(5/7 1559截止)","2019/05/07 15:59:59","0","2019/04/19 16:00:00","0","0","0","0","40"
"50023","20903026","903","20903026","0","20903017","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽10次(5/14 1559截止)","2019/05/14 15:59:59","0","2019/05/07 16:00:00","0","0","0","0","10"
"50023","20903027","903","20903027","0","20903017","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽20次(5/14 1559截止)","2019/05/14 15:59:59","0","2019/05/07 16:00:00","0","0","0","0","20"
"50023","20903028","903","20903028","0","20903017","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽30次(5/14 1559截止)","2019/05/14 15:59:59","0","2019/05/07 16:00:00","0","0","0","0","30"
"50023","20903029","903","20903029","0","20903017","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽40次(5/14 1559截止)","2019/05/14 15:59:59","0","2019/05/07 16:00:00","0","0","0","0","40"
"50023","20903030","903","20903030","0","20903018","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽50次(5/14 1559截止)","2019/05/14 15:59:59","0","2019/05/07 16:00:00","0","0","0","0","50"
"30025","20903031","903","20903031","0","20903010","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽10次(6/17 1559截止)","2019/06/17 15:59:59","0","2019/06/03 16:00:00","0","0","0","0","10"
"30025","20903032","903","20903032","0","20903011","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽20次(6/17 1559截止)","2019/06/17 15:59:59","0","2019/06/03 16:00:00","0","0","0","0","20"
"30025","20903033","903","20903033","0","20903012","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽30次(6/17 1559截止)","2019/06/17 15:59:59","0","2019/06/03 16:00:00","0","0","0","0","30"
"30025","20903034","903","20903034","0","20903019","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽40次(6/17 1559截止)","2019/06/17 15:59:59","0","2019/06/03 16:00:00","0","0","0","0","40"
"30026","20903035","903","20903035","0","20903010","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽10次(7/1 1559截止)","2019/07/01 15:59:59","0","2019/06/17 16:00:00","0","0","0","0","10"
"30026","20903036","903","20903036","0","20903011","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽20次(7/1 1559截止)","2019/07/01 15:59:59","0","2019/06/17 16:00:00","0","0","0","0","20"
"30026","20903037","903","20903037","0","20903012","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽30次(7/1 1559截止)","2019/07/01 15:59:59","0","2019/06/17 16:00:00","0","0","0","0","30"
"30026","20903038","903","20903038","0","20903020","1","0","0","0","0","0","0","0","401","於「精選轉蛋」進行10連抽40次(7/1 1559截止)","2019/07/01 15:59:59","0","2019/06/17 16:00:00","0","0","0","0","40"
"9040001","910","904","20904001","0","20904001","1","0","0","0","0","0","0","0","402","禮包加碼送-獲得「公主奇幻包」1次(2/13 1559截止)","2019/02/13 15:59:59","0","2019/02/01 12:00:00","0","0","0","0","1"
