986d9fc58a82e27982acc067ff7510ebb63d461600d803cb1ba08f2f0b87fe6a,4b045042c5076a323238f21b0c396ce33493b583ae59d33df31668f0738bcbfe,2a4fb759c5279e541db55a1e14d398273f0e5d0e7e06ccd647b7a257c34430e6,b279045e8001ac893a1f41ccf22908186635ba2b14b8a6e5896125ac6c939930,6298260883ad41b6a54d5ad50cba61893f7aea523ba873611d1c3de27ad8b9e2,4aae37af3f6ff30b8633d46c7345900c8380fcf04cce114a1259aa1393f55159,0aecafc421d0c506172af2702fd396f36f16f469299e136ba718dbc94cb29454,312742a01edb8674e611f3b5a1dd08be3f8275059b43eff07819c95b07210714,2f55e0b351f4e6518506428f039a027a277c841587aeb644ce7fa49538735b22,29264e6e52f6e393970f99dac5f29004e4d5d1e355820f98787d05b0d45203eb,04705af0430857d36082fb1795d3be5fb7d6d3a669556c6d751367ba6b741ece,681c6f7a303fe6e11802f0db80df83b0335a2c95fe12db4b4c4d355a6eeb2c93,00c16768de425cc14b7d3b555058a528b73629c9d3cd95a943d5efbf5cd05471,26f68abdcfe269c96cfdcfe0a5578a6d059c9127d7eb63fdbe04d7af32bc498b,38a495fe50cac69962ed3ad0dcf75109d6da9ad15f11aee3184c6ec52a4e7a24,5ac6d48259346fd15116bc3ff7e2e7183224e24ed41bf73cbaa414f64c85e62c,6366c57e2c515540110cb2b4dfaa0111129c0b90e6be994694d20501704d451c,5e1e860bd689378acc3551d22ae06b99e77a727d348819e3cd47ad3916b94100,9fe8497df5e718db5342085edd915ee76682326d637b34df63f0865e6fade0c8,9ff43ae27e845777b31e253ce4d40513f076cab54f9b568280772a63ded561ee,ffef230fc879064099e188ee982ddd88ad960afe80ee37ffde7ba03876015987,8f9b8c698df74cc4638c1dd0b0f10d7c2848d9cebb226937129b1309700f621f,dde748e887e9dec80c670b5b943b5b6c9a56cc5def674460d989da9ee5501d7b,6aebfb404ecee70f99bd5304ee83903da36ef511d14ec8f9b767a77c69a678b5,e3e73fa67be4aebc19aaf1f7c4c6835d1bb2a1c5d95defb75efdb691e6118e62,69e923869fb0f8f7678b482d07dd16e2d09261bc6db3deac4fa561fd80ebc3de,69cd588aaf8534141ccd921d850601f128084e8e740f05644caf482738ea8b73,b6659e6f9ca890c80b9a2d05eab1e9fadde7348ebd044239b330f1dd6419578c,021cc0602debcf375a25cd8e44c424a2587596cbf67ba4bbbdbe17059885c6a7,4c13a420ed423b44e89279a316498034b2ebaf2c16498335e4eb14c0bc043d57,8fbb68132c764b05ed923a495b3654d3b4c6f5a834dac08dd982a16a80c7d048,e1dcb9a33ab93984926910f059ceffb1d5cf2e4bec1852c5e7016efcff5fe8e2,d25954282451fdeca377fa4cb67818c8e45b0e9f3d26c882b5050dd02707f8be,ddbefc46f6dbaeb00b7c42bd6ff519983df0f6252ab27d8bc8a558e4694c272e,936f94093d37ed7ec93e84e3a8e2b8227efd436fdf04d7ca8fcb285e054ea543,fd2fdfb4e39816aedc27a4cd56af809b4dcdbe4da18f609e561d9a7b4f228ebc,e5a0cf91393deb52781f5ee11c7887a65ddfc0f8a892651d51155d1af17cae38,e8e5db3be9de790031d0c8f490fb95d75d28c560ac00290ebb31aa274bc12f90,24a9064b01171ad200a1ff77e0fa502731fc3a89e022762411d3df4caf74f330,ea0fa9e394c05119463d8c67cc07dbe3369b85087791bb732da7caeb3d5ee60c,0cdd170d3f11a67e2a077709a0479521facdb57636636f609afca1d59bfcf356,3423c65b05814ae078fef22c0b1049a8316c5a73563e4b2ade349611c42c81a2,a39b8823271ccfe9b2c1d2910ac97e7a4eb00062f0b6d8e04c1f79879b3dfde1,c015aa9a3e57f6d331a41e3d044804f30c7bd005d99e56bd912a55358aace9b0
"0","1","1200","0","10000","0","750000101","309401","50000","1200","0","0","0","0","0","0","0","300000019","10000","0","0","0","0","0","10000","0","60","10000","105000000","0","0","0","0","1","0","70","僕役‧刀刃（物理）","0","0","350","0","0","0","0"
"0","1","0","0","0","0","750000102","217300","0","0","250","0","0","0","0","9000","0","300000008","0","0","0","0","0","0","100","0","100","100","1000000","0","0","150","0","1","0","0","爆裂敵人","100","0","500","0","0","0","0"
"0","1","300","0","10000","0","750000201","322800","27000","300","0","0","0","0","0","10000","0","300000008","10000","0","0","10000","0","0","0","10000","60","0","100000000","0","0","10000","0","1","0","70","奄美魔物","0","0","353","0","0","0","27000"
"0","1","1600","0","0","0","750000202","208014","20000","1600","0","0","0","0","0","0","0","300000008","10000","0","0","0","0","0","10000","10000","60","10000","70000","0","0","0","0","1","0","0","小奄美魔物","10000","0","353","0","0","0","0"
"0","1","1600","0","0","0","750000203","208015","20000","1600","0","0","0","0","0","0","0","300000008","10000","0","0","0","0","0","10000","10000","60","10000","70000","0","0","0","0","1","0","0","小奄美魔物","10000","0","353","0","0","0","0"
"0","1","1600","0","0","0","750000204","208016","20000","1600","0","0","0","0","0","0","0","300000008","10000","0","0","0","0","0","10000","10000","60","10000","70000","0","0","0","0","1","0","0","小奄美魔物","10000","0","353","0","0","0","0"
"0","1","0","0","0","0","750000205","217300","0","0","250","0","0","0","0","9000","0","300000008","0","0","0","0","0","0","100","0","100","100","1000000","0","0","150","0","1","0","0","爆裂敵人","100","0","500","0","0","0","0"
"0","1","1200","0","10000","0","750000301","309501","0","1200","0","0","0","0","0","0","0","300000008","10000","0","0","0","0","0","10000","0","60","10000","109000000","0","0","0","0","1","0","90","僕役‧魔能（魔法）","0","0","356","0","0","0","46000"
"0","1","0","0","0","0","750000302","217300","0","0","250","0","0","0","0","9000","0","300000008","0","0","0","0","0","0","100","0","100","100","1000000","0","0","150","0","1","0","0","爆裂敵人","100","0","500","0","0","0","0"
"0","1","700","0","10000","0","750000401","308409","21000","700","0","0","0","0","0","0","0","300000001","10000","0","0","0","0","0","10000","0","60","10000","143000000","0","0","0","0","1","0","90","幻影男爵","10000","0","359","0","0","0","42000"
"0","1","0","0","0","0","750000402","217300","0","0","250","0","0","0","0","9000","0","300000008","0","0","0","0","0","0","100","0","100","100","1000000","0","0","150","0","1","0","0","爆裂敵人","100","0","500","0","0","0","0"
"0","1","0","0","10000","0","750000501","313502","0","0","0","0","0","0","0","100","0","300000008","10000","0","0","0","0","0","100","100","60","10000","190000000","0","0","0","0","1","0","130","卡里莎","100","0","362","0","0","0","0"
"0","1","500","0","0","0","750000502","313502","40000","500","0","0","0","0","0","0","0","300000008","0","0","0","0","0","0","0","0","60","0","3000000","0","0","0","0","1","0","0","紅","0","0","362","0","0","0","1000"
"0","1","2400","0","0","0","750000503","313502","0","2400","0","0","0","0","0","0","0","300000008","0","0","0","0","0","0","0","0","60","0","99999999","0","0","0","0","1","0","0","黃","0","0","362","0","0","0","0"
"0","1","10000","0","0","0","750000504","313502","0","10000","0","0","0","0","0","0","0","300000008","0","0","0","0","0","0","0","0","60","0","2000000","0","0","0","0","1","0","0","藍","0","0","362","0","0","0","0"
"0","1","700","0","0","0","750000505","313502","0","700","0","0","0","0","0","0","0","300000008","0","0","0","0","0","0","0","0","60","0","3000000","0","0","0","0","1","0","0","卡里莎","0","0","362","0","0","0","0"
"0","1","0","0","0","0","750000506","217300","0","0","250","0","0","0","0","9000","0","300000008","0","0","0","0","0","0","100","0","100","100","1000000","0","0","150","0","1","0","0","爆裂敵人","100","0","500","0","0","0","0"
"0","1","600","0","10000","0","750000601","311409","83000","600","0","0","0","0","0","0","0","300000020","10000","0","0","0","0","0","10000","10000","60","0","107000000","0","0","0","0","1","0","70","海岸暴君‧鮫吉","10000","0","365","0","0","0","0"
"0","1","0","0","0","0","750000602","217300","0","0","250","0","0","0","0","9000","0","300000008","0","0","0","0","0","0","100","0","100","100","1000000","0","0","150","0","1","0","0","爆裂敵人","100","0","500","0","0","0","0"
"0","1","0","0","10000","0","750000701","313602","0","0","0","0","0","0","0","0","0","300000008","10000","0","0","0","0","0","1000","0","60","10000","99000000","0","0","0","0","1","0","110","蘭法","1000","0","368","0","0","0","0"
"0","1","3200","0","0","0","750000702","313602","0","3200","0","0","0","0","0","0","0","300000008","0","0","0","0","0","0","0","0","60","0","3000000","0","0","0","0","1","0","0","龍牙兵","0","0","368","0","0","0","66000"
"0","1","600","0","0","0","750000703","313602","0","600","0","0","0","0","0","0","0","300000008","0","0","0","0","0","0","0","0","60","0","1000000","0","0","0","0","1","0","0","蘭法","0","0","368","0","0","0","0"
