cf9df21147763239039d108b5b94800ab6807858adfcc004d0166a76338069e0,ee61c9d0f5ce3c04772986104c76f4908b4fe80f3493d4b77583e265c18cb567,6e367deaeede6892b8a25d5cba87614f4a8dc7990f95db3dd17a78e9f09eb06d,0d1b7db68ad3a8d93f1101ce5a2a948431908ca50982962c72f7e23403efb20f,30aa36dcc8afdcf0c08734262abd14dbf31c9c48756264b9e337c8578bcd1eed,eb54552f6ff2f132d3d1f807157060e740b8896f451135101aa86ebc87a8dbcc,9707a194d0c2fd465e9e9448f0e4246b9aa4e1b0f4e51d4cf2f19c6ef69f38cd,9a355168ac89c12b328cdf1c9b1598e0460bbf571fca4c939f04a52d4cc7f3f4,29896febfb09950de1bd44b2add5bb89a90762a0d565615902d896e98dec72cd,7b902819e0142d5b8d63fc784c2b2acbeebb9c280846a97e5c25976d60abf0a4,ea247b8c9d5af3600d5be539cfad633001a8d0008d046db8326c42d909e595f6,9fbe852c6f2f6a368962d8d9d46fe430ee5a335662f2811ba8e18e6b2504bb15,1d758bae2e3f4f2eda4eedc040b7761b7242e1aeb7cf76d33e4b7e862959d2a5,bc3efd3b92a54992b41d46bfc4b704d5e89c3b6fcb80b8847f3b1c05bda0c733,3f85f9e0a79a3df87d186aa6fe38776e2997bcbf21a361f6d267d289a4ebe2bf,ddd9278e8ffec9cd63db8581dae41b4d3804fe5799e057d23973fb22f6a18675,ccbc951d6472547b4a4d10547547302ea11fa344da6685ef1fcdba9e0f5dd15a,e7d4b1a06e9411e419f3172269c49137da4b5a4cef7283842f2e0c67557899e3,0b61861fa473b9c83db611ae5c42112d3e33e9fd3aa87a80cca8d124fa28e29f,cf50eec62a6721ab3e07af6620eb31413357d91c92bc644fdc7327b54cb7a3fa,cda45846589db46f8f0d3065fbab85703fd5016dee52245ff92c6efa6773e116,6c58d8473de720bcd4a407f9abba71e107d6c5d82366a2ac62039929257158a1,0efde78a9d7d63642e476d7a78cbaab569e7d9c80f31169dd5814ac6d97c46bc,38d124d6edbd228de26c4cd6244179526ab499ae1ee26bc1497ed316a53901e1,fcd0dc967ee94d1d7fb389d5a235c0a15a5b85adf5a7123dcafba2466b7dfb3c,903b0d9189c0529f318bc83891a375cc2b7cd2021bdd23b9f571468330ef645c,d51b3946070ccf18368c5d07c85b5c5a68d066b8f0440307d805ec89d083e013,e6e7a40c1c578c9402d7a16d3351887e9da0ed2276caf4e6a625790659bd51ac,64480c69dbd6a6f7a9a8d1d9f424bc36c3d21a5e143f21f390ca3d7eae5f7820,04d73783052c331a08b26c5b54f27acdded8a4389299aee7fbe910d75fcf5777,09a1e89132b1404aeac0c75d92e3b455435db6f19aec3be2178d145e64bef6f5,571bff7706f766a529303d98e32bb3a5eed027de4e1571c8e5c316db99eb3a21,8a111a53ad835e8f90f99fc69bc6f877a2b71a240a065bab22fb016ec4eacd2e,aacf78e87102a9b1ce851fc5f0370caa0cd5527e60be576f3589fb94b91f50cc,5a9e5357162dfa925242f6271a9aa6e338b832409f8f820bfc7d0f981b1833fd,9ddb1a773608a20a6bbd3f5e9fbbc509d8f1f46a8cc90cc7a5732c5ad764473c,b91e0d5a080d7960394804747c73b7b519d5f6e85c96098158e4016f98782fd1,cb339ea5f093514408b43542ada66c0a9fa754b0f4297bdc989623e947e563e7,a9763cad5aaaf84c5d3b02fe2e5344b80b419fd9e654a217ef4a19ce8133e21b,ca19af361a4abf7aec29667060a5241439c95bbb8faabf47ccd49e3ce17e705e,93c9e7f92b76cca6e64aeee08eabff0149dbb1d3d892f3c99822d61faaf7ac0b,7ecd860dfdbe9cc4be6438d559fe72c452a8ba0fc112b9ff95f08b4a7589beab,a79a21eace9fffedf771c7bb18e692cd0ae409cefd85177bba391d0c2836fdb4,a57839e5dd11774ecb7ac8cf1d40a5739a379a640de66be213a13d502ef26797
"42","0","0","1","906","0","1000","0","0","0","0","0","1000","岩龜暴君","1660167","0","1000","0","1000","604","0","200000001","0","0","0","924010101","251100","0","0","0","0","0","0","0","0","1000","0","0","100","1000","224","0","0","0"
"42","0","0","1","1450","0","1000","0","0","0","0","0","1000","青藍魔像","2397387","0","1000","0","1000","242","0","200000001","0","0","0","924010102","250800","0","0","0","0","0","0","0","0","1000","0","0","100","1000","292","0","0","0"
"42","0","0","1","1087","0","1000","0","0","0","0","0","1000","生者劍士","1693693","0","1000","0","1000","483","0","200000001","0","0","0","924010103","251000","0","0","0","0","0","0","0","0","1000","0","0","100","1000","660","0","0","0"
"42","0","536","32","1172","0","100","26","0","0","30","0","100","純的闇影","1190448","0","100","6","100","1022","0","200000001","0","0","0","924010104","604701","0","0","0","0","0","69","1","0","100","0","0","100","100","4756","0","0","5"
"67","0","1165","32","495","0","100","34","0","0","29","0","100","碧的闇影","565544","0","100","6","100","490","0","200000001","0","0","0","924010105","604001","0","0","0","0","0","55","1","0","100","0","0","100","100","9894","0","0","2"
"42","0","0","1","1116","0","2000","0","0","0","0","0","2000","獸人","15037598","0","2000","0","2000","1240","0","200000001","0","0","0","924010201","252800","0","0","0","0","0","0","0","0","2000","0","0","200","2000","4464","0","0","0"
"42","0","0","32","2237","0","200","6","0","0","23","0","200","依里（天使）的闇影","11591866","0","200","5","200","1510","0","200000001","0","0","0","924010202","613801","0","203","14953","0","0","1580","1","0","200","0","0","200","200","0","0","0","18"
"42","0","0","1","930","0","2000","0","0","0","0","0","2000","洞窟蝙蝠","13772192","0","2000","0","2000","620","0","200000001","0","0","0","924010203","254900","0","0","13020","0","0","0","0","0","2000","0","0","200","2000","0","0","0","0"
"42","0","0","32","468","0","200","0","0","0","24","0","200","凱留（超載）的闇影","10545955","0","200","5","200","366","0","200000001","0","0","0","924010204","621101","0","2297","25995","0","0","45","1","0","200","0","0","200","200","0","0","0","17"
"42","0","0","1","558","0","2000","0","0","0","0","0","2000","搗蛋惡魔","14264041","0","2000","0","2000","372","0","200000001","0","0","0","924010205","256300","0","0","14492","0","0","0","0","0","2000","0","0","200","2000","0","0","0","0"
"44","0","0","1","2566","0","3610","0","0","0","0","0","3610","叢林護衛","36888016","0","3610","0","3610","1026","0","200000001","0","0","0","924010301","251300","0","0","0","0","0","0","0","0","3610","0","0","361","3610","20133","0","0","0"
"62","0","2271","33","828","0","361","20","0","0","59","0","361","日和的闇影","27415505","0","361","6","361","1025","0","200000001","0","0","0","924010302","600101","0","0","0","0","0","20","1","0","361","0","0","361","361","96909","0","0","15"
"62","0","2424","33","648","0","361","24","0","0","50","0","361","琪愛兒的闇影","25630808","0","361","5","361","873","0","200000001","0","0","0","924010303","610901","0","0","0","0","0","20","1","0","361","0","0","361","361","87491","0","0","15"
"44","0","0","1","1540","0","3610","0","0","0","0","0","3610","紅蕈菇","34253046","0","3610","0","3610","1026","0","200000001","0","0","0","924010304","252100","0","0","0","0","0","0","0","0","3610","0","0","361","3610","59372","0","0","0"
"44","0","0","33","2487","0","361","3","0","0","29","0","361","優衣（祭服）的闇影","24350797","0","361","5","361","1459","0","200000001","0","0","0","924010305","615601","0","510","63137","0","0","2850","1","0","361","0","0","361","361","0","0","0","21"
"44","0","0","1","474","0","1000","0","0","0","0","0","1000","魔像","1698033","0","1000","0","1000","1264","0","200000001","0","0","0","924020101","250700","0","0","0","0","0","0","0","0","1000","0","0","100","1000","1679","0","0","0"
"44","0","0","1","948","0","1000","0","0","0","0","0","1000","冰雪角鹿","1671885","0","1000","0","1000","632","0","200000001","0","0","0","924020102","251700","0","0","0","0","0","0","0","0","1000","0","0","100","1000","1789","0","0","0"
