29ad416ae5f1aca890a4ce2bfa5da579565e2e74a06f1dbed98927c10ae99e00,ed8d168c9c1f1e8d095ed205fc392a10f51cb9615d49599d26112081bfc65275,b64ba639b02f24013bc1f9d8d50cfbf09444f2176afd1d4bcaaf2e1eabcdfa90,b382c948c7e9eb2e2c91283f61d51965badfc05090e4002deb9a002aa2dd8a1c,1ec48af954b1da24ff8bb201954370beb81825f048d347659fa4c2867480c43f,2a2adc3314d3871498eb9619d446d876d68a514b476f93ed49bc9b85e0f7414a,a91b25e04940c50726deda4441df940eaa70291b9acff80ab89c9fdbf3ca8260,1afb45284d769d458164f2a69414866c81027c1d31877e5185d051ed595c11d6,2b25c8a3ab3a5c77ed09f6b148da505a9026925ac8e225cb31e00fe147781ba3,831ca0edb283af169cc41c0dbc7f9e2b30bbcbeaf5f53304f87bf8df2bd6e716,55176a457faee83f36732fd97678c15a5dbb9073d8cb27766e960f97e0d063d4,c91f732998cde5b3b0d60adf5b5f5ee8748de726d8797942dd1e753740a2e1da,bb9891fb189ef7d185de4e515a20dc8a33dbf2708a93669d9fb8e3446f9922ed,346ef37ef6816a2648ddb9f6b835ab0171a6cce8f59df3c71e66789852c1cbb0,64cca4fe36136a4ebc2dc0eebb5672c50d425d7a7f0f6106e99127e114c3b9b5,98e457a541dd4db8324e9603c2035ee867417c1cf83f9092df4f20d8a0fa7f7a,0d4ce35e5f8b8456616157e05eed84baf919c70edc889732840b5e080d5b44a7,e742661ff1b53437c931b6d0700a4c5a06668acdd0d2d43b995850821b836689,620ab7a076f4695346d73f1e2390da984e683cb0d30d4ca1679fa31601ac3108,875f84f9e51841a7ef84355fab0b329c82f224025cc0958cf51f1faf9f628121,f63415eb7cb85845641b66c12ab4af569a91cafc22d9c0c9e49ffdee6fb4c7a0,bb1ccf3c92b96d23f7d9637477b6d512b7e88ce30289b297c6d352c1115c9edf,78050fda3907dc1466d1c4520ea1632832cd643fa32defa20821392f5a369caa,d1936e00420fc0220a11bd18efdc9d908178ce7da2a8e3122716f3ab030595a5,05980abc6eba6555e8559790c595b4e6650471c8e39e975db9f2d87235a37ac7,506401bbacdd6e6a43ed362e6e76a01fb41f2630ba694060f89e86461b58152b,36de9cd654bdc5b0db13fda773e25d912dfec22db030f0b71e8d0ac8b591d313,455ea8e4df23c50d2ec86e580c09e3d4f131ee1eb4ea206fe12c4d82494b11e2,78a34aaab530c8b199ca2c218d777ac2804c153086deab347f4c5a2fea63b96c,151e72baa3389e3780e47594ea90971e416816ecf63d43f6f5bac49c6ab30d03,7bc9e13981e21381f77cbd65bfdcbe0eb3f56c93688b6ee99a059cf4d31b32ae,a231918952912d8237dab3c193ac434a7db051267fc11cd91daf4fee8d19f2cb,0b3fe603742e04c0ce9230c7a6e1bfbbdc4d78a459f667e16d120a17f7f05dc0,f7100a61ae825f8955ef440f7c52cadc2dc4c8eb0cd0ee5c4fc6c09fa7fcf12c,64b7893f13e5358419dd63b9eb92271e178e8561f61267e0fa6c0bbbb9e5cbd8,2ff64f6312078f0bd90691ad63ce4468bb5c3f1fd60ccae0cf47b3387f14a1e1,8ce2848002f6c91e2a35414622560220cfc2500a885d01f87f757c5b7796b8c1,62cca4873b450081c516295678d6b42c240ffc9508ee5d8b7434378172f25afa,4ca55d4a60b14c5065a2b779481b69bd09b8eb62f897997566cf05019fbc4c07,719798e1e952fb5d59e7ef086b7135ce62cda77ba39ca3f24b384a2ab6806aae,b2a016e41217f76940d171ec8b7b392ea72cb578467acf70e6484a3fe775a0ae,bf550e05b4d4222d612407d7b4141eee20ac1cf13a4f346920b2e701d3237c20,c4a5ff8c1fcbd6664d2bbb649894b347ba8e57889199933dc4dc2e8ca703573f,bea8229800e623c83f499bc7e13afc8fd0390634bac3b3fff7912141d6b2e124
"650001124","650130011","0","0","0","100014","bgm_M41","650130012","0","20001","20001101","bgm_M41","8","bgm_M41","650001101","1","1","bgm_M41","8","0","0","100020","0","90","0","0","0","100015","bgm_M41","0","120","8","0","塔爾格姆地區 1-1","-820","100014","-50","0","650130013","20001101","100016","1","bgm_M41","0"
"650001125","650140011","0","0","0","100014","bgm_M41","650140012","0","20001","20001102","bgm_M41","8","bgm_M41","650001102","1","1","bgm_M41","8","0","0","100020","0","90","0","0","0","100015","bgm_M41","0","120","8","0","塔爾格姆地區 1-2","-710","100014","-140","0","650140013","20001101","100016","2","bgm_M41","0"
"650001126","650150011","0","0","0","100091","bgm_M41","650150012","0","20001","20001103","bgm_M41","8","bgm_M41","650001103","1","1","bgm_M41","8","0","0","100030","0","90","0","0","0","100092","bgm_M41","0","120","8","0","塔爾格姆地區 1-3","-620","100091","0","0","650150013","20001101","100093","3","bgm_M41","0"
"650001127","650160011","0","0","0","100041","bgm_M41","650160012","0","20001","20001104","bgm_M41","8","bgm_M41","650001104","1","1","bgm_M41","8","0","0","100040","0","90","0","0","0","100042","bgm_M41","0","120","8","0","塔爾格姆地區 1-4","-500","100041","-90","0","650160013","20001101","100043","4","bgm_M41","0"
"650001123","650170011","0","0","0","100091","bgm_M41","650170012","0","20001","20001105","bgm_M41","8","bgm_M41","650001105","1","1","bgm_M41","8","0","0","100030","0","90","0","0","0","100092","bgm_M41","0","120","8","0","塔爾格姆地區 1-5","-425","100091","45","0","650170013","20001101","100093","5","bgm_M41","0"
"650001124","650180011","0","0","0","100061","bgm_M41","650180012","0","20001","20001106","bgm_M41","9","bgm_M41","650001106","1","1","bgm_M41","9","0","0","100010","0","90","0","0","0","100062","bgm_M41","0","135","9","0","塔爾格姆地區 1-6","-280","100061","0","0","650180013","20001101","100063","6","bgm_M41","0"
"650001125","650190011","0","0","0","100021","bgm_M41","650190012","0","20001","20001107","bgm_M41","9","bgm_M41","650001107","1","1","bgm_M41","9","0","0","100050","0","90","0","0","0","100022","bgm_M41","0","135","9","0","塔爾格姆地區 1-7","-220","100021","-160","0","650190013","20001101","100023","7","bgm_M41","0"
"650001126","650200011","0","0","0","100041","bgm_M41","650200012","0","20001","20001108","bgm_M41","9","bgm_M41","650001108","1","1","bgm_M41","9","0","0","100040","0","90","0","0","0","100042","bgm_M41","0","135","9","0","塔爾格姆地區 1-8","-100","100041","-10","0","650200013","20001101","100043","8","bgm_M41","0"
"650001127","650210011","0","0","0","100014","bgm_M41","650210012","0","20001","20001109","bgm_M41","9","bgm_M41","650001109","1","1","bgm_M41","9","0","0","100020","0","90","0","0","0","100015","bgm_M41","0","135","9","0","塔爾格姆地區 1-9","30","100014","30","0","650210013","20001101","100016","9","bgm_M41","0"
"650001122","650220011","0","0","0","100091","bgm_M41","650220012","0","20001","20001110","bgm_M41","9","bgm_M41","650001110","1","1","bgm_M41","9","0","0","100030","0","90","0","0","0","100092","bgm_M41","0","135","9","0","塔爾格姆地區 1-10","140","100091","-80","0","650220013","20001101","100093","10","bgm_M41","0"
"650001124","650230011","0","0","0","100101","bgm_M41","650230012","0","20001","20001111","bgm_M41","10","bgm_M41","650001111","1","1","bgm_M41","10","0","0","100070","0","90","0","0","0","100102","bgm_M41","0","150","10","0","塔爾格姆地區 1-11","260","100101","61","0","650230013","20001101","100103","11","bgm_M41","0"
"650001125","650240011","0","0","0","100061","bgm_M41","650240012","0","20001","20001112","bgm_M41","10","bgm_M41","650001112","1","1","bgm_M41","10","0","0","100010","0","90","0","0","0","100062","bgm_M41","0","150","10","0","塔爾格姆地區 1-12","345","100061","-96","0","650240013","20001101","100063","12","bgm_M41","0"
