0e6f210dca5af29f49b12787d6bbbd6540349cdc6a35f850bb5924340e9c8f8b,901c208986d92107d38578cd730d61743a0ceec983714cabda947a74c520003c,5b89c968dca4150fe416a1486b6f800053ebe84624d1f55167903f0e80316c76,4a560c02cfaff090d4ad8774f91243ec51471126017c80c6b2645b54b86a54e8,7b45d625b82e56add7d7489a2742ecf7570bd992e188f75f248b4b1cfe2ccb37,e3ad9a7780d6602163547c5ea7c48474f019e10ca4378125623b3acda5f46444,94023a1fcf23c5bff50b446f013b6b789f7ef7aab26f792fb64d067feb21ea82,6e3800fdbaad7445e599e6fca12dbf093d04226cfcee0aa59b69d61c96664c64,7bbaba2260559d6c96daf755d4371e3250bda7cbac14f06bf89786d6c4b1d1c2,d446cc35db95a364b6a5abf2ec89eebdfa35478af9d9f777f953a8b2cd24958f,64c7cc19e6feff8de90255c11c9569c9916df67eee330f41575a3725c1d2cbc0,6df10366088da96f6fb124bf6509f2f4446d4296e88135f4324fc57642e58429,0c9b8a18aa1d6c4fd5fb3ff9f63239ca7fa4abc9e07947042e4ef964c3a710a2,4b8e488af2ddd5b0f860105943e212d46df176ece13c181c9564eaba0c1bf802,addcdb7b05f3a0d6e4e9b8c37eddba44792b4132668927a3da0e6d1dd3ba1ca1,a48674f2abf56a94d504b6adaf1292288df27f904cc56a9b495e8fd11e435507,90eac4250967644f8bc31f4ad3035fa059ec5ced4710d99b67decf3f6cf5f379,103f282efe9b30a70b9d4b0912983cb8a394953ab017c9864e6fa75be1ee831b,07a8a113085efbca53fbe9d6539fabf56a3af86bc3ce444911a85fc108da9eba,6b4ed74865dd45d7b825ddb587e97a24f84a7a01d12aeb6f93ef6ff64ec2ae1b,4e46d01846da8196fb1eb37e975aca255dfd14645ebd2bbf8a548e330ae3dc57,1322d58a92e392639788c1bb141a7d65d6a90271eb5475f4159e9bb980de9d90,05bad13caf95955f5c857afde6544aa314c7ddc9c2bf30e5a76379411e1bae1a,b358bc7b3e9268d1a978874213a7fc901d0e68d01947b27e7b55229f40076d5d,039f0d290c82a7734e40a2a52eadeb9fdb363a3143bea7d650264c092bed0e8d,a19a531fbbcb55f1b84130454ddcfb604a64c9eeefdb670b01cf7171dbee0ec7,9c39f6b76eb24ebb3817c729faaf29127d28c4b060220b893baa0760f1de4b38,7bfca0a3130d85568597c2b52814c28e3f8ae433122e5815f61b7d008b61f18f,1159fbb1615b75e73bf1aa03e010601c3150121c3d8de2fca51907fd6e6f2de2,e8c48fd384fe17b9451263a3347376d094454df4f69a8d021acf10e8cdc21063,ab01bb7c8e00d5df70c909cc505b1b04c14ed6f24f29029679d4b8c6d4c67f14,23c162ae759b92ab34f29d5c53deb86cd4d7a4680f9f0b983e670fafa689ad70,5668c64219909c189b70821d3bd7d783a6e06500e6baacbe0c59fb3a000855da,0af6dc50593548b6c1cd40fc03de50dc6590d9daab6cc1a98fef8edd7fcf1ecf,912002643398024e250a50f78b911580590cdad60186de4ce87ecbb58e477a01,c90674bf94d0f4960abe965647c3c55c719f87a8d361129f49b04be992b125a0,8f77d9f5f9ab9cf62264e0aa79c9739ec38e0c8b22b4803d9b1ebb0c1cc71f75,dbe0b2fb3828a8fbde95b5cd44aaa0ffe0feaf2774ce1c58b7117bdbcdb02964
"201010104","100052","0","0","bgm_M06","bgm_M06","100053","bgm_M06","21001001","瑪那冒險 Lv1","0","2030/12/17 14:59:59","0","201010105","0","80","210010011","bgm_M06","210010013","0","100051","0","bgm_M06","23001","201010106","201010103","94002","0","1","100052","bgm_M06","210010012","21001","0","221001001","90","0","2015/12/17 15:00:00"
"201010207","100052","0","0","bgm_M06","bgm_M06","100053","bgm_M06","21001002","瑪那冒險 Lv2","0","2030/12/17 14:59:59","0","201010204","11004001","100","210010021","bgm_M06","210010023","0","100051","21001001","bgm_M06","23001","201010206","201010204","94002","0","1","100052","bgm_M06","210010022","21001","0","221001002","90","0","2015/12/17 15:00:00"
"201010305","100052","0","0","bgm_M06","bgm_M06","100053","bgm_M06","21001003","瑪那冒險 Lv3","0","2030/12/17 14:59:59","0","201010306","11006001","140","210010031","bgm_M06","210010033","0","100051","21001002","bgm_M06","23001","201010305","201010307","94002","0","1","100052","bgm_M06","210010032","21001","0","221001003","90","0","2015/12/17 15:00:00"
"201010406","100052","0","0","bgm_M06","bgm_M06","100053","bgm_M06","21001004","瑪那冒險 Lv4","0","2030/12/17 14:59:59","0","201010409","11007001","180","210010041","bgm_M06","210010043","0","100051","21001003","bgm_M06","23001","201010407","201010401","94002","0","1","100052","bgm_M06","210010042","21001","201010408","221001004","90","0","2015/12/17 15:00:00"
"201010502","100052","0","0","bgm_M06","bgm_M06","100053","bgm_M06","21001005","瑪那冒險 Lv5","0","2030/12/17 14:59:59","0","201010507","11008001","200","210010051","bgm_M06","210010053","0","100051","21001004","bgm_M06","23001","201010505","201010501","94002","0","1","100052","bgm_M06","210010052","21001","201010508","221001005","90","0","2015/12/17 15:00:00"
"201010602","100052","0","0","bgm_M06","bgm_M06","100053","bgm_M06","21001006","瑪那冒險 Lv6","0","2030/12/17 14:59:59","0","201010609","11010001","250","210010061","bgm_M06","210010063","0","100051","21001005","bgm_M06","23001","201010608","201010607","94002","0","1","100052","bgm_M06","210010062","21001","201010603","221001006","90","0","2019/03/06 16:00:00"
"201010703","100052","0","0","bgm_M06","bgm_M06","100053","bgm_M06","21001007","瑪那冒險 Lv7","0","2030/12/17 14:59:59","0","201010701","11011001","300","210010071","bgm_M06","210010073","0","100051","21001006","bgm_M06","23001","201010707","201010702","94002","0","1","100052","bgm_M06","210010072","21001","201010708","221001007","90","0","2019/08/01 16:00:00"
"201010806","100052","0","0","bgm_M06","bgm_M06","100053","bgm_M06","21001008","瑪那冒險 Lv8","0","2030/12/17 14:59:59","0","201010807","11013001","350","210010081","bgm_M06","210010083","0","100051","21001007","bgm_M06","23001","201010802","201010803","94002","0","1","100052","bgm_M06","210010082","21001","201010808","221001008","90","0","2020/02/18 16:00:00"
"201010909","100052","0","0","bgm_M06","bgm_M06","100053","bgm_M06","21001009","瑪那冒險 Lv9","0","2030/12/17 14:59:59","0","201010908","11015001","400","210010091","bgm_M06","210010093","0","100051","21001008","bgm_M06","23001","201010903","201010901","94002","0","1","100052","bgm_M06","210010092","21001","201010907","221001009","90","0","2020/08/03 16:00:00"
"201011009","100052","0","0","bgm_M06","bgm_M06","100053","bgm_M06","21001010","瑪那冒險Lv10","0","2030/12/17 14:59:59","0","201011001","11020001","450","210010101","bgm_M06","210010103","0","100051","21001009","bgm_M06","23001","201011007","201011002","94002","0","1","100052","bgm_M06","210010102","21001","201011004","221001010","90","0","2021/02/09 05:00:00"
