ee25d2ba8a5d428cd7bc0a3606ba270158a906cfb3c16478cb9c542e1ab91993,01ca8ac139bd2709e8f1d5fae5cf3d78d3084eee03fc19993d11f81808dbb55a,6f99eac48be1de9d282bb6a296c8c2cff22f720473bcbcc971323265d85114ad,3f687214097b218aa5b220f07c824981171e61100ca43e1e50b2eb65653a9128,20d04f0d6e79fbf7fcc3fafbc1a564c5e7deab1064f0a61a22ed0aa28cd49ea5,ee6dd18496603080d4e88a7d938b02d193e73674aae92b985038a0031cb8383d,3dd2030a2abed6eeb6ddcb4da6a9ef38ce36ba52110a24818055fe50d1c25709,8543bedd7a9c2b0cfe764885f39bdebbc85f2c76ee494185bd41ef6d10853085,06f4e7a78da5dbc7d3fed4a7f528c3c4ed039d346d3d34689faf9f62691c15a2,fe89f8e87634992f1114d6f7b84822d64f2dd40c2ac06faa2f3c4d722acb779a,60a47e71b5bf0ef9f8b1d0b08716c274ad35becb7661d5e95220287ffb96d395,04978bedb735786dd9c30bdb467889d66e19b64ec19b6551d3005cd90e451ac0,a42d5ac6632eb8a99b6407c514a22c0e515fba57b8bfb7e114e85c1ddf7d7280,ac1ca81d67b5139eeece5319a471861c7b82e3b3d9a4aaf384d5c96526c3c850,e176aa6f42db9e134b1714df0971a68092277e9b4c63ac7e04f2cf8f0d956def,0d6ca9b00d91b4648f59a51c8a3e086c283b06aa3a79ddcd9bde2f9c2877ecaa,7fccf764f4d5f7534a9d8db3b75f0346856444b86bb7f8c717d0c25f6233be3d,03232a7c30a99171c35c58653152184e43e07c3bc83ec9f7502f4c5d0c66a8aa,a5f6a818c5ca5b5381144a7f03b2906366a6f62ce456069a58163d83f026648e,1b5acbceeb7512f491eed70cbdc2c7e4ed04a0c488162b0d630a2d4d21fac327,d5bd6a87d88ab7e0728a4c56a12499fd2a8ef92152d63a7671d8569340ae140b,854a65a86b8c6bc46491d96b329d83082011d082c1a40820e18be9b93b4e32df,95296df9f3a486ad5d89123b5586e827d83de84029f84f117e6adda740ff174d,2aaf7af9cd00422253c4289c2f158eb452b3f806b6ec27a6536366221be3cfc8
"1","10010101","0","0","0","0","0","1001","0","0","0","3","0","7","0","0","0","1","1001","100101","1","0","1002","1002"
"1","10020101","0","1001","0","0","0","1001","0","0","1","3","1","10","0","0","0","1","1001","100201","1","0","1002","1002"
"1","10030101","0","0","0","0","0","1","0","0","0","4","1002","8","0","0","0","1002","1001","100301","1001","0","1","1"
"1","10040101","0","0","0","0","0","1001","0","0","0","3","0","7","0","0","0","1","1001","100401","1","0","1001","1002"
"1","10050101","0","0","0","0","0","1001","0","0","0","3","0","7","0","0","0","1","1001","100501","1","0","1002","1002"
"1","10060101","0","0","0","0","0","1001","0","0","1001","3","1","9","0","0","0","1","1001","100601","1","0","1002","1002"
"1","10070101","0","0","0","0","0","1","0","0","1002","6","1001","9","0","0","0","1001","1","100701","1","0","1002","1"
"1001","10080101","0","1002","0","0","0","1","0","0","1","3","1001","10","0","0","0","1","1002","100801","1002","0","1","1001"
"1","10090101","0","0","0","0","0","1001","0","0","0","3","0","7","0","0","0","1001","1","100901","1","0","1001","1001"
"1002","10100101","0","1","0","0","0","1001","0","0","1002","3","1","10","0","0","0","1","1001","101001","1","0","1","1002"
"1","10110101","0","0","0","0","0","1002","0","0","0","3","0","7","0","0","0","1","1002","101101","1","0","1001","1001"
"1","10120101","0","0","0","0","0","1001","0","0","0","3","0","7","0","0","0","1","1001","101201","1","0","1002","1002"
"1001","10130101","0","0","0","0","0","1","0","0","0","3","0","7","0","0","0","1","1002","101301","1002","0","1","1001"
"1","10140101","0","0","0","0","0","1002","0","0","0","3","0","7","0","0","0","1","1002","101401","1","0","1001","1001"
"1","10150101","0","0","0","0","0","1002","0","0","0","3","0","7","0","0","0","1","1002","101501","1","0","1001","1001"
"1","10160101","0","0","0","0","0","1001","0","0","0","3","0","7","0","0","0","1","1001","101601","1","0","1002","1002"
"1001","10170101","0","0","0","0","0","1001","0","0","1001","5","1","9","0","0","0","1","1001","101701","1","0","1","1002"
"1","10180101","0","0","0","0","0","1002","0","0","0","3","0","7","0","0","0","1","1002","101801","1","0","1001","1001"
