b08cda86cd01f2c833b1976e9d65c9d4ab0b1a3c3c1dadc7123023dc464395c0,babf6ad28c8efe11096f43db253e3d91784581d599a17d85016015fab8e12dcb,02f8a49c06b08c8b13f709c9f17b8fc3d1560070e4bb1f01e7896b438fa51b35,b261290acccd69fd9c2da6b4014134ed451da8dc71b2794fc19299ba2b605ad3,8435225f7e123e152e3392080261539169614180a0c8d08eae8b6e740bb826ff,07076689e60aa49437f50e109f259fca59ac9ee9e0acc0ed1a8008813357288a,0269278f7cd3b5019518d023fcb2b5f7c9a6a486d654fc5ffed63f7756a7af40,975c7ff177b73955a04bab670c3d5edd08c8e27f216ab5b126dfa319f1f0655b,95aa165059727e7e9d358d8cf05c0e259c6ce7865402416aafca5895adf8e235,275507da8927bccd28ae3b76ee6e744684c017a23ffd2c4de60f0b79c7b49ad8,8e405120cb355773704628bea2c0ad4416b60323cfd6902c413b3c8d46176dc1,a695cc37e2a73d6b85342487d2362a7c97659ef6a540dfb00c0c4901c124975d,f9f8c854405684e33e34cc547805ae6d7c490189c793563832142ea467c47745,a07da1c03c813aa6ff6ad1a0df9b24afcbf8cf8097530d1e627959f67d82591b,877bb05d7bb3dc7af9e266f3c24b5b9b1ea9a72310c133000e2b4c057f3accfa,6da4b42569c07dcb816f7c920a223482616552c01d5e3c5b791d58daab10051f
"0","0","0","0","0","0","25201","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","25202","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","25301","0","0","0","0","0","0","0","0","0"
"0","0","0","0","202","0","31001","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","12015001","31002","0","0","0","0","0","0","12006001","0","12002002"
"0","0","0","0","0","0","31003","0","0","0","0","0","0","12008001","0","12002001"
"0","0","0","0","202","0","31004","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31005","0","0","0","0","0","0","0","0","0"
"0","0","0","0","204","0","31006","0","0","0","0","0","0","0","0","0"
"0","0","0","0","203","0","31007","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31008","0","0","0","0","0","0","12013002","0","12008002"
"0","0","0","0","203","0","31009","0","0","0","0","0","0","0","0","0"
"0","0","0","0","204","0","31010","0","0","0","0","0","0","0","0","0"
"0","0","0","0","202","0","31011","0","0","0","0","0","0","0","0","0"
"0","0","0","0","203","0","31012","0","0","0","0","0","0","0","0","0"
"0","0","0","0","204","0","31015","0","0","0","0","0","0","0","0","0"
"0","0","0","0","203","0","31016","0","0","0","0","0","0","0","0","0"
"0","0","0","0","203","0","31017","0","0","0","0","0","0","0","0","0"
"0","0","0","0","205","0","31018","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","12015002","31020","0","0","0","0","0","0","12009002","0","12003003"
"0","0","0","0","0","12014001","31021","0","0","0","0","0","0","12005001","0","12001002"
"0","0","0","0","205","0","31022","0","0","0","0","0","0","0","0","0"
"0","0","0","0","202","0","31023","0","0","0","0","0","0","0","0","0"
"0","0","0","0","205","0","31025","0","0","0","0","0","0","0","0","0"
"0","0","0","0","204","0","31026","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","12017002","31027","0","0","0","0","0","0","12011002","0","12007002"
"0","0","0","0","0","0","31028","0","0","0","0","0","0","12009003","0","12002003"
"0","0","0","0","204","0","31029","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31030","0","0","0","0","0","0","12010003","0","12004003"
"0","0","0","0","0","0","31031","0","0","0","0","0","0","12014002","0","12007003"
"0","0","0","0","0","0","31032","0","0","0","0","0","0","12012003","0","12008003"
"0","0","0","0","0","0","31033","0","0","0","0","0","0","12012001","0","12006002"
"0","0","0","0","204","0","31034","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31036","0","0","0","0","0","0","0","0","12016003"
"0","0","0","0","0","0","31037","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31038","0","0","0","0","0","0","12012002","0","12005003"
"0","0","0","0","0","12016001","31040","0","0","0","0","0","0","12009001","0","12001003"
"0","0","0","0","205","0","31042","0","0","0","0","0","0","0","0","0"
"0","0","0","0","205","0","31043","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31044","0","0","0","0","0","0","0","0","12017003"
"0","0","0","0","204","0","31045","0","0","0","0","0","0","0","0","0"
"0","0","0","0","202","0","31046","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31047","0","0","0","0","0","0","0","0","12014003"
"0","0","0","0","0","12016002","31048","0","0","0","0","0","0","12010002","0","12005002"
"0","0","0","0","0","0","31049","0","0","0","0","0","0","12011003","0","12006003"
"0","0","0","0","0","0","31050","0","0","0","0","0","0","12010001","0","12004002"
"0","0","0","0","204","0","31051","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31052","0","0","0","0","0","0","12011001","0","12003002"
"0","0","0","0","202","0","31053","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31054","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31057","0","0","0","0","0","0","0","0","12013003"
"0","0","0","0","0","12017001","31058","0","0","0","0","0","0","12007001","0","12003001"
"0","0","0","0","0","12013001","31059","0","0","0","0","0","0","12004001","0","12001001"
"0","0","0","0","204","0","31060","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31063","0","0","0","0","0","0","0","0","12015003"
"0","0","0","0","0","0","31075","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31076","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31077","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31078","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31079","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31080","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31081","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","31082","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","11001010","101011","11002001","0","0","0","0","0","11001005","0","11001001"
"0","0","0","0","0","0","101071","0","0","0","0","0","0","11002007","0","11001006"
"0","0","0","0","0","0","101101","0","0","0","0","0","0","11001008","0","11001004"
"0","0","0","0","0","0","101131","0","0","0","0","0","0","11002008","0","11001009"
"0","0","0","0","0","12001001","101161","0","0","0","0","0","0","11001005","0","11001003"
"0","0","0","0","0","0","101191","0","0","0","0","0","0","11002001","0","11001007"
"0","0","0","0","0","11002002","101251","11002006","0","0","0","0","0","11001007","0","11001002"
"0","0","12001002","0","0","11002005","101281","12001001","0","0","0","0","0","11001008","0","11001001"
"0","0","0","0","0","0","101371","0","0","0","0","0","0","11002002","0","11001004"
"0","0","0","0","0","11002003","101401","0","0","0","0","0","0","11001010","0","11001006"
"0","0","12001003","0","0","11002007","101431","12001001","0","0","0","0","0","11001006","0","11001003"
"0","0","0","0","0","11002004","101521","0","0","0","0","0","0","11001005","0","11001002"
"0","0","12001002","0","0","11001009","101551","11002003","0","0","0","0","0","11001004","0","11001002"
"0","0","12003001","0","0","11002006","101581","12001002","0","0","0","0","0","11002004","0","11001001"
"0","0","0","0","0","11002005","101611","11002008","0","0","0","0","0","11001007","0","11001003"
"0","0","0","0","0","11003003","102011","12002001","0","0","0","0","0","11002010","0","11002001"
"0","0","0","0","0","12003001","102013","0","0","0","0","0","0","11004003","0","11003005"
"0","0","0","0","0","0","102014","0","0","0","0","0","0","11004002","0","11003006"
"0","0","0","0","0","12004003","102041","0","0","0","0","0","0","11004003","0","11003007"
"0","0","0","0","0","12002003","102071","0","0","0","0","0","0","11003001","0","11002006"
"0","0","0","0","0","0","102101","0","0","0","0","0","0","11004001","0","11003006"
"0","0","0","0","0","12001003","102131","0","0","0","0","0","0","11004001","0","11003005"
"0","0","0","0","0","12004001","102162","0","0","0","0","0","0","11003007","0","11002003"
"0","0","0","0","0","12003002","102163","0","0","0","0","0","0","11004004","0","11003003"
"0","0","0","0","0","0","102191","0","0","0","0","0","0","11003004","0","11002005"
"0","0","0","0","0","12003003","102192","0","0","0","0","0","0","11004002","0","11003004"
"0","0","0","0","0","11003005","102221","0","0","0","0","0","0","11002012","0","11002004"
"0","0","0","0","0","0","102222","0","0","0","0","0","0","11004002","0","11003004"
"0","0","0","0","0","12002002","102251","0","0","0","0","0","0","11003002","0","11002002"
"0","0","0","0","0","0","102252","0","0","0","0","0","0","11004001","0","11003003"
"0","0","0","0","0","0","102281","0","0","0","0","0","0","11003010","0","11002008"
"0","0","0","0","0","0","102282","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","102311","0","0","0","0","0","0","0","0","0"
