9a4455b1af8f5a58540ec859196fb62a463920dba43e8f6aafc6cf4355e89f25,cfb0fa5781618ce3e9ac48fe6a24529b8e4514402b0a22c7d559a961eab2048a,f25df19f950e149509f59a5d738fc08f84525d85919065db8c84a1bcd3a46e60,4a70f011ba46f80a61df1d1ac15620ac33c5fadc6abac333d447cbc5f5ee8f81,161f8ba4be492a273adbe3d1a72ce22df76ad06f46fccce25ce8bfead43ce27a
"100101","28","2015/04/01 14:00:00","2099/08/01 14:59:59","加油！"
"100201","29","2015/04/01 14:00:00","2099/08/01 14:59:59","謝謝"
"100301","30","2015/04/01 14:00:00","2099/08/01 14:59:59","參戰"
"100401","31","2015/04/01 14:00:00","2099/08/01 14:59:59","早安~！！"
"100501","58","2021/12/09 12:00:00","2099/08/01 14:59:59","有點難為情呢"
"100601","59","2021/12/09 12:00:00","2099/08/01 14:59:59","好厲害喔～♪"
"100701","60","2021/12/09 12:00:00","2099/08/01 14:59:59","布丁～布丁～"
"100801","61","2021/12/09 12:00:00","2099/08/01 14:59:59","叫我嗎？"
"100901","32","2015/04/01 14:00:00","2099/08/01 14:59:59","就是現在！"
"101001","33","2015/04/01 14:00:00","2099/08/01 14:59:59","真是辛苦呀"
"101101","34","2015/04/01 14:00:00","2099/08/01 14:59:59","收到！"
"101201","35","2015/04/01 14:00:00","2099/08/01 14:59:59","開始囉─"
"101301","62","2021/12/09 12:00:00","2099/08/01 14:59:59","出現了！"
"101401","63","2021/12/09 12:00:00","2099/08/01 14:59:59","線索湊齊了呢"
"101501","64","2021/12/09 12:00:00","2099/08/01 14:59:59","好乖好乖♪"
"101601","36","2015/04/01 14:00:00","2099/08/01 14:59:59","OK！"
"101701","37","2015/04/01 14:00:00","2099/08/01 14:59:59","船到橋頭自然直"
"101801","65","2021/12/09 12:00:00","2099/08/01 14:59:59","我來教‧教‧你"
"102001","38","2015/04/01 14:00:00","2099/08/01 14:59:59","晚安"
"102101","39","2015/04/01 14:00:00","2099/08/01 14:59:59","哇！哇！"
"102201","40","2015/04/01 14:00:00","2099/08/01 14:59:59","抖~抖~"
"102301","41","2015/04/01 14:00:00","2099/08/01 14:59:59","怒怒"
"102501","42","2015/04/01 14:00:00","2099/08/01 14:59:59","辛苦啦…哇哇！？"
"102601","66","2021/12/09 12:00:00","2099/08/01 14:59:59","好累喔～"
"102701","43","2015/04/01 14:00:00","2099/08/01 14:59:59","呵呵呵…"
"102801","44","2015/04/01 14:00:00","2099/08/01 14:59:59","要上了！"
"102901","45","2015/04/01 14:00:00","2099/08/01 14:59:59","交給我！"
"103001","67","2021/12/09 12:00:00","2099/08/01 14:59:59","統一天下是也！"
"103101","46","2015/04/01 14:00:00","2099/08/01 14:59:59","晚晚安！"
"103201","68","2021/12/09 12:00:00","2099/08/01 14:59:59","真不好意思"
"103301","69","2021/12/09 12:00:00","2099/08/01 14:59:59","騙你的！"
"103401","47","2015/04/01 14:00:00","2099/08/01 14:59:59","乾杯！！"
"103601","48","2015/04/01 14:00:00","2099/08/01 14:59:59","已通報!!"
"103701","70","2021/12/09 12:00:00","2099/08/01 14:59:59","每日鍛鍊"
"103801","71","2021/12/09 12:00:00","2099/08/01 14:59:59","要不要……休息一下？"
"104001","49","2015/04/01 14:00:00","2099/08/01 14:59:59","剩下就拜託了…"
"104201","72","2021/12/09 12:00:00","2099/08/01 14:59:59","賜你守護……"
"104301","73","2021/12/09 12:00:00","2099/08/01 14:59:59","熱血沸騰啦！"
"104401","50","2015/04/01 14:00:00","2099/08/01 14:59:59","隨我而來吧！"
"104501","51","2015/04/01 14:00:00","2099/08/01 14:59:59","想吃…"
"104601","52","2015/04/01 14:00:00","2099/08/01 14:59:59","喵！"
"104701","74","2021/12/09 12:00:00","2099/08/01 14:59:59","以這雙手來守護！"
"104801","53","2015/04/01 14:00:00","2099/08/01 14:59:59","ＮＯ！"
"104901","54","2015/04/01 14:00:00","2099/08/01 14:59:59","抱歉呦♡"
"105001","55","2015/04/01 14:00:00","2099/08/01 14:59:59","快振作！！"
"105101","75","2021/12/09 12:00:00","2099/08/01 14:59:59","做實驗做實驗……♪"
"105201","76","2021/12/09 12:00:00","2099/08/01 14:59:59","呸呸！"
"105301","56","2015/04/01 14:00:00","2099/08/01 14:59:59","給我等一下！！"
"105401","77","2021/12/09 12:00:00","2099/08/01 14:59:59","真是沒辦法呀"
"105501","57","2021/12/09 12:00:00","2099/08/01 14:59:59","辛苦了！"
"105601","78","2021/12/09 12:00:00","2099/08/01 14:59:59","不用顧慮啦"
"105801","25","2015/04/01 14:00:00","2099/08/01 14:59:59","嗨！！"
"105901","26","2015/04/01 14:00:00","2099/08/01 14:59:59","幹的好"
"106001","27","2015/04/01 14:00:00","2099/08/01 14:59:59","給我記住"
"106101","79","2021/12/09 12:00:00","2099/08/01 14:59:59","哈～哈哈哈！"
"106401","80","2021/12/09 12:00:00","2099/08/01 14:59:59","請多指教囉。"
"106501","81","2021/12/09 12:00:00","2099/08/01 14:59:59","打架時間到了！"
"106601","82","2021/12/09 12:00:00","2099/08/01 14:59:59","不管那麼多了！"
"106701","83","2021/12/09 12:00:00","2099/08/01 14:59:59","答對了～♪"
"106801","84","2021/12/09 12:00:00","2099/08/01 14:59:59","歡迎你！"
"107001","85","2021/12/09 12:00:00","2099/08/01 14:59:59","我模仿看看"
"107101","86","2021/12/09 12:00:00","2099/08/01 14:59:59","來盡情享受吧"
"110801","87","2021/12/09 12:00:00","2099/08/01 14:59:59","真令人沮喪──"
"110901","88","2021/12/09 12:00:00","2099/08/01 14:59:59","好喜歡！"
"111001","89","2021/12/09 12:00:00","2099/08/01 14:59:59","非常有趣"
"111101","1","2023/01/20 16:00:00","2099/08/01 14:59:59","OK唷！"
"111201","2","2023/01/20 16:00:00","2099/08/01 14:59:59","嗨呵～！"
"111301","3","2023/01/20 16:00:00","2099/08/01 14:59:59","謝謝♪"
"111401","4","2023/01/20 16:00:00","2099/08/01 14:59:59","最～喜歡了！"
"111501","5","2023/01/20 16:00:00","2099/08/01 14:59:59","好興奮喔"
"111601","6","2023/01/20 16:00:00","2099/08/01 14:59:59","你也一起來★"
"111701","7","2023/01/20 16:00:00","2099/08/01 14:59:59","不賴嘛"
"111801","8","2023/01/20 16:00:00","2099/08/01 14:59:59","呼嚕呼嚕……"
"111901","9","2023/01/20 16:00:00","2099/08/01 14:59:59","加油！加油！"
"112001","10","2023/01/20 16:00:00","2099/08/01 14:59:59","嗨起來～♪"
"112101","11","2023/01/20 16:00:00","2099/08/01 14:59:59","呀～！"
"112201","12","2023/01/20 16:00:00","2099/08/01 14:59:59","討厭喵～！"
"112301","13","2023/01/20 16:00:00","2099/08/01 14:59:59","咦咦！？"
"112401","14","2023/01/20 16:00:00","2099/08/01 14:59:59","心跳加速"
"112501","15","2023/01/20 16:00:00","2099/08/01 14:59:59","怎、怎麼回事！"
"112601","16","2023/01/20 16:00:00","2099/08/01 14:59:59","這很簡單啊"
"112701","17","2023/01/20 16:00:00","2099/08/01 14:59:59","真幸福♪"
"112801","18","2023/01/20 16:00:00","2099/08/01 14:59:59","各位同志們！"
"112901","19","2023/01/20 16:00:00","2099/08/01 14:59:59","很順利呢～♪"
"113001","20","2023/01/20 16:00:00","2099/08/01 14:59:59","好棒棒♪"
"113101","21","2023/01/20 16:00:00","2099/08/01 14:59:59","我不會輸的/才沒有"
"113201","22","2023/01/20 16:00:00","2099/08/01 14:59:59","最高效率"
"113301","23","2023/01/20 16:00:00","2099/08/01 14:59:59","這是祕密"
"113401","24","2023/01/20 16:00:00","2099/08/01 14:59:59","登台！"
