8238d28738fe8afaac409f2e34600463abb0003c7184da88c8a099cead61b2ae,8fa95633d866e3c65faa44ab8a68b25df47b7eb13f5bdcb5bfb9fd59a479279e,276e7c6d7e4b2147c343e7a7ae50c7b7fd9709e8a87fc18bc19b6bdf21b655da,18dd74a41f61e309e53a9e517803a58ed76eca469f1e66a2ba3bcacfa28aeefb,3ace30efd9b982801675073698aac812c88cc2dbdc48919f98f3b96f944bfb1e,820b18765caab83100e600a23691111dbced712a64d978612c1ca5ca2dae84d0,091452c81dc62be1cb0bff23140e40303dd8de36ced4ac4102dee53bb58fe561,e32ecfd401642c622154361444a78bf2d7bfd15eb80de7f994bfc80d75e152b8,b1ac19ff656bbd5c0b60fd33d2303f2ab12c9550036852b72fe83f7502c4b49e,8222850d85cebf2f57a5554a2ba594893c5bc46783ee1eec218ebf8735ea770b,c8b0d1b55e35c1ff8b20d39329d2649223e99448a4ca3e3a3a8588e872e77eed,3456ae0e22af0d939867dbaa7358fc42ab4b461f7e3385013a6b0a52e0811bf3,5b78fb1f5b7c125a7de3bb3bc885d2a9014d02e5ba6bbb03a97df23e357258e1,1b488a4609c142d77ede57da67e69cfab0b53cd9474885817883745965912fc9,bb2dd5aa57e5b6e063bd5c9dcceccb5e059636e0a565cb26aeee3bbc73495a54,2ba865c3469f54ccde53334c8cf63d7b141de744d96843ea94b997b826ef3395,07f4d4909bb32a71abe64770a611283d4f8fa08a3ea0a92ff063d00ef5c6acf3,d9531c9617391fcf97b24cf233fc6f0e985264ce6ca1308bf7e1e535f557b7d3,39f00d747ddf3d389173ac601755cefde1a10b4b07e55ca83b11f23dfbf70df5,b14f80409415da52320ae807f42d491bbd910090964fc52fd53f548878f9194a,505cd3d9b8ee71309760550fc78288bcb9b2d9bce8793a6fffef58f81979f2b1,6b5f65412048a88fb3a526a2124b83779b58cf98c085bc420f360a55af937f98,dc15c6f4535fd3afdf3141c3d244da53b1790c1b248c9faa9ab986d4041175f8,23aef8cb4153fe063f5d2a6083767fd906610fd295e8e81c0ae8790ed9f6e67e,c4689c5427c78abcb127a9c3f93afdc6888cf930b04614685bda559267057ae9,f657b473908807bcb5c1f29553e2e9cd03e0be990e43d47cfec983d6fe0d4515,514593c0fb988994250efe1cb7c9e68693976e553579dc59d84c890616ecef90
"0","公主突襲車１號","0","1","0","201010","0","0","0","1010101","0","0","0","0","0","1","2010100","1","0","0","0","101","3010100","0","0","0","2010100"
"0","深淵戰車Mk－１","0","2","0","201020","0","0","0","1040101","0","0","0","0","0","1","2010100","2","0","0","0","405","3050101","0","0","0","2020100"
"0","第一可可蘿丸","0","3","0","201030","0","0","0","1030101","0","0","0","0","0","1","2040100","3","0","0","0","315","3040100","0","0","0","2040100"
"0","冰龍加速‧一重","0","4","0","201040","0","0","0","1020101","0","0","0","0","0","1","2020100","4","0","0","0","211","3020101","0","0","0","2020100"
"0","勇往直前號‧壹式","0","5","0","201050","0","0","0","1010101","0","0","0","0","0","1","2040100","5","0","0","0","106","3030101","0","0","0","2040100"
"0","小槌子亂揮１號","0","6","0","201060","0","0","0","1050101","3040101","0","0","0","0","1","2020100","6","0","0","0","506","0","0","0","0","2020100"
"0","大章魚燒丸‧阿爾法","0","7","0","201070","0","0","0","1030101","0","0","0","0","0","1","2020100","7","0","0","0","315","3010101","0","0","0","2010100"
"0","火箭戰車α","0","8","0","201080","4030102","0","0","1030101","0","0","0","0","0","1","2040100","8","0","2040100","0","310","3010102","4030102","0","0","0"
"0","創雷夜轉‧第一位階","0","9","0","201090","0","0","0","1050101","3010100","0","0","0","0","1","0","9","0","0","10501100","501","3010100","0","0","0","0"
"0","真摯維拉１","0","10","0","201100","4020102","0","0","1010101","0","0","0","0","0","1","2030100","10","20301010","0","0","102","3030101","0","0","0","2030100"
"0","垃圾維拉１","0","11","0","201110","0","0","0","1010101","0","0","0","0","0","1","0","11","20301010","0","0","103","3010101","0","0","0","2030100"
"0","青銅翻滾","0","12","0","201120","4030102","0","0","1030101","0","0","0","0","0","1","2020100","12","20201010","0","0","313","3040101","0","0","0","2020100"
"0","耕耘機α","0","13","30202015","201130","0","0","0","1020101","0","0","20401030","0","0","1","2040100","13","20301030","0","10201050","210","3020102","0","0","0","2030100"
"0","萬化黑鐵‧壹式","0","14","30502015","201140","0","0","20201010","1040101","0","0","20201010","0","0","1","2020100","14","20201010","2020100","10401075","406","3050102","0","0","0","2020100"
"0","公主突襲車２號","0","15","0","201150","0","0","0","1010201","0","0","0","0","0","2","2040200","15","0","0","0","101","3010201","0","0","0","2020200"
