520817111dd145b7f3fd4cd777ead746b26dcf374db4e520a57f48e43404d400,cbec2235ef0dc68f792967c156aae125094b3ee56b2e814ed34cd048b59969ba,00f304a773a65c8aa193c597c30bc29564519bead8eb0baf42a5db79141186fa,d7b972292525ff0989a330aca352eefaca5053cce1e09be74875ffb017521380,6ddba1ab51fe2e655e649fb629a3dc0873608913b8e1d9761d7e433ac50b0d88,8fc9d9ff1cb606c6629b2f8128f6a95442e3812f2c58d2bf1ab063847e2b2b8c,83c1100f2e1305330ace959730ddad0ce0d8aad7e3e2b7bd814c67d03800780e,e2cdea5fd3cb3a51e6e9d5de4c60d1a980a669199efc10fa892dea4ff0834f22,ab57f91f7596d1890be3a4041439a51809dc665030f0b544a470d7367018c60f,241077a41d2f069e56d4753884feb19a77254e3bb054f10b0225c14df3dad020,f7cdbd437f385b1c9c159c0661a447dd85381b3fbd85554179da112f11e47705,e9292b19da4ccce83bfad701ab3319ad66d9e730d6a764e09737bab6e0b9aae9,a79181c33e4831a1da712633f120e21f772b6fd71fb0e6686904ebdd584c8e0f,db4231db4724b8d67f3b4c9fedd059d54ad947b2fe10e4ab332336a0538ec5ab,090889d88d6a41082f37b98fa0abbf3a99378840a21bb30692e16bd226673507,12d082478403f151cfed447290f7ce84b2406beaf497ef64d0f345c685021fec,c7382663be80c1dbc70888d80873fd29908c21b5e48f29dff48ddbdc10193053,ffcfbf006cedcd00ef6b10bedbc776890bab8cbd5adf4d3545cbdb6fe25fc27f
"0","10","0","0","0","8","0","0","0","0","0","0","0","0","50","91002","1","1"
"0","100","0","0","0","8","0","0","0","0","0","0","0","0","10","91002","2","11"
"0","200","0","0","0","8","0","0","0","0","0","0","0","0","5","91002","3","101"
"0","500","0","0","0","8","0","0","0","0","0","0","0","0","3","91002","4","201"
"0","1000","0","0","0","8","0","0","0","0","0","0","0","0","2","91002","5","501"
"0","2000","0","0","0","8","0","0","0","0","0","0","0","0","2","91002","6","1001"
"0","3999","0","0","0","8","0","0","0","0","0","0","0","0","1","91002","7","2001"
"0","4000","0","0","0","8","0","0","0","0","0","0","0","0","50","91002","8","4000"
"0","4100","0","0","0","8","0","0","0","0","0","0","0","0","50","91002","9","4100"
"0","4200","0","0","0","8","0","0","0","0","0","0","0","0","50","91002","10","4200"
"0","4300","0","0","0","8","0","0","0","0","0","0","0","0","50","91002","11","4300"
"0","4400","0","0","0","8","0","0","0","0","0","0","0","0","50","91002","12","4400"
"0","4500","0","0","0","8","0","0","0","0","0","0","0","0","50","91002","13","4500"
"0","4600","0","0","0","8","0","0","0","0","0","0","0","0","50","91002","14","4600"
"0","4700","0","0","0","8","0","0","0","0","0","0","0","0","50","91002","15","4700"
"0","4800","0","0","0","8","0","0","0","0","0","0","0","0","50","91002","16","4800"
"0","4900","0","0","0","8","0","0","0","0","0","0","0","0","50","91002","17","4900"
"0","5000","0","0","0","8","0","0","0","0","0","0","0","0","50","91002","18","5000"
