20a905f8740e8ade75e772a2f8189959072d80905b722ae2b0494d3b90090229,02eec2104313ebef0154cf3c046eb478b7d18337079847a528404865172912ed,bc54df62462563f2c1db8dec1438af9b5882cb01113ed7332494ee54f8b14c86,d1976d112f41e451c689e139eb80f135b943e8a6e7b284e013bcfbefddd823f1,05a2b6efdfeabfc2ea2fb3e569526d4e36623cd687d7290f257b59f88d6a2fb4,308ccce0244b34be110c9332e1bf14e81b5f15382f8e89c04761b3ebe84117cc,cfc070b1e1419132f33076a5d9dc72ec8859bbaf38d32dcf253e42af2f8ee987,91fbaa05d9336a2af9e89203e1d468a3a6fd4ced55295df2e08a39a61c0250f4,eee938825172ab6ec876bc26a11c9387a6bc0f93e797537e19ddc2f0c5ae99ee,8fc4364c06c3970ec824864d5ad7993dd5a9b45bc744744499da379069872f05,2573c4c65ce86f2ebb044eddb58cd8a11eaccf6f514206f4f0cf54c008bfb29e,8da5218abd00719eb7b2a8484cbb7033fb583f414bcb2e7361a5716019a49d9e,e028f470c3be5275ef2dc6b6adf2b2232d3553fce67da32531dfd88867844a47,f7c6265713304f8616059b7170e941af6b20e6bddbcd0d1d9d1edccf1462e436,ebc33c099f1544b29354115064b84c0ffafc5ba1e4c00c64b05dfc7b104bd379,257da2dc021d4bb85f3a4923630fe4219b050b5cd743f45b3945182ece4d947a,48843ab692f7b8aeb92b2b2e7df902d9fa4d543ea7e2b096651b983cc6403c0f,c71210a623668ffff041dee93cff66c90bbabfd1cea76dcacc0d4a624c8787dd,dfa8ee9cd3d50221d23c1aafce99ee88bbd971aae035a136d6ccd259cd324430,258b19508fb7919a4870be021e8c9b9befd942f8ac71f31f1d63b944bbae5013,a0e41e7fdaaf8ead15791f783891fa0e87132dc617f19d58a6e09816727a0e24,b2412dee805f6143bc99bcf315a6f909ceff2d8c9f7c7c7bd3a58d2539e9d7b0,8ea6663de276d9b9f6b3858f3bc95b856d9d6111026c6dcd53461d6ef146af7c,d4dcc8cbfe1abb4f72ae39e1a32c376028771c93894a9fca0d3820785167081c,cf0d9a79d1fb0bcefb7c26644e6bd915de7c21f06cb1fe229a0c8efd9f6e5da8,9c3a6d33335d392f5b9b56d23fa717637579313f711627af3bf81f048e267a92,24d9d6a6c4cfd2487876afc156716e22d33fc3c8a0c5404a7213c33c46d64ff8,39b35b5ce28dde551710d9501b66315fa4ef186c905067e0697e7f8f074f90be
"2099/12/17 14:59:59","91002","0","日和 第1話","1001","100101","2030/12/17 14:59:59","0","0","0","1001001","0","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","有困難的時候就互相幫助幫助","20","0","0","8","0"
"2099/12/17 14:59:59","91002","0","日和 第2話","1001","100101","2030/12/17 14:59:59","0","0","0","1001002","2","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","打勾勾的誓言","20","1001001","0","8","0"
"2099/12/17 14:59:59","91002","0","日和 第3話","1001","100101","2030/12/17 14:59:59","0","0","0","1001003","3","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","為笑容許下心願","20","1001002","0","8","0"
"2099/12/17 14:59:59","91002","0","日和 第4話","1001","100101","2030/12/17 14:59:59","0","0","0","1001004","4","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","走散的貓耳女孩","50","1001003","0","8","0"
"2099/12/17 14:59:59","91002","0","日和 第5話","1001","100101","2030/12/17 14:59:59","0","0","0","1001005","5","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","尾巴是犯規的？","20","1001004","0","8","0"
"2099/12/17 14:59:59","91002","0","日和 第6話","1001","100101","2030/12/17 14:59:59","0","0","0","1001006","6","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","想休息卻無法休息！","20","1001005","0","8","0"
"2099/12/17 14:59:59","91002","0","日和 第7話","1001","100101","2030/12/17 14:59:59","0","0","0","1001007","7","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","贈勝利予你","20","1001006","0","8","0"
"2099/12/17 14:59:59","91002","0","日和 第8話","1001","100101","2030/12/17 14:59:59","0","0","0","1001008","8","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","明明想為你聲援的","50","1001007","0","8","0"
"2030/12/17 14:59:59","91002","0","日和 第9話","1001","100101","2030/12/17 14:59:59","0","0","0","1001009","9","0","0","2020/07/02 16:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","雀躍的祕密","50","1001008","0","8","0"
"2030/12/17 14:59:59","91002","0","日和 第10話","1001","100101","2030/12/17 14:59:59","0","0","0","1001010","10","0","0","2020/07/02 16:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","該被幫助的壞人","50","1001009","0","8","0"
"2030/12/17 14:59:59","91002","0","日和 第11話","1001","100101","2030/12/17 14:59:59","0","0","0","1001011","11","0","0","2020/07/02 16:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","流浪貓的回憶","50","1001010","0","8","0"
"2030/12/17 14:59:59","91002","0","日和 第12話","1001","100101","2030/12/17 14:59:59","0","0","0","1001012","12","0","0","2020/07/02 16:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","心跳加速的力量","50","1001011","0","8","0"
"2099/12/17 14:59:59","91002","0","優衣 第1話","1002","100201","2030/12/17 14:59:59","0","0","0","1002001","0","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","這次一定要","20","0","0","8","0"
"2099/12/17 14:59:59","91002","0","優衣 第2話","1002","100201","2030/12/17 14:59:59","0","0","0","1002002","2","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","Lunch・With・Me─！","20","1002001","0","8","0"
"2099/12/17 14:59:59","91002","0","優衣 第3話","1002","100201","2030/12/17 14:59:59","0","0","0","1002003","3","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","美味料理的吃法","20","1002002","0","8","0"
"2099/12/17 14:59:59","91002","0","優衣 第4話","1002","100201","2030/12/17 14:59:59","0","0","0","1002004","4","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","想傳達給身旁的你","50","1002003","0","8","0"
"2099/12/17 14:59:59","91002","0","優衣 第5話","1002","100201","2030/12/17 14:59:59","0","0","0","1002005","5","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","一點一滴的在往前……","20","1002004","0","8","0"
"2099/12/17 14:59:59","91002","0","優衣 第6話","1002","100201","2030/12/17 14:59:59","0","0","0","1002006","6","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","想知道你真正的心意","20","1002005","0","8","0"
"2099/12/17 14:59:59","91002","0","優衣 第7話","1002","100201","2030/12/17 14:59:59","0","0","0","1002007","7","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","可靠的魔法？","20","1002006","0","8","0"
"2099/12/17 14:59:59","91002","0","優衣 第8話","1002","100201","2030/12/17 14:59:59","0","0","0","1002008","8","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","不可思議的咒語","50","1002007","0","8","0"
"2030/12/17 14:59:59","91002","0","優衣 第9話","1002","100201","2030/12/17 14:59:59","0","0","0","1002009","9","0","0","2020/07/02 16:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","記下那無人知曉的心情","50","1002008","0","8","0"
"2030/12/17 14:59:59","91002","0","優衣 第10話","1002","100201","2030/12/17 14:59:59","0","0","0","1002010","10","0","0","2020/07/02 16:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","信任終將迎向光明","50","1002009","0","8","0"
"2030/12/17 14:59:59","91002","0","優衣 第11話","1002","100201","2030/12/17 14:59:59","0","0","0","1002011","11","0","0","2020/07/02 16:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","總有一天會察覺的心意","50","1002010","0","8","0"
"2030/12/17 14:59:59","91002","0","優衣 第12話","1002","100201","2030/12/17 14:59:59","0","0","0","1002012","12","0","0","2020/07/02 16:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","獻給想保護之人的力量","50","1002011","0","8","0"
"2099/12/17 14:59:59","91002","0","怜 第1話","1003","100301","2030/12/17 14:59:59","0","0","0","1003001","0","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","強心指導員","20","0","0","8","0"
"2099/12/17 14:59:59","91002","0","怜 第2話","1003","100301","2030/12/17 14:59:59","0","0","0","1003002","2","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","為了某天能相互支持","20","1003001","0","8","0"
"2099/12/17 14:59:59","91002","0","怜 第3話","1003","100301","2030/12/17 14:59:59","0","0","0","1003003","3","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","只屬兩人的約定","20","1003002","0","8","0"
"2099/12/17 14:59:59","91002","0","怜 第4話","1003","100301","2030/12/17 14:59:59","0","0","0","1003004","4","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","毫無虛假的笑容","50","1003003","0","8","0"
"2099/12/17 14:59:59","91002","0","怜 第5話","1003","100301","2030/12/17 14:59:59","0","0","0","1003005","5","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","海岸邊的休憩","20","1003004","0","8","0"
"2099/12/17 14:59:59","91002","0","怜 第6話","1003","100301","2030/12/17 14:59:59","0","0","0","1003006","6","0","0","2015/04/01 15:00:00","1","0","0","2030/12/17 14:59:59","0","0","1","軟弱的理由從何而來？","20","1003005","0","8","0"
