7e222a6dfc01a0ee6daa80073cafe757974ddeb16cd2695b500aca9c813663da,bbadc175d902f80fdff2d9dfa6384b7d47dc3c97b77aa7ea1590aa3cfce846a6,918a92d922f30afa419407b4e12c207b2711506ab141771ee974a3d412debbf8,606eb3a10412b38d793a6698e54191ba45b29c694fa40bbc3cc06b197d43a56d,b82684b2aee894d19f365c07cb33f1d670dfca7a04f588c241c7350e0af68dfd,90c704ac943f585ee73382a3249a3f86fb68914d07c5160736ec5069c0432362,54d26a8d79785542b472b2250e21f26eed10974030feb7a534619da01f40a092,32e1dc379eb602e0fec5dd0f49963bd78302f3ee4ea7fa7ada89a6a334fc563d,e64cb1c61e7e815adae4ef270f32046323f78f790203c184578b9df51d11b422,fbf4aebe03786ea52be0f465fbf392ec363869e8542bb4aff31e9ce7db731e99,3db05a5af5528fca71138f29b3a1f51541426381404be7141cd90db55a06e993,17c67d3b445b37488c744602d860dc22b81caf0b1827272e2ce6c15c81de87ca,ce4e7bad099292e4fa344e43ccbe542207b6ae59a5f3f43d2fc85bd973a813f5,859f59d96b8eb58aca75c4489776eac50f55275d5892003e9e75ed7e40bc575c,e9c535e2bc8669f309202c18e2177bb53a13562b648a2decd12964c70be79340,90733966c06c0e08087d188bc6865053581a938e1571e001bc689487f4ed7717,34e4b39ab11dfb6265116e265338e8a747917978d31b97d15b01e737ad6ae6e3,0d1cead79f4f2f3107b4de141cca03b623eb574c298e994eb6e83f9e2808410a,3b1f7a8ecc3a4c496c6f1c92c37cd628c1896222b143e975970280a39e566408,beb25e49f2ddff6fb390d31375b7ab1608a137bb8435840caf3f10faff582276,246ba7a61338007649a8c1cd3ba40a4697a5524b6db2254a7d3d1c4fc323a264,a6ac8f72f445a7eda2c5ab7ab41939419e6749e8d3675ff074a648778eb3d160,521e60d5f37697f057eee264d8bb85d6160ae039a13dcb836230a1ea724e2606,000cf6569b3b4a752c0c5583c2721d50af349245fe50f7b55aa0e9f6eae5c8c8
"8","2","2019/02/13 12:00:00","7001000","0","0","0","2030/04/24 14:59:59","0","7001","20","0","0","露娜之塔 第1章 序章","0","1","108","0","91002","0","0","0","0","探索開始！　露娜之塔"
"8","2","2019/02/13 12:00:00","7001001","0","0","71010020","2030/04/24 14:59:59","0","7001","20","0","0","露娜之塔 第1章 第1話","0","1","108","7001000","91002","0","0","0","0","調查要無止盡地持續哦"
"8","2","2019/02/13 12:00:00","7001002","0","0","71010040","2030/04/24 14:59:59","0","7001","20","0","0","露娜之塔 第1章 第2話","0","1","108","7001001","91002","0","0","0","0","學會撒嬌就可征服愛情"
"8","2","2019/02/13 12:00:00","7001003","0","0","71010050","2030/04/24 14:59:59","0","7001","20","0","0","露娜之塔 第1章 第3話","0","1","108","7001002","91002","0","0","0","0","被誤解的名偵探"
"8","2","2019/02/13 12:00:00","7001004","0","0","71010060","2030/04/24 14:59:59","0","7001","20","0","0","露娜之塔 第1章 第4話","0","1","108","7001003","91002","0","0","0","0","不可言明的關係"
"8","2","2019/02/13 12:00:00","7001005","0","0","71010070","2030/04/24 14:59:59","0","7001","20","0","0","露娜之塔 第1章 第5話","0","1","108","7001004","91002","0","0","0","0","羞喜交加的便當"
"8","2","2019/03/15 16:00:00","7002000","0","0","71010070","2030/04/24 14:59:59","0","7002","20","0","0","露娜之塔 第2章 序章","0","1","108","7001005","91002","0","0","0","0","姊妹的決心"
"8","2","2019/03/15 16:00:00","7002001","0","0","71020075","2030/04/24 14:59:59","0","7002","20","0","0","露娜之塔 第2章 第1話","0","1","108","7002000","91002","0","0","0","0","無法變得坦率"
"8","2","2019/03/15 16:00:00","7002002","0","0","71020080","2030/04/24 14:59:59","0","7002","20","0","0","露娜之塔 第2章 第2話","0","1","108","7002001","91002","0","0","0","0","埋藏於心底的妒嫉"
"8","2","2019/03/15 16:00:00","7002003","0","0","71020090","2030/04/24 14:59:59","0","7002","20","0","0","露娜之塔 第2章 第3話","0","1","108","7002002","91002","0","0","0","0","想變成世界第一可愛"
"8","2","2019/03/15 16:00:00","7002004","0","0","71020100","2030/04/24 14:59:59","0","7002","20","0","0","露娜之塔 第2章 第4話","0","1","108","7002003","91002","0","0","0","0","休息片刻來玩遊戲"
"8","2","2019/03/15 16:00:00","7002005","0","0","71020110","2030/04/24 14:59:59","0","7002","20","0","0","露娜之塔 第2章 第5話","0","1","108","7002004","91002","0","0","0","0","純真的姐妹情"
"8","2","2019/04/17 16:00:00","7003000","0","0","71020110","2030/04/24 14:59:59","0","7003","20","0","0","露娜之塔 第3章 序章","0","1","108","7002005","91002","0","0","0","0","首席模特兒和偶像"
"8","2","2019/04/17 16:00:00","7003001","0","0","71030120","2030/04/24 14:59:59","0","7003","20","0","0","露娜之塔 第3章 第1話","0","1","108","7003000","91002","0","0","0","0","萬事九九！"
"8","2","2019/04/17 16:00:00","7003002","0","0","71030130","2030/04/24 14:59:59","0","7003","20","0","0","露娜之塔 第3章 第2話","0","1","108","7003001","91002","0","0","0","0","因為是溫柔的你"
"8","2","2019/05/17 16:00:00","7003003","0","0","71030130","2030/04/24 14:59:59","0","7003","20","0","0","露娜之塔 第3章 第3話","0","1","108","7003002","91002","0","0","0","0","約會狂想曲"
"8","2","2019/05/17 16:00:00","7003004","0","0","71040140","2030/04/24 14:59:59","0","7003","20","0","0","露娜之塔 第3章 第4話","0","1","108","7003003","91002","0","0","0","0","戀愛的傻笑"
"8","2","2019/05/17 16:00:00","7003005","0","0","71040150","2030/04/24 14:59:59","0","7003","20","0","0","露娜之塔 第3章 第5話","0","1","108","7003004","91002","0","0","0","0","決心和希望的舞台"
"8","2","2019/06/17 16:00:00","7004000","0","0","71040150","2030/04/24 14:59:59","0","7004","20","0","0","露娜之塔 第4章 序章","0","1","108","7003005","91002","0","0","0","0","開幕，哥哥爭奪戰！"
"8","2","2019/06/17 16:00:00","7004001","0","0","71050160","2030/04/24 14:59:59","0","7004","20","0","0","露娜之塔 第4章 第1話","0","1","108","7004000","91002","0","0","0","0","鬼抓人真危險"
"8","2","2019/06/17 16:00:00","7004002","0","0","71050170","2030/04/24 14:59:59","0","7004","20","0","0","露娜之塔 第4章 第2話","0","1","108","7004001","91002","0","0","0","0","木頭人不會跌倒"
"8","2","2019/07/17 16:00:00","7004003","0","0","71050170","2030/04/24 14:59:59","0","7004","20","0","0","露娜之塔 第4章 第3話","0","1","108","7004002","91002","0","0","0","0","毫不留情躲避球"
"8","2","2019/07/17 16:00:00","7004004","0","0","71060180","2030/04/24 14:59:59","0","7004","20","0","0","露娜之塔 第4章 第4話","0","1","108","7004003","91002","0","0","0","0","從捉迷藏發現的事情"
"8","2","2019/07/17 16:00:00","7004005","0","0","71060190","2030/04/24 14:59:59","0","7004","20","0","0","露娜之塔 第4章 第5話","0","1","108","7004004","91002","0","0","0","0","大家的哥哥"
"8","2","2019/08/16 16:00:00","7005000","0","0","71060190","2030/04/24 14:59:59","0","7005","20","0","0","露娜之塔 第5章 序章","0","1","108","7004005","91002","0","0","0","0","做為怜的護衛"
"8","2","2019/08/16 16:00:00","7005001","0","0","71070200","2030/04/24 14:59:59","0","7005","20","0","0","露娜之塔 第5章 第1話","0","1","108","7005000","91002","0","0","0","0","男人全是狼性?"
"8","2","2019/08/16 16:00:00","7005002","0","0","71070210","2030/04/24 14:59:59","0","7005","20","0","0","露娜之塔 第5章 第2話","0","1","108","7005001","91002","0","0","0","0","接納者"
"8","2","2019/09/17 16:00:00","7005003","0","0","71070210","2030/04/24 14:59:59","0","7005","20","0","0","露娜之塔 第5章 第3話","0","1","108","7005002","91002","0","0","0","0","拉近的距離感"
"8","2","2019/09/17 16:00:00","7005004","0","0","71080220","2030/04/24 14:59:59","0","7005","20","0","0","露娜之塔 第5章 第4話","0","1","108","7005003","91002","0","0","0","0","應該要支持我的……"
"8","2","2019/09/17 16:00:00","7005005","0","0","71080230","2030/04/24 14:59:59","0","7005","20","0","0","露娜之塔 第5章 第5話","0","1","108","7005004","91002","0","0","0","0","波瀾不斷的文化祭"
"8","2","2019/10/18 16:00:00","7006000","0","0","71080230","2030/04/24 14:59:59","0","7006","20","0","0","露娜之塔 第6章 序章","0","1","108","7005005","91002","0","0","0","0","衝撞的少女情懷"
"8","2","2019/10/18 16:00:00","7006001","0","0","71090240","2030/04/24 14:59:59","0","7006","20","0","0","露娜之塔 第6章 第1話","0","1","108","7006000","91002","0","0","0","0","無法退讓的主張、友情和……"
"8","2","2019/10/18 16:00:00","7006002","0","0","71090250","2030/04/24 14:59:59","0","7006","20","0","0","露娜之塔 第6章 第2話","0","1","108","7006001","91002","0","0","0","0","紫藤的信念"
"8","2","2019/11/18 16:00:00","7006003","0","0","71090250","2030/04/24 14:59:59","0","7006","20","0","0","露娜之塔 第6章 第3話","0","1","108","7006002","91002","0","0","0","0","榮耀與信念的雙擊"
"8","2","2019/11/18 16:00:00","7006004","0","0","71100260","2030/04/24 14:59:59","0","7006","20","0","0","露娜之塔 第6章 第4話","0","1","108","7006003","91002","0","0","0","0","應該追求的理想"
"8","2","2019/11/18 16:00:00","7006005","0","0","71100270","2030/04/24 14:59:59","0","7006","20","0","0","露娜之塔 第6章 第5話","0","1","108","7006004","91002","0","0","0","0","此時此刻的羈絆"
"8","2","2019/12/17 16:00:00","7007000","0","0","71100270","2030/04/24 14:59:59","0","7007","20","0","0","露娜之塔 第7章 序章","0","1","108","7006005","91002","0","0","0","0","疾風之冥姬和傳說的吸血鬼"
"8","2","2019/12/17 16:00:00","7007001","0","0","71110280","2030/04/24 14:59:59","0","7007","20","0","0","露娜之塔 第7章 第1話","0","1","108","7007000","91002","0","0","0","0","真正的吸血鬼"
"8","2","2019/12/17 16:00:00","7007002","0","0","71110290","2030/04/24 14:59:59","0","7007","20","0","0","露娜之塔 第7章 第2話","0","1","108","7007001","91002","0","0","0","0","眷屬們的饗宴"
"8","2","2020/01/16 16:00:00","7007003","0","0","71110290","2030/04/24 14:59:59","0","7007","20","0","0","露娜之塔 第7章 第3話","0","1","108","7007002","91002","0","0","0","0","知曉冥風者"
"8","2","2020/01/16 16:00:00","7007004","0","0","71120300","2030/04/24 14:59:59","0","7007","20","0","0","露娜之塔 第7章 第4話","0","1","108","7007003","91002","0","0","0","0","魔瞳解放！"
"8","2","2020/01/16 16:00:00","7007005","0","0","71120310","2030/04/24 14:59:59","0","7007","20","0","0","露娜之塔 第7章 第5話","0","1","108","7007004","91002","0","0","0","0","圍繞著魔書的戰爭"
"8","2","2020/02/17 16:00:00","7008000","0","0","71120310","2030/04/24 14:59:59","0","7008","20","0","0","露娜之塔 第8章 序章","0","1","108","7007005","91002","0","0","0","0","妹妹們的祕密計畫"
"8","2","2020/02/17 16:00:00","7008001","0","0","71130320","2030/04/24 14:59:59","0","7008","20","0","0","露娜之塔 第8章 第1話","0","1","108","7008000","91002","0","0","0","0","讓人興高采烈的姐姐話題"
