96736b0f12604a618330be05840a30916375e18d5d372abe121910d9fa2e0c3c,afa90d0d7a3587e3e8bf79c144bcfb8f47ba123957e77cd83767eca080b2fcbf,98682417c32936a7fed5aad77d9eeb1d4a2193851c70275147508f4b4af12626,bcb3110f5e08d77025e2f45a4ee125ec9464a091835158239feae5f6ba2d87b1,41887ff939a5674ebdb3ef4804470df3bee7f14198c23773f2661e680eb2c540,3f35ad23a5c417a82ab29d341b097a61dd4cab2bc9d94f54eee73710e976e43c,ef99fc9a0dd09d94c797ad98c8e0ce96f8a28b47c65e6a0a993097fd847d0abd,e6d8601b5404194a7dd771d359fed2efa9745b09ee30a5238e561614914477be,b59cf9bdc38f3cb8b957192044d2f97ed7ff456bb4e032ffcbe6e1175bdceb96,493357132ad041bbe2ffdd8450226fc4faf9ddafcbfc752a21fe7811747d705f,f097460ac00376ebb9157511fcc673d59d967dd4dfd894f28149770407c24ce9,d9ea7844b92bc8d5fdb897cbcffffb57afbfe3aa34572099e71210327643721c,6454b6e04b84d678fd19c83e150d1122d61e54be21fc5c6c2d67c593c126c544,084b9ffae6b0aa0b5a1873bc44c1b80acc5908a2504a07e08f4f5f893efce965,d37e93e8d3c9febd3485f7fcad62c34858671f8790cdcc35c7061a5f036fe6fd,68edb7e094f71bc7d49b4085ae7e91d18103e7b3c1ff70d48a9153bea7f6a3bf
"0","0","0","0","0","0","0","0","0","0","25201","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","25202","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","25301","0","0","0","0","0"
"0","0","0","0","0","202","0","0","0","0","31001","0","0","0","0","0"
"0","0","0","0","0","0","12006001","12015001","12002002","0","31002","0","0","0","0","0"
"0","0","0","0","0","0","12008001","0","12002001","0","31003","0","0","0","0","0"
"0","0","0","0","0","202","0","0","0","0","31004","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","31005","0","0","0","0","0"
"0","0","0","0","0","204","0","0","0","0","31006","0","0","0","0","0"
"0","0","0","0","0","203","0","0","0","0","31007","0","0","0","0","0"
"0","0","0","0","0","0","12013002","0","12008002","0","31008","0","0","0","0","0"
"0","0","0","0","0","203","0","0","0","0","31009","0","0","0","0","0"
"0","0","0","0","0","204","0","0","0","0","31010","0","0","0","0","0"
"0","0","0","0","0","202","0","0","0","0","31011","0","0","0","0","0"
"0","0","0","0","0","203","0","0","0","0","31012","0","0","0","0","0"
"0","0","0","0","0","204","0","0","0","0","31015","0","0","0","0","0"
"0","0","0","0","0","203","0","0","0","0","31016","0","0","0","0","0"
"0","0","0","0","0","203","0","0","0","0","31017","0","0","0","0","0"
"0","0","0","0","0","205","0","0","0","0","31018","0","0","0","0","0"
"0","0","0","0","0","0","12009002","12015002","12003003","0","31020","0","0","0","0","0"
"0","0","0","0","0","0","12005001","12014001","12001002","0","31021","0","0","0","0","0"
"0","0","0","0","0","205","0","0","0","0","31022","0","0","0","0","0"
"0","0","0","0","0","202","0","0","0","0","31023","0","0","0","0","0"
"0","0","0","0","0","205","0","0","0","0","31025","0","0","0","0","0"
"0","0","0","0","0","204","0","0","0","0","31026","0","0","0","0","0"
"0","0","0","0","0","0","12011002","12017002","12007002","0","31027","0","0","0","0","0"
"0","0","0","0","0","0","12009003","0","12002003","0","31028","0","0","0","0","0"
"0","0","0","0","0","204","0","0","0","0","31029","0","0","0","0","0"
"0","0","0","0","0","0","12010003","0","12004003","0","31030","0","0","0","0","0"
"0","0","0","0","0","0","12014002","0","12007003","0","31031","0","0","0","0","0"
"0","0","0","0","0","0","12012003","0","12008003","0","31032","0","0","0","0","0"
"0","0","0","0","0","0","12012001","0","12006002","0","31033","0","0","0","0","0"
"0","0","0","0","0","204","0","0","0","0","31034","0","0","0","0","0"
"0","0","0","0","0","0","0","0","12016003","0","31036","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","31037","0","0","0","0","0"
"0","0","0","0","0","0","12012002","0","12005003","0","31038","0","0","0","0","0"
"0","0","0","0","0","0","12009001","12016001","12001003","0","31040","0","0","0","0","0"
"0","0","0","0","0","205","0","0","0","0","31042","0","0","0","0","0"
"0","0","0","0","0","205","0","0","0","0","31043","0","0","0","0","0"
"0","0","0","0","0","0","0","0","12017003","0","31044","0","0","0","0","0"
"0","0","0","0","0","204","0","0","0","0","31045","0","0","0","0","0"
"0","0","0","0","0","202","0","0","0","0","31046","0","0","0","0","0"
"0","0","0","0","0","0","0","0","12014003","0","31047","0","0","0","0","0"
"0","0","0","0","0","0","12010002","12016002","12005002","0","31048","0","0","0","0","0"
