40a562e4aeceef700b5eeee5f36c2f01b4334a58ffd22ac9e7df693b2b033e9b,e7ca400575da83d696d485ccbaaf4a20583ef3ada56bd60ef552c39e2fe81c48,60669a95eae7df57945134fc4b268a61aca43af7157c255dc8c8fa9abeef8894,9ed95b4f7aef25069889bd3df1cd573c56298c07d9dd2969f9cda9f6bdd2eb60,1b0ce5079fe7a2a6091da55853e50a028b040d44a751a8d0a60ff2091285b041,5b2128a7862505b99f27c3ad5be8170c406e82337a8c005957bcbb985cc191c2,681317cf6ac93d71a9455a8096d77f278c9741db48790cb0e41b38fbaf40c1f5,8e9d914c9e7e0fb79de29551946f53e3edd803d7c89dd25199ebe204a6a315b7,56c67d8dddb46a3ce4ec1dbfbc6f0b600ac7e7d1ec16cc6ffce83e2d20e4d76e,8ca7ee00745b99313d7f0a4f3787350e48525334d4f822b5f4925a15a04a39c9,11ca863e4eb6ce79e7f5f4567ccb00092395cca042c64bdaa8c9a1532ceb596e,45c4b1775c8d1c6ddde4dfcd88b032100a5990bb355d2f33c66e80f7ae427090,7809fcb8b7e129fb36d47f60c6d685f0556792a6bbe1273728215b400949ff60,465eec9af68dab6b3f4cf782525da1b608bcfbe061f990e59b015a129842facc,a9168e96a2b36288299c9e10d39170740aa0ad82dd1d955f6f148efb9798a09e,a32292ce99256a8e6f2e088a26f7439b7a25a2081a9f083b554539ee9364b700,cc5f5bd1204eef3f49ca64f02b631dda8e561ae5e4de4996698e7798e70fedb4,3be3fcf8cd1f28b9241916aed96eccac8ba982abf0c0ab5c644e55ce737d93d2,555f04d9f38eb2047bca7491102be6ee24289782f74dc879bd0247e49fb74c34
"12","100101","0","41001","0","1100101","94000","0","120","0","31001","2","0","0","0","0","0","1","20000000"
"12","100201","0","41002","0","1100201","94000","0","120","0","31002","2","0","0","0","0","0","1","20000000"
"12","100301","0","41003","0","1100301","94000","0","120","0","31003","2","0","0","0","0","0","1","20000000"
"12","100401","0","41004","0","1100401","94000","0","120","0","31004","2","0","0","0","0","0","1","20000000"
"12","100501","0","41005","0","1100501","94000","0","120","0","31005","2","0","0","0","0","0","1","20000000"
"12","100601","0","41006","0","1100601","94000","0","120","0","31006","2","0","0","0","0","0","1","20000000"
"12","100701","0","41007","0","1100701","94000","0","120","0","31007","2","0","0","0","0","0","1","20000000"
"12","100801","0","41008","0","1100801","94000","0","120","0","31008","2","0","0","0","0","0","1","20000000"
"12","100901","0","41009","0","1100901","94000","0","120","0","31009","2","0","0","0","0","0","1","20000000"
"12","101001","0","41010","0","1101001","94000","0","120","0","31010","2","0","0","0","0","0","1","20000000"
"12","101101","0","41011","0","1101101","94000","0","120","0","31011","2","0","0","0","0","0","1","20000000"
"12","101201","0","41012","0","1101201","94000","0","120","0","31012","2","0","0","0","0","0","1","20000000"
"12","101301","0","41013","0","1101301","94000","0","120","0","31013","2","0","0","0","0","0","1","20000000"
"12","101401","0","41014","0","1101401","94000","0","120","0","31014","2","0","0","0","0","0","1","20000000"
"12","101501","0","41015","0","1101501","94000","0","120","0","31015","2","0","0","0","0","0","1","20000000"
"12","101601","0","41016","0","1101601","94000","0","120","0","31016","2","0","0","0","0","0","1","20000000"
"12","101701","0","41017","0","1101701","94000","0","120","0","31017","2","0","0","0","0","0","1","20000000"
