ae36ed15666c65315ceee433ef5e4fdff05753e842ddb5fd815785d73fe3f4d5,f2e4a75912011512d37f03706afafab744a9176c773e1537bd6c30399836acf2,c7cd70a28da35c88c0255f5cf14b3b6e56fe640cc0de1c687fb3604560b1441f,2af9d1416c2da3468f0cb2a48f1a309aa67810af8fd53c93e5e74345be8981be,eaf7cff3c2156d55ef46d73ffbdd8fd7c2f091157926607e266ce85079ee3149,5f654bbd7fd26e19bd8f2de2c61ff2d5ba4f770dea927c1861de910de2001d23,07d2c3aa9abcb6e603d4005212ed70ff10673721347c78ed2ec77f20642690b3,4e3653a8a9176df4b369f0596a3b3a3f5941af770451d0a70b8c5148596fc80a,6747e0e1b92ba127e7e80c3c4b383a94bcdf29f9fdd17d124e7e8163ab67eff0,13fa3600f70d4fc53dd1ee4a41f3acefeae4577c78e8a00f4e6fcc46c523104a,525f503ff29ae4d318b227da26c5047518a84cf01af8a26969d6ec39d6698c66,7d3ac67bbdf0ade520431c8ab0e7801010bfb57ae1edf044f32704e4eb0bfc81,09454c090608bd1d76e123a7ce3bd074e89ec68ae65dbc3bc2bd79633771c8ce,e9f5b4120a1ae6337148de582b36c51c8a7b08bb0f20e668710938ffcd334a75,bd824214b68b5b11a278cd07c25170806320391ecbeba2098f9c754c2f769503,c826b3b94b5b1c5c26dd3a48816f0ea1ca60c2443fe1600def1c8b4994ea67e1,41c44251d45f674fd4a3a09e5a3ae573a53eba16c883a183fd34b9835a3e9a34,73d1736854d11d9553291573372f13e1e20b45516b56f08f69a0a8c6a17d4db4,17b325bdcac318634dd42b25510d66e03723ee6c098c7e3b3153049530dbbccd,9a768b8e2f6b60517774406acd1117f92c7a18ada5eb33e901ac6a0c21399abd,340d9304546e720f3515226fc6cf0611b2fd2ec4275b4a76b31651f65c3dc274,ad4ed851142b9679110f46afcfd17496583096bf1733e7c42a5e947f90345aa5,293893e19f4d6c5796d77ef52a8090bc4d2050112f55a97c99101d46ddf52ac7,cd094799b8f6dd07e52034d710feb00d83ee94570318f3267b0f51e42714dbbc,327a03d5eb9079dcaa707194adc667692720f8ba10e3671086c0469273676680,d5cb7d537c5d97d9ab34e4faadafcf54a6eba36d6ce57e3c11e2877e55a294d1,7dab02fc7890f85b892fb313e11074b1014d653ac15ec41dbb03a23957a995db,82294cebebdc9ddb4d2cbf46993f0350c656d71498738e3af71866b525327236,558f80d1bac46917d5251bf62b2f43eb4228fcada4d3a969a21b1916b621748f,68d4d0e4b08c8c90384ce7adc280cacd40178643c5f5c222c3c9acd024e18a46,f15de2eb9e8340f62425d4493fbcb5ef7eaee8a73d84f2a47733aa98861e7287,7d19a8e371b7e81922436aa368c91cea8b91dc708db7d616b672371646b7c72f,0767a45bc03c4f281fe8fc2efe9425d039ca170db39695b16d330cd5da7cd5a5,d55feb707a500bffcb2d04eae827f13f454096bd91839c66a365c33928d6a0bd,6443e77cf783715ba92533d74a42c1264e61b222ef81560f010750a7e8d48d83,081fb20a491f5bff261f686d2d9d1f322f0d5ed92b9f98df6052eaa5d57e3b02,94aeeb92565800dc646e923d434b9588408e58eaf847aebe5f00063946279787,e909775755b481472f02ae626a946713158a67519e336dafb3e2e22755b5c5a3,7266843e8b97fad0fd8491bacee7ad87c49307d34d16f23b7a73c8a0d1305619
"0","0","100101","20","0","0","0","0","0","0","0","376","0","0","1","0","0","2.73","0","0","0","2.28","0","0","51.04","0","15","0","10000","0.25","0","0","41.77","0","5.67","0","0","0.3","31001"
"0","0","100101","20","0","0","0","0","0","0","0","451.2","0","0","2","0","0","3.27","0","0","0","2.73","0","0","61.24","0","30","0","20000","0.37","0","0","62.65","0","8.5","0","0","0.45","31001"
"0","0","100101","20","0","0","0","0","0","0","0","526.4","0","0","3","0","0","3.82","0","0","0","3.19","0","0","71.45","0","100","0","30000","0.5","0","0","83.54","0","11.34","0","0","0.6","31001"
"0","0","100101","20","0","0","0","0","0","0","0","601.6","0","0","4","0","0","4.36","0","0","0","3.64","0","0","81.66","0","120","0","40000","0.62","0","0","104.5","0","14.17","0","0","0.75","31001"
"0","0","100101","20","0","0","0","0","0","0","0","676.8","0","0","5","0","0","4.91","0","0","0","4.1","0","0","91.87","0","150","0","50000","0.75","0","0","125.4","0","17.01","0","0","0.9","31001"
"0","0","100101","120","0","0","0","0","0","0","0","789.5","0","0","6","0","0","5.73","0","0","0","4.79","0","2","1847.2","0","0","0","0","1","10","0","167.1","0","22.68","0","0","1.2","31001"
"0","4.68","100201","0","42.15","0","0","0","0","0","0","330.8","0","0","1","0","0","2.28","0","0","0","1.94","0","0","0","0","15","0","10000","0.22","0","0","36.75","0","0","0","0","0.25","31002"
"0","7.02","100201","0","50.58","0","0","0","0","0","0","396.9","0","0","2","0","0","2.73","0","0","0","2.32","0","0","0","0","30","0","20000","0.33","0","0","55.12","0","0","0","0","0.37","31002"
"0","9.36","100201","0","59.01","0","0","0","0","0","0","463","0","0","3","0","0","3.19","0","0","0","2.71","0","0","0","0","100","0","30000","0.44","0","0","73.5","0","0","0","0","0.5","31002"
"0","11.7","100201","0","67.44","0","0","0","0","0","0","529.2","0","0","4","0","0","3.64","0","0","0","3.1","0","0","0","0","120","0","40000","0.55","0","0","91.87","0","0","0","0","0.62","31002"
"0","14.04","100201","0","75.87","0","0","0","0","0","0","595.3","0","0","5","0","0","4.1","0","0","0","3.49","0","0","0","0","150","0","50000","0.66","0","0","110.3","0","0","0","0","0.75","31002"
"0","18.72","100201","0","548.6","0","0","0","0","0","0","694.5","0","0","6","0","0","4.79","0","30","0","34.07","0","0","0","0","0","0","0","0.88","0","0","147","0","0","0","0","1","31002"
"0","0","100301","15","0","0","0","0","0","0","0","365.6","0","0","1","0","0","2.73","0","0","0","2.51","0","0","51.04","0","15","0","10000","0.28","0","0","40.62","0","5.67","0","0","0.3","31003"
"0","0","100301","15","0","0","0","0","0","0","0","438.7","0","0","2","0","0","3.27","0","0","0","3.01","0","0","61.24","0","30","0","20000","0.42","0","0","60.93","0","8.5","0","0","0.45","31003"
"0","0","100301","15","0","0","0","0","0","0","0","511.9","0","0","3","0","0","3.82","0","0","0","3.51","0","0","71.45","0","100","0","30000","0.56","0","0","81.24","0","11.34","0","0","0.6","31003"
"0","0","100301","15","0","0","0","0","0","0","0","585","0","0","4","0","0","4.36","0","0","0","4.01","0","0","81.66","0","120","0","40000","0.7","0","0","101.6","0","14.17","0","0","0.75","31003"
