c17869c906889f038dd00a5d25bd38047a2f21580366cab559a1afd8b91e2e0f,1397c5ee57f7079118d183dd78e5a757739c7876560efec5ac527305cb9fbf8d,188847ce197d74873adcf2dc55e900720539b9f833da374e2dea98237f40a852,de5f111c709865fa84aec4de8787050d5b8aa60f2e1edf9ff951167270a7b4f7,230c86378f4bd47973149d14c64faf2d6e9cd030bc3c3087693cb522826bf9e7,d74e372ee03bc14921e2c0c8382ccc3b07265881ab12e0d250f1356c357f4a79,b631d88233a43c8e616c4b809ccc5fdaf738680a26e82c8f696df5a154bb11fe,92c444c3d6ad6617459c68c79b19c1d9f7f35dd350ac477eff36e602ca664182,3ec73cfd7c17991789d2cdbc270f528a234b584e4c4324cdf708bcd0f969dabc,8d1e852f161d8c3fcf4e2a9dd059379074c662b91ad44d408b06171414ba3e0b,88b1ff890cab2dde7285489ae91bb245837edf94430108ae58a485e937cec247,aed98ad48b05861260eb733ff230753663ee476835ec88bc1a70183f2b251175,d4db895d0049d297df0f7f0e9449e368f24d469bf3d9287d9498c974e7a95cda,f3c91c3aa25350ceb14d3a41481c253797d54f1e8fb5d8f017aa88cc0fd80cbb,f9b09c49eb5382b322d434e63d9a88b838fe53c2669f3298f90c91e2943c84f6,bb7c4ded5e96c655400e0308515e96f01e95c487e53b067ee1c0f18d327a9b27,8ed10389359a27f1abf5f32d9b9bf2ab00d3439f3deb61628c02d2fcdfb4cf68,8f57d8f1ae9a3592f6ce6fd1227c3b899b9a191e1e38fe53dba14879f6dc5a35
"0","12","0","0","0","0","94002","20000","0","0","0","1","5000","分數累積獲得 20000 分","0","0","0","0"
"0","12","0","0","0","0","94002","40000","0","0","0","2","10000","分數累積獲得 40000 分","0","0","0","0"
"0","12","0","0","0","0","94002","60000","0","0","0","3","15000","分數累積獲得 60000 分","0","0","0","0"
"0","12","0","0","0","0","94002","80000","0","0","0","4","20000","分數累積獲得 80000 分","0","0","0","0"
"0","8","0","2","0","23001","91002","100000","0","0","0","5","50","分數累積獲得 100000 分","0","0","0","5"
"0","12","0","0","0","0","94002","120000","0","0","0","6","25000","分數累積獲得 120000 分","0","0","0","0"
"0","12","0","0","0","0","94002","140000","0","0","0","7","30000","分數累積獲得 140000 分","0","0","0","0"
"0","12","0","0","0","0","94002","160000","0","0","0","8","35000","分數累積獲得 160000 分","0","0","0","0"
"0","12","0","0","0","0","94002","180000","0","0","0","9","40000","分數累積獲得 180000 分","0","0","0","0"
"0","8","0","2","0","23001","91002","200000","0","0","0","10","50","分數累積獲得 200000 分","0","0","0","5"
"0","12","0","0","0","0","94002","220000","0","0","0","11","55000","分數累積獲得 220000 分","0","0","0","0"
"0","12","0","0","0","0","94002","240000","0","0","0","12","35000","分數累積獲得 240000 分","0","0","0","0"
"0","12","0","0","0","0","94002","260000","0","0","0","13","40000","分數累積獲得 260000 分","0","0","0","0"
"0","12","0","0","0","0","94002","280000","0","0","0","14","45000","分數累積獲得 280000 分","0","0","0","0"
"0","8","0","2","0","23001","91002","300000","0","0","0","15","150","分數累積獲得 300000 分","0","0","0","10"
