66022ad849a12ea755dc27479bfab8a2f014b9228a9be8aaa19ed9e699f03e49,ecb73b3d39b42b139b7863eb682d336e3e5261c9d74b3170b81b63163cd27961,082513fa8cc833be23315e8bd81168079a3a1d4097238ca9f2d8c020e435879f,70f46b9e284792d4fd5e998a4dfae08cad0ea6021098c093ccc511f121bca297,77cf10bb1e360cfe2373e73cca46328f14fbf284b0af0d332d0c2973959017b1,de6bf5ba9dddb88a88aaa3fe644bc9f2d9a3a9adb0482fcd4cf8039544b0ff67,dbab07d31398b999fa864c26e6f2ea41cfa9c635ad278b4c427bfe44cba086c6,301a2091226176b3f0d5261acf5b97a3e6b9f80a0e17461af923adc155c9537b,f7409afc6bf6cf095fe2cd2a855b144dddba51efd3f235667faf192842868c8f,3c917e0b249e0ac73a6eb984a2d6feb236ab3f0b6a8c14a65ed136f4de743aa9,4fb2c1d13467fb2debe0eef44f554df6da4fe1a98c70ef113d8b08a960e5630e,d576353cf4480d86474c64beb170e56d2166933e44b6767bc3f11047799c1fd3,ed78057bda63fb5c4838d8eb0072aef9ed38b32ef83be606441a84e98c744dd6
"0","2030/04/19 15:00:00","0","0","2018/08/28 16:00:00","1","10001","20001","0","-6","0","5032","2020/07/02 16:00:00"
"0","2030/04/19 15:00:00","0","0","2018/10/03 16:00:00","1","10002","20002","0","-3","0","8135","2020/08/03 16:00:00"
"0","2030/04/19 15:00:00","0","0","2018/11/01 15:59:59","1","10003","20003","0","-8","0","201","2020/09/04 16:00:00"
"0","2030/04/19 15:00:00","0","0","2018/12/01 16:00:00","1,2","10004","20004","0","-5","0","3394","2020/09/30 16:00:00"
"0","2030/04/19 15:00:00","0","0","2019/01/03 16:00:00","1,4","10005","20005","0","-3","0","3060","2020/11/02 16:00:00"
"0","2030/04/19 15:00:00","0","0","2019/02/01 12:00:00","1","10006","20006","0","-5","0","1412","2020/12/04 15:00:00"
"0","2030/04/19 15:00:00","0","0","2019/03/06 16:00:00","1,5","10007","20007","0","-2","0","3481","2021/01/20 16:00:00"
"0","2030/04/19 15:00:00","0","0","2019/04/03 16:00:00","1","10008","20008","0","-3","0","3490","2021/02/09 16:00:00"
"0","2030/04/19 15:00:00","0","0","2019/05/02 16:00:00","1,6","10009","20009","0","0","0","5402","2021/03/25 16:00:00"
"0","2030/04/19 15:00:00","0","0","2019/06/03 16:00:00","1,7","10010","20010","0","-5","0","2192","2021/04/21 16:00:00"
"0","2030/04/19 15:00:00","0","0","2019/07/01 16:00:00","1,8","10011","20011","0","0","0","5034","2021/05/26 16:00:00"
"0","2030/04/19 15:00:00","0","0","2019/07/17 16:00:00","1","10012","20012","0","-5","0","402","2021/06/25 16:00:00"
"0","2030/04/19 15:00:00","0","0","2019/08/01 16:00:00","1,9","10013","20013","0","-5","0","22","2021/07/26 16:00:00"
"0","2030/04/19 15:00:00","0","0","2019/09/03 16:00:00","1","10015","20014","0","-8","0","2174","2021/08/26 16:00:00"
"0","2030/04/19 15:00:00","0","0","2019/11/01 16:00:00","1,10","10019","20015","0","3","0","2222","2021/09/24 16:00:00"
"0","2030/04/19 15:00:00","0","0","2019/12/02 16:00:00","1,11","10021","20016","0","0","0","6040","2021/10/26 16:00:00"
"0","2030/04/19 15:00:00","0","0","2020/01/02 16:00:00","1","10023","20017","0","-4","0","6481","2021/11/25 15:00:00"
"0","2030/04/19 15:00:00","0","0","2020/02/04 16:00:00","1,12","10025","20018","0","0","0","8134","2021/12/24 16:00:00"
"0","2030/04/19 15:00:00","0","0","2020/03/02 16:00:00","1","10027","20019","0","-2","0","3420","2022/01/26 16:00:00"
