7c6e7ccd279a00d9423deca52a058fd12b4df4f33c1b33441d3739de2d333d9a,d2f5c9de9c65525b401f028bb57f4bf8c41ed612b4483ea3e15ae9b0f75bf42e,9b3ea5ce2335e6ff81eb7d8c9b12b1d31cb862f6d40d202871eab3f605ea785b,06a319a6b85ca2cf5eee83e280cc1fac769a27e7dff84104ee2a11d26d1314f4,711f37401eda00e40480425014af5e9cdb871e771b8321f22761e1827eec81dd,f126f10d4bd11610876935597604b155f5296ba88773262622f72c2fd13a8c5c,e9c2650aae3fdffe5334696ec792f015459749abdcde15e2de2e84c15287e49c,9962f0a7f3e7df25f5f37d3e1fb20d94e6be4568f233be7db59d96270c87b707,401c4abca409da916b734f13a2b6d3854d04b65e2501e0ca3ce13c5154566078,d6a38ec8e027b68707045469d4975dfebf3ed5c9e6231b14e448c547d5f71f89,ba469daf119c1d1ef82423b16f93ebe76afb28984162b251a5ca9dd125197682,6fc2b87fdd586e6e2ec8064cc3c26267d9882d6a77edb415757751a4da0fb3ee,629ffa5fba5701185213fe0074cd3a7348c29b1af4da3013c1c769a03bd99cfb,1ee7fe72488945cc3bb032f51ffab180319381cb8920fb54065e9f1bb8eaedc1,4fef2d69609f7dc6954686181036a6ee62581bf9826c04946ca3066ceb82c102,2a759518610d4aa7745490d155cb82235af652861685b23f658abb7e553501ff,061e6b035e55a504e4bc3fd4364c36655b3c6375f46295bd57315699a6f81d00,69d541f0d85cab3f95559215fd30bc49cff189d457d80618774132a32b82e656,cedc47ec2cb19adac7cd6520bbc5b64585337e785651f0502ec755a5ee744568,86b8c9b598977a2ded392c04367a8214a75b2b75dc9f8e1857f0fe6999602b44,7d6a88d025cd442d1b64da0c275a7b2eccd38b8c35c8be853cebe230a8abaad7,746d54260e4cecbe1076ec4bf1f9866ce0c484253c32595a3b8124ae76ea654b,171d65209cc28dcf7ae2af0bf4254782ae0b71e6b58fe304042ea5b371e99723,3a850494d6e57ac048abb4eb6b771c542cb39f1fa74aeda071737deb2dca8d12,bc3865ee4adff10fcaa1224071d5f23fcb1fb95defd6c429904d296a3d94d97f,1945af6eaddf57546b183b34e1d3aecd5a52579a59483a30241e7715a859628c,81d6bba03780366b9ebe7a4b0aa201d71f139b284b9fbada18f5cdfd61e23924,643e6d92fe6acbca4350b20a66105004ec8a414ccba020b31fb760d44d643b26,305aaefa0f194e9e4a5710710627f7ffa9b107013359e447e24d8adfd682074b,c743f7294434b66c147eec6a4a7c931b65ca6e15fc461e6f483ac34907c68c05,e3f09ab748abb9f9d3fedaa101269aeff1a87ff8f2cda33c4b49a507ba074172,f94633699b00fcd4a6d781e2682783045863d2b9f28688ddac41425dfcff74a8,c6038a8310a27e39e82446f95ade9563ec646b37944f1070fee8d599aa5306a5,1adbf6c494bda1aacd8b45548ca3ff8bd986f718f655607c6caff6341369376b,dfba6c97a4368ebe4a3bc1c165d5fa140381bfeb05e81d991eaf30c494300b0a,7ae60b7e78a95c1f65405e31958e77e1a69edf3dc819154fc5b4a2b44e98e718,a2a8e676589703f948934a591a7a1850584806bf4130b0226f6c5721d352f329,c4535bdacf818b9611c51a9a3d2f5b7ccde1690a7040b21c2a30e1dfd70da1fc,33b17f61c2aef7eb9f52cbd9323f540b80a1e03277528fccd6c67945440514cd,22d8e1c8855ad775e4a81d9653f25f0b5a3f1cbe0df7dab9f44f581f749bf1df,e3c0e0d4891f951f30d6f60ff4f853742e17729e8bf42fd7d229a0eb42bf6768,69c5adbada584e551a895a9f7fde27e62f91a1aafe4aa15da128847073375c01,dec6efbe062c84f8b010b1f3bd36dc26ef5125b76e9bd4b87a0aca1861282678,a2e97c273f07cd4bfc71d2ea3bbfca61e04f7048880e1170045980d3e6a42e68
"1000","0","42","0","0","251100","0","0","1000","0","1000","0","0","0","0","1660167","924010101","0","岩龜暴君","0","0","0","0","1000","0","1","0","0","100","0","0","0","224","0","0","1000","200000001","1000","0","604","0","906","0","0"
"1000","0","42","0","0","250800","0","0","1000","0","1000","0","0","0","0","2397387","924010102","0","青藍魔像","0","0","0","0","1000","0","1","0","0","100","0","0","0","292","0","0","1000","200000001","1000","0","242","0","1450","0","0"
"1000","0","42","0","0","251000","0","0","1000","0","1000","0","0","0","0","1693693","924010103","0","生者劍士","0","0","0","0","1000","0","1","0","0","100","0","0","0","660","0","0","1000","200000001","1000","0","483","0","1087","0","0"
"100","0","42","0","0","604701","0","1","100","0","100","536","30","0","0","1190448","924010104","6","純的闇影","5","0","0","0","100","0","32","69","0","100","0","0","0","4756","0","0","100","200000001","100","0","1022","0","1172","26","0"
"100","0","67","0","0","604001","0","1","100","0","100","1165","29","0","0","565544","924010105","6","碧的闇影","2","0","0","0","100","0","32","55","0","100","0","0","0","9894","0","0","100","200000001","100","0","490","0","495","34","0"
"2000","0","42","0","0","252800","0","0","2000","0","2000","0","0","0","0","15037598","924010201","0","獸人","0","0","0","0","2000","0","1","0","0","200","0","0","0","4464","0","0","2000","200000001","2000","0","1240","0","1116","0","0"
"200","0","42","0","0","613801","0","1","200","0","200","0","23","0","0","11591866","924010202","5","依里（天使）的闇影","18","0","0","203","200","0","32","1580","0","200","0","0","0","0","0","0","200","200000001","200","0","1510","0","2237","6","14953"
"2000","0","42","0","0","254900","0","0","2000","0","2000","0","0","0","0","13772192","924010203","0","洞窟蝙蝠","0","0","0","0","2000","0","1","0","0","200","0","0","0","0","0","0","2000","200000001","2000","0","620","0","930","0","13020"
"200","0","42","0","0","621101","0","1","200","0","200","0","24","0","0","10545955","924010204","5","凱留（超載）的闇影","17","0","0","2297","200","0","32","45","0","200","0","0","0","0","0","0","200","200000001","200","0","366","0","468","0","25995"
"2000","0","42","0","0","256300","0","0","2000","0","2000","0","0","0","0","14264041","924010205","0","搗蛋惡魔","0","0","0","0","2000","0","1","0","0","200","0","0","0","0","0","0","2000","200000001","2000","0","372","0","558","0","14492"
"3520","0","44","0","0","251300","0","0","3520","0","3520","0","0","0","0","36888016","924010301","0","叢林護衛","0","0","0","0","3520","0","1","0","0","352","0","0","0","20133","0","0","3520","200000001","3520","0","1026","0","2566","0","0"
"352","0","62","0","0","600101","0","1","352","0","352","2271","59","0","0","27415505","924010302","6","日和的闇影","15","0","0","0","352","0","33","20","0","352","0","0","0","96909","0","0","352","200000001","352","0","1025","0","828","20","0"
"352","0","62","0","0","610901","0","1","352","0","352","2424","50","0","0","25630808","924010303","5","琪愛兒的闇影","15","0","0","0","352","0","33","20","0","352","0","0","0","87491","0","0","352","200000001","352","0","873","0","648","24","0"
"3520","0","44","0","0","252100","0","0","3520","0","3520","0","0","0","0","34253046","924010304","0","紅蕈菇","0","0","0","0","3520","0","1","0","0","352","0","0","0","59372","0","0","3520","200000001","3520","0","1026","0","1540","0","0"
"352","0","44","0","0","615601","0","1","352","0","352","0","29","0","0","24350797","924010305","5","優衣（祭服）的闇影","21","0","0","510","352","0","33","2850","0","352","0","0","0","0","0","0","352","200000001","352","0","1459","0","2487","3","63137"
"1000","0","44","0","0","250700","0","0","1000","0","1000","0","0","0","0","1698033","924020101","0","魔像","0","0","0","0","1000","0","1","0","0","100","0","0","0","1679","0","0","1000","200000001","1000","0","1264","0","474","0","0"
"1000","0","44","0","0","251700","0","0","1000","0","1000","0","0","0","0","1671885","924020102","0","冰雪角鹿","0","0","0","0","1000","0","1","0","0","100","0","0","0","1789","0","0","1000","200000001","1000","0","632","0","948","0","0"
