44402f10881eb37af45c619b4de593d11a5fcbeba0f87104c0d2f1a66a19e8cf,5191c8574c8773bc460b2eef973ce0ded672cf35e6712a289df037a659a8b931,c14c74f0ddb532fcdadd7d97df4a07e0dfb603f23412b0043d26d0270dcf947d,bdb591ecab6a504c390646fc8e6f15e92c899da1dff6e342f12a79990bce5ce2,2b1bf7bf9871de3fa383c00f59e847716e9effe04d74c7e05b1a0f54ba3897df,9a8806d4ae5c71e94d70f815645bac362ff21408bd04344e07ac9f2fe95c09f7,d9ccb5abe4b028f1bbae45425d93770c7edb9f2d6773d145da2a12a631be617b,b91a07f9c44e75021db50209bb203c04c4c1fabcd41669c1d1e2dd60e939274b,6ade55f9d41ac30865386d83c665eae4a7b8afa36a585300d7af1f7e1a1861b6,953b5a38d9352ba179e9f4282be6d302a46f37a02d182295cde181ed6f29ef1e,3bb801cede229e3bc0ebe2df8a150fbec49887b98b92844ef63c03119bb305cd,fc3f5b59db4c22112ef6d767afd01d438dc056ae7d84975b7972f62ec1f00364,57b20f064b50f5a2a34fd33fa6bcf5b17fdfe0f0248a220def80c45f425b0e78,b79a9ede3977795a7a0f65769b5aa4fa1efbb84ca9fafa92b968225bcb77426a,46d7f329b59877dbad5d8aa88a119a8ec7b05fda2f328f7f75fd8e82bc460995,1b9032854bac72e5caf7c2f74705a4d70a03ab819beece5aa0e1073cb8a297b7,2feb4440ff21dd6bd0bd97f61885847f678fd6ebacef638cb511d5e6137fd849,9ba53623cd25067cffb23747b1424b06d953fc1549010c6fc455905f0ef73b39,bf65fc40d0764156ca180f525ccfa5e7620c87c45fbef3d259df6094877c85bc,05c34d73eb89d4bb216bcff8d726b1f2dff659bf86a9d0cec68292b3d5aa7691,4bb3b8bdcbc698c57be9fae1d09a6d11df17d18890522cf8d8d2ba0074e8d137,da39a56aafb6a049bf479a08806239078a3fc16a6b30ac32bc9a8202a4d8f5f5,492c259bcfbe694389c2a99e619c0c4da4021c63f40777b1380f93935f38a41c,cd6375fed8b20ec85e82a5b3d2b4e48d6332f0c21e7e16deb2871d5b01344d0e,c284594b9d5ab6309f7e12860e48aa4b7ecf37af780ff9976c0d2076fbed9eeb,b1b4e4238a26702f62e0fcb528b3e34febe150cc896aced589051ad6643fe292,f58f7a34c027dc67133f3cb0fc0a64b52bfbccc028a826a9e374154ef3d28ee3,a30d1fba6297c7a39d6b512968941a4756a1d8dce3130e329d4ded5d02d6ec37,e6bf9a251a1acf65a90511e558ddc12e458c00da1500729ddd9bc54e61a998ac,d8c958a473ff2614c8377c6debc5c99b7f0d86b6c343a01cb78ae5e3a5246341,c56f989a66beda6b0b5a2442feb31752c666254ac6449e6f856ac1b535b3a92e,f46164a786bf0293fd5a6a2b90fc0093c4c059cd2edad5fa381e5f4dc2597fc5,ead23686601510951b50c405831481388e6c044612ce9188a3f5d94617b95b03,d4dc13c50aa2b86449dad3f53ebc1fa191bcc8f9af977b42d284cddabbda5f0b,0761deb507708591d678fc219c006ab68fa6c3049c5670ec2a8009717fea38e0,290c039c896f892f73a4eff6c48d35b8a7144be7f275c863619893d620201c1d,43e5eee426c8dfb0294f7aa282f812d69cf923077a0d285319f6eec35dede5f0,e9b2d68c0b31820e446e0fdfeb752a5d8b16d3cadd992725c7ee329d143d126c,e26c64aa152e674448eee03949794732e23b3368091bd8926a640cffdfc28b97,ed7aed46e82c22b59e538bfa8acadebb3fb095575bf040bc3ad0909efc9e44af,11559c2aefa47fe0aa517d2edcbb77859f6ed505592ec631986aa61938cbc2b5
"0","0","61001005","0","600000001","0","0","1","0","0","0","36","1","1","1001","1","620060001","0","0","620130001","0","0","61001004","1","0","0","61001007","0","600110011","18","30","0","1001","0","258","620090001","0","0","0","0","0"
"0","0","61001005","0","600000002","0","0","1","0","0","0","36","1","1","2001","1","620060001","0","0","620130001","0","0","61001004","1","0","0","61001007","0","600110021","18","30","0","2001","0","258","620090001","0","0","0","0","0"
"0","0","61001005","0","600000003","0","0","1","0","0","0","36","1","1","3001","1","620060001","0","0","620130001","0","0","61001004","1","0","0","61001007","0","600110031","18","30","0","3001","0","258","620090001","0","0","0","0","0"
"0","0","61001005","0","600000004","0","0","1","0","0","0","36","1","1","4001","1","620060001","0","0","620130001","0","0","61001004","1","0","0","61001007","0","600110041","18","30","0","4001","0","258","620090001","0","0","0","0","0"
"0","0","61001005","0","600000005","0","0","1","0","0","0","36","1","1","5001","1","620060002","0","0","620130002","0","0","61001004","1","0","0","61001007","0","600110051","18","30","0","5001","0","268","620090002","0","0","0","0","0"
"0","0","61001005","0","600000006","0","0","1","0","0","0","36","1","1","6001","1","620060003","0","0","620130003","0","0","61001004","1","0","0","61001007","0","600110061","18","30","0","6001","0","273","620090003","0","0","0","0","0"
"0","0","61001005","0","600000007","0","0","1","0","0","0","36","1","1","7001","1","620060004","0","0","620130004","0","0","61001004","1","0","0","61001007","0","600110071","18","30","0","7001","0","281","620090004","0","0","0","0","0"
"0","0","61001005","0","600000008","0","0","1","0","0","0","36","1","1","8001","1","620060005","0","0","620130005","0","0","61001004","1","0","0","61001007","0","600110081","18","30","0","8001","0","288","620090005","0","0","0","0","0"
"0","0","61001005","0","600000009","0","0","1","0","0","0","36","1","1","9001","1","620060006","0","0","620130006","0","0","61001004","1","0","0","61001007","0","600110091","18","30","0","9001","0","298","620090006","0","0","0","0","0"
"0","0","61001005","0","600000010","0","0","1","0","0","0","36","1","1","10001","1","620060007","0","0","620130007","0","0","61001004","1","0","0","61001007","0","600110101","18","30","0","10001","0","309","620090007","0","0","0","0","0"
"0","0","61001005","0","600000011","0","0","1","0","0","0","36","1","1","11001","1","620060008","0","0","620130008","0","0","61001004","1","0","0","61001007","0","600110111","18","30","0","11001","0","313","620090008","0","0","0","0","0"
"0","0","61001005","0","600000012","0","0","1","0","0","0","36","1","1","12001","1","620060009","0","0","620130009","0","0","61001004","1","0","0","61001007","0","600110121","18","30","0","12001","0","321","620090009","0","0","0","0","0"
"0","0","61001005","0","600000013","0","0","1","0","0","0","36","1","1","13001","1","620060010","0","0","620130010","0","0","61001004","1","0","0","61001007","0","600110131","18","30","0","13001","0","326","620090010","0","0","0","0","0"
"0","0","61001005","0","600000014","0","0","1","0","0","0","36","1","1","14001","1","620060011","0","0","620130011","0","0","61001004","1","0","0","61001007","0","600110141","18","30","0","14001","0","336","620090011","0","0","0","0","0"
"0","0","61001005","0","600000015","0","0","1","0","0","0","36","1","1","15001","1","620060012","0","0","620130012","0","0","61001004","1","0","0","61001007","0","600110151","18","30","0","15001","0","341","620090012","0","0","0","0","0"
"0","0","61001005","0","600000016","0","0","1","0","0","0","36","1","1","16001","1","620060013","0","0","620130013","0","0","61001004","1","0","0","61001007","0","600110161","18","30","0","16001","0","351","620090013","0","0","0","0","0"
"0","0","61001005","0","600000017","0","0","1","0","0","0","36","1","1","17001","1","620060014","0","0","620130014","0","0","61001004","1","0","0","61001007","0","600110171","18","30","0","17001","0","356","620090014","0","0","0","0","0"
