ffbaf8e687a712a90045753f39b1f42175695bafcd667a39133e4d2c10907b1b,202ef5e02338da9e8c71b121db775ef13d3e45b6160faefac4434e1a00069561,4d49dcf2bda749901b3735f8d6df7a8c34f1bb02d76bfa1c8ffae94f1c3cfc74,a4dc5b5733b431970990f19008992c73c48eb483ac17185cb79d2d987b9f845d,70ae0e371c036fac83488e13502e7b5edc2c9bbb89507a58ca4930a50b621274,0e3a8b73c345fcf329a53b8018f26171ff84e39fcf576ef098ae02d492095565,0f5213f7a46f25be68ac4268bad44174c5ed36aedb13cb2e714b5d227ab1abde,a1614ae6aadf699787dea8594aaa1b5c4c9b0438821d2d8db122586ec4270a56,94f886ebcc0c66c0577327ea83c6772687120e878603e47d2bf7a7dd4f551855,2139c8b58b8d21684a8acb597ac318417f606a3010529ffe42c4046354965205,346c267b5d52b819308eafaaa3470f43fda5838cefa15aab0b009e5e1d189e25,e44ed5d509d31b5647ebb49f995f5bddad7f6ae8343bfa8d53e309dbdab39958,03cabf4463633599235bb66d49bb015026819e2490bcd56636ac4d016104a451,d6f4613ca2d1651924f69707f65c31be43150308d547a06e015fd9832b3f727d,9803ff96922821c3ac6581f02bd9b2f8af7ea6da9b563487f00f76b654edb6c7,9276e431448779189d210dbae1fb49a9a9d38e04e8efe54163004adbf43654e4,485033647e198e4429dbf0ef9cfa250df27a1d1d7c90a9ba9af34429fe775d2e,ae5713b8b31bddf7a9d446b5355bf9f94f13ce85b85371d7fd618c54f921cc66,87794e86591516c3b17f1511107d8a267f4a2addd9d75a10d4081d3298cd08e8,d75b9d724e30dbbb04b62d73cbdcb6f1212063cec7cc1f5ce4d5186e70af2108,d02e28d09e15c98e1fa12eba4d7b5c71146a6ca93d532ae6430a561762950bd1,fcc52d11388477c01ebf4f7e5a39e39d209da1f0b96d27fc30d18004e925fcdb,fb4b676412aa8cf80812c8a2ffe2472340dfecb34ffd793ffdb1b0731d45ba4e,b4301a7b7be8cac923a481e732dcb1b22e23fd5e2258be660589c00b4b7dae21,9828fc651cd1f6ef4c39827cf2551765ca4f8c01e6419415090e1e516373fecf,0d287b6ca99296e9544593e65bbc71e49af1468b23deb57ba65e043c945d6736,63d73241a264594f86ce60e9e042419f02ad11c58ca947842f3eb74a59eb1fef
"9","0","107","0","期間內登入 4 天","30109001","2020-05-15 04:59:59","1","0","0","0","0","0","30109001","2020-04-22 05:00:00","0","8011","0","0","1","0","0","0","4","1","100","0"
"9","0","107","0","閱讀主線劇情第1章第1話","30109002","2020-05-15 04:59:59","1","0","0","0","801","0","30109002","2020-04-22 05:00:00","0","8008","0","0","2001001","1","0","0","1","1","101","0"
"9","0","107","0","期間內透過支援借用通關冒險","30109003","2020-05-15 04:59:59","1","0","0","0","101","0","30109003","2020-04-22 05:00:00","0","1012","0","0","1","1","0","0","1","1","102","0"
"9","0","107","0","通過主線冒險（NORMAL） 6-1","30109004","2020-05-15 04:59:59","1","0","0","0","101","0","30109004","2020-04-22 05:00:00","0","1001","0","0","11006001","1","0","0","1","1","103","0"
"9","0","107","0","將主角Lv升到 Lv40","30109005","2020-05-15 04:59:59","1","0","0","0","101","0","30109005","2020-04-22 05:00:00","0","8002","0","0","0","1","0","0","40","1","104","0"
"9","0","107","0","期間內將新手任務全部通關","30109006","2020-05-15 04:59:59","1","0","0","0","0","0","30109006","2020-04-22 05:00:00","0","8010","0","0","1","0","0","0","5","1","105","9"
"10","0","107","0","期間內與 1 位新手玩家成為好友","30110001","2020-05-15 04:59:59","1","0","0","0","907","0","30110001","2020-04-22 05:00:00","0","6017","0","0","0","0","0","0","1","1","200","0"
"10","0","107","0","期間內與 2 位新手玩家成為好友","30110001","2020-05-15 04:59:59","1","0","0","0","907","0","30110002","2020-04-22 05:00:00","0","6017","0","0","0","0","0","0","2","1","200","0"
"10","0","107","0","期間內與 3 位新手玩家成為好友","30110001","2020-05-15 04:59:59","1","0","0","0","907","0","30110003","2020-04-22 05:00:00","0","6017","0","0","0","0","0","0","3","1","200","0"
"10","0","107","0","期間內與 4 位新手玩家成為好友","30110001","2020-05-15 04:59:59","1","0","0","0","907","0","30110004","2020-04-22 05:00:00","0","6017","0","0","0","0","0","0","4","1","200","0"
"10","0","107","0","期間內與 5 位新手玩家成為好友","30110001","2020-05-15 04:59:59","1","0","0","0","907","0","30110005","2020-04-22 05:00:00","0","6017","0","0","0","0","0","0","5","1","200","0"
"10","0","107","0","期間內守護著成為好友的新手玩家完成新手任務（第 1 位）","30110006","2020-05-15 04:59:59","1","0","0","0","0","0","30110006","2020-04-22 05:00:00","0","6018","0","0","1","0","0","0","1","1","210","0"
"10","0","107","0","期間內守護著成為好友的新手玩家完成新手任務（第 2 位）","30110006","2020-05-15 04:59:59","1","0","0","0","0","0","30110007","2020-04-22 05:00:00","0","6018","0","0","1","0","0","0","2","1","210","0"
"10","0","107","0","期間內守護著成為好友的新手玩家完成新手任務（第 3 位）","30110006","2020-05-15 04:59:59","1","0","0","0","0","0","30110008","2020-04-22 05:00:00","0","6018","0","0","1","0","0","0","3","1","210","0"
"10","0","107","0","期間內守護著成為好友的新手玩家完成新手任務（第 4 位）","30110006","2020-05-15 04:59:59","1","0","0","0","0","0","30110009","2020-04-22 05:00:00","0","6018","0","0","1","0","0","0","4","1","210","0"
"10","0","107","0","期間內守護著成為好友的新手玩家完成新手任務（第 5 位）","30110006","2020-05-15 04:59:59","1","0","0","0","0","0","30110010","2020-04-22 05:00:00","0","6018","0","0","1","0","0","0","5","1","210","0"
