23c2babba29c6e2029ea77ac2dd1aeeb83ddf098383971d3d2c4abc17f68583b,066584d42cfdbfd8631f6bddb451248241126ec901ca91f214ba56fd9f30ee54,0982bb7c6acbb3528500c94fe6bf2f5fc94731a9abe6dcbc65de043c3ea269db,aadc3e1764c07be4debea572b34aa7c5f4ae262474e275d812569fef67c1cb3f,cc521f103286ca13bd7ca2e162ff167613c62a1603c87944d6fcb9889f8f0aa8,6932a65788ec3dbf2520dcbc24d8d909a5b004a1f5d32a11f260ebc7ce096024,c7ca5f0bb62201a7af2272c522a0bf8f5f1ca9c210335660e2a30cefdc269162,18132a5ea9ee0e5c1e8acaa76958a09448639519698c916f7858bc5f1221f58c,d1dcb9a34ef66ee59ef9499be430c5ee1f6829f0ba022c9c90f41d2beab49713,9ecee64eb9792c05844a4176db03cebd9690f26d969da9f90a3f5a7dd8c1ce0c,af43964df3013fddd045eb6940dda178758db0480416ff65bcf242ce06f9fb2f,d5d00e4fa52a51caba11c354fe1d5bad59f9f73320e065748d03cf14f308fc57,da341e0f24212c8c9f9a151499892640f36493cb95956eab304e5d5970d3ade8,22af11a17439bfb2989d8a57021a156b51349adbf5e35c9db7e0686f65b753e1,f91f2dd77c0174e9d60f4b4a80206ea6d6b9ffd7c0bf409e2e78a6ea26443da4,120fc268ebf45c32b4f0fcfa7238501c1195974786fd50a1fb130162a702ba96,812ce4cbe91ee6818fc1d67c386c691d0682860fa8f4ddde2b8095fa8ce1c72e
"bgm_M32","10001","50","60","500213","1060","2018/08/28 16:00:00","2018/09/17 15:59:59","0","0","2018/09/12 15:59:59","1768","0","2018/08/24 16:00:00","0","2018/09/19 15:59:59","bgm_M32"
"bgm_M98","10002","50","60","500193","1060","2018/10/03 16:00:00","2018/10/24 15:59:59","0","0","2018/10/19 15:59:59","1768","0","2018/10/01 16:00:00","103601","2018/10/28 15:59:59","bgm_M98"
"bgm_M106","10003","50","60","500263","1060","2018/11/01 15:59:59","2018/11/20 15:59:59","0","0","2018/11/15 15:59:59","1768","0","2018/10/30 16:00:00","104401","2018/11/25 15:59:59","bgm_M106"
"bgm_M112","10004","50","60","500164","1060","2018/12/01 16:00:00","2018/12/20 15:59:59","0","0","2018/12/15 15:59:59","1768","0","2018/11/29 16:00:00","107601","2018/12/24 15:59:59","bgm_M112"
"bgm_M121","10005","50","60","500284","1060","2019/01/03 16:00:00","2019/01/22 15:59:59","0","0","2019/01/17 15:59:59","1768","0","2019/01/01 16:00:00","907901","2019/01/25 15:59:59","bgm_M121"
"bgm_M128","10006","50","60","500096","1060","2019/02/01 12:00:00","2019/02/19 15:59:59","0","0","2019/02/16 15:59:59","1768","0","2019/01/30 16:00:00","104701","2019/02/22 15:59:59","bgm_M128"
"bgm_M135","10007","50","60","500264","1060","2019/03/06 16:00:00","2019/03/25 15:59:59","0","0","2019/03/22 15:59:59","1768","0","2019/03/04 16:00:00","108201","2019/03/28 15:59:59","bgm_M135"
"bgm_M162","10008","50","60","500143","1060","2019/04/03 16:00:00","2019/04/17 15:59:59","0","0","2019/04/14 15:59:59","1768","0","2019/04/01 16:00:00","100901","2019/04/21 15:59:59","bgm_M162"
"bgm_M171","10009","50","60","500114","1060","2019/05/02 16:00:00","2019/05/16 15:59:59","0","0","2019/05/13 15:59:59","1768","0","2019/04/30 16:00:00","108501","2019/05/19 15:59:59","bgm_M171"
"bgm_M182","10010","50","60","500553","1060","2019/06/03 16:00:00","2019/06/17 15:59:59","0","0","2019/06/14 15:59:59","1768","0","2019/05/31 16:00:00","108901","2019/06/21 15:59:59","bgm_M182"
