67bc90ab7a45750115c7a67cd38865259e020bd74bc4b6d5c75820c6c3a6e5a8,aa2d13b55e23617ea71e363cef20102422910b06f476228ebb04ab9c1e7c3565,dbe959ddffc4cf837e161d3cd6af32328159820409a0d14d75c44fa80f8ae093,10be637c7c58a2bb7b560f6329f64ac13db4dcf715b6ba9f790f8ac7b8fe86ed,03bf493f2aa8d86e0164c8fd094db6def6d64fd0e405f1c47fe0358cb5f6c377,6d10186d4cd477c6eb789f872bf53ce62f9fb2880c3e44df7aeb1bc051cbb31b,cf4d70449ab7504b6d78023b7044fe387a70766d6233e9c42f72befc351f04ed,a47ef0488b6a7fa130eaa6455bfaa255bb869a2f46a4818babc096c4759664d1,a48c01ae6d127d255b7c6f53a07041564d9feb3e17d873aa1018cd8d005a9430,b18d6275cefacbde6a30a43c2bbcc077868f16e2a16e3ebb60f58c09afac21d2,9cf0e35b1e8673e90f7a56b59547e3132098ef8c11054864e4e28780a7344dd3,5f6b55082558334568f31cfea218b4d604949a01f4371b81371dd5c63f7b5c4b,862d55c97e5e26af86de3371397c6de0ca38887040b27f0353c4c76091dc513a,3082bca557151a752338f1ac22c6e901fd4e1fb51514f758ce88c5ac772fba9f,7c8f6bfcd5d41a74e56fb2d4184182ec5de1e983bfb19e414773e954622e05f7,97136e39811d9c2efcba180fe3140b207ebda101f1983945d7e23682491f1730,8a04c4d0c8f4d5cc3da50682963c909a97214f526bc3543428d058a423873aeb,f930f74d7b516cea89a82468c464ba608e1c7df42fde15574cb4881981aa4804,36262a0a228b49ca1a5458d78f72c33168be8215a9c19004d16dccd1ff94524c,77b83d4b4578d840be4989d07d231c655679c1f095c428dcd605ce405d014db9,056881047dc469f5eec86fad6ff11274a067d2d069217aed27e118209a63deb0,d9022c46efa9d8f1eec305d1133759d6d7552c5722f6e47f6fcfc343fa0e03e4,9ae3d42759fb74857c05c2bef53e381bc402f72a72dedde6f460ba7fc403c887,d985b90b38b8d9db1b1cdb653316e5e7e5daa5db63a3cbebe42278f04e2db460,180b5cbf61f69c2c918e3c36d4cb0f7a30335bff442736facda4c7a198efb5bc,a2d1261fcc328be547cc0f4c94c65e779405bdefc41263a5b4bc7f39993fa387,4721882455cbc7416fb7fc531b0ad9bdda51951312acb0d8e4911bf4876d2128,f72919681c2bd1d2cdc5772cf7386a42bf4f79c0d7578757847104f28ae163ef,c03e0498700c4e880ee3b8dbe30557184545423a6aeb828e74425b6e871bdf58,06214248d5da780358f604aec05e0be55df528ab942429e993d02c1359c63847,f029aaf880e1e63be9e2cde8f446c192eb06b83c866f2f7f8e3e2774b2210edc,5bfba29837cc017a6965630e8fd15fc6e6a32664b8afe814c6ca14ec331c41ad,beed6b5984186135c5993934cf1e82522a236767c5c6b87917a226d2cdc6fc27,b15cb91917de2c5dbeec43bb664c2952cda511e03a06f500c5388957660e3d9d,d4af8ad6594f81912241746ae6170d21b1c4842bdbb82e5d1186c2d58072d28e,10885f646bab7aac304c056d184fa6e631cf5f4607ced5720975271d309119a1,faa85493285a885dbd6537b6b2d29298d252981c7d4ea97c1055251a5150bec7,5485a9259d5c054828e8929d3138415e4dc8e44bc349c563e00636f579ede8a8,e15e068fbefed297127b1e076d14113f12f91a3f12dc68dab84887cc37f69d87,43cafa96280d75f96cc87efbeaa6eb8e8a472e2605831aab40d875ea788ab982,b10ba17fd1b65514fbe4cac5cac1c7bd901a8e92a7dfded4450925db66d56f61,2003a320623d43e1ea856128ac750b9a544d14ae76cc3902d693ccd535d74505,ce5ed4472d0bd359b5ad6223b6eac5d11f9fe01a13c48c0fb15946b90f623e50,5523f1aecdbc7ff857aaf92fe7e792014f8a05e705fe2ee215621b99ad48cecd,e186a5171957467a6853ab8d482fb87452e9558a754e0a5da515ed51bc543346,fecc110293e4f3fd29be287e67e82d65a9bccce84918e962238980139dc5ecd9,b93eaa59e402f49ba388c1a70ac218a2cd5e8d8c08372325b5e52f6b3372f4c6,5b5672b58abdc12ae4c407345352f79a9316dfa397122075e948bd3b639532b6,22216b194a0eb1ffb51102c94d7a198a8e43dd5a3d882cc11efc8eb53cb119db,a31d1c9cb54d5fe780128a317d57ff45139dff468529bfbc7d0b0721b139611b,afb16cfe7e7f82ca36cc66e0ff5c004acb5c15f0b2e4b34464bac53d0ef1f0ed,48b23705d3a95b39b14dc0d029f6923ab3f8187e2f3eb7a09cd881b02f725e21,d5cf31838998bb10634108c835f603e78861ee43a640f7ca50f26b539a3a781d
"11001001","110010013","bgm_M06","0","0","0","0","100050","101281","101011","96","211001000","0","110010011","8","110010012","101010104","6","0","0","100022","101581","0","0","0","101010102","100022","0","0","0","6","90","2030/12/31 14:59:59","朱諾平原 1-1","0","bgm_M06","100023","0","-20","11001","bgm_M06","0","0","2015/12/17 15:00:00","101010103","0","0","100021","bgm_M06","-500","bgm_M06","110010011","bgm_M06"
"11001002","110010023","bgm_M06","0","0","0","0","100010","101521","101251","120","211001000","0","110010021","8","110010022","101010202","8","0","0","100062","101551","0","0","0","101010203","100062","0","101010202","0","8","90","2030/12/31 14:59:59","朱諾平原 1-2","0","bgm_M06","100063","0","30","11001","bgm_M06","0","0","2015/12/17 15:00:00","101010203","0","0","100061","bgm_M06","-330","bgm_M06","110010021","bgm_M06"
"11001003","110010033","bgm_M06","0","0","0","0","100010","101431","101161","120","211001000","0","110010031","8","110010032","101010304","8","0","0","100068","101611","0","0","0","101010303","100068","0","0","0","8","90","2030/12/31 14:59:59","朱諾平原 1-3","0","bgm_M06","100069","0","-100","11001","bgm_M06","0","0","2015/12/17 15:00:00","101010303","0","0","100067","bgm_M06","-220","bgm_M06","110010031","bgm_M06"
"11001004","110010043","bgm_M06","0","0","0","0","100050","101371","101101","120","211001000","0","110010041","8","110010042","101010404","8","0","0","100112","101551","0","0","0","101010402","100112","0","0","0","8","90","2030/12/31 14:59:59","朱諾平原 1-4","0","bgm_M06","100113","0","30","11001","bgm_M06","0","0","2015/12/17 15:00:00","101010403","0","0","100111","bgm_M06","-135","bgm_M06","110010041","bgm_M06"
"11001005","110010053","bgm_M06","0","0","0","0","100010","101521","101161","120","211001000","0","110010051","8","110010052","101010503","8","0","0","100073","101011","0","0","0","101010504","100073","0","101010505","0","8","90","2030/12/31 14:59:59","朱諾平原 1-5","0","bgm_M06","100074","0","-75","11001","bgm_M06","0","0","2015/12/17 15:00:00","101010504","0","0","100072","bgm_M06","-43","bgm_M06","110010051","bgm_M06"
"11001006","110010063","bgm_M06","0","0","0","0","100050","101431","101071","120","211001000","0","110010061","8","110010062","101010606","8","0","0","100112","101401","0","0","0","101010601","100112","0","0","0","8","90","2030/12/31 14:59:59","朱諾平原 1-6","0","bgm_M06","100113","0","-101","11001","bgm_M06","0","0","2015/12/17 15:00:00","101010605","0","0","100111","bgm_M06","100","bgm_M06","110010061","bgm_M06"
"11001007","110010073","bgm_M06","0","0","0","0","100050","101251","101191","120","211001000","0","110010071","8","110010072","101010706","8","0","0","100112","101611","0","0","0","101010705","100112","0","101010704","0","8","90","2030/12/31 14:59:59","朱諾平原 1-7","0","bgm_M06","100113","0","-48","11001","bgm_M06","0","0","2015/12/17 15:00:00","101010705","0","0","100111","bgm_M06","227","bgm_M06","110010071","bgm_M06"
"11001008","110010083","bgm_M06","0","0","0","0","100010","101281","101101","120","211001000","0","110010081","8","110010082","101010805","8","0","0","100078","122311","0","0","0","101010804","100078","0","0","0","8","90","2030/12/31 14:59:59","朱諾平原 1-8","0","bgm_M06","100079","0","70","11001","bgm_M06","0","0","2015/12/17 15:00:00","101010804","0","0","100077","bgm_M06","188","bgm_M06","110010081","bgm_M06"
"11001009","110010093","bgm_M06","0","0","0","0","100020","101551","101131","120","211001000","0","110010091","8","110010092","101010906","8","0","0","100015","122371","0","0","0","101010902","100015","0","101010904","0","8","90","2030/12/31 14:59:59","朱諾平原 1-9","0","bgm_M06","100016","0","25","11001","bgm_M06","0","0","2015/12/17 15:00:00","101010905","0","0","100014","bgm_M06","360","bgm_M06","110010091","bgm_M06"
"11001010","110010103","bgm_M63","0","0","0","9001106","100020","101401","101011","120","211001000","0","110010101","8","110010102","101011001","8","0","0","100358","102611","0","0","0","0","100358","0","0","0","8","90","2030/12/31 14:59:59","朱諾平原 1-10","0","bgm_M63","100359","0","-120","11001","bgm_M17_02","0","9001105","2015/12/17 15:00:00","0","0","0","100357","bgm_M17_02","455","bgm_M17","110010101","bgm_M17"
"11002001","110020013","bgm_M06","0","0","0","0","100010","101191","102011","130","211001000","0","110020011","8","110020012","101020105","8","0","0","100032","101011","0","0","0","101020106","100032","0","0","0","8","90","2030/12/31 14:59:59","帕拉斯高原 2-1","0","bgm_M06","100033","0","-200","11002","bgm_M06","0","0","2015/12/17 15:00:00","101020101","0","0","100031","bgm_M06","-470","bgm_M06","110020011","bgm_M06"
