6d7af8513a0f2ebfc29f828186d15667c3522c324f6fb6884fad7dce89d111c7,6989a5610ce4ff3961c8db8d52fb9c8220005f6008bf5c6881ffe6fa3af050e8,c247ebf35cb7d477368362425824c5d53d94369a65a4499ccb70f28a9b17b981,a8bfed6c1c282d9f672a55c6b5e0ee2e9b335403b84bd2712bb19775b03e271f,aa1d1a4b46e589442f048fe7e0048e8502b3b9c3130485d1496606adbd3c2a06,24a61793026948e3f93dfbdaf644db12b6c28face2514e1c69354004709b500f,bcbfec0b9c0c7da1b961d7b7ba22599c9aaa62f8b64868b0059a14c414ff6014,c100b0f720aa54294a2fe10d78cea719ac239e8bd15f1cc08ffa95eaa606a99d,5f1a3bfccd3f27c80cc0ba1212d5a19fd324c8fbcc6bea633d2c4c3dcd7a5a65,d0daacbf36eac9f3280c3783135a6d657f7499a6ec63e4828d0b15ee8181d225,2ed71e0827a0d3867b981a815fa2b3702eb8434859e4604707e670355f455f9a,d830ff44ef2dc31f4ce5cd39fa661743afb4f22c5afbd87a95ab9b896429e0aa,c9c7e9936eed7104711beb58a3b21d5c436b71e26b5006eb0a77a80bbdb394fe,57332091a70ace4a15ac49ad0118676e87352f132e9b7f5ecf337761b6d0eeda,53f6bcbc2ab9dc895b95cb495ac400b911942b2f49d7986cf8fb3906697f06e4,f638c2d010d257869769273c8ee820cd3f4a0e5a60441e0a3826f3a4bef734d5,fb9cc7d92f7765da863f21dde2a691dfcbb1d111d14688bb72c564113544865f,deb12b8a2dd1314c3c30fb9096b7125b2f0557ce1e160cb82634fa8c102bafc2,454092fc3875a4a294288fc65b0c8eaa6aa060e97125d582b8529d14c5430172,43754f69c1b8351fd8bf6ee2af84dba6c9764a3da34e582e9175c0aad0af8d49,86eb9f83fc48a3bd6926b9bd7f4d369abd536262afd32f262830b9df6c43c54d,63f44d8098cbe43489d7db13024e127b2a00b299dc6d5eda3d64ec64556d800b,c6a879aa02e0085f19f8a9e872412532c4fbd7106386ae63054e6f51f30172d4,487dda5aa9c07f31333e1c7b19cc66c49c3babc36d47b4772e0a3142e4edcde6,fa12bba5fc110fd5e4163ac9adb7940243939d39c1188524511d54ecc920b962,509f2d82250cff973077293b96f2f3cbc7d3e66535eb78c0ef7dff2fe94ac48d,ef55b71839bd3f9d8cbbf82eccb65bbd72805f6a538b941b707982ea362cd6e0,13ab8b64845d1f4163163cb0b5a7eb06dfc788b7f355dbf7472318f5e51a7590,68606f3d25002b68c236dedaebaca78bdca3231c177397c6fc33c4f20e0b3a42,8693ccb6e141a50e20d7a74fe27b301ddcf22b5f8df59adee5dab7eda259f80f,dc6e355eff6addbf6abb0f4d19f2dc1d1c2f1f7abb51e3e1dfc1a95833fd7cc6,d468a3fe0a366ff810f38815a686ca6a461d23e186f306280e45273f7c13afc4,0bb8799db6244d3ce0a0b0fc0297b535ce9c2ffc2808d51e7045d34d40201871,374d950fdbb70ecf890277418ebbcb9bb8db93bad49364ff67a992aa3fbba27e,d2175cd7ba9d448738e3c72a51aa1788af9671403d5de77fdc9aed77a038ff7f,dc366a632272bfb28e1070beba940afe6e2680f8b9166fc445bf39f76bd0f715,b9974a22faadba3e606437f5eef67a991c008dba7d28cc413427fcd3786105ee,3c42f2d1f963adc938494dc124d4ee40eb760a000e29a50f2a6d75c0a5f5ac92,063077b1648d29dbc1cf85f77eb6d40622dad07fb44426e7f3f84875b0b0f030
"41.77","0","0","0","0","10000","0","376","5.67","0","0.3","0","100101","0","0","20","0","51.04","15","0","0.25","0","0","0","0","1","0","0","2.28","31001","0","2.73","0","0","0","0","0","0","0"
"62.65","0","0","0","0","20000","0","451.2","8.5","0","0.45","0","100101","0","0","20","0","61.24","30","0","0.37","0","0","0","0","2","0","0","2.73","31001","0","3.27","0","0","0","0","0","0","0"
"83.54","0","0","0","0","30000","0","526.4","11.34","0","0.6","0","100101","0","0","20","0","71.45","100","0","0.5","0","0","0","0","3","0","0","3.19","31001","0","3.82","0","0","0","0","0","0","0"
"104.5","0","0","0","0","40000","0","601.6","14.17","0","0.75","0","100101","0","0","20","0","81.66","120","0","0.62","0","0","0","0","4","0","0","3.64","31001","0","4.36","0","0","0","0","0","0","0"
"125.4","0","0","0","0","50000","0","676.8","17.01","0","0.9","0","100101","0","0","20","0","91.87","150","0","0.75","0","0","0","0","5","0","0","4.1","31001","0","4.91","0","0","0","0","0","0","0"
"167.1","0","0","0","0","0","0","789.5","22.68","0","1.2","0","100101","0","0","120","0","1847.2","0","0","1","0","0","0","0","6","0","0","4.79","31001","0","5.73","2","0","0","0","10","0","0"
"36.75","0","0","0","0","10000","0","330.8","0","0","0.25","0","100201","4.68","0","0","0","0","15","0","0.22","0","42.15","0","0","1","0","0","1.94","31002","0","2.28","0","0","0","0","0","0","0"
"55.12","0","0","0","0","20000","0","396.9","0","0","0.37","0","100201","7.02","0","0","0","0","30","0","0.33","0","50.58","0","0","2","0","0","2.32","31002","0","2.73","0","0","0","0","0","0","0"
"73.5","0","0","0","0","30000","0","463","0","0","0.5","0","100201","9.36","0","0","0","0","100","0","0.44","0","59.01","0","0","3","0","0","2.71","31002","0","3.19","0","0","0","0","0","0","0"
"91.87","0","0","0","0","40000","0","529.2","0","0","0.62","0","100201","11.7","0","0","0","0","120","0","0.55","0","67.44","0","0","4","0","0","3.1","31002","0","3.64","0","0","0","0","0","0","0"
"110.3","0","0","0","0","50000","0","595.3","0","0","0.75","0","100201","14.04","0","0","0","0","150","0","0.66","0","75.87","0","0","5","0","0","3.49","31002","0","4.1","0","0","0","0","0","0","0"
"147","30","0","0","0","0","0","694.5","0","0","1","0","100201","18.72","0","0","0","0","0","0","0.88","0","548.6","0","0","6","0","0","34.07","31002","0","4.79","0","0","0","0","0","0","0"
"40.62","0","0","0","0","10000","0","365.6","5.67","0","0.3","0","100301","0","0","15","0","51.04","15","0","0.28","0","0","0","0","1","0","0","2.51","31003","0","2.73","0","0","0","0","0","0","0"
"60.93","0","0","0","0","20000","0","438.7","8.5","0","0.45","0","100301","0","0","15","0","61.24","30","0","0.42","0","0","0","0","2","0","0","3.01","31003","0","3.27","0","0","0","0","0","0","0"
"81.24","0","0","0","0","30000","0","511.9","11.34","0","0.6","0","100301","0","0","15","0","71.45","100","0","0.56","0","0","0","0","3","0","0","3.51","31003","0","3.82","0","0","0","0","0","0","0"
"101.6","0","0","0","0","40000","0","585","14.17","0","0.75","0","100301","0","0","15","0","81.66","120","0","0.7","0","0","0","0","4","0","0","4.01","31003","0","4.36","0","0","0","0","0","0","0"
"121.9","0","0","0","0","50000","0","658.1","17.01","0","0.9","0","100301","0","0","15","0","91.87","150","0","0.84","0","0","0","0","5","0","0","4.51","31003","0","4.91","0","0","0","0","0","0","0"
