2003de48469b9c304548285c3b8cce13cad75b26239e008e4f0c4a21f7f40585,e380e596351a6aedccc05eef7da4d83fcf59c5e76e60a6f6945b9d29ba3c77b0,d32eb8d9fa6f764e4bef6622c42f30040e6cc035cc1e563062f0f53cfd70c292,9a423fe0a3c197e443c344577245f7ffd1f4f7452da692946189104e2a6e3b24,96c474239a7d4c277db47df0169b57a551891b5e052aa9fd2452c908cebfe949,48461a4ccc8c94baeb557c9ae6286e3ba64b0c3a56b2132501d2f452e793463d,6ebaf3e34c77dfb1d4f3a168fbb6b81bfa2858128700adb395355d211b084717,f36a5d06fe43c635943cf2e39f2d50db8c1e22729f23c83c2a1902b78d6ecff4,5043e8e477142e6b0e78e63af9ea52c8d12349fbd91c8af752b25b3642efa141,53a9d4d9cd041d8b4a4299ed21a2be1a91848227857f612aedeb7887682ca22e,8b0415d876a36067ce4a157d9a3512dddd947ba48dd6630a32e9246bcc9bbbae,86fe0d27af3671154bb376add96cd908867bfe9c3ade38958b89d85bf56eab04,1034727964e3b45948088fd56f549a7454c1429a550acaa8cdf35cbedb0cb738,dd68735c8f3fc2eeca3a69b797b0cd9b2a18cf89c04e2d991ad22ab8e1dd448c,df3014654b0704d157900a8aafb0e4e667af15138e9e483d05750dd5e01e7d94,7b1d1b2bd73fd1a02be02c4218cd91c9850a1169ba3885349ece6fee0ffb85cc,f5fcb908b2a19d8d73634e6c2ef827a31b26c10b8654edae856b5ecfa9ba2dde,6044522586504cea8a2017fe1661d96cff32c2b11a7b33649a5ba90842134866,39aaa99c244b4fd899b396e499dcc9a0845626fdeb298fcc2afab84326ae4475,11b8d6bede7391a1bbd4d1a6bc7ae8a0cacc953382eaaecf277cd9a0f8adda8a,a137abfa3436335a0ea51bce9beb7b9df8de1d47416f3bbcd48b5e5000c031ac,3bd62f33eadf7d4b935492001ceaf0e6abc6ad983fa47e0197b3188f622f810a,4b2a112362b10f154c2aada9bb31049b55e38ea3a0e0d7d7ea9c4a7317b9b6dc,35963eb186b0902d1b37e43211d561b8bb6202a9175679d6e6b63ba370a162c6,33117db54bcec62ad224aff488f3b2cff268b9ce69a0ef24807a85b08a6a7140,1d7b40d50fb7ccf8c655241ab1920c9f18d6d9e9ded79a192aa0888954bf12ad,942f3a0747d270a2fc809ddc3c6ee56982c87af6e78f26bb7489b33cdb437e86,256d9a34f1a099137995ac159228df9f1825bc221e09414c7626c9b4ce3919fa,0e403d4a4e6f6fcbc67affcb8807b13077abb0f59182b993fe98df3d2f2acaf5,8c76faf854aaf23c407aa642aa6ca0c8c70371e48d34631c7a35a8c58f6de8f8,f091e1c7347a29ce8e424d0b31b2621298a207504e12581ac9a409ad7c8b9c52,5b035fb38b8921b5fcfee3b6dc31be37453dfc662911c8252744f0bf6c40d531,2af33605b1f8fd27a7834752dc5d420b70f63775347e3a95060c297f945e159f,9db757f447923bfb7c211cc02186a9acb2db15f6661490eb3a9e3a08490d3d47,38c1b58c2b67829721424c8efa9b1510a592c9ee17d5daafce87ccd7308eea80,bdff0760bcbbff3a357a2a540c5cf19cda2a3baea58e4de8ea9cca9f02f1b9ae,76997368d608ef35a68bc0926e4438fc446979145c3a84102b998f5531d3d30e,8098c8f4bad5b4ea91c1388f38f7cfa3f176ab8cea9d5c514914adffd12ffcee,f0aedebc1662802737d0bc5374cd6c1a7420ac0e09eee23f509648143b13eae1,ff5a4f13264160a48ca2ae98f2ce00722f9f4f60463448d4d7a5b05ba4683324,d0503528538312fc9752fd5a87d756588768e2ce119b4cd179c47b9ad2115df5,f1e6e04e3543ad0c06376e89235599a852440bd92f3597b8aa8b85088d892b79
"140000","720100701","0","-168","1","100000","1","0","0.7","bgm_M126","70","90","166","0.7","0","0","90005","-1","0","300","72010070","0","0.7","101182","94002","1","-20","-335","-1","0","2200101","0","0","40001","333","0","0","0.7","91002","1","30","0"
"140000","720201101","0","-168","1","100000","2","0","0.7","bgm_M126","110","90","166","0.7","0","0","90005","-1","0","300","72020110","0","0.7","101312","94002","0.7","-20","-335","-1","0","2200102","0","0","40001","333","0","0","0.7","91002","1","30","0"
"140000","720301301","0","-168","1","100000","3","0","0.7","bgm_M126","130","90","166","0.7","0","0","90005","-1","0","300","72030130","0","0.7","101322","94002","0.8","0","-335","-1","0","2200103","0","0","40001","333","0","0","0.7","91002","1","30","0"
"140000","720401501","0","-168","1","100000","4","0","0.7","bgm_M126","150","90","166","0.7","0","0","90005","-1","0","300","72040150","0","0.7","101372","94002","0.7","-20","-335","-1","0","2200104","0","0","40001","333","0","0","0.7","91002","1","30","0"
"140000","720501701","0","-168","1","100000","5","0","0.7","bgm_M126","170","90","166","0.7","0","0","90005","-1","0","300","72050170","0","0.7","101492","94002","1.1","10","-335","-1","0","2200105","0","0","40001","333","0","0","0.7","91002","1","30","0"
"140000","720601901","0","-168","1","100000","6","0","0.7","bgm_M126","190","90","166","0.7","0","0","90005","-1","0","300","72060190","0","0.7","101502","94002","1","10","-335","-1","0","2200106","0","0","40001","333","0","0","0.7","91002","1","30","0"
"140000","720702101","0","-168","1","200000","7","0","0.7","bgm_M126","210","90","166","0.7","0","0","90005","-1","0","300","72070210","0","0.7","101512","94002","1","10","-335","-1","0","2200107","0","0","40001","333","0","0","0.7","91002","1","30","0"
"140000","720802301","0","-101","1","200000","8","0","0","bgm_M126","230","90","299","0.7","0","0","90005","99","0","300","72080230","0","0.7","101522","94002","0.7","-10","-301","-1","0","2200108","0","0","40001","0","0","0","0.7","91002","1","30","0"
"140000","720902501","0","-101","1","200000","9","0","0","bgm_M126","250","90","299","0.7","0","0","90005","99","0","300","72090250","0","0.7","101722","94002","1.1","-10","-301","-1","0","2200109","0","0","40001","0","0","0","0.7","91002","1","30","0"
"140000","721002701","0","-168","1","300000","10","0","0.7","bgm_M126","270","90","166","0.7","0","0","90005","-1","0","300","72100270","0","0.7","101812","94002","0.9","10","-335","-1","0","2200110","0","0","40001","333","0","0","0.7","91002","1","30","0"
"140000","721102901","0","-168","1","300000","11","0","0.7","bgm_M126","290","90","166","0.7","0","0","90005","-1","0","300","72110290","0","0.7","101892","94002","0.9","10","-335","-1","0","2200111","0","0","40001","333","0","0","0.7","91002","1","30","0"
"140000","721203101","0","-168","1","300000","12","0","0.7","bgm_M126","310","90","166","0.7","0","0","90005","-1","0","300","72120310","0","0.75","101902","94002","0.7","10","-335","-1","0","2200112","0","0","40001","333","0","0","0.7","91002","1","30","0"
"140000","721303301","0","-168","1","300000","13","0","0.7","bgm_M126","330","90","166","0.7","0","0","90005","-1","0","300","72130330","0","0.7","101912","94002","0.9","10","-335","-1","0","2200113","0","0","40001","333","0","0","0.7","91002","1","30","0"
"140000","721403501","0","-168","1","300000","14","0","0.7","bgm_M126","350","90","166","0.7","0","0","90005","-1","0","300","72140350","0","0.7","102142","94002","0.9","10","-335","-1","0","2200114","0","0","40001","333","0","0","0.7","91002","1","30","0"
"140000","721503601","0","-168","1","400000","15","0","0.7","bgm_M126","360","90","166","0.7","0","0","90005","-1","0","300","72150360","0","0.7","102152","94002","0.9","-40","-335","-1","0","2200115","0","0","40001","333","0","0","0.7","91002","1","30","0"
