475b9b157a9122dbfc26314a901bea078efa4eea5badbf5c64b9704cc3836127,b9018b3d393e9e196ad9bf7bf7050ffc1c485bd7c1479d6d20887e8c2d3ba58f,7669c1898376f1394786f148756d2f1a3837ecfd1d508666d68aaba919fce825,36ea22d41bb12699be2ce44132495e23cc57fd9317a7d8f2852bbd72fc525872,856107173c924182ac0cf3ca075c32266045a757f124ef1a098e246de8ec1573,c9f34261046b9fa8f10d3f415679d48eb03b074ccc3509bdbf1d84857e8df6e6,43f7864f39e491f7bb5cf51040b6d198128b4b98a720c3e914fe2ea459ee39c6,9ad7cf05212c94b641ad9bd0b953fced953aef0bf9f7e27b1a53fc6f756f1da6,edb44cfbcfae6975a0ab136bcd81d97bf3020735341843cfee7ad131ad03fada,df9b8fc3aef222b6da9978174ef014d65a2df0936518cd523e697b8e21cfbacc,8fa54da7fb528b59cba42e3e734c396d5b732f8be43a06514e8a89c3d4ecbf3c
"0","0","0","10002","10001","0","10003","0","0","10004","50061"
"0","0","0","10002","10001","0","10003","0","0","10005","50067"
"0","0","0","10002","10001","0","10003","10006","0","10005","50079"
"0","0","10007","10002","10001","0","10003","10006","0","10005","50084"
"10008","0","10007","10002","10001","0","10003","10006","0","10005","50094"
"10008","0","10007","10002","10001","0","10003","10006","10009","10005","50108"
"10008","0","10007","10002","10001","0","10003","10006","10009","10005","50116"
"10008","10010","10007","10002","10001","0","10003","10006","10009","10005","50119"
"10008","10010","10007","10002","10001","0","10003","10006","10009","10005","50129"
"10008","10010","10007","10002","10001","10011","10003","10006","10009","10005","50140"
"10009","10011","10008","10003","10002","10012","10005","10007","10010","10006","50151"
"0","0","0","10010","10009","0","10011","10013","0","10012","50162"
"0","0","0","10011","10010","0","10012","10014","0","10013","50172"
"0","0","0","10012","10011","0","10013","10015","0","10014","50183"
"0","0","0","10014","10013","0","10015","10005","0","10007","50190"
"0","0","0","10013","10012","0","10014","10016","0","10015","50195"
"0","0","0","10015","10014","0","10016","10002","0","10003","50200"
"0","0","0","10014","10013","0","10015","10017","0","10016","50217"
"0","0","0","10016","10015","0","10017","10009","0","10010","50231"
"0","0","0","10015","10014","0","10016","10018","0","10017","50237"
"0","0","0","0","10019","0","0","0","0","0","50248"
"0","0","0","0","10011","0","0","0","0","0","50261"
"0","0","0","0","10020","0","0","0","0","0","50267"
"0","0","0","0","10021","0","0","0","0","0","50278"
"0","0","0","0","10006","0","0","0","0","0","50291"
"0","0","0","0","10022","0","0","0","0","0","50298"
"0","0","0","0","10023","0","0","0","0","0","50309"
"0","0","0","0","10024","0","0","0","0","0","50321"
"0","0","0","0","10025","0","0","0","0","0","50331"
"0","0","0","0","10026","0","0","0","0","0","50341"
"0","0","0","0","10027","0","0","0","0","0","50354"
"0","0","0","0","10028","0","0","0","0","0","50365"
"0","0","0","0","10029","0","0","0","0","0","50375"
"0","0","0","0","10030","0","0","0","0","0","50383"
"0","0","0","0","10019","0","0","0","0","0","50393"
