9390f76bdea2bd7489d79d32ed5bf406ca4cda44ecca56fae1241577370a3ff0,a98c08ad67f882fa09b8fc616ba2d12d5e0b262901db8372c5b3831f10612ce1,d3ee53597a0ef2cf412f7d7937252ea5c53d57da4f9f53c8580c8e82635746d7,2ad764252c712d2755dfac5e9e1ab4c3bfd24108658c88d3ff17f2828715b6c7,179fd3126b089d35032a5f6cb6c4ccb960aae882fe8d5d627fee10f9fdca05dd,e38949e6ca82305a57b5757b57199eb2c75c44d7176fd61e59edfecb99aaa7ea,be05bdca5a481a2f0312c539ef70ce5aa20bcfd1e8b7f932ed084b5196eadba3,975187f21c8a2d514c8a29c259c3e8504ef4b13402aef7989d763534e73d3051,b2c568294f9c4614d825e6719f27b9a82aa03e7c1869c95eb58887a32d23f6ee,88e92bc8b0e3665321677298568218ece57b3bf5877688d0f1998742f07620b3,ec9456a177f15683aaecec4db09398d261ce036728ec4a3606e604fe21052cdf,5b02f48130a6113b4e8268ef5632936443073196e47db0838d7e215d2b83bbec,4b665af3fd51eb2b0a78afc38736c8eefb19bd6d46367700092b462db85fb0f9,ba20f692bbc6f2bc2631c101fad8e7f9b1a908dc619bfcfa7ea09a5f6692c8e8,4991242f2089e60315bed0ef367aa83a6efd9f18b867d47ea6e8bc4fd79cfb69,5c70817a1bf305163cebbec8c01c45aa23384386790bbac0b0ec7074f6c4a539,c81586c0f788e79d43a600ff9422b389bf659f27e59c96ceb4d51692444c114a,a86fbce5289c3852915d3daf2455cfb2cc8b6607fe047b273b394181dc1b8c2e,8e5e2cdf526100ad2e9f4c8378e52188b4f6afc1506832e77d5cf1e68a13d706,6b748fd82ca612a20e73eb6e758d0a4e7ca80f7def2293dfe2998219a58fe0ee,84d2952b58158dcc7b4a939f4c7ef28f54f3fc7baccdd7ed084e8717071da725,590ff828cd296da1b85a84a2a6aca3912323b2cace93a8f135c81f9f4c625aee,35b2b8722ee5df5ec484ded5d8a8d8b094ddfc3774625a50505a40ae422bf51f,faa51f67b8110f95ca47c08c192a35e2d46bfe9eb7190e255517284e242ab65a,cf4f08de7426f9093032ccf9baa1c3d25a0311677036aef7845843f4de7ff1bb,bb9c96209854d2200af234c1f8813e7e63c59d99eb24860ef97dc035405ca3e8,1e5d04d35bb473cc21b1cddcbae887e68c6cba45820c3896b3e407c0b642e9c3,2e0a7924582b5b0fde76905177efc75316521be2ecdc6900da9928e254a17bfd,fcf801767a33325f0bb2528be7df15c582717b69c90a5c206113fc8a8f44a5d9,1f0e26ee5337541b0fadeb7acfc7238aad0077264a238ad33dbf16fc3ac23b0b,d15eecb2140d2e8185b3fe278e5b3866977b8a90425302b094b5abca6908aaa4,2a131b653414ed8e1791e89c1d6bc04aa52fe3359778eba6305a8120ce3f1fd9,c178ab5195021fbf659963a7573a582d11c6f7365822fa3db4aeec90f1a48d59,96fe3eb703bd6864a1a2952ffe581acf7e9de742dc3f09547a3869744d084e04,b353ab32810dd45e09f16c828ec60e01d7614644c4874e2ea22a450d62604dbd,638ef832299a85490fe6790664eb9fe0a0b0936ee3d861996f4b92d52011465b,6ee22de3a76d60c285b71b3758044f5b7cf102135ff1a8921444a0df0c72a1ba,458a04fe57ac3ec6730d6c211dcdb295b8ded1989ef9979bdb8a4d01d494e424,dbf0d8cfce9170d74528a04fb9bf93bbbd0e5e2bbbd9ac138e53f51b091c9ea7,2010643f2f803e71589aa0ff238fd38a23f77da95eb17a3b316c43859e135d5d,7ceab26fc40395ad6d03bc3cc95fcf2870e1c3b0ab6f189eb74ce6c61431013d,c76fcd1e2e4ac32ca87725caa26d55cb952431bf3a43b58ecdc8d1ce445096c7,6fb7992e90d08776a6fa1c34d6f43c16540eb6cd2990ff74aec883300ae11713,7683ad2fff4e49670278bf689a07c579edb9444faeb0c978d36c3695486fa05f
"1","710011","1.1","10010104","401010041","1","1001103","1","0","0","1001104","1","0","10010105","1","401010051","0.03","0","401010021","0","0","0","1001102","0","1001101","0","1","10010101","401010031","100000","0","0","1","1.2","1","1","0","0","1.1","1001105","1001","401010011","10010103","10010102"
"1","710011","1.7","10010104","401010041","2","1001108","1","0","0","1001109","1","0","10010105","-1","401010051","0.06","0","401010021","0","0","0","1001107","0","1001106","0","1.2","10010101","401010031","100000","0","0","2","2","1.2","2","0","0","1.5","1001110","1001","401010011","10010103","10010102"
"1","710021","1.1","10020104","401020041","3","1002103","1","0","0","1002104","1","0","10020105","1","401020051","0.03","0","401020021","0","0","0","1002102","0","1002101","0","1","10020101","401020031","100000","0","0","1","1.2","1","1","0","0","1.1","1002105","1002","401020011","10020103","10020102"
"1","710021","1.7","10020104","401020091","4","1002108","1","0","0","1002109","1","0","10020105","-1","401020101","0.06","0","401020071","0","0","0","1002107","0","1002106","0","1.2","10020101","401020081","100000","0","0","2","2","1.2","2","0","0","1.5","1002110","1002","401020061","10020103","10020102"
"1","710031","1.1","10030104","401030041","5","1003103","1","0","0","1003104","1","0","10030105","1","401030051","0.03","0","401030021","0","0","0","1003102","0","1003101","0","1","10030101","401030031","100000","0","0","1","1.2","1","1","0","0","1.1","1003105","1003","401030011","10030103","10030102"
"1","710031","1.7","10030104","401030091","6","1003108","1","0","0","1003109","1","0","10030105","-1","401030101","0.06","0","401030071","0","0","0","1003107","0","1003106","0","1.2","10030101","401030081","100000","0","0","2","2","1.2","2","0","0","1.5","1003110","1003","401030061","10030103","10030102"
"1","710041","1.1","10040104","401040041","7","1004103","1","0","0","1004104","1","0","10040105","1","401040051","0.03","0","401040021","0","0","0","1004102","0","1004101","0","1","10040101","401040031","100000","0","0","1","1.2","1","1","0","0","1.1","1004105","1004","401040011","10040103","10040102"
"1","710041","1.7","10040104","401040091","8","1004108","1","0","0","1004109","1","0","10040105","-1","401040101","0.06","0","401040071","0","0","0","1004107","0","1004106","0","1.2","10040101","401040081","100000","0","0","2","2","1.2","2","0","0","1.5","1004110","1004","401040061","10040103","10040102"
"1","710051","1.1","10050104","401040141","9","1004103","1","0","0","1004104","1","0","10050105","1","401040151","0.03","0","401040121","0","0","0","1004102","0","1004101","0","1","10050101","401040131","100000","0","0","1","1.2","1","1","0","0","1.1","1004105","1005","401040111","10050103","10050102"
"1","710051","1.7","10050104","401040191","10","1004108","1","0","0","1004109","1","0","10050105","-1","401040201","0.06","0","401040171","0","0","0","1004107","0","1004106","0","1.2","10050101","401040181","100000","0","0","2","2","1.2","2","0","0","1.5","1004110","1005","401040161","10050103","10050102"
"1","710061","1.3","10060104","401040241","11","1004103","1","0","0","1004104","1","0","10060105","1","401040251","0.03","0","401040221","0","0","0","1004102","0","1004101","0","1","10060101","401040231","100000","0","0","1","1.5","1","1","0","0","1.3","1004105","1006","401040211","10060103","10060102"
"1","710061","1.8","10060104","401040291","12","1004108","1","0","0","1004109","1","0","10060105","-1","401040301","0.06","0","401040271","0","0","0","1004107","0","1004106","0","1.3","10060101","401040281","100000","0","0","2","2","1.3","2","0","0","1.8","1004110","1006","401040261","10060103","10060102"
"1","710071","1.3","10070104","401040341","13","1004103","1","0","0","1004104","1","0","10070105","1","401040351","0.03","0","401040321","0","0","0","1004102","0","1004101","0","1","10070101","401040331","100000","0","0","1","1.5","1","1","0","0","1.3","1004105","1007","401040311","10070103","10070102"
"1","710071","1.8","10070104","401040391","14","1004108","1","0","0","1004109","1","0","10070105","-1","401040401","0.06","0","401040371","0","0","0","1004107","0","1004106","0","1.3","10070101","401040381","100000","0","0","2","2","1.3","2","0","0","1.8","1004110","1007","401040361","10070103","10070102"
"1","710081","1.3","10080104","401040441","15","1004103","1","0","0","1004104","1","0","10080105","1","401040451","0.03","0","401040421","0","0","0","1004102","0","1004101","0","1","10080101","401040431","100000","0","0","1","1.5","1","1","0","0","1.3","1004105","1008","401040411","10080103","10080102"
