0f18be3b5d1385f478b9f5a3e73e9dcecac6467c3bf3f34e3ca7c2bfe3d30caf,d7640b3b8860769e1f7d393209c7d56f6d458c96af16660b71e32720e86d3446,a4240959d798c05a674c8d05f3d705716da35ce9da1edffcae59458c6f4b7834,48042838ce35881311b6b250ff119abc24f150204515b174aa8b9ea640675384,bb9d80082d5616b8c1caff0a61471c7c3c247e7b54532bea5f0265bf7ed01968,40ab88e5497f033d6cd703c58444c0075f0186515f268285afee6cfb7cd62436,e48af1487badb53d3f2c4a5934948064e4c1a3db595346b3d6f339392ba213a1,246e6ff008661d84a284e0cd6a403fedf269c46eb12914482fd2210190dd96ed,7a075e4883bb49ab0eaff66eda455f0e392d56684f425f84d008dd39f1074814,5a4c8b5f5e6801422f458085b0a03c6b743d8f8d0eefce73e4009c056ef92777,62d604fd0fe33fbd5a5ba1870158d5f31d8e52bf4013623c0d259e2db99af517,6248361070a3472e0a26c28b3684893518db5047117c00d0d5c8857aa1581c84,3a0a72e581794f0345a0163306546a354a00c12e0a467faec05bc74d91cddf62,6052c2d0aae44ea302ad3218f0658a120bec83e7407b588a02acb266245e5710,5cda2357c1ff25d5424491d87b0169016d01bf4e0e14c983e423bcc2b69540c7,a3d0540f8298808d52adec3412af697b0016f71af8d1ce1f6f8485887088386d,fb8d01368adfbc1e591489a7a887ea2d9e3a314adbeef2dcc95c4b11108240bb,5ae11a66efbfb8cd1d6843f3840665d3b6eae6b70321b49322fea5d1845cc9cd,bc54ba1eac99cc83063b8d3092aaa6fc3880c794491d1f9e41247297e3011b99,f1cf325bee9953ebc0144434ba81e7b7b7bad10f73ebd2550367b50b5f20ca8d,3b07862235bf0d0f012681efca99b700cac8d9097ce04c2e1f43e58ec834952f,fd43641eded07d9bbad0c7f7163ecdeec73c78135a58886d7fcbe091aa4cc995,02b97f00ca7fb71feb363a210af76bbca15fc01ff9a03465e8fa63e0232458a0,690a50b2ece99b1ecfb7c488b5e26c9bd7b9f40bdad42d646b701d3e56e0d13a,b431ee728b3235dbc0ec8a7e26892944bc1611e172bcd517901129c6180e8348,ecbbc0124c46d2ac13f9efb8ebd172a0bc3d3ee98c8f77865ce82824e01240d8,7443b4ec0b16901eb7d8450693cb59924d2b80717c83b5bf5ca80b26812759dc,b1a08180b33e9b44d78a9182afd3dd6c029af165f13ca3bfa6267b5025f1a48e,bc1821c27b785846802840cae414e5a4d84ed909729dcf50e165d5a04eb73fd0,0b0326638d9839debbe22a8422a6a53f0e0aa8bf6bc29c3a3ca096c18ff485b1,6182a444749ca64bbc7911085c779ec41d2ce409ac5f746efdbb9c9521f7fba9,3dfc158772b993ad01b3f47aa4faa159a4115b3bcc195a4633ee2cdac055f6c7,5b4097a987180aabeb68df7c48babd1818b9af63dd805b03def06b30817184da,ac5c8c42b46ac834c274304e2d06b3d4070880dfb748095f1aea400c026b8b76,cb7ee29bdf97d6bba68b8827f5a1ac432eed692acd7770946685ef66f42c183a,7fa39f3e4528b1d2b1b1be5c8482177673899ee10a8150a428e17bd9b319dcab,e4cf8ec62a22dce5d6c2b0ffd397b165c16259e18660af3b18542582258f2f77,800b0a5c7b367dd681ac65a674c528d5ee84671829644849c809fc90aff10d3a,6c9bbbc52dfc5875c3c88fc4507f40242dda4829a0023d1e4fd0f6d8c04a2eb9
"0","0.3","0","0","0","0","0","0","0","0","0.25","10000","20","0","2.73","5.67","0","1","0","0","0","0","0","2.28","100101","0","0","0","51.04","15","0","0","0","31001","41.77","376","0","0","0"
"0","0.45","0","0","0","0","0","0","0","0","0.37","20000","20","0","3.27","8.5","0","2","0","0","0","0","0","2.73","100101","0","0","0","61.24","30","0","0","0","31001","62.65","451.2","0","0","0"
"0","0.6","0","0","0","0","0","0","0","0","0.5","30000","20","0","3.82","11.34","0","3","0","0","0","0","0","3.19","100101","0","0","0","71.45","100","0","0","0","31001","83.54","526.4","0","0","0"
"0","0.75","0","0","0","0","0","0","0","0","0.62","40000","20","0","4.36","14.17","0","4","0","0","0","0","0","3.64","100101","0","0","0","81.66","120","0","0","0","31001","104.5","601.6","0","0","0"
"0","0.9","0","0","0","0","0","0","0","0","0.75","50000","20","0","4.91","17.01","0","5","0","0","0","0","0","4.1","100101","0","0","0","91.87","150","0","0","0","31001","125.4","676.8","0","0","0"
"0","1.2","0","2","0","0","0","0","0","0","1","0","120","0","5.73","22.68","0","6","0","0","10","0","0","4.79","100101","0","0","0","1847.2","0","0","0","0","31001","167.1","789.5","0","0","0"
"0","0.25","0","0","0","0","4.68","0","0","0","0.22","10000","0","0","2.28","0","0","1","0","42.15","0","0","0","1.94","100201","0","0","0","0","15","0","0","0","31002","36.75","330.8","0","0","0"
"0","0.37","0","0","0","0","7.02","0","0","0","0.33","20000","0","0","2.73","0","0","2","0","50.58","0","0","0","2.32","100201","0","0","0","0","30","0","0","0","31002","55.12","396.9","0","0","0"
"0","0.5","0","0","0","0","9.36","0","0","0","0.44","30000","0","0","3.19","0","0","3","0","59.01","0","0","0","2.71","100201","0","0","0","0","100","0","0","0","31002","73.5","463","0","0","0"
"0","0.62","0","0","0","0","11.7","0","0","0","0.55","40000","0","0","3.64","0","0","4","0","67.44","0","0","0","3.1","100201","0","0","0","0","120","0","0","0","31002","91.87","529.2","0","0","0"
"0","0.75","0","0","0","0","14.04","0","0","0","0.66","50000","0","0","4.1","0","0","5","0","75.87","0","0","0","3.49","100201","0","0","0","0","150","0","0","0","31002","110.3","595.3","0","0","0"
"0","1","0","0","0","0","18.72","0","0","0","0.88","0","0","0","4.79","0","0","6","0","548.6","0","0","0","34.07","100201","0","0","0","0","0","0","0","0","31002","147","694.5","30","0","0"
"0","0.3","0","0","0","0","0","0","0","0","0.28","10000","15","0","2.73","5.67","0","1","0","0","0","0","0","2.51","100301","0","0","0","51.04","15","0","0","0","31003","40.62","365.6","0","0","0"
"0","0.45","0","0","0","0","0","0","0","0","0.42","20000","15","0","3.27","8.5","0","2","0","0","0","0","0","3.01","100301","0","0","0","61.24","30","0","0","0","31003","60.93","438.7","0","0","0"
"0","0.6","0","0","0","0","0","0","0","0","0.56","30000","15","0","3.82","11.34","0","3","0","0","0","0","0","3.51","100301","0","0","0","71.45","100","0","0","0","31003","81.24","511.9","0","0","0"
"0","0.75","0","0","0","0","0","0","0","0","0.7","40000","15","0","4.36","14.17","0","4","0","0","0","0","0","4.01","100301","0","0","0","81.66","120","0","0","0","31003","101.6","585","0","0","0"
