a50ff009800358aaab537eb7d696b2ebb6a003e2c0dd9b1dde82bd7643167a5b,42b509c17eef658f00f426c2e38a2424268052edb8472c877d208f026bebf147,9c97ccd0e956b2f4e6ee6087353ecd3860cfb7dc452c9a7ce8421a43313a5d2b,86df39ff2a5cf82812fe7d757d5e3fa394906032fa2c6beaf58d15415a137491,9422ef02282b4871f4579dcbfd590560145d9723e42cc2ddc7d9f0f4de956928,50b9a859b4fa45805d64bc50d67972f75cb64d10e702eac85b19c39fd9c44693,a499c707974a121006ec47a4889009d7d8ac601f005f5e50787822333f5666f7,bbb9d5bfc99948d07da08ad0a31f71252b65c78713586e5ad4806c90a2eafdcf,95bc3b2a6fa7747e0c6781f07ba0c8d0c6eef23a07857063d60eaf43618ef27b,ade894a76b314f83b4eb28dd2cbe52831e4616401565bffd9365103eb793a1eb,96cbf68b139eb090f048caf9d6ca51be6ad8566d744b928d9a7c97a98f296469,e5fc51de0d1e7353c30c69eb1a675bf1a5538999f1a136cdb80faa5f9efe2c7b,f949464a8d4a225fcd143e25a719e52ebc01edbdfa229bc8ab9e27b2384bd55c,397bc615448987b8ce1d865b6427b0b7d3ae18c2c7d41c44ae227f54761021d7,78130d5777cd70b5536c57f8b26b17a4111f18cd465643fba6e598e2b5c19cfe,52bece37798211af6646a99b93810aab1b2fa49abb685093c50344a172cf08ef,75d33da54b9795f1bb83b859462e3d848d2ccbf830c624687b58a1efa59b79ad,d7f155185b231b9315c8d8dc9de97598b3ee11b47ee3916b059f4b7cb10ca602,b53bd901ca7a6f42b6b12d48f30f0093cb4c91ea7f44c2e51ad16da03ba87ad6,d0ad11d07ba4a68d9c89c8917178f5b1a42ba758679fcb1e170edb800715368d,b68e9444b30bfef5a862f2d927451ca1ee21d9a87e32a93b6121af91f1afc63c,b3e8ee485da771a28925ba7992f2b22885e05e72172ff255ac377400ad36e699,e2efc016896a3182ce74da341cd1199b5e84af2b2ec48340a3fd98a638712d69,726eab7280f49f805fe2f915ef5858a1d1d1175e6c1f3a24532388c4adf3a936,82dba88e855bfb390364dc1cffed17bcb09f7b7814ee58f3febbde262ceda0f5,4a15444bb4c65456441526b6a7b0e895191884db92712bedcf5373aefa0881b7,56b1c4f2d4ace712f37318159dfeae84222771f1a6e1c8b2f46d21c10f7c8e59,2c348994e5ac38c5135fc9b11a0aa06be0d950bea6cdafc016d94c0f82cfa40c,20c825a356552c2bfb458ceee2941764d5c40a960e33aa48b7c78c289ba3a077,8d8663dbe8e87a6ab95f73aecc3827c3a7ecb0a404dd0596b0888ae24989105e,eff072f50380f3d3a084e460a86260aa38b9f3eeb833cc3bc3c19f8b8835adaa,1aa148c10851455d3ee8a8fa66bc7406f6f2806df361a3b3fa33146091854ddc,1bb1887454f772c29c0572b551c2477cfdbd9322f5f9a4ede109bf4fe70b03c7,c637cecb75f54d37c7588cf6d39493b418ec1d8e9ea6106efc14b6ed6b4ed3df,278d5f2a1c3a1275ee1ece53e6d359c43327082904352116221747bc5f56dece,423be5a1038848d2c3205a20a93512cc45c5292953e8cb1083b8e12e8af1a8e2,f612076f15b74181cb9a42ded6cf440e410cb4dfacaafc816f4039da78ae653b
"0","31078","0","0","0","0","5","1","0","0","5","0","0","0","0","31075","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100001","0","0","0","1"
"0","31079","0","0","0","0","5","1","0","0","5","0","0","0","0","31077","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100002","0","0","0","1"
"0","31063","0","0","0","0","5","1","0","0","5","0","0","0","0","31057","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100003","0","0","0","1"
"0","31083","0","0","0","0","5","1","0","0","5","0","0","0","0","31081","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100004","0","0","0","1"
"0","31013","0","0","0","0","5","1","0","0","5","0","0","0","0","31056","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","31027","10","100005","0","0","0","1"
"0","31086","0","0","0","0","5","1","0","0","5","0","0","0","0","31084","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100006","0","0","0","1"
"0","31087","0","0","0","0","5","1","0","0","5","0","0","0","0","31088","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100007","0","0","0","1"
"0","0","0","0","0","0","5","1","0","0","5","0","0","0","0","31091","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100008","0","0","0","1"
"0","31103","0","0","0","0","5","1","0","0","5","0","0","0","0","31100","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100009","0","0","0","1"
"0","31106","0","0","0","0","5","1","0","0","5","0","0","0","0","31104","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100010","0","0","0","1"
"0","31094","0","0","0","0","5","1","0","0","5","0","0","0","0","31092","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100011","0","0","0","1"
"0","0","0","0","0","0","5","1","0","0","5","0","0","0","0","31111","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100012","0","0","0","1"
"0","31096","0","0","0","0","5","1","0","0","5","0","0","0","0","31095","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100013","0","0","0","1"
"0","31103","0","0","0","0","5","1","0","0","5","0","0","0","0","31100","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100014","0","0","0","1"
"0","0","0","0","0","0","5","1","0","0","5","0","0","0","0","31115","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100015","0","0","0","1"
"0","31106","0","0","0","0","5","1","0","0","5","0","0","0","0","31104","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100016","0","0","0","1"
"0","31119","0","0","0","0","5","1","0","0","5","0","0","0","0","31120","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100017","0","0","0","1"
"0","31078","0","0","0","0","5","1","0","0","5","0","0","0","0","31075","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100018","0","0","0","1"
"0","31108","0","0","0","0","5","1","0","0","5","0","0","0","0","31107","0","100000","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100019","0","0","0","1"
