58c775d26be97b4870422f5cd87001436b145783d45451df5ead33b0af27d65c,9c87c38c8300c68ccabb0e13611549d389fb864ba7a058eefc2e72cc5df860e5,54f9e3ea650d77b17d2dab37239a654bc4b03c8e355c43da9102a34078f5c3ad,b91f4b27dffa0f5eb1a0c40cd92df2cd704c2805e7b091c07df18cb1ba157118,576721ac79271cc42e53b9b2f94cbb4ffe81c5e6d9bcd59f15bef806912f5d34,a103d2b2020c09102b4fd95edc37ac08dafb2a30ca664689a2625d69a3ad66d5,d2f1c55b16784069da0a3e21a427c135eafb22d4d566ab8f25f9069429b23ce2,90c8e3b9267da93d0e04433b1388dd2b88162040a7d24502c2d2c94d0571cf68,08cef44676459e8fbd20a62adbb46d84ef1a3179cbf4f2940b28b8b538c4ac4e,cffcb38cde3da3439d80224cfd399658f59944c6361163671b7f74ba5b074ceb,74fae1e2f665664b08d3ff390890f4af73acb4c2aab9258edc9388b4b7fec464,fd25346838fa6def875eeaf915c4afb333661c3f60704946aac153b486afef78,22d08cc8b03b2840bd9786d4d110db0b87b4fa568e9b5eb49d7ab1588d1de506,55301cfb8e72da3099bf2e06343b62d0dbdf82c42cf64ce1defe73048f081484,858b54211696ef7deb1e6c52485743153d46dd3c0b3c2c8fc08a5f3ebfc61d66,ddbd1f0c8573c9ec892bf77dfe2754e517b3860616208386c46b457bb065c009,3fb23dade101c6985a084d992f0b6f915ab1f213542674cf22aef432622cadb0,0cda354ec597e89a65151782c6c2ea39425958d5d0b72a63119c83587d8bb08b,83a933e71f2bbeb5f36084ebfd5da2b4c729a22aacc0a5e14ed177a9b694e3d4,4227ae56e1ebc21f1e015798f96e5b93c86ef65ae150dfc49779a2efb3442c32,b103b9a8864bbbd84d6eea90f770e7a932bbde66b509f4aab05637bbe06e424b,ccfb7c9e358007688381d1a3b422933744198272ab56a3b31800a6563f0e31ff,95317dd4ba0fc530ba0c389a77b8951a91352606bb1a46a144cad81c914bd0b8,bf6bd422d789b3f8366dd1a724bc7fe5562331c05da630321563c94d249b5893,27a7ca293506291f966f299ed2406f4d43f4db297cc47de950382039b9fa990f,4f59bbed1e040b494b70b752271dd5e4d3f7afafed0666ce8767f11c66f58d05,7096678dbbf937d30444fea4493dfa9e76badf20482c247374f3c46d6e1958b5,348fe4bcfede4938905742a485fb17fdff484e97bfe078a663ce4b101e768efc
"0","0","1","有困難的時候就互相幫助幫助","1001001","0","0","0","0","0","1","日和 第1話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","0","8","2099/12/17 14:59:59","0","91002","0","0","1001","100101","20","0","2030/12/17 14:59:59","0"
"0","0","1","打勾勾的誓言","1001002","0","0","0","1001001","0","1","日和 第2話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","2","8","2099/12/17 14:59:59","0","91002","0","0","1001","100101","20","0","2030/12/17 14:59:59","0"
"0","0","1","為笑容許下心願","1001003","0","0","0","1001002","0","1","日和 第3話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","3","8","2099/12/17 14:59:59","0","91002","0","0","1001","100101","20","0","2030/12/17 14:59:59","0"
"0","0","1","走散的貓耳女孩","1001004","0","0","0","1001003","0","1","日和 第4話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","4","8","2099/12/17 14:59:59","0","91002","0","0","1001","100101","50","0","2030/12/17 14:59:59","0"
"0","0","1","尾巴是犯規的？","1001005","0","0","0","1001004","0","1","日和 第5話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","5","8","2099/12/17 14:59:59","0","91002","0","0","1001","100101","20","0","2030/12/17 14:59:59","0"
"0","0","1","想休息卻無法休息！","1001006","0","0","0","1001005","0","1","日和 第6話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","6","8","2099/12/17 14:59:59","0","91002","0","0","1001","100101","20","0","2030/12/17 14:59:59","0"
"0","0","1","贈勝利予你","1001007","0","0","0","1001006","0","1","日和 第7話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","7","8","2099/12/17 14:59:59","0","91002","0","0","1001","100101","20","0","2030/12/17 14:59:59","0"
"0","0","1","明明想為你聲援的","1001008","0","0","0","1001007","0","1","日和 第8話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","8","8","2099/12/17 14:59:59","0","91002","0","0","1001","100101","50","0","2030/12/17 14:59:59","0"
"0","0","1","雀躍的祕密","1001009","0","0","0","1001008","0","1","日和 第9話","0","2030/12/17 14:59:59","2020/07/02 16:00:00","9","8","2030/12/17 14:59:59","0","91002","0","0","1001","100101","50","0","2030/12/17 14:59:59","0"
"0","0","1","該被幫助的壞人","1001010","0","0","0","1001009","0","1","日和 第10話","0","2030/12/17 14:59:59","2020/07/02 16:00:00","10","8","2030/12/17 14:59:59","0","91002","0","0","1001","100101","50","0","2030/12/17 14:59:59","0"
"0","0","1","流浪貓的回憶","1001011","0","0","0","1001010","0","1","日和 第11話","0","2030/12/17 14:59:59","2020/07/02 16:00:00","11","8","2030/12/17 14:59:59","0","91002","0","0","1001","100101","50","0","2030/12/17 14:59:59","0"
"0","0","1","心跳加速的力量","1001012","0","0","0","1001011","0","1","日和 第12話","0","2030/12/17 14:59:59","2020/07/02 16:00:00","12","8","2030/12/17 14:59:59","0","91002","0","0","1001","100101","50","0","2030/12/17 14:59:59","0"
"0","0","1","這次一定要","1002001","0","0","0","0","0","1","優衣 第1話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","0","8","2099/12/17 14:59:59","0","91002","0","0","1002","100201","20","0","2030/12/17 14:59:59","0"
"0","0","1","Lunch・With・Me─！","1002002","0","0","0","1002001","0","1","優衣 第2話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","2","8","2099/12/17 14:59:59","0","91002","0","0","1002","100201","20","0","2030/12/17 14:59:59","0"
"0","0","1","美味料理的吃法","1002003","0","0","0","1002002","0","1","優衣 第3話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","3","8","2099/12/17 14:59:59","0","91002","0","0","1002","100201","20","0","2030/12/17 14:59:59","0"
"0","0","1","想傳達給身旁的你","1002004","0","0","0","1002003","0","1","優衣 第4話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","4","8","2099/12/17 14:59:59","0","91002","0","0","1002","100201","50","0","2030/12/17 14:59:59","0"
"0","0","1","一點一滴的在往前……","1002005","0","0","0","1002004","0","1","優衣 第5話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","5","8","2099/12/17 14:59:59","0","91002","0","0","1002","100201","20","0","2030/12/17 14:59:59","0"
"0","0","1","想知道你真正的心意","1002006","0","0","0","1002005","0","1","優衣 第6話","0","2030/12/17 14:59:59","2015/04/01 15:00:00","6","8","2099/12/17 14:59:59","0","91002","0","0","1002","100201","20","0","2030/12/17 14:59:59","0"
