cdb283859aeb9e673a3216fec43730a4e1117994544b1b14df6fca092709459b,f023438b187a06a731519e94e2d4d461be05d941f0c5061d7f30a4a87096cc31,679108798b1cb9ee14ed7c6581104e22558db75d27a9b1e7968200264a4ce5d5,73212ab9d58c54d61f7ed7f4d754914f1f77840745a856a31cbd4b8b8b4a6599,a83bc7c0d761d2199d7397dd582292adbeb42a078652b268c95d99e6eccb51d8,fd3d706222cd06edadb1391c7a13188411fe4a98d79902b1713e56103f51cfce,824254b6ae160f06e941c04e855ec0f303f95a228a1b30308235dfb450dd4565,cc750490e2f03842e4b3b91eed02db8d74013b641ad94b4e21d59c85d243dd37,8564af3cc30608022c55e3fe8f58ff00a680eeecf107f305081825b10b38f93d,9357e279d687b41f0b1ea003641229bb6bdb0dd0d54a1866581c7321aed17393,7724185ff7db9a2e25c2cf97363d0a182c335015cc5300de9f739548eb0e9256,d29794443c95264528585605783050e99ceaa08b3123dbc35f4bd4f68f9e98c2,8248e8e79c67c3dcd0721b0da46054e13c8421019ff9181707b7ecd6a47e3653,3ae9a3a6b9004c1f84d731af328dcb93bb1881d24547128279a4d791c8a64182,170071ac004db5612f3d8423cb9fcac03b3fb8e14af9e37535508cd01f960242,396e85172d387047c1d55c5b7915db3b4029960a146166654b0821fd1766da44,b5571bac18c67e2587fde39d8e7171538c0a33fee153a78b3e1d94367ed6c615,fae6f1d8608f40173ba07407ad69d86cf9686b56f10f87517dd18ee74ed08adc,bdb91433b3f2f420a8146437fbaa42487b53e4fc222f8cc6225c63e597295577,dbc51a6b284f87c316f1c6ee00c0ddcbddbb30f435c57fae4b51fd0bf0b1327e,768058270fac15deb2ffc3c1af17861065ddf9f0400c52ed102a715faf2dfb6d
"20201","20201001","0","1","72001","50","0","30001","0","0","2026/02/22 16:00:00","2","30","0","2","1016","102","0","10102","打倒１次佐賀牛頭怪（NORMAL）","6114"
"20202","20201002","0","1","72001","100","0","30001","0","0","2026/02/22 16:00:00","2","30","0","2","1016","103","0","10103","打倒１次佐賀牛頭怪（HARD）","6114"
"20203","20201003","0","1","72001","150","0","30001","0","0","2026/02/22 16:00:00","2","30","0","2","1016","104","0","10104","打倒１次佐賀牛頭怪（VERY HARD）","6114"
"20204","30001","2","5","24030","1","2","30001","25011","3000","2026/02/22 16:00:00","2","31","25012","2","1016","105","3000","10105","打倒５次佐賀牛頭怪（全難易度皆可）","6114"
"20205","30001","0","40","90005","50","0","30001","0","0","2026/02/22 16:00:00","2","31","0","2","1016","106","0","10106","打倒40次佐賀牛頭怪（全難易度皆可）","6114"
"20206","30001","0","1000000000","25013","3000","2","30001","25014","0","2026/02/22 16:00:00","2","32","0","2","1016","107","3000","10107","對佐賀牛頭怪造成1,000,000,000累積傷害","6114"
"20207","30001","0","2000000000","25021","3000","0","30001","0","0","2026/02/22 16:00:00","2","32","0","2","1016","108","0","10108","對佐賀牛頭怪造成2,000,000,000累積傷害","6114"
"20208","30001","0","30000000","25015","3000","0","30001","0","0","2026/02/22 16:00:00","2","33","0","2","1016","109","0","10109","在１場戰鬥中對佐賀牛頭怪造成30,000,000傷害","6114"
"20209","30001","0","120000000","25021","3000","0","30001","0","0","2026/02/22 16:00:00","2","33","0","2","1016","110","0","10110","在１場戰鬥中對佐賀牛頭怪造成120,000,000傷害","6114"
"20210","30001","0","1","72001","50","0","30001","0","0","2026/02/22 16:00:00","1","29","0","2","1015","101","0","10101","和佐賀牛頭怪進行１場戰鬥（全難易度皆可）","6114"
