b8c05a0ca746eec561e4b0079bf28ee6a089d26c14f1a3141c37dd97cfd56b30,4f9d5f42eaf44e94c24369a199ae6bf4650cb9bd7b2915638ae55b3f83900ced,82692e14d8879d1a3007b1765b1772a8f595ae3e05b6a714c048f8ffab4f3083,44d9909469d1e4407991bcb529719e6b3326b0ab827dd5c104236081eccb093f,a29a214933a5344d1613b23288ad4ce92b3ba6c0c24f07c19a5109e201ae05ec,eebdb1879a2fb4f8fdd943cd47d6053adf1f18bab5b22bad75cfeaf45d10ba4f,d5243eb4f03df02f949db6967dde2a2691b3a7af1a6256776fa42b2cd10293eb,f253cb76431e43bceb7026b27f4ccb6d84ac98f15c1337e032e294cd89602ff7,a638b5511deefe0cb0d65222c7b821cd3459cf24c6af3ff79434c8baad3b75a0,346fcc66fcd18a488f97fe062580d72a8b2ddf3d1f9725a45a3d24f110682d55,6380314d5f2460f0277141be3b0609804b325b38b930bcdf5dca76a6ea33e5d4,0abfdebfd4ed38549ba1319d062f6f365ce8b1c603df894f9086df8390bb36b9,a131aeb097ef0cbdb564b0c8206efab78176c7e293449b24329c6ee3af3cce82,532ec9bb5304f46a30e70891c44fd9b627a2d42aed951f11544a8ae9ad8fcd4d,929b1e8abd3e1aef46da8fad8172afb0e28fa7a26291e5e9ab0a5acc2255c54f,99e1c480f1df31df1773fa3dd94119256ed2e67c88496b8e129d204363eafe73,d29063474614bc1572bcae577aee45e08edfa2cab60760b6488791255f8fb8a8
"200","11001001","11001001","0","10","0","0","1","完成 10 次主線或活動冒險","2015/04/01 15:00:00","0","1008","2099/04/01 14:59:59","101","0","1","0"
"200","11001002","11001002","0","20","0","0","1","完成 20 次主線或活動冒險","2019/03/06 16:00:00","0","1008","2030/04/01 14:59:59","101","0","1","0"
"200","11003001","11003001","0","3","0","0","1","完成 3 次主線(HARD、VERY HARD)或活動冒險(HARD)","2015/04/01 15:00:00","0","1003","2099/04/01 14:59:59","102","0","2","0"
"202","11004001","11004001","0","4","0","0","1","完成４次探索冒險","2015/04/01 15:00:00","0","1004","2099/04/01 14:59:59","103","0","7","0"
"204","11005001","11005001","0","1","0","0","1","完成 1 次地下城的戰鬥","2015/04/01 15:00:00","0","1005","2099/04/01 14:59:59","104","0","9","0"
"603","11005002","11005002","0","1","0","0","1","挑戰1次地下城","2025/06/10 05:00:00","0","80000","2025/06/15 04:59:59","122","0","15","0"
"603","11005003","11005003","0","1","0","0","1","通關1次地下城的戰鬥","2025/06/10 05:00:00","0","80003","2025/06/15 04:59:59","122","0","16","0"
"203","11006001","11006001","0","1","0","0","1","完成 1 次共鬥","2018/08/14 16:00:00","0","1006","2019/03/06 15:59:00","105","0","8","0"
"208","11101001","11101001","0","1","0","0","1","挑戰1次露娜之塔的冒險","2025/06/10 16:00:00","0","1101","2025/06/15 15:59:59","108","0","14","0"
"1007","11701001","11701001","0","1","0","0","1","完成1次深淵討伐戰前哨冒險","2024/11/15 16:00:00","0","1701","2030/04/01 14:59:59","132","0","17","0"
