f6ac1fd4ad30a7d586781596467e173f209bd344789865175858bc6b177cf90a,70413307f8b93e32a440a7970e38a3bb7c10539cdfdb85eabf56916f85b23a2c,b02670a449761d22770db3a5148dbc28f54a3b99d058d2d9025cbfb5b47dfb4b,1f4b4ae3df130ecb08df4fb8952349d8f95a2d53c6da21bbf6b59ccb04f7dbed,aa9b44da825736f55fe7bfd12fd239e78795184bcaca9b6b3c254626bcc33385,308748b88b86c58c8851ac0f604d9017397b32b983e7db7a8513f22d126756ee,928be27e9bb4f634547b20d0767ebc6a119697d7cc5fd676298b474fe4be76f9,5a558ae5a5e3f0f388ea9fadb5feeed0d7b03820317591490f2d3bd90318940a,eba7ffb9903867783a2562c46e330e74b100672959e3efe1bff6f952581b9d94,9f7ba530d7077c394a867e1553681c2af3c20b3c691f7938d7a4a335b484db05,9d82ea5f950285f61d2109816eb1012bc79b7a70c58944cf2efc5306ffdd80a6,7e6028b9796751a676d7c1e07d06fceab1beb7b301a86c21e30e67b25b61fe63,7acfd621c71e2820b7288beec66a2545ae09ecee039b2319f1a4efff99513989,f1180e7ff4152631e6301b882a4b3be9e2d538eac817baefb9a299dbad177c62,e93432948a021541291d8d5260684c87f29319830cd2f3261e94d2c64f600ae1,cd3f8b019f12ddddf567ae2c98a00b5a7f02d92c2a7c85018db40c51230dcb94,d822b4e0fac54cf8c419259eb9014c017293ac5a8217e726dd6738f28768d49c,bccfe0ea5fcb0dd9566f501103659682289e2a4ad3737487caebfbdf8ea3db6f,bdf5319098eec5e829d1df458a8a585c652b19aa03b53d9b1ae302640bb38bef,432743981363221839b04b0413cbd903c920ac6179d88191eb943f8225dcbcb7,0c78a7bd880b22ca7db3ad41b0a3052cdb78c6607722f81439cceb898e3a2b63
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101011","劍","0","鐵劍","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101071","短劍","0","殺手筆劍","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101101","指虎","0","木製拳套","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101131","弓","0","獵人弓","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101161","戟","0","鋼之戟","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101191","斧","0","單手斧","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101251","回復法杖","0","檀香之杖","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101281","輕裝鎧甲","0","皮革工作服","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101371","魔法服","0","旅行長袍","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101401","盾","0","木製盾","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101431","鞋","0","皮靴","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101521","魔法帽","0","時尚貝雷帽","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101551","攻擊配件","0","幹勁手鍊","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101581","防禦配件","0","守護墜飾","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","101611","魔法配件","0","氣魄手環","0"
"0","0","0","2","0","0","0","0","0","0","13","0","0","30","0","0","102011","劍","0","齒輪劍","0"
