14e2533ac904998a9b3a5f5f5115ac9ec11b582d7fe24e85795a697e0c2d75d2,c5f599dc0b337679032bc8ea9aaf0d33c4e27c21efdacb192b170557dda1238b,0c8fb1af6498f57831768bd34d1ab89ff41a35cc5aa0d1837b3f029724b04e8f,a17743168095bf3b6b87df91ecdde494ace65cece9d92f87173d830dfb6f182c,1eeb153ce834f759b7ca69c9c609c53c8bffc2e57b4dfc7efc346e5256f26a70,2aca06d99f1bc61b2c915543c481e1d7b50abba98a0fabbe4f84331817a22978,36939225b517f230913c42168a707dc53c3bed556bd2df9fee6154631f8284c5,c86cd03b3f9c8c840d167a393feadcd327452503e9662a0f64fb3fd64d2d2c56,eb84e0756e0f7db808846396d47292daabb933aed80b774cd21e208cb12926d8,acfcfbcc92f489e8acd477853734e0f75abbfbb44537ec4d4c0979062d1bcaa2,6099b6292bdcff5d7bc5b0907f07405aafb3f6dcd0c72fdb543d05c4258b14d9,416cf235bfa9658d8dc2f8945008956a1ec798545961d3c561b59fa7390db03c,e1ad7840648f67897ef3c871046ad852f116de9c8a1b02c02777a1c897ca23be,8eaeb9f7f9ed0e4411da2084261159e27c321fe35495c7f8b341a12b161bb8c6,c6bc81e7b15f3d185a4611cb3ba3570402176b8af0d3c88deaaad4409b8427c3,d9c87da4ab6bf8bda147c6de9e97df8bc0af19884d01c90e0bd27f9c4680f458,68210f7065a9733c6892a53452c78b9936c43ef5c687838ff307a4d808a3d3a2,b70bca631ed4c92f44447c1e265dcdd7bf97ddc4d919647e07951ac8ee8b1e6a,9f291af6b4f4102e6a5db692a909cde66f5d0a7d4199a6c3d777c8213811d6f8,dbb0286257ceb918b59fd2f40defbbdec2c4f52462521f310a766562095b9b5f,db31db9c173674356dd9e96af1a41a43cba9e31a04c71ad418406be89548dae2,79431de900d786cf28a107f7fe8b850148e17e3f0774115d77320a783394be84,832d1569616c1984ec3ca9e123cb05ad2d6bf9e9b84b2b87a36b9a5d51780827,a8c1adc561bb1492d9571295d8aca8c1b0ee8612ea04ea80fe1272dc15a48a58,a900f7ac51a7a96d648180fa1919670887a1232e5f8d4cc8f5447b355c2fe9e0,c7fc5e78a459907dc7a2898428ae246dcdb3fde85a6e220794b4232b6b24be9a,3d3868a0dc1690f5245a6381b4c79cbecdd7d31d919e8b2204956306a8e8d896,26b16fde7ead0462319778dbedabd131cc5bc2ffb8138e5213c5abec6d785c71,7ab264cb591d517c9a2a1aacabe2725bec8dee3ce059ae22be8e929bf2705b7d,936fa4e6172be343ab16bdfa9deb86937f69a5fea56e30f3dde5c071e0b5e5ed,788dc5616ad3218991ec969ed75836e2ed3cf74ace109689a0767cb3f0b21c6b,436d95e9376feb0d9fafcb2a2f3bc6c64f25a3c30f06a3ab745340bf1b414160,9ed6d5cf9f222a19672081f4ab337cb94e45de044070f6909ba9243aae27860d,0223ea74d10f828cf1e0b97068b9385038f6b4ab43462c9113dae5e3f7a0870e,997970767793d468cc0ef29eaa728b9cccc048e5988e90c09d308b041826d14c,f91a5a3c51abf5cf965147f5f1cb7d3e3ff5d4d8ffabd9172b9a9ab36727c0b9,96239eea3187e384fb0193b00925ecc3774e86850b7f31928bc16044618c74bc,3ccdad0b353425b206c4bd2bf29960e9ada1556ea8e25a59827e8aaad690e1ff,0731b0373b099b07b7778f273e44f20209537106001e10ef597a9a97d2cd9fcd,52ee03e82c317eda25b3345e55a978aac08178476bc2b77ebc33d1817fe4e5e1,df57f051206d839f170eb97c70068776a9c6ddd7b3791ba2d75f9e8d631a9024,e80129157b2374d10ed61ff5f3715330040fd4c395258449fea0ceb0f27594f1,d7d8de57aaf90821e486fb5d426692b1ff9d092a1009ae6ace5c5d9de30e3981,8af59e8646547dd0c6ddf873dab5d1a95418ae7fc1426a8987213bb79e23451e,513cdf0b29c490f072a373b36ca15d448f3cad86a30ac5109fc7057095525aa0,3b2e7bf85976edc91c6fc4e3cce60b0d129e10e1995a38227cdd5c931186cfe2,dc37daf715695e70fd341474440750bb4264cad211e7008e279d35c1608892d2
"1","0","0","1","0","0","0","0","10001","20","0.03","770","1","270","10001101","0","0","0.6","2018/09/19 15:59:59","-40","100000","0","BOSS戰(NORMAL)","90","200010","10","1","0","1000101","0","0","81000105","610001146","0","bgm_M47","1","0","0","1","0","0","81000105","10001101","bgm_M47","870","610001011","2018/08/28 16:00:00"
"1","0","0","1","0","0","0","0","10001","30","0.03","450","1","270","10001201","0","0","0.6","2018/09/19 15:59:59","-40","100000","0","BOSS戰(HARD)","90","200010","10","2","0","1000102","0","0","81000106","610001216","0","bgm_M47","1","0","0","1","0","0","81000106","10001201","bgm_M47","500","610001021","2018/08/28 16:00:00"
"1","0","0","1","0","5002301","0","0","10002","20","0.03","770","1","40","10002101","0","0","0.6","2018/10/28 15:59:59","-40","100000","0","BOSS戰(NORMAL)","90","510021","10","1","0","1000201","0","0","81000205","610002001","0","bgm_M102","1","0","0","1.3","0","0","81000205","10002101","bgm_M102","870","610002011","2018/10/03 16:00:00"
"1","0","0","1","0","5002302","0","0","10002","30","0.03","450","1","40","10002201","0","0","0.6","2018/10/28 15:59:59","-40","100000","0","BOSS戰(HARD)","90","510022","10","2","0","1000202","0","0","81000207","610002002","0","bgm_M102","1","0","0","1.3","0","0","81000207","10002201","bgm_M102","500","610002021","2018/10/03 16:00:00"
"1","0","0","1","0","5003302","0","0","10003","20","0.03","770","1","20","10003101","0","0","0.6","2018/11/25 15:59:59","-40","100000","0","BOSS戰(NORMAL)","90","510031","10","1","0","1000301","0","0","81000305","610003001","0","bgm_M109","1","30","0","1.1","0","0","81000305","10003101","bgm_M109","870","610003011","2018/11/01 15:59:59"
"1","0","0","1","0","5003301","0","0","10003","30","0.03","450","1","20","10003201","0","0","0.6","2018/11/25 15:59:59","-40","100000","0","BOSS戰(HARD)","90","510032","10","2","0","1000302","0","0","81000306","610003002","0","bgm_M109","1","30","0","1.1","0","0","81000306","10003201","bgm_M109","500","610003021","2018/11/01 15:59:59"
"1","0","0","1","0","5004301","0","0","10004","20","0.03","770","1","20","10004101","0","0","0.6","2018/12/24 15:59:59","-40","100000","0","BOSS戰(NORMAL)","90","510041","10","1","0","1000401","0","0","81000405","610004001","0","bgm_M116","1","30","0","1.1","0","0","81000405","10004101","bgm_M116","870","610004011","2018/12/01 16:00:00"
"1","0","0","1","0","5004302","0","0","10004","30","0.03","450","1","20","10004201","0","0","0.6","2018/12/24 15:59:59","-40","100000","0","BOSS戰(HARD)","90","510042","-5","2","0","1000402","0","0","81000406","610004002","0","bgm_M116","1","30","0","1.1","0","0","81000406","10004201","bgm_M116","30","610004021","2018/12/01 16:00:00"
"1","0","0","1","1","5004308","0","0","10004","30","0.03","450","1","20","10004201","0","0","0.6","2018/12/24 15:59:59","-40","100000","0","Boss戰(VERYHARD)","90","510042","-70","3","0","1000403","0","0","81000406","610004003","0","bgm_M116","1","30","0","1.1","0","0","81000406","10004301","bgm_M116","500","610004031","2018/12/01 16:00:00"
"1","0","0","1","0","5005301","0","0","10005","20","0.03","770","1","90","10005101","0","0","0.6","2019/01/25 15:59:59","-40","100000","0","BOSS戰(NORMAL)","90","510051","10","1","0","1000501","0","0","81000505","610005001","0","bgm_M124","1","90","0","1.3","0","0","81000505","10005101","bgm_M124","870","610005011","2019/01/03 16:00:00"
"1","0","0","1","0","5005302","0","0","10005","30","0.03","450","1","90","10005201","0","0","0.6","2019/01/25 15:59:59","-40","100000","0","BOSS戰(HARD)","90","510052","-115","2","0","1000502","0","0","81000506","610005002","0","bgm_M124","1","90","0","1.3","0","0","81000506","10005201","bgm_M124","370","610005021","2019/01/03 16:00:00"
"1","0","0","1","1","5005308","0","0","10005","30","0.03","450","1","90","10005201","0","0","0.6","2019/01/25 15:59:59","-40","100000","0","Boss戰(VERYHARD)","90","510052","58","3","0","1000503","0","0","81000506","610005003","0","bgm_M124","1","90","0","1.3","0","0","81000506","10005301","bgm_M124","520","610005031","2019/01/03 16:00:00"
