9a8b19bd9f86300542cae39e2ae513c04117d9fdd1f24d1fa41254c3ca992406,748562b1384f520c4316dbdccb3604d5cf8fb9e2f24ec8d4d32515038e24deba,1c170386d49422d7c53aee1871c54836e6b94c5c706f0763ce4edac4f0a0d62c,b6867ea8b8dac89d0a613e45656675162d739b7022a207855bbb9fcd91df0131,826ebaa38a5f294a75be2e1a769dc23ce86f27c74006c1188ba37e4a9f215f4e,04d64dd3a8136d2ed8c25ed6f7c667e05172f54da0a744f7cb59c5acd3812fe0,c7f1ae492a7c91b51431cf8953ece7d14ce8dbabc273a81f7b74139d8cc6b2a1,e32a008bbe2005cc1c8deef25ec5b9edeb262f45348ab6686e6ae84f6a1cd383,36b0a464ad5172843f57b42ae8ceafe817340ed4bf733b284175a4c556a9a371,4641b462fa86b7ba8c7a643bdfbc05b7be5b72dc0533d8fdcfff221c33cf46ad,b08d4f8b9873a6a900f8dd16e10f602d6b5d5374e31f4a3265fb21e12d73a9d9,403c912f49b1a67500b1433ea626a9e0ea7bd2652d85f825f8efbc99513c40d2,3a4535dae1327ce65a4c43423c13a182affdf9b113c59502ff44dd910fdbbdcb,982dd367457ea8f435852eeb3c43223fe441c96e7ad9c2b4dbc73d84e0c5cc9f,0aa7bf6de309c2df9709ebd1e4d4eb4b3c80fbf7bf4b5ca6b07cb4d31ee266f8,84523667c72b55b941905f0ef80cd7ddfc9853ca0b02cf4b95c22d71657a99d9,b289e08c91044ef4fa98335c2e208d4fe0f27b4457ab56516b3a6af152a243d5,0c2d076f1155c3bfdf0fe6e3a7a2c295cd1d55eeb501875079575089a5251376,f983d8cc5d5e1525763f404432d8b088f4865e8159a8affcb1e8c64e67386498,be66770e7efcc8b3c2fddbc680555bc53357e377ffcc97ddc12a872922a943fb,c34345d43ff2052557a1abd6820851c8ab8948a8ed20923c0d7dedcce403ac70,c79fddeaf0037e2758ce1ca9ffacfcf303428f852c7755f28d9f6ca2380160a7,cc7b760fb117a47c45bd52c5992009f173058e9301612cd38699a30b16ebe633,dca5f6f1d49c4bab176ac53d60247958383c1468b7adf9835143ce3f4bb0b8b0,0657ceec3366a7bd1c712937bfd5d291b42a08f4af7785928354fc43170a9736,2db7b520bbd88c18621b61699375a2d8bfc641236cb62e5ca619f324cd50a317,4f2df7b8afd022359d570002fcfa973482ad6d8bd618a24c12d55881ebc5953a,b525a2af009ff98081ec588f42ddd360fa4efc28faed6471ea577642e4a78075,78d6d7531d2c26e2eb8e5cf6a4d6b0ae933c43d5bf2fd4c41f6576166e1989c9,39e4c4dd73334f294cfb9cbff41a66e6c569e9adcf4a22f9fe7d2829a274cfa4,fde62547d98996b6a4e5fa7cd7bc12bc526e8244365ca49d57f724d2079b8121,7d14bc122b45a8081a951be211a185dfd29d2e68adbe8c56f1f849a05ba08a81,0a2a0090440c706697293721cb3d2584e5f0da7de76615813a8552bc76f36306,6acc984a93be3c11e6e44d3d075b0cafc4797bd2f79652c9d52e758dfde787ed,af3290f719f85dd58c55c5bc8a252cd0ce3f7be913543fe0397ef6aa4e8a779e,dc738e1861e2b45ac5154d2497aca93729f64d724cf2cf71a853ac80a5f48f97,ff4614fbebde358b0eebfd694d14152c41f2b4e03d7798582b4541d839eb3235,ae4e897078489880136d012c82bd0f4199575779e71bf742c27c61dd81cfc41d,668df097ab775dbca9ebd82516a2868e073bf091200b84c028279307ccfeddca,9698e5f5d461ded982f625598894c5a422fc8c537f59add2225537962cdb8538,1ddaf5853b7b314e471f83505c79767602fc3543f3e75b3010069ea34b1fcdd0,dbfb462480e00abf5e6a24290d0a66e379ee2b11d232c14e98c0dc1764f80b53,e678f33e159932254851dee47affaabd4a72493586d515e54a939f629310d83e,b7f3aaa5c8a8e8ee72b8bd6349ed29852e233268f326885c6f9672396d2e9d83
"50","0","0","0","0","300000008","1","0","0","0","100","10","0","1","100","100","0","100","0","50","0","6500000","0","0","50","黑之王賈巴沃克","0","316800","0","0","50","50","0","100","0","803100201","50","50","50","0","50","50","0","100"
"100","0","0","0","0","300000008","1","0","0","0","100","50","0","1","100","1000","0","1000","0","100","0","600000","0","0","100","部位A","0","316800","0","0","400","100","100","100","0","803100202","50","100","100","0","400","100","0","100"
"100","0","0","0","0","300000008","1","0","0","0","100","50","0","1","100","1000","0","1000","0","100","0","400000","0","0","100","部位B","0","316800","0","0","200","100","100","100","0","803100203","50","100","100","0","200","100","0","100"
"100","0","0","0","0","300000008","1","0","0","0","100","50","0","1","100","1000","0","1000","0","100","0","200000","0","0","100","部位C","0","316800","0","0","100","100","100","100","0","803100204","50","100","100","0","100","100","0","100"
"300","0","0","0","0","300000008","1","0","0","0","300","30","0","1","200","5000","0","5000","0","300","0","13000000","0","0","300","黑之王賈巴沃克","0","316800","0","0","200","300","0","200","0","803100205","50","300","300","0","200","300","0","200"
"100","0","0","0","0","300000008","1","0","0","0","100","50","0","1","100","1000","0","1000","0","100","0","1200000","0","0","100","部位A","0","316800","0","0","800","100","100","100","0","803100206","50","100","100","0","800","100","0","100"
"100","0","0","0","0","300000008","1","0","0","0","100","50","0","1","100","1000","0","1000","0","100","0","800000","0","0","100","部位B","0","316800","0","0","400","100","100","100","0","803100207","50","100","100","0","400","100","0","100"
"100","0","0","0","0","300000008","1","0","0","0","100","50","0","1","100","1000","0","1000","0","100","0","400000","0","0","100","部位C","0","316800","0","0","200","100","100","100","0","803100208","50","100","100","0","200","100","0","100"
"500","0","0","0","0","300000008","1","0","0","0","500","50","0","1","300","15000","0","15000","0","500","0","20000000","0","0","500","黑之王賈巴沃克","0","316800","0","0","300","500","50","300","0","803100209","50","500","500","0","300","500","0","300"
"100","0","0","0","0","300000008","1","0","0","0","100","50","0","1","100","1000","0","1000","0","100","0","2400000","0","0","100","部位A","0","316800","0","0","900","100","100","100","0","803100210","50","100","100","0","1600","100","0","100"
"100","0","0","0","0","300000008","1","0","0","0","100","50","0","1","100","1000","0","1000","0","100","0","1600000","0","0","100","部位B","0","316800","0","0","600","100","100","100","0","803100211","50","100","100","0","800","100","0","100"
"100","0","0","0","0","300000008","1","0","0","0","100","50","0","1","100","1000","0","1000","0","100","0","800000","0","0","100","部位C","0","316800","0","0","300","100","100","100","0","803100212","50","100","100","0","400","100","0","100"
"50","0","0","0","0","300000008","1","0","0","0","140","10","0","1","50","100","0","100","0","50","0","8000000","0","0","50","失控的純潔之弓","0","316900","0","0","50","50","50","0","0","803100213","50","50","50","0","50","50","0","50"
"300","0","0","0","0","300000008","1","0","0","0","340","30","0","1","300","1500","0","1500","0","300","0","16000000","0","0","300","失控的純潔之弓","0","316900","0","0","200","300","300","0","0","803100214","50","300","300","0","200","300","0","300"
"500","0","0","0","0","300000008","1","0","0","0","540","50","0","1","500","3000","0","3000","0","500","0","24000000","0","0","500","失控的純潔之弓","0","316900","0","0","250","500","500","25","0","803100215","50","500","500","0","300","500","0","500"
"50","0","0","0","0","300000008","1","0","0","0","120","10","0","1","50","500","0","500","0","50","0","6500000","0","0","50","幻影男爵","0","317000","0","0","0","50","50","0","0","803100216","50","50","50","0","0","50","0","50"
"300","0","0","0","0","300000008","1","0","0","0","320","30","0","1","300","5000","0","5000","0","300","0","13000000","0","0","300","幻影男爵","0","317000","0","0","100","300","300","0","0","803100217","50","300","300","0","100","300","0","300"
"500","0","0","0","0","300000008","1","0","0","0","520","50","0","1","500","10000","0","10000","0","500","0","20000000","0","0","500","幻影男爵","0","317000","0","0","300","500","500","50","0","803100218","50","500","500","0","400","500","0","500"
"50","0","0","0","0","300000008","1","0","0","0","160","10","0","1","50","500","0","500","0","50","0","8000000","0","0","50","天塔帕斯","0","317100","0","0","100","50","50","0","0","803100219","50","50","50","0","100","50","0","50"
