23b4c3bb3c871b022f715c1aeecc2226c3f85ba7feb44774949e88e12bccceaa,f121c3787172af2144aafd25c123faf9e5b9cd30b42de310bcdb0318cc1b98b7,4f60feb101fb600a60bed46e23bdc6ef0238660b2d151eab5c27312bd8337fa5,dfa3c37d24c7432fd521af6c49f23dee984fa31a39d03b4b82c4a582aa895ddb,aaa16fb7967c1a0917eeb13f6fdf89ba9af1088b13a8af08c823590185895e75,cbd7f46c52b7b341c6683f46a6a5fd9197b310c754a790ebb649e6526a0a77f2,496ca967e6a1aaf8754042b87e0a4b6db609be0910dbdd5ceac01dbdd78ae167,3a5c18d2ba373d657520bb6fe855c9c60e77f81baac848840f088e410e39a52b,7764b3e8a694a4ab3cb2872dccd418427df46e6ff9ba0097246baa4d93dd1d5c,d4a41fe00f9c21166826b09b1238268bc2fc1526b7409947474dbe88db4e2525,48615985064557ced1ba19043ac15a47a7f2a9c31bf2bf08ec4f6c59e2682a4e,f0b656e8438382ece1f48ffd07e0e4db0a0e3a3575e4058ae4070cb913c15ff4,09b5f8da11c5f65efcdeeefc365894762a474d47ec38fa93bf61346291725170,2b5edea2793585a5bb3c72634adcb0f93abe0dfd158c247fe9dedee35f55b321,0e7afa2db4161b0c2070560ac594ba165752748267b832b70040ca9a2d381d1f,b26c91eaa2eee7f1c2c67c5b4c7dfc01d5e68d9051652685fae1e6817ad2b57c,11a54d834a39a579e17a39e31e85ed30caf4b9ac7add8a5c17a45f5b80116331,b7ccb6cd8d9741b82a480848b04eae95dc509430ad6f59ea8d055e37874a0faf,bd4f559f48722210e791bdc479b3a8c7c0fda6c0125b259b9fea39f63a908401,c255f3acafeefee5cefb3a102dedc8df0cae2d2fe8aba6599bda7afe34b1ef4a,2d222b424393251327f568c4dd3abcf32b634d84259c3f7ce4363ca12dfd2ccf,74ba2529e45f470767d02d5d37cd8614e5ed25ebbe1b97d677a91531f0a4a359,bde3a247162035a6d7f4d60f143baedd3b50349f4069072f081c8e46d3e378cc,743a29e71bab25e8c90957b69f3e876749f4d8f24079baf34932a15fd5bbb973,3f0626efdee9d80cabc8575be9286342ee15b717660b69937ed876bbb29acffc,d4b9d8f59589e74c8bef3832087e20cf111650bf5704c6463630eebd7ff848f4,8f6e02e7e386ff13682143f8cbf83de49fbea1cd19304c6a64006f4642e01c9a,c40c9ad182ab9009c5e5f7618dfac9da46a8dcde18820165a26574bffc6a2330,bb80d1f0094d9ecc9cdc191c51f856c6d28baf4777ddd3ffcaa3d23830f7d67d,d3e4ba95245cac23c8ef27327e235149160ab50bfb7533df3a0666d21f39d6be,934218a3ed83d3c68276620bc1c33994003cb406e8882e2ee95c0aad268aada4,fde545f96b4d2ec168c65c7ecabac5c7c0afdaf9cfbd9f55f71903e2d505c27a,2e27738c59537357cdfcd80dcbc89c95f5d26ac6786d05ca192b4a3cc93634e9,ae61cfd0e010aabd75f786bc7321651d449917fd6732020fc7d0b9d507a4887b,91cd042da33fc102a008c6700c68b6a2938bcbc9c25b810aaf385a1e8dd76ffe,2dd52e2976e97115f5c423bc9d93b8ce04a6e8f5000f7cf81baa32c7ba794cd0,43470b2ce8649168739e1dbfdea83c047eb3c0bc2e40101f0dd92627f3548382,9b294be69fdb7e251a6434d9a4fd722c8b8ca7c8a116d126a00a51fdeb6b72e9,b51a8295e1b87e79b015bae3e73fd636a7afd1d64a076b0897a94ca821d0999b,5bb58278c8d3b251c88e00e033dac217744fdbcc6069dd5b86a72a596425babc,87f6673e1cd878b1f25c97b6bcb372ecb7806972bd75023a7bb534cb7fad3921
"1","0","0","600000003","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090001","620130001","0","1","3001","258","0","620060001","3001","0","0","30","0","0","0","0","600110031","1","1","0","0"
"1","0","0","600000004","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090001","620130001","0","1","4001","258","0","620060001","4001","0","0","30","0","0","0","0","600110041","1","1","0","0"
"1","0","0","600000005","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090002","620130002","0","1","5001","268","0","620060002","5001","0","0","30","0","0","0","0","600110051","1","1","0","0"
"1","0","0","600000006","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090003","620130003","0","1","6001","273","0","620060003","6001","0","0","30","0","0","0","0","600110061","1","1","0","0"
"1","0","0","600000007","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090004","620130004","0","1","7001","281","0","620060004","7001","0","0","30","0","0","0","0","600110071","1","1","0","0"
"1","0","0","600000008","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090005","620130005","0","1","8001","288","0","620060005","8001","0","0","30","0","0","0","0","600110081","1","1","0","0"
"1","0","0","600000009","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090006","620130006","0","1","9001","298","0","620060006","9001","0","0","30","0","0","0","0","600110091","1","1","0","0"
"1","0","0","600000010","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090007","620130007","0","1","10001","309","0","620060007","10001","0","0","30","0","0","0","0","600110101","1","1","0","0"
"1","0","0","600000011","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090008","620130008","0","1","11001","313","0","620060008","11001","0","0","30","0","0","0","0","600110111","1","1","0","0"
"1","0","0","600000012","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090009","620130009","0","1","12001","321","0","620060009","12001","0","0","30","0","0","0","0","600110121","1","1","0","0"
"1","0","0","600000013","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090010","620130010","0","1","13001","326","0","620060010","13001","0","0","30","0","0","0","0","600110131","1","1","0","0"
"1","0","0","600000014","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090011","620130011","0","1","14001","336","0","620060011","14001","0","0","30","0","0","0","0","600110141","1","1","0","0"
"1","0","0","600000015","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090012","620130012","0","1","15001","341","0","620060012","15001","0","0","30","0","0","0","0","600110151","1","1","0","0"
"1","0","0","600000016","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090013","620130013","0","1","16001","351","0","620060013","16001","0","0","30","0","0","0","0","600110161","1","1","0","0"
"1","0","0","600000017","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090014","620130014","0","1","17001","356","0","620060014","17001","0","0","30","0","0","0","0","600110171","1","1","0","0"
"1","0","0","600000018","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090015","620130015","0","1","18001","366","0","620060015","18001","0","0","30","0","0","0","0","600110181","1","1","0","0"
"1","0","0","600000019","0","0","1","61001005","0","36","0","61001004","61001007","0","0","18","0","0","0","0","620090016","620130016","0","1","19001","371","0","620060016","19001","0","0","30","0","0","0","0","600110191","1","1","0","0"
