814825d8784901b5d8983bf2c0df28391e29a1d10068ecd4e808d72ebc18e059,7afebe6cdaa8fc657339604834bbe9bef03a55b7550222d74c86e4787f257379,969d2a57a839d38e10ade3abd0fbb74b7333e0752933e0aeee3bb376b396480f,cb8679c96592876b79bbdad4efd5050f0c9cb9bf7808261993f607cef41a8942,d9a3e81b5d884c5f4b4d2277afb412f5ef09ac57e5a1e8bde45b3c936edfd174,3a41548a5996e71bde46be4b3e4a69648191445526eacf476d054406ced16b01,e9fad9a0ea670acbb88c49b217d0a1b1e9e8235ca0c138ad0813545cb9007e6f,02f21f0bf670054882e187ff5438970904a0b059a276c9ad7e56e450acae2627,38c3a11ec9669d6306a2e4c8b03d7f903864af868da871dc660f57bff989d11e,3b05607bc05fe6f20362d0013d5384093df462455af6f5d36d6675ccb205742b,a5352f35b2cea327c9854c715f63925ddc2c28181e2d93ab96da253ffa69955a,d0fb9621ad29067c3f5b5eed0e228c19bfc4b12e64b7c11ee5a9e15e45e6d56c,4b2903ade800ad36c5306dc1de69f556309a286871ffe047824701fa4f242b72
"2018/08/28 16:00:00","5032","-6","0","10001","0","2030/04/19 15:00:00","1","0","0","20001","2020/07/02 16:00:00","0"
"2018/10/03 16:00:00","8135","-3","0","10002","0","2030/04/19 15:00:00","1","0","0","20002","2020/08/03 16:00:00","0"
"2018/11/01 15:59:59","201","-8","0","10003","0","2030/04/19 15:00:00","1","0","0","20003","2020/09/04 16:00:00","0"
"2018/12/01 16:00:00","3394","-5","0","10004","0","2030/04/19 15:00:00","1,2","0","0","20004","2020/09/30 16:00:00","0"
"2019/01/03 16:00:00","3060","-3","0","10005","0","2030/04/19 15:00:00","1,4","0","0","20005","2020/11/02 16:00:00","0"
"2019/02/01 12:00:00","1412","-5","0","10006","0","2030/04/19 15:00:00","1","0","0","20006","2020/12/04 15:00:00","0"
"2019/03/06 16:00:00","3481","-2","0","10007","0","2030/04/19 15:00:00","1,5","0","0","20007","2021/01/20 16:00:00","0"
"2019/04/03 16:00:00","3490","-3","0","10008","0","2030/04/19 15:00:00","1","0","0","20008","2021/02/09 16:00:00","0"
"2019/05/02 16:00:00","5402","0","0","10009","0","2030/04/19 15:00:00","1,6","0","0","20009","2021/03/25 16:00:00","0"
"2019/06/03 16:00:00","2192","-5","0","10010","0","2030/04/19 15:00:00","1,7","0","0","20010","2021/04/21 16:00:00","0"
"2019/07/01 16:00:00","5034","0","0","10011","0","2030/04/19 15:00:00","1,8","0","0","20011","2021/05/26 16:00:00","0"
"2019/07/17 16:00:00","402","-5","0","10012","0","2030/04/19 15:00:00","1","0","0","20012","2021/06/25 16:00:00","0"
