1dcbdac2672c25fe56942d69042128ade840161d18de615736f337335298ec9d,b5038e18d30852f7a44ed447d3f7a9457f4d3ff2b1dcb17589123fd396c9d759,44ba168582f54d7a6b127ed104ecb0676602af993cff5f86c4f09c2ca6c9a39c,dde542662a97094512888087b477eb4013330658de3e8822c7e5b392c4435de5,001410b5f4458ebb0cdd87f9c1152141599b5bf52a152fd6353862aaa62da6ce,7791ed452577a361f53c1933b543663b8cc86ce45140620fc914bb7d13dadb38,8f515b595df810d8e9a47ff4b790fca23fd028258646dd4fc00e3d519d4f8ce4,e3f3b0f7a5c8cd98a046e3581c97ab98e4259d793ff819ef9c29ca023b07b882,fc6652ffbf90718cab9955063747782b09ba271855a2a71e212655d4e4517487,ce1b427e615f7d1527fabc879414f6cd940d645186cbe8e4927e358b087e7912,5757f3df0917b5e99689378d70492a759e40f5f20606f4e81fea86403e70361a,d857c8e76a225a4e80d7d87abc3e8f1bcdc575cd10301e84298991a3d89d8086,4ba0fc634a7444185ce8cbbee3fae3d73e6def62b39da14d28e383fd73457811,2c3374af06e5f7d209628529eb7cab5b0ec48b232f3f24c9912d6dc3228a080b,fb619d4c3928184a968d9a9af8ad9d8f31ef81ae115736839433b7519611d3ae,a61248796d02343c73b39927820dfd1696a8eea066cdf235c82a47a96be6c2e4,61d4884dd6f954d0e99aed370045106cc106eef6ce574a7d97723d23fd62be1d,20890e6933308814c74c290c976932edd6a24eba95f0809eb2d452316a753a06,205258b9c0d571e59e845431703317f8ddefbc443d4d09212be5c70e6fd19827,5284464fccc8c0a61575266d83a6a9d6fe3c49f2eeae1ed0391430d135c8db80,da4121d4641d45e4111c497a28c7d23d14283e21465f73ab4eb58722df1069f7,90a497e17efcd9a12c43b630caf20953e250a962fbeaaf8ea29827eb7fb70629,33d14cbeda2e2bd44594ccfafb98c9fe6d169781cd3e291c02f04a357179c7fb,79b37fac32252af9dcd6e70e01c3c96eb47718d72f50848e38afce633b6f41b1,37840c019875c2b8a5dfad1a08dde5e2d7e4eb46d114c518b9c56bdfd00626a8,c2c70bcf1ba021ee874333a780dd4fc885b7360daad178bcaea53172d3eef5a2,404d6da37667b15fd40332f0de251c07e8c77a98f1adc82480a4c7ab68ca0896,14b431eabcf7de780940c8856cf44d992e367f1624b283bc591df4f5174c419e,ea85e72a9e092c0afd6a155fb5235a7ba451f8712941e838d4267c3d76df2868,b412d7c51b9a57993512c855b679e29e70aeea88dad05b376c8cbb5604f2db43,8a1dfe78e2988291bfc84d3acc82d9a8318442ff1414f427e3ef7baa9d9a50cc,424c484178bd51de337ddf29059972442982e9973353b0ecc91688879100b611,ecf53235d55beb061ae4d14552d74f4a1a8481f19dadb07157f2e9fb8987e6bd,764ffbe06e8af9f8716733eef7f50b7758e7725eb1a5d5dc6053d5f47d13800a,662d651e64ee861acbeffcdf4696579b4ec9b3edc0bd956e313f08143c789fd7
"0","94002","91002","3","741001101","-1","40002","150003","0","1","140001","74001101","-379","200000","-100","90008","-190","5","0.8","1","90","0","bgm_MC008","200","0.8","0.8","188","74001101","10","1","0","1","0","377","103121"
"0","94002","91002","3","741001102","-1","40003","150004","0","1","140001","74001102","-379","200000","-100","90008","-190","5","0.8","2","90","0","bgm_MC008","200","0.8","0.8","188","74001102","10","0.8","0","1","0","377","103121"
"0","94002","91002","3","741001103","-1","40004","150005","0","0.8","140001","74001103","-379","300000","-100","90008","-190","5","0.8","3","90","0","bgm_MC008","500","0.8","0.8","188","74001103","10","0.8","0","1","0","377","103121"
"0","94002","91002","3","741001104","-1","40006","150006","0","0.8","140001","74001104","-379","300000","-100","90008","-190","5","0.8","4","90","0","bgm_MC008","750","0.8","0.8","188","74001104","10","0.8","0","1","0","377","103121"
"0","94002","91002","3","741001105","-1","40007","150007","0","0.8","140001","74001105","-379","500000","-100","90008","-190","5","0.8","5","90","0","bgm_MC008","1000","0.8","0.8","188","74001105","10","0.8","0","1","0","377","103121"
"0","94002","91002","3","741001101","-1","40002","150003","0","0.8","140001","74001201","-379","200000","-100","90008","-190","5","0.8","1","90","0","bgm_MC008","200","0.8","0.8","188","74001201","10","0.8","0","1","0","377","103122"
"0","94002","91002","3","741001102","-1","40003","150004","0","0.8","140001","74001202","-379","200000","-100","90008","-190","5","0.8","2","90","0","bgm_MC008","200","0.8","0.8","188","74001202","10","0.8","0","1","0","377","103122"
"0","94002","91002","3","741001103","-1","40004","150005","0","0.8","140001","74001203","-379","300000","-100","90008","-190","5","0.8","3","90","0","bgm_MC008","500","0.8","0.8","188","74001203","10","0.8","0","1","0","377","103122"
"0","94002","91002","3","741001104","-1","40006","150006","0","0.8","140001","74001204","-379","300000","-100","90008","-190","5","0.8","4","90","0","bgm_MC008","750","0.8","0.8","188","74001204","10","0.8","0","1","0","377","103122"
"0","94002","91002","3","741001105","-1","40007","150007","0","0.8","140001","74001205","-379","500000","-100","90008","-190","5","0.8","5","90","0","bgm_MC008","1000","0.8","0.8","188","74001205","10","0.8","0","1","0","377","103122"
"0","94002","91002","3","741001101","250","40002","150003","0","1","140001","74001301","-310","200000","-100","90008","-30","5","0.9","1","90","0","bgm_MC008","200","0","0","0","74001301","10","1","0","1","0","0","103123"
"0","94002","91002","3","741001102","250","40003","150004","0","1","140001","74001302","-310","200000","-100","90008","-30","5","0.8","2","90","0","bgm_MC008","200","0","0","0","74001302","10","1","0","1","0","0","103123"
"0","94002","91002","3","741001103","250","40004","150005","0","1","140001","74001303","-310","300000","-100","90008","-30","5","0.8","3","90","0","bgm_MC008","500","0","0","0","74001303","10","0.8","0","1","0","0","103123"
"0","94002","91002","3","741001104","250","40006","150006","0","1","140001","74001304","-310","300000","-100","90008","-30","5","0.8","4","90","0","bgm_MC008","750","0","0","0","74001304","10","0.8","0","1","0","0","103123"
