c326064e27e6b7bdc4315d0a83ac92fe0905889562f279fbc888a410e8c550a0,091303069a8cb537d2d4ab368d18b2f122018cb447eabb59a4d932afb869ce3f,137860f0f597528871273b4aa1e3dcccae8c9cb21137e48ecf95ec7cd080791d,d8597a2601dc0809caac86d16cca5e164d3cc5bc666c685647fb773eb6416078,f156adb414852548f0bd620ac0e42a9d4b65a29940243810c8bd0de563829e83,e3dd725be4d5f73aa6e711846d9fe9ef0ba89fe378ada752b310ed04bf94418d,83a83441eae2b8339c636f38a93ed04d9a67c5197d195ca050e91cd52445377f,8ac854f170e730c707a19e56b2077231b0bb4eebe2f426cf79c56734be6939f8,0cb8c5b55fd9ab5a916173d39ba6b887acf4b8e39d5b967247c48869a3adb4c8,f1dd8d81b93ea37acfca6c4be2a0e157be8b82b898c4376ad702131db8732bbd,90d26a4f1d1a31e976a006463d659bf50ae0b7b7445ee76875049352a663916c,9b554b66def80a6c9c14217b8a4dffd2aa6c93769f7a73712798f9e091e246f1,1ccca21bb70fee4eb263152d4a3149d293f98e4635e8620d37090e1dcc6215d7,6e7df6a2ec143e21025720ffb848b3fe7d60ffd3f7c3cd12fad77c653a9614c3,ae50d9424bc8469aff95267431cdf9e7081b891a4461c6f8c6d5c655c9843907,ff111a887405f15ade6e43c606b056909c011a89a8c89f75eea116163f5b0ad3,c9a1d9b415baa0ec4265ad46427343097cec8bb541bac6a0f65eb00af9ee2695,d8586210196edee762d6c188b901c17f3977c5add490fb067e7df0020f209193,35fca8d766fef93a53d3c9f646ff413495bd04e94e42a8f7b213d49a6da87d90,f43d07e9003484a05b7e234854228f10f598d01121a5fdffa0a27c36dd92c724,0333e3cac8b43dd5a2044800ef21db227e597cc87e633db6fd154108961f5e46,92c57135881c6e78b0050f62fe1af8eb4b566f75b93a1bb22405b6b61230d68a,294b9851caca0717a484372677fa6224a6bc68a43644fb716b8502c13da5982d,824f626039b705dbe478edfbe27af098087bd2514a54fa81c9e21a0d7d712369,b0ebf85f9ec1fe1bc3ea977e00d0e70b053ad81ed52020522852b5077302e5ff,dde0bed63ce16faffa09b9fea76e0a409dccf5fd0fca554704314753d7a5ed4a
"0","0","0","","105630105","105630104","0","105630103","1","bgm_MC022","0","0","","15063001","90","105630102","150630011","0","0","","","103171","105630101","bgm_MC022","0","0"
"0","0","0","","105630205","105630204","0","105630203","1","bgm_MC022","0","0","","15063002","90","105630202","150630021","0","0","","","103171","105630201","bgm_MC022","0","0"
"0","0","0","","105630305","105630304","0","105630303","1","bgm_MC022","0","0","","15063003","90","105630302","150630031","0","0","","","103201","105630301","bgm_MC022","0","0"
"0","0","0","","105630405","105630404","0","105630403","1","bgm_MC022","0","0","","15063004","90","105630402","150630041","0","0","","","103201","105630401","bgm_MC022","0","0"
"0","0","0","","105630505","105630504","0","105630503","1","bgm_MC022","0","0","","15063005","90","105630502","150630051","0","0","","","103171","105630501","bgm_MC022","0","0"
"0","0","0","","105630605","105630604","0","105630603","1","bgm_MC022","0","0","","15063006","90","105630602","150630061","0","0","","","103201","105630601","bgm_MC022","0","0"
"0","0","0","","105630705","105630704","0","105630703","1","bgm_MC022","0","0","","15063007","90","105630702","150630071","0","0","","","103201","105630701","bgm_MC022","0","0"
"0","0","0","","105640105","105640104","0","105640103","1","bgm_MC022","0","0","","15064001","90","105640102","150640011","0","0","","","103201","105640101","bgm_MC022","0","0"
"0","0","0","","105640205","105640204","0","105640203","1","bgm_MC022","0","0","","15064002","90","105640202","150640021","0","0","","","103171","105640201","bgm_MC022","0","0"
"0","0","0","","0","0","0","0","1","bgm_MC022","0","0","","15064003","90","105640302","150640031","0","0","","","103171","105640301","bgm_MC022","0","0"
"0","0","0","","105640404","105640405","0","105640403","1","bgm_MC022","0","0","","15064004","90","105640402","150640041","0","0","","","103171","105640401","bgm_MC022","0","0"
"0","0","0","","105640505","105640504","0","105640503","1","bgm_MC022","0","0","","15064005","90","105640502","150640051","0","0","","","103171","105640501","bgm_MC022","0","0"
"0","0","0","","0","0","0","105640602","1","bgm_MC022","0","0","","15064006","90","105640601","150640061","0","0","","","103201","105640603","bgm_MC022","0","0"
"0","0","0","","105650105","105650104","0","105650103","1","bgm_MC022","0","0","","15065001","90","105650102","150650011","0","0","","","103171","105650101","bgm_MC022","0","0"
