712ccc37d444ded1ef02ad1b9b76b72cd5c9a365bb0e19dff82ab85f0ee692e1,3aa27afa5d1576b89401660ed26a7fa6509da174f36ef761a24415067e7d5b74,1f05f698182bd8355ddbb2357a914e0c526498e668ea108d234eba8793a3b091,03d7c3b70ed0751d247f82aad9a4f7f8dce72c33a662bbd8045794dc0eb580a7,ef81968e2595579c6f4068aedede5ff04f0e68e9eb39a442083a5a25df56d121,f52b2d2df5a09ee4bd2296cdb826017fe53af6b004a66e126a604a427506f8a4,775490b72ecfb4a43977468f68abc8e2039fdf290450dcce7523bba8bd8f66c8,e2c702f6d0581642b211479c7ea26ba014a3fb59197439e42222772eb9def97d,9e2582fe32fb5c05d3cb1f69d9dafd6a2744644004f6ebe14dfbde884abe3383,d51dadeec51ce78cdb4d5e0c4f4595af2c00d7d5978da607bbd78c5b9d43dbb2,7edbbc9dbbc2ab79ddf6e7c5e84a59fd3d1b7d998b097907a8ecf00e488e90ff,5ae1b0e1d701c3497ca68e84fc6d05f475da700df7d61ccd2d27e43119226cf3,1e79bc027e80586f603dad9bbd81e468b5f27136f8c83c76eb5c9255491b3c07,309eb349c4331d5524f3f865f7d9ee1a3922b11394da7a0f4cb3995c2d3d8372,d560c1253aced82472aa08d549e4069b00d5f6cbe3b327460fad00149a3b3138,4d4c14c1dbd30fecb6b25cae93e94792bd0794dfdfca5ff3ba280bb5327c8fc0,6dc1f414eb547d61e02591bea68a51b0738d4de6b89cd248355962b01c217009,778c1ce9cbb740bb159ae75e3934231332c3a05c0d1cc6ec31840df3af12cce2,ec5749fe0aeaac6c44cd2aad8eacf32f4a3acf79472ebf4d9b597ce801030401,989228d52fa4557c6c657a7aebf7bb8b64192934c401772efabd440b361b5a6e,042fcd188bb91e2ee03beabc7b7066bf49f5e4de245c4cfc478c5bfcc8b4fe9e,0b1d354c8c55ce1e5384717d4c35e6ebf845a5f1c189bd998af394d031c629fe,f474182f680f5389887b8e0dc8b1c8fc98645cf20887255f456a40088a8e18f9,ed182a4ce2d3a3a24505e10ad78909e80e7138575ab89657e7e4dc42c8de727f,fc5244b77a4bfc1cc39da885a79c1b657380211bae63f0a8a4968e7a05ab15c9,c7ebeb71a9a320966d17ffb059423bc96158d9231763aab33cea7a0b253e5591,0cb98123a096ed347fb20ac232080b6927bc63b14297cb006655b73af5d0309f,d57772a7278cafa493a148f8765905e89fac1a15c7ebf9a802e5af8be032a1be,7024fd35e0b154f81f3562877b6ae5e5f5290db93baadc640dfcf170f823caa5,7ae0c68b7010fb88234bec8325f3d7bb711e9051b802eecd7db3aa21b2e1a03e,077778c01024832fb968768191c530bb25ecc2934a695aa9309d6558a43b9315,6909ecd7d8cce3fb6fea2c3de93922e012f21e8f08e505195de37545c746f95a,cfa20e9422125861823916c0116e3c4de453b70e7e6655e1b7b3e6a7dfa2bba5,80d3bc2469f2c0d5e51580c65b719fe34f75b37b226cf1f885cd1563cd79cdbc,63eb9bdf223d7bc664eee46db5f9320e829128418ff643871daa827dd3983b06,656bfb53eed54d4ad5f830ba14523dc23b09131be20a1c01ee543f7ec8c1736c,e682599083066e597f180935f031bb0bf0e2cdd624cf517ccbd3c2c2af76fef2,f6db2724f365b2d30aa76f40a0a076fc8a4cc55f5be11c499bd1e236f21d6596,b684c90f47cbe12796129b7bba9b6d51fd2629aa91cdfbd3ed05f049d17b91b9,13f320992e697c3e384165f96008a36c601926228087fbed43b32b472d184892
"1","1","200000006","1","670010001","1","1","1","1","30","1","200100","24","0","1","1","1","3","0","1","0","10","1","1","0","0","10","1","1","329","1","1","0","0","1","0","0","0","4","1"
"2","2","200000006","1","670010002","2","2","2","2","30","2","200100","28","0","2","1","2","3","0","1","0","10","2","2","0","0","10","2","2","338","2","2","0","0","2","0","0","0","9","2"
"3","3","200000006","1","670010003","3","3","3","3","30","3","200100","32","0","3","1","3","4","0","1","0","10","3","3","0","0","10","3","3","347","3","3","0","0","3","0","0","0","5","3"
"4","4","200000006","1","670010004","4","4","4","4","30","4","200100","32","0","4","1","4","4","0","1","0","10","4","4","0","0","10","4","4","347","4","4","0","0","4","0","0","0","5","4"
"5","5","200000006","1","670010005","5","5","5","5","30","5","200100","35","0","5","1","5","4","0","1","0","10","5","5","0","0","10","5","5","349","5","5","0","0","5","0","0","0","5","5"
"6","6","200000006","1","670010006","6","6","6","6","30","6","200100","48","0","6","1","6","6","0","1","0","10","6","6","0","0","10","6","6","367","6","6","0","0","6","0","0","0","7","6"
"7","7","200000006","1","670010007","7","7","7","7","30","7","200100","55","0","7","1","7","7","0","1","0","10","7","7","0","0","10","7","7","413","7","7","0","0","7","0","0","0","8","7"
"8","8","200000006","1","670010008","8","8","8","8","30","8","200100","62","0","8","1","8","7","0","1","0","10","8","8","0","0","10","8","8","459","8","8","0","0","8","0","0","0","9","8"
"9","9","200000006","1","670010009","9","9","9","9","30","9","200100","68","0","9","1","9","8","0","1","0","10","9","9","0","0","10","9","9","505","9","9","0","0","9","0","0","0","9","9"
"10","10","200000006","1","670010010","10","10","10","10","30","10","200100","75","0","10","1","10","9","0","1","0","10","10","10","0","0","10","10","10","551","10","10","0","0","10","0","0","0","10","10"
"11","11","200000006","1","670010011","11","11","11","11","30","11","200100","82","0","11","1","11","9","0","1","0","10","11","11","0","0","10","11","11","598","11","11","0","0","11","0","0","0","11","11"
"12","12","200000006","1","670010012","12","12","12","12","30","12","200100","89","0","12","1","12","10","0","1","0","10","12","12","0","0","10","12","12","644","12","12","0","0","12","0","0","0","12","12"
"13","13","200000006","1","670010013","13","13","13","13","30","13","200100","95","0","13","1","13","11","0","1","0","10","13","13","0","0","10","13","13","690","13","13","0","0","13","0","0","0","12","13"
"14","14","200000006","1","670010014","14","14","14","14","30","14","200100","102","0","14","1","14","11","0","1","0","10","14","14","0","0","10","14","14","736","14","14","0","0","14","0","0","0","13","14"
"15","15","200000006","1","670010015","15","15","15","15","30","15","200100","109","0","15","1","15","12","0","1","0","10","15","15","0","0","10","15","15","782","15","15","0","0","15","0","0","0","14","15"
"16","16","200000006","1","670010016","16","16","16","16","30","16","200100","123","0","16","1","16","12","0","1","0","10","16","16","0","0","10","16","16","851","16","16","0","0","16","0","0","0","15","16"
"17","17","200000006","1","670010017","17","17","17","17","30","17","200100","136","0","17","1","17","12","0","1","0","10","17","17","0","0","10","17","17","919","17","17","0","0","17","0","0","0","15","17"
"18","18","200000006","1","670010018","18","18","18","18","30","18","200100","164","0","18","1","18","13","0","1","0","10","18","18","0","0","10","18","18","1296","18","18","0","0","18","0","0","0","15","18"
"19","19","200000006","1","670010019","19","19","19","19","30","19","200100","177","0","19","1","19","13","0","1","0","10","19","19","0","0","10","19","19","1482","19","19","0","0","19","0","0","0","15","19"
