c2700d234881c6312e111955f6804de58880327992c1f355edb1943b79d80488,9dfa6eef4d6c1db51b71be1e682ce726a405f12bc746e97616d87cb8d680bcbc,c188bb84ff84d59e9ad0756bf418e73c4222c145f6c0977524f8ea0734f17557,543e7f8459d50cda3a0fdd41e3db88c6ae83cc88b23ab378552cac1b6417ad44,2ea2510d4c944b5855dfb66638e3736497741f46134cfb0ecaff96351282ab4f,7d42c162cb44ad851b73c00a651cf8fb899faad59a3ec72267303130fc0b6cce,228645a0a2b2413f145edb0a70a7ef50ca246805c17bf1045bd76b758ff7dd11,a82c06ca9e2f03bea0d05bf0d74d944f566d7f636e67e2ac7ebc745baf4ae33f,d225b0055ddba08ff1514a80f8bb706b49f9b2a911bb6b68f2b062573eff655b,925573629bcf195584db3ab02b36e940d6faffd4e3634ff7ade7050c566d8d7f,7a6b93abfa4dda6aa9499cf6649c105d626cc50c6962cb66a5e0dcbb6e3acfe5,d3b07a38f28a9e0c4b6b37f6e671732d1870d5ede89a20462a93b6096a0d994a,5dca4284a4265b31dda127c93d053250991c90b9dc805ac4b6671722e208d190,12fd81ffe23a418c2b9b63e3afdc804e2a6484453ec8ce268ba9370700c83799,5110ab9bb15e4c94694cd88dfae99ea63d30dd0c8d2cf524eb43ef57adc370aa,5e15f284ab034ec004925084eb4682cc3e422cc0578e1d740578f5c483dd387d,ec85da34e5cb9b6c0d0098541044704ecf916d7f0b6c7b8f7ed3210d302915a1,5ed0463900061119cebe4c74f1ea7d926ce7a1caa72f38cd68a344e67b94d543,4e4516fbe9e7262cd2e141e0f63b9db8ea61d32cd065f593a1064bdd2cb778ed,331d90212c59db966e0b6773263c2ac2bde64e93095bca57ed36ab34ee085505,fb1d0871a3a02467fdac91077b6af79da38ff4beb3d22ad9bd33a39af0c2a6e0,c49d05c99034e66c963bb7c49c1a7ca192b1f37499754b489222bfa5fc4e361b,26d071037566849c0ce2f418fb81467d05b200e8ba43e716accd72d274359366,1fdbcabb66ecbb6d70735b79f5611b6114d7cc5005126b4b881c27bb75039b63,5a5c9ef2ac45042a45a1058dd2af7dca689ac0ce632349d46c960f6573d26e96,546ccde9aa78b0c03e9fc8ad4857e819aaeacc49242e113e3ee2f50ca1f4ced8,a8782418b5a3b291ac5cd433506883ace6ee16368ba67140f9d6bc91550a4df9,7a8a2d1bf1e8198e7191425b8b5d53a142a4a5070f97ba17c879121c0097eb75,c2f6e902e93835ab0d8a97e24582f613c8518439c5ae9f8c7f023511a03e5dd6,63ef363bdb2d733f8bbff38437e9aa4503675b171b83fa81cfb201731ab4fcd7,b63500f5f85bb945249959ab009e43d8e457b40c7148027f7420248f46c53c29,1ab4dcd5796502aacdf7800e56e98fc40b0c5c68e6e4181e80d95b1c9d14bab8,50809743e862a0ed5e02caa461a83b8b89c39dcdf58768ae73d65a298700f93a,14559439e8dc1ac52d1648a6b093c26384d6fc93e4d518ee37526ebc846ca7ba,d16e0764b98d46cc967674cdd1e9b7050ff44ee3ebb137c83c28b20db32824ac,94ad38f024e5c5741fdf3a82be11e7726b0b7845c8837212247a582d9c724715,182e06e2d743335968be181113d8a036ac8b8e71e12071962e1482531646cbe7,4b48389bc8954fb017987ef4c44c3ee5c508f8081f32306f63a53a53a64d6de5,805d8c6043762593301359073d6655f79637bf0fda381b5956fd7f927394a7f6,9a9bc61b4c214d07d72c1918ad9085e2e334fc4dec09567ab8af343b1b5cb988,93976e308988c293fe7a15627711799264a7500377c3e5282bed575d4c50dc0a,f156fbd946270120f7d93b1f35d738c03c40ef00129683cb97efca1ebef09b8f,07f545071b8484999c1d75f4758fdff3128f7cb9e26fb780a50252daaf381138,438bb508b9e3da7fc90731710dcf869b52560a932bb4325d3364c2dd9393475d,821984ea9e59cdf87d94f542c46273b08b7b65a9aff799f631fe1d25e5dd29d1,f4107f207927b5be95fc4d8380977131af7dc2fafafeb127993fb1aa3162966d,0221ecc9d2f6e786a1b04121d7b0a03b1e380235dba257090e55a510bc46d1be,f79db248c4072666dc1b703f3002681cc079bfad56c600deff7dfe883388478b,730ff7673869085ccbfc950c0330e6fdde75bcf9ece3e139cab6cd5cf05bb848,19753e25e3a47fb968808cb69016009ed63c4902e6b5045a0a7cd63ce61952bd
"5","99","94002","-101","0.7","0","0","299","0","0.7","1","0","1","0","40001","101181","0","100","0","0","0","bgm_M127","0","500","0","710100011","0","0","91002","90","0","0","12000","113011","-301","100","0","0","0.7","1","0.7","30","0","0.7","71010001","1","2100101","-100","0","1"
"5","99","94002","-101","0.7","0","0","299","0","0.7","1","0","1","0","40001","101181","0","100","0","0","0","bgm_M127","0","500","0","710100021","0","0","91002","90","0","0","12100","123042","-301","100","1","0","0.7","1","0.7","30","0","0.7","71010002","3","2100102","-100","0","2"
"5","99","94002","-101","0.7","0","0","299","0","0.7","1","0","1","0","40004","101181","0","100","0","0","0","bgm_M127","0","500","0","710100031","0","0","91002","90","0","0","12200","113071","-301","100","1","0","0.7","1","0.7","30","0","0.7","71010003","4","2100103","-100","0","3"
"5","99","94002","-101","0.7","0","0","299","0","0.7","1","0","1","0","40001","101181","0","100","0","0","0","bgm_M127","0","500","0","710100041","0","0","91002","90","0","0","12300","123072","-301","100","1","0","0.7","1","0.7","30","0","0.7","71010004","2","2100104","-100","0","4"
"5","99","94002","-101","0.7","0","0","299","0","0.7","1","0","1","0","40001","101181","0","100","0","0","0","bgm_M127","0","500","0","710100051","0","0","91002","90","0","0","12400","113012","-301","100","1","0","0.7","1","0.7","30","0","0.7","71010005","1","2100105","-100","0","5"
"5","-1","94002","-168","0.9","0","0","166","333","0.7","1","0","1","0","40004","101181","0","100","0","0","0","bgm_M127","0","500","0","710100061","0","0","91002","90","0","0","12500","113013","-335","100","1","0","0.7","1","0.7","30","0","0.7","71010006","3","2100106","-100","0","6"
"5","-1","94002","-168","0.7","0","0","166","333","0.7","1","0","1","0","40004","101181","0","100","0","0","0","bgm_M127","0","500","0","710100071","0","0","91002","90","0","0","12600","123041","-335","100","1","0","0.7","1","0.7","30","0","0.7","71010007","4","2100107","-100","0","7"
"5","-1","94002","-168","0.7","0","0","166","333","0.7","1","0","1","0","40004","101181","0","100","0","0","0","bgm_M127","0","500","0","710100081","0","0","91002","90","0","0","12700","123161","-335","100","1","0","0.7","1","0.7","30","0","0.7","71010008","2","2100108","-100","0","8"
"5","-1","94002","-168","0.7","0","0","166","333","0.7","1","0","1","0","40004","101181","0","100","0","0","0","bgm_M127","0","500","0","710100091","0","0","91002","90","0","0","12800","113162","-335","100","1","0","0.7","1","0.7","30","0","0.7","71010009","1","2100109","-100","0","9"
"100","0","113191","0","1","0","0","0","0","0.7","1","0","1","0","40004","101183","0","100","0","0","0","bgm_M126","94002","500","0","710100101","0","12900","140000","90","0","1","5","91002","-1","100","-1","0","0.7","1","0.7","1","-20","0.7","71010010","3","2100110","-100","0","10"
"5","-1","94002","-168","0.7","0","0","166","333","0.7","1","0","1","0","40004","101181","0","100","0","0","0","bgm_M127","0","500","0","710100111","0","0","91002","90","0","0","13000","123192","-335","100","1","0","0.9","1","0.7","30","0","0.7","71010011","4","2100111","-100","0","11"
"5","-1","94002","-168","0.7","0","0","166","333","0.7","1","0","1","0","40004","101181","0","100","0","0","0","bgm_M127","0","500","0","710100121","0","0","91002","90","0","0","13100","123193","-335","100","1","0","0.7","1","0.7","30","0","0.7","71010012","2","2100112","-100","0","12"
"5","-1","94002","-168","0.7","0","0","166","333","0.7","1","0","1","0","40004","101181","0","100","0","0","0","bgm_M127","0","500","0","710100131","0","0","91002","90","0","0","13200","113221","-335","100","1","0","0.7","1","0.7","30","0","0.7","71010013","1","2100113","-100","0","13"
"5","-1","94002","-168","0.7","0","0","166","333","0.7","1","0","1","0","40004","101181","0","100","0","0","0","bgm_M127","0","500","0","710100141","0","0","91002","90","0","0","13300","113222","-335","100","1","0","0.7","1","0.7","30","0","0.7","71010014","3","2100114","-100","0","14"
"5","-1","94002","-168","0.7","0","0","166","333","0.7","1","0","1","0","40004","101181","0","100","0","0","0","bgm_M127","0","500","0","710100151","0","0","91002","90","0","0","13400","123251","-335","100","1","0","0.7","1","0.7","30","0","0.7","71010015","4","2100115","-100","0","15"
"5","-1","94002","-168","0.7","0","0","166","333","0.7","1","0","1","0","40004","101181","0","100","0","0","0","bgm_M127","0","500","0","710100161","0","0","91002","90","0","0","13500","113252","-335","100","1","0","0.7","1","0.7","30","0","0.7","71010016","2","2100116","-100","0","16"
