5aaa7760f18c57b6906633311ba9cf7a12724051cb71a4824a4ba68918e04b7c,55e22883ae1792889e216af25797207929644a0e7318e5b9aaa30a5094157a9f,dc43b6a20b67d3f244adb25fe2b53930dcaf4ba3f7515f836a9638b7b354c799,a5eb5be9533d322c0820726a0f87fb4ca683b11bfb930cd40b0a8e47231c1abd,decad3d925aaea9e9162d7a836072a5e5abf0433fd8796fd6b61db35d9a0b017,349320bc04e74b9674f00269682b47204bf180e94e6a8884425a8e828bc17074,dc3996e8027cf99097c9e4d0470f05b1fc8df6e19a624eecdbd66eda5d19f708,d0e428265d7d9bc767f634bce28c643cab5a6a17046a72a4e22547912c4267a4,c42adcf7eb8ff7201121e803467d61ee37de3ea0ee436cbf8e83c6ae88ceb469,3e99c0191792d229dfa1ee5b9c757c2fbb525de9a3a2100bbd1aa600a56ffe96,84740cdfa404c0589aa775da31893031649fec973df74442c47e8fcdfeb199ec,dd54d2919f1d15f88a93fdd23941819e351f6d5a55e1c5d5ff6feb2492c10556,96765fe82aa26b1a05766d796b68066b55e8be32bc79f538c6e1f880bf72bf9f,5e0b7b829570671a5e5a3fbae5522af4e9356d56f328f685150a7ec970084f16,ba51291d18dd533aae942e95dd753ace173ff7d899261ae80c147fc8cbd7b844,3fc6042026a42f8cc8d0c43f08f0048e32f8bc77b19c3b31a779b9c9356db51b
"0","0","0","塔爾格姆地區","0","0","bgm_M32","201","2018/08/28 16:00:00","0","10001","bgm_M32","10001101","2018/09/17 15:59:59","1","0"
"0","0","0","塔爾格姆地區","0","0","bgm_M32","201","2018/08/28 16:00:00","0","10001","bgm_M32","10001201","2018/09/17 15:59:59","1","0"
"0","0","0","馬席納地區","0","0","bgm_M98_2","201","2018/10/03 16:00:00","0","10002","bgm_M98","10002101","2018/10/24 15:59:59","1","0"
"0","0","0","馬席納地區","0","0","bgm_M98_2","201","2018/10/03 16:00:00","0","10002","bgm_M98","10002201","2018/10/24 15:59:59","1","0"
"0","0","0","蘭德索爾郊外","0","0","bgm_M106","201","2018/11/01 15:59:59","0","10003","bgm_M106","10003101","2018/11/20 15:59:59","1","0"
"0","0","0","蘭德索爾郊外","0","0","bgm_M106","201","2018/11/01 15:59:59","0","10003","bgm_M106","10003201","2018/11/20 15:59:59","1","0"
"0","0","0","塔帕斯海灘 周邊","0","0","bgm_M112","201","2018/12/01 16:00:00","0","10004","bgm_M112","10004101","2018/12/20 15:59:59","1","0"
"0","0","0","塔帕斯海灘 周邊","0","0","bgm_M112","201","2018/12/01 16:00:00","0","10004","bgm_M112","10004201","2018/12/20 15:59:59","1","0"
"0","0","0","伊爾席翁的孤島","0","0","bgm_M121","201","2019/01/03 16:00:00","0","10005","bgm_M121","10005101","2019/01/22 15:59:59","1","0"
"0","0","0","伊爾席翁的孤島","0","0","bgm_M121","201","2019/01/03 16:00:00","0","10005","bgm_M121","10005201","2019/01/22 15:59:59","1","0"
"0","0","0","王城蘭德索爾","0","0","bgm_M128","201","2019/02/01 12:00:00","0","10006","bgm_M128","10006101","2019/02/19 15:59:59","1","0"
"0","0","0","王城蘭德索爾","0","0","bgm_M128","201","2019/02/01 12:00:00","0","10006","bgm_M128","10006201","2019/02/19 15:59:59","1","0"
"0","0","0","蘭德索爾郊外","1","0","bgm_M135","201","2019/03/06 16:00:00","0","10007","bgm_M135","10007101","2019/03/25 15:59:59","1","0"
"0","80","1","靈界","2","202","bgm_M29","201","2019/03/06 16:00:00","0","10007","bgm_M29","10007102","2019/03/25 15:59:59","1","208"
