5d8851ae8374892852c08c6a8f84db8e22d1d3a54fb13b83fb8deb20cc375199,d73c2138f8130e2b2d4871c175869c6ba06ccf4d586a7cafdd61f86c3c48b6c1,13a139932a99fbbc63c932a77bce571b613c5edd60ea5e6616f63898ccc8f0f1,b22bce65ec2c44d1477dcb364a543a9ad94c0950ff9b0687ea8e1ca1c6d19249,c8bda787124ef9faa40dfa8a75573f5139886a9517ede2c9d95e008bb2c827eb,156d6aa323a1662fcdc354a1ad9b4e49a4bdc424e036aa635f4c80c4bb0afe2c,97d272084729002d9ce17986d586984f9f5e006f696812e81e0056861f3927a1,b59f3b9f431ceb65ee57d8a7b1306a769e279c881bb9c1e161a106be4172b9fa,c06496255e765b08d02efe74fee29990f7b7e389d4a576244f912de000a682b0,c8b217801ea0adf538aa22404c65e32691ed2a9b1c92663a2c59fbb0bfbb4896,4b0ffc61437ef46a4cf95e2d79cfcdaef728638b2e4c9e53082653afd636919f,57a80b270922fc6ae7ba0920d4ee7fc2b350e7e799231c6b778f00bf8530539f,347fc5591f3868d27d66226144aa624ea812d0e237c992ec3081799899eb7b87,70238b6383b2ebc021d2361d3ce31757a3326f61b47fb1753ae64a537db57ac2,d2d6d45bc8c3e200fbdef08d95dec2e57e76e6800f9599e5e7522b43a59b4e91,e79dfe49433c98eb47fe4bc1147a68a4dfb21734b6e60ef7cae4847e7ce72e94,c8fb9ee88a30522a9e411dbba03df6d21da5a7d68ffbccd81a33c8cd8baec3f8,c60da82a59216caa802b6d45436d7ecc30c9df9dd63648053fefd95165280694,176b196bfb1b535c88260f026df6fb05018ca62dad42441e17ae1b7d2a1ddcee,9d64a76fc39b013ef41f5a2da1b57da414c6fd6790f68cccabad3266dc1f59a0,6325d2c6e63aa4b819b5c298a8fc69708131e69a21cd514f1c5db57ad4fda912,0b3274c8851f18066eb65127071c68c4531fadb2cb1df54ac96069ddc19bae22,bbb96ef811f943b0d8903d1d242ca63b9fed21f972b5f7d9dfc0aa3bdf639065,a7946516381d646995cb1c9f52eb3c4ff4a7900b5bf74f7e83c1240e7bef76cb,0f78ef7aa5f883b17d7d66beab061499d00e044e0fb270125ac8c3ecae5f028a,e07fcffbad2d6ae0b73d9ae49465193e7bf1d02b3bee534b49ebbff7c8809576,0f529ac0089e6e684ce3cbf19e983c14032f1009c794872b70c26f8ccb8b289e,ccaf5f00c64b20f471c142c8b4dbcbc8161e5af0c4ca6897c07f2e1c5eca337c,b78168511e7377e6b1f6a4148bec7df82de21de608ac8db062c83610147da0ee,00f6df91488a1a71cb383f243d7e563746fea08872605331b405123299931d2d,667fd5fe549df1d6509ca9d88f3b759e60970a4c74834c2ba94a4e9e65a1adea,e2c7dbe5abb0853eea23d9a40cd79bb8df840800fcd61e719e4e9aa123b35c7b
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31001","0","0","140000","0","0","0","0","0","0","0","0","0","130011","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31002","0","0","140000","0","0","0","0","0","0","0","0","0","130021","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31003","0","0","140000","0","0","0","0","0","0","0","0","0","130031","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31004","0","0","140000","0","0","0","0","0","0","0","0","0","130041","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31005","0","0","140000","0","0","0","0","0","0","0","0","0","130051","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31006","0","0","140000","0","0","0","0","0","0","0","0","0","130061","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31007","0","0","140000","0","0","0","0","0","0","0","0","0","130071","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31008","0","0","140000","0","0","0","0","0","0","0","0","0","130081","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31009","0","0","140000","0","0","0","0","0","0","0","0","0","130091","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31010","0","0","140000","0","0","0","0","0","0","0","0","0","130101","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31011","0","0","140000","0","0","0","0","0","0","0","0","0","130111","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31012","0","0","140000","0","0","0","0","0","0","0","0","0","130121","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31013","0","0","140000","0","0","0","0","0","0","0","0","0","130131","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31014","0","0","140000","0","0","0","0","0","0","0","0","0","130141","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31015","0","0","140000","0","0","0","0","0","0","0","0","0","130151","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31016","0","0","140000","0","0","0","0","0","0","0","0","0","130161","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31017","0","0","140000","0","0","0","0","0","0","0","0","0","130171","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31018","0","0","140000","0","0","0","0","0","0","0","0","0","130181","2","0","1000000","0"
"0","0","0","0","0","0","0","0","0","50","0","0","3","4","31020","0","0","140000","0","0","0","0","0","0","0","0","0","130201","2","0","1000000","0"
