b2ab9b677098351a500e5862c24dc0229e76bb5065c35fa7487454f59312ae02,fb03b68a5865877a2f922b9c2b2ba43f5bd5e5b5b66a43a98ea459aa75aae5fd,31d49182f6442c279363c4738a636423ff8abdfb5367d475fa62ada80bc43b5b,9c62ec10ec8dfce50c3de3417cf4838a31cad4de03017c1cf527d7a00165a4e7,0bed487c13a0fe060dd4904b4e39ca6117941dc3ad0f3d7123b007608ed33d82,d2df95e26cf6caa45aaec0da307f678153d674f6bc5af4c0c5cf9e87a119840b,623721dbf853f79d54b8369f23024040f4fd67c469669e7a79165842666eedeb,b79e942644638829e8fd6b3537448bb3fc2d47ffd68a8c84bff95f597e3c7a88,c44531c2f4d5ad990d03a221ee407c78e1887b60cad62d3cd8d8dfd72da3ded7,776e4b97b3dd60ef7740bee52ea5718607a00f4d16b56b0b5bc1fc339fca0bfb,7ae32969dcb520744bda0ad4b6adeb2e4eb87fcd8596574e42ae4aa788402a91,ca589583dfd5c132eacc1b8adabc0467f05d4e70f8ded26ec4ec7af043c2dabb,a9071a98a86635938cca019713969136970e680c8cf73f9c7dba5ef509be4cdc,bcd2e3376c7866e756d540d0c2ca8fb8a596692a38555b72f8348efbdc8a4c8a
"0","0","-1","1","0","2018/08/20 16:00:00","34","1","103","1","2000","30","2018/08/27 15:59:59","0"
"0","0","-1","1","0","2018/08/20 16:00:00","44","1","103","2","2000","40","2018/08/27 15:59:59","0"
"0","0","-1","1","0","2018/08/27 16:00:00","45","1","104","3","2000","40","2018/09/03 15:59:59","0"
"0","0","-1","1","0","2018/09/05 16:00:00","31","1","101","4","2000","30","2018/09/10 15:59:59","0"
"0","0","-1","1","0","2018/09/05 16:00:00","41","1","101","5","2000","40","2018/09/10 15:59:59","0"
"0","0","-1","1","0","2018/09/10 16:00:00","32","1","102","6","2000","30","2018/09/14 15:59:59","0"
"0","0","-1","1","0","2018/09/10 16:00:00","42","1","102","7","2000","40","2018/09/14 15:59:59","0"
"0","0","-1","1","0","2018/09/14 16:00:00","34","1","103","8","2000","30","2018/09/21 15:59:59","0"
"0","0","-1","1","0","2018/09/14 16:00:00","44","1","103","9","2000","40","2018/09/21 15:59:59","0"
"0","0","-1","1","0","2018/09/21 16:00:00","45","1","104","10","2000","40","2018/10/01 04:59:59","0"
"0","0","-1","1","0","2018/10/01 05:00:00","34","1","103","11","2000","30","2018/10/11 04:59:59","0"
"0","0","-1","1","0","2018/10/01 05:00:00","44","1","103","12","2000","40","2018/10/11 04:59:59","0"
"0","0","-1","1","0","2018/10/11 05:00:00","45","1","104","13","2000","40","2018/10/22 04:59:59","0"
"0","0","-1","1","0","2018/10/22 05:00:00","31","1","101","14","2000","30","2018/10/27 04:59:59","0"
"0","0","-1","1","0","2018/10/22 05:00:00","41","1","101","15","2000","40","2018/10/27 04:59:59","0"
"0","0","-1","1","0","2018/10/27 05:00:00","32","1","102","16","2000","30","2018/11/01 04:59:59","0"
"0","0","-1","1","0","2018/10/27 05:00:00","42","1","102","17","2000","40","2018/11/01 04:59:59","0"
"0","0","-1","1","0","2018/11/01 05:00:00","34","1","103","18","2000","30","2018/11/10 04:59:59","0"
"0","0","-1","1","0","2018/11/01 05:00:00","44","1","103","19","2000","40","2018/11/10 04:59:59","0"
"0","0","-1","1","0","2018/11/10 05:00:00","45","1","104","20","2000","40","2018/11/20 04:59:59","0"
"0","0","-1","1","0","2018/11/20 05:00:00","31","1","101","21","2000","30","2018/11/26 04:59:59","0"
"0","0","-1","1","0","2018/11/20 05:00:00","41","1","101","22","2000","40","2018/11/26 04:59:59","0"
"0","0","-1","1","0","2018/11/26 05:00:00","32","1","102","23","2000","30","2018/11/30 04:59:59","0"
"0","0","-1","1","0","2018/11/26 05:00:00","42","1","102","24","2000","40","2018/11/30 04:59:59","0"
"0","0","-1","1","0","2018/12/01 05:00:00","34","1","103","25","2000","30","2018/12/11 04:59:59","0"
"0","0","-1","1","0","2018/12/01 05:00:00","44","1","103","26","2000","40","2018/12/11 04:59:59","0"
"0","0","-1","1","0","2018/12/11 05:00:00","45","1","104","27","2000","40","2018/12/21 04:59:59","0"
"0","0","-1","1","0","2018/12/21 05:00:00","31","1","101","28","2000","30","2018/12/26 04:59:59","0"
"0","0","-1","1","0","2018/12/21 05:00:00","41","1","101","29","2000","40","2018/12/26 04:59:59","0"
"0","0","-1","1","0","2018/12/26 05:00:00","32","1","102","30","2000","30","2018/12/31 04:59:59","0"
"0","0","-1","1","0","2018/12/26 05:00:00","42","1","102","31","2000","40","2018/12/31 04:59:59","0"
"0","0","-1","1","0","2018/12/31 05:00:00","34","1","103","32","2000","30","2019/01/11 04:59:59","0"
"0","0","-1","1","0","2018/12/31 05:00:00","44","1","103","33","2000","40","2019/01/11 04:59:59","0"
