2c13f9642b8a32915a9f628ba72f31b007c6c09a4401afe6af506a4b86f1a5f6,a97d727879387c56ad700b6369739dd2ac9c5bda861fc42d8569da1d684336ec,f180ae26beb172d199ce31d4737984b9d57d1403ed93dc94d8f42ab9c1ff1c2f,8f7cbf2c5fc7bc84c3e12a358188040e4b19197a3f2379741b7986009ab92bb5,fc932f0761dd162adadd6ed3ce41102ef3cdd0a38013940c249016ec3cfa85b0,64540fcd1152a6bc0669e861c67a40e92befb90065f4e1a8dd35cb0a3b0abc6f,3d6483857495d493053d9e79ea44534d97c4114cac2cb5c4b403d3afd4030fb6,f1a8b6f9fa05b6f4a84cdabb38d6c7e433a9575b8b781522b972aac37bb126f1,118eb81e08ed2b61348a049b6b30cc266423b597ff6d764f39df2c4c84b15657,0786f11d535c025633db86edbb41c9756b69d7a441bbc7c03ae4f3b12f4d47da,15350b6da277ddfc8967e8dc35ab331f59d0de6c5844788f92878ff1e30b4ccf,ce071e824ee59fb0c4929d8f5e4b8a00f1469895747c8d446ebdb14224d4cdaa,4ace68a6884ab96a81e4842a70abc4ca2402a591423703e04620df6b318fd010,32c52e698fa803cdd3a9f3f0036b680786f3797112e939ae4c8671d18ea4197b,99a615e71647bc1bd672800dbeec86b43e8549d8fc9f34a7441293d55aa61c40,7a1fc9af539b053f2f150f26e962c827c097937e0d0bced960eaae150c79be13,6f2f2f186430ebf2c8f8c800b94496a0bd6bdbc38a037983d1b702cf0fa67413,896d795101a75c577ebd1b30a2b679057b6faef99a053f35c8428369cc3fa83d,ac26005557e53bbeafe442aedbf890f21e32b09dd600a43ea28df28f0849f83c,bbbb89abdb26b1dacadfac4dd539de678ec9fc5b85958f0d63eba39a95efc1b7,cc7e86269103b99392f443d62716e2b264104fbed80da7729e3280ee1deeb7e5
"2030/12/17 14:59:59","8","2201008","2201101","0","20","8","分支劇情Ⅰ","0","91002","0","5","15063001","黑社會公會，前往背面世界","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2201008","2201102","0","20","8","分支劇情Ⅱ","0","91002","0","5","15063002","鍛鍊吧！　幻變少女","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2201008","2201103","0","20","8","分支劇情Ⅲ","0","91002","0","5","15063003","到奇怪的國家校外教學","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2202003","2202101","0","20","8","分支劇情Ⅳ","0","91002","0","5","15063005","擠公主遊戲！","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2202003","2202102","0","20","8","分支劇情Ⅴ","0","91002","0","5","15063006","布丁幽靈與甜點城堡","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2202006","2202103","0","20","8","分支劇情Ⅵ","0","91002","0","5","15064001","女僕‧In‧龍","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2202006","2202104","0","20","8","分支劇情Ⅶ","0","91002","0","5","15064002","看招！鯛魚燒","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2203003","2203101","0","20","8","分支劇情Ⅷ","0","91002","0","5","15064004","機械人族與騎士先生","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2203003","2203102","0","20","8","分支劇情Ⅸ","0","91002","0","5","15064005","FUN FUN野餐♪","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2203006","2203103","0","20","8","分支劇情Ⅹ","0","91002","0","5","15065001","突發狀況！？妹妹大戰","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2203006","2203104","0","20","8","分支劇情ⅩⅠ","0","91002","0","5","15065002","軟綿綿的戀愛之路是草莓口味的","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2204001","2204101","0","20","8","分支劇情ⅩⅡ","0","91002","0","5","15065004","魔法少女與蘑菇之亂","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2204002","2204102","0","20","8","分支劇情ⅩⅢ","0","91002","0","5","15065005","「背面」的金槍鮪漁獲","0","1","0","0","2015/04/01 15:00:00","0","0"
"2030/12/17 14:59:59","8","2204005","2204103","0","20","8","分支劇情ⅩⅣ","0","91002","0","5","15066001","閃耀的石頭與商人精神","0","1","0","0","2015/04/01 15:00:00","0","0"
