77e3ecd489406495690fc62e61d82f0e021b39a4cc70e7666966f2c6647fcbed,7f6ccdebd3ef01574451279e98cae1014a28c6218b0ddb3b8eb6faafb38283f4,a46d650beb7a790483a6ec702ae361445775275370ece4ab0d1060156094266c,67107826db53bd65884d137aa817fb6ce719d1a091f3e9de70e0493962f08e03,e26b10c04a1c94805d8018cf0728e50394c5007821bdd1df54c3aeebbdf26de6,1b43441b03e4c122f286cb129a436e8e12763dc434d764b5c572c684b43253e1,ea2e0707fc2e2a76ca89393c35ba51a2b0aa22ac98d75e520068ac8348276e34,e53f1f0b69e92992393126537d0a0e8344c883f51de2dd86decbc833308a094a,481f2c745a1fb8f171d5923108393e5cfcbad4d34ea2f6bd551c6b33753f9d3b,a8fe8fb3d3d26f2dd350e872bb2c5d239b520954941b707abaffed6a78aca310
"0","2018/02/28 14:59:59","10000","1","0","0","1","302","2018/01/01 15:00:00","0"
"0","2018/03/15 14:59:59","10001","1","0","0","1","302","2018/02/28 15:00:00","0"
"0","2018/03/31 14:59:59","10002","1","0","0","1","302","2018/03/15 15:00:00","0"
"0","2018/12/27 15:59:59","10003","1","0","0","1","302","2018/12/21 16:00:00","0"
"0","2018/04/30 11:59:59","10004","1","0","0","1","302","2018/04/16 15:00:00","0"
"0","2019/01/09 15:59:59","10005","1","0","0","1","302","2019/01/03 16:00:00","0"
"0","2018/10/22 15:59:59","10006","2","0","0","1","302","2018/10/09 16:00:00","0"
"0","2018/11/08 15:59:59","10007","2","0","0","1","302","2018/10/22 16:00:00","0"
"0","2018/11/15 15:59:59","10008","1","0","0","1","302","2018/11/08 16:00:00","0"
"0","2018/11/30 15:59:59","10009","1","0","0","1","302","2018/11/15 16:00:00","0"
"0","2018/12/13 15:59:59","10010","1","0","0","1","302","2018/11/30 16:00:00","0"
"0","2018/12/27 15:59:59","10011","1","0","0","1","302","2018/12/13 16:00:00","0"
"0","2019/01/09 15:59:59","10012","2","0","0","1","302","2018/12/27 16:00:00","0"
"0","2019/01/22 15:59:59","10013","2","0","0","1","302","2019/01/09 16:00:00","0"
"0","2019/02/01 11:59:59","10014","1","0","0","1","302","2019/01/22 16:00:00","0"
"0","2019/02/27 15:59:59","10015","1","0","0","1","302","2019/02/13 16:00:00","0"
"0","2019/03/13 15:59:59","10016","1","0","0","1","302","2019/02/27 16:00:00","0"
"0","2019/03/27 15:59:59","10017","1","0","0","1","302","2019/03/13 16:00:00","0"
"0","2019/04/03 15:59:59","10018","1","0","0","1","302","2019/03/27 16:00:00","0"
"0","2019/04/19 15:59:59","10019","1","0","0","1","302","2019/04/03 16:00:00","0"
"0","2019/05/07 15:59:59","10020","1","0","0","1","302","2019/04/19 16:00:00","0"
"0","2019/06/03 15:59:59","10021","1","0","0","1","302","2019/05/14 16:00:00","0"
"0","2019/06/17 15:59:59","10022","1","0","0","1","302","2019/06/03 16:00:00","0"
"0","2019/07/01 15:59:59","10023","1","0","0","1","302","2019/06/17 16:00:00","0"
"0","2019/07/26 15:59:59","10024","1","0","0","1","302","2019/07/15 16:00:00","0"
"0","2019/08/01 15:59:59","10025","1","0","0","1","302","2019/07/26 16:00:00","0"
"0","2019/09/02 15:59:59","10026","1","0","0","1","302","2019/08/28 16:00:00","0"
"0","2019/08/15 15:59:59","10027","1","0","0","1","302","2019/08/01 16:00:00","0"
"0","2019/08/28 15:59:59","10028","1","0","0","1","302","2019/08/15 16:00:00","0"
"0","2019/09/17 15:59:59","10029","1","0","0","1","302","2019/09/09 16:00:00","0"
"0","2019/09/20 15:59:59","10030","1","0","0","1","302","2019/09/17 16:00:00","0"
"0","2019/10/01 15:59:59","10031","1","0","0","1","302","2019/09/20 16:00:00","0"
"0","2019/10/15 15:59:59","10032","1","0","0","1","302","2019/10/01 16:00:00","0"
"0","2019/10/18 15:59:59","10033","1","0","0","1","302","2019/10/15 16:00:00","0"
"0","2019/11/01 15:59:59","10034","1","0","0","1","302","2019/10/18 16:00:00","0"
"0","2019/11/15 15:59:59","10035","1","0","0","1","302","2019/11/01 16:00:00","0"
"90001","2020/12/04 15:59:59","10036","1","0","0","1","302","2020/12/01 16:00:00","0"
"0","2019/12/02 15:59:59","10037","1","0","0","1","302","2019/11/19 16:00:00","0"
"0","2019/12/13 15:59:59","10038","1","0","0","1","302","2019/12/02 16:00:00","0"
"90002","2020/12/26 15:59:59","10039","1","0","0","1","302","2020/12/21 16:00:00","0"
"0","2019/12/30 15:59:59","10040","1","0","0","1","302","2019/12/16 16:00:00","0"
"0","2020/01/02 15:59:59","10041","1","0","0","1","302","2019/12/30 16:00:00","0"
"0","2020/01/10 15:59:59","10042","4","0","0","1","302","2020/01/02 16:00:00","0"
"90003","2020/02/04 15:59:59","10043","4","0","0","1","302","2020/01/28 16:00:00","0"
"0","2020/01/21 15:59:59","10044","4","0","0","1","302","2020/01/10 16:00:00","0"
"0","2020/02/14 15:59:59","10045","4","0","0","1","302","2020/02/04 16:00:00","0"
"90004","2020/02/19 15:59:59","10046","4","0","0","1","302","2020/02/14 16:00:00","0"
"0","2020/03/04 15:59:59","10047","4","0","0","1","302","2020/02/19 16:00:00","0"
"0","2020/03/13 15:59:59","10048","4","0","0","1","302","2020/03/04 16:00:00","0"
"0","2020/03/19 15:59:59","10049","4","0","0","1","302","2020/03/13 16:00:00","0"
"0","2020/04/01 15:59:59","10050","4","0","0","1","302","2020/03/19 16:00:00","0"
"0","2020/04/14 15:59:59","10051","4","0","0","1","302","2020/04/01 16:00:00","0"
"90005","2020/04/22 15:59:59","10052","4","0","0","1","302","2020/04/14 16:00:00","0"
"0","2020/05/05 15:59:59","10053","4","0","0","1","302","2020/04/22 16:00:00","0"
"0","2020/05/15 15:59:59","10054","4","0","0","1","302","2020/05/08 16:00:00","0"
"90006","2020/05/22 15:59:59","10055","4","0","0","1","302","2020/05/15 16:00:00","0"
"0","2020/06/03 15:59:59","10056","4","0","0","1","302","2020/05/22 16:00:00","0"
"0","2020/06/15 15:59:59","10057","4","0","0","1","302","2020/06/03 16:00:00","0"
"0","2020/06/22 15:59:59","10058","4","0","0","1","302","2020/06/15 16:00:00","0"
"90007","2020/08/06 15:59:59","10059","4","0","0","1","302","2020/08/03 16:00:00","0"
"0","2020/10/13 15:59:59","10060","4","0","0","1","302","2020/09/30 16:00:00","0"
