d891d742cefd2ddcb2eee1cc3f4b3603d45de86b315b322737921bdc4cdeba1a,76adfe84522fec3c523317436a8046d94eaee16a249ded5034ce893222eec92e,204591718c0d9a9554a4e347153c09cac5088f2a43d37542ae4f599192f69b20,b591520424cc8fd50de5d18a88aceca283cda2d6e2183750423d6203277de18e,bb9d4f52f4119535c8d9cbe6ec1be2084964f1b22d26cee0c3bdb4db506b5cda,6e12ac551c71c292a390634f028d9a8ae0cc82580ff82c790300d9d9cae57722,a27a4d674496e4bbfd3e62f0e1c829ac8fedd8d6e8336f8fcd792dfffd89694b,3e08daed2b4b3c6089f13aeb3741e4bd13f57eecc12996434984b59464ada0e4,baff283d814beb5cba12c72ec4ac26a415269b9ab77fcc3a262a557c3acaa61c,3637e782149280d4e9ef663a88132eb34feb0d75e358d82f85ece977299bf2d6,e13ae2a98a175cf453b7396cd24769a38552c3da92fca88a355d761b1416782b,b14d4c92d7c998743947519ac320cde388662252c8a253214d8ad58d346bd007,80db465f8b3a760631e33d798ecd3e030f27155fdd3cafa979d2d767d6b1d436,822a28fca7d27e9d4c66937ccd9950d8a97269f35da22c57d8097a027c743371,a65b6aa661a4040208b59d6ad22afb561a822da67ccc27494f6fff6cecdda8a4,396efd782bd7823dbe11c039d177d8d1ccc5d1fbb1fe4d0f1aec343ba28b1f69,4d271bcb573990d53c7fce3719c5f28ecd0e72bf976375ab3000b902d4a24cf4,1d71e533e385d2cf4d9445dc594df2e50ae3f944b8b8273d0a8d6b4e2616c8da,568ea2ae2eaef09f850845bec8b45554129575e58c59df11d6343c08f1c9bb1a,7e5fa60b6eec8023982e00c710daa87ff13361248a4db6d242ca6fb8aa55c8d9,4bdcc1926ae2bc20460eabffe3b017a9746a464c4f6b2dfcdd93e8e217a9f138,2db62947d7c8f6875c94f13dc4e60de752c42ad2767686f8d61b1eeef451ef75,466e889549178399d1bb9833c8526c0d8ae8ffdde6fdff5d81b818309ef19a14,bc60ca28cbdc6c81c78f003a5ea01610d69ca90f41f62bd9b74e679217d8fe08,064481d216c4fe0aa76550e626fda729ec4de2b327bfd4dbe5adeb508b93a87c,618afe203d4ddaecac2575ae822c09081bceaf2efeb736c40ae665940a0f9f7a,735983b569ad0d1486d6a91e9629d15244c9226090f0cb5ef92690ef75156fac,706038bce0a8a25167046295d71a1d3abeeb2210a89daf6ae97d43145c5dfd1e,13efc92b6e2475e2b3111165c12deaba15cebb3628713a1423ae55121e0382c5,a309ca8f5dd7d3f4e664349dc5c2b300b105fcfedc8fb14990d0fb28ea88313e,0609f0dcbf150c3dfb502d59b4e640d29710590298b4c5ddd082e63e389d1f6f,a39504c8b641d7935c268e8f44c0b4f06449856b1f27553efb056ccfdc8f478c,0558ec3ce5d462614345f0649c0b2b79051eebf8a2e1a0ab251f99e9b925433d,73e01d49619b704dc33100dd240535866132e99f15f8c7985733f976661928f1,094db1adfd7fd9c2973fba37d799cb55c60a9063f3e62a4937ba7fafa3de21a2,30b120e61331e882bfaf970ddc97fae58a336f685b07e7961e481e655e283635,2952bf2cb650e6523e543834e5468c96bab2817bc8f99282be8dd1270261aa3f,9e559977a9edebd3b938556a54ac0ef1db76aa0198708aae88f143c138290b7c,e83f69381cd3bf2777b99fe8f53351f1dc7027e7590239dad8130d15b55ba7b6,c7acda2009524d5d80e8b565d54c1b3cc7d1106fb8f1d1bb0ca21456b8017d1e,939365052f3c730e8497edbdd584378878887a05987dda3b9ad4794544ef8358,987352064d9a04b635cff3153e24544295847af42d2c406b89244149c4720db3,f550d3bfb20ed0d537b9009bd7d09ebb37b73b1d17888d40633bc296672fbd90,62f33c9fc4039bd966c5fc920311fa9009567b39e41629ab4620f8f933e39a2c,509086300c9cebb237387f32b3bda593033b3de9d93d8d5ed5d3a6b84d4eb2b8,e8f211c557f95ba64cb4f33ebc62f2de882b815df5c1831ad3ce1ac60d6830a0,7e1988d04ba8f1a8c40d57c1fb26c05ee1dc829b1a1cf05babec764c46ad7133,c95d9cbf16f0b95b8678f5e03e927a7cb43e22e7cd9abc218d00fcb8ca0dae27,0925d732fb91af38f4182907d75f5302db9f4842490c39790ef60fbb5e3cf343,de583c5ff10ab91fb02975485c751dc4172564f7e5ad277febf024b9bbc1742f,049d810f843ea3e2c33e8b6af4df1b0098e1028c976e1f805094b0ad4b2d9270,a29f3e4967e198a90099e486b4c5498c0c1df1683f2f8067619d23369ec8673d,91601a3070ceac21a7fcd540e60f5a2c133e5d724113146d0b51ac5e560c18cc,19d431a2ebc5318661bb7360020ffd3428b6b281dc7de11e33cba0ea2cdcdfeb,c7b11aac38b2db96eb11e1e15c40328835f2f24991d7d730332f0573b42cc8a9,b1195087528d95593e20bc5ed1df5948ca85200f813b18f4feba0ad1ac0a4420,b8384abcc2e786957d58d0d00e1da357dd6d5ded811fd78072c6e8e54c9fcb45,a6060566e19be7dc90acb96d278a2559a3df3d962dc9ac3771335abae8c2ff1c,217558e676de6ebb90c8b3fc4c2e65b6f23ef3d8d1ba4943a498dae338084a00,5789fed139663b1270a8a3ce7e851da433e5b11aaf77ffab55c783a9b3d6b3e4,b06e085796a62c0deb67a43b40dc246882249b68899af0c8f9802226cc860b64,1d8086a4b70105e9253ffb05576a967d0475090db37de53a3c305620bae2c1f7,48a8c8607b468f2222e997b3fef9e3e6cb4023aa6344e1c9553751a59059042b,6c8b01f2b6e9e4f942aacee3b0d1434b269aa9483ebfaefe349784dc4a962cdf,7b9b210fb30031fa6516670a715e506e0802fbe2c34063b9595e36f9af9724c7
"0","101","101","0","0","0","0","0","0","0","0","115","0","0","0","401","0","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","-5","0","0","100101","0","0","0","0","0","1","0","0","0","0","0","0","401","0","0","0","103","0","1","0","0","0","0","0","0"
"0","137","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-5","0","0","100102","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","106","0","2","0","0","0","0","0","0"
"0","150","101","0","0","0","0","0","0","0","0","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","0","0","0","0","0","-5","0","0","100103","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","102","0","3","0","0","0","0","0","0"
"0","102","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-5","0","0","100104","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","143","0","4","0","0","0","0","0","0"
"0","101","101","0","0","0","0","0","0","0","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","401","0","0","0","0","402","-5","0","0","100105","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","101","0","5","0","0","0","0","0","0"
"0","105","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3","0","0","100201","0","0","0","0","0","1","0","0","0","0","0","0","0","0","402","0","111","0","1","0","0","0","0","0","0"
"0","130","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3","0","0","100202","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","106","0","2","0","0","0","0","0","0"
"0","143","102","0","0","301","0","0","0","0","301","401","0","0","0","301","0","0","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","301","-3","0","0","100203","0","0","301","301","0","1","0","301","0","0","301","0","0","0","0","0","101","0","3","0","0","0","0","0","0"
"0","101","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3","0","0","100204","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","105","0","4","0","0","0","0","0","0"
"0","103","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","401","0","0","0","0","0","0","0","0","0","-3","0","0","100205","0","0","401","0","0","1","0","0","0","0","0","0","0","0","0","0","103","0","5","0","0","0","0","0","0"
"0","107","103","0","0","0","0","0","0","0","114","403","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","100301","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","110","0","1","0","0","0","0","0","0"
"0","114","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","100302","0","0","0","403","0","1","0","0","0","0","0","0","0","0","0","0","105","0","2","0","0","0","0","0","0"
"0","123","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","0","0","0","103","1","0","0","100303","0","0","0","0","0","1","0","0","0","0","0","0","0","0","402","0","115","0","3","0","0","0","0","0","0"
"0","112","103","0","0","0","301","0","0","0","0","301","401","0","0","0","0","301","0","0","301","0","0","301","301","0","301","0","0","0","0","0","301","0","0","0","1","0","0","100304","0","301","0","0","0","1","0","0","0","301","0","0","301","301","301","301","123","301","4","0","0","0","0","0","0"
"0","105","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","1","0","0","100305","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","118","0","5","0","0","0","0","0","0"
"0","124","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","0","0","0","402","0","0","0","0","116","-2","0","0","100401","0","0","0","0","0","1","0","0","0","0","0","0","0","401","0","0","102","0","1","0","0","0","0","0","0"
"0","116","104","0","0","0","0","0","0","0","0","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2","0","0","100402","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","106","0","2","0","0","0","0","0","0"
"0","103","104","0","0","401","0","0","0","0","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132","0","0","0","0","0","0","0","0","0","-2","0","0","100403","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","125","0","3","0","0","0","0","0","0"
"0","105","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","-2","0","0","100404","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","107","0","4","0","0","0","0","0","0"
"0","118","104","0","0","0","0","0","0","0","0","112","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","403","0","0","0","-2","0","0","100405","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","114","0","5","0","0","0","0","0","0"
