e8193f404e6ebc4ce653989dd41cdf6dbb575d100a220dbf895c2a5807bab578,c7f3d123b4792aa0d902a44d5d47fd583a631b614ac151ebb2abc1b175778056,b785f4ba3b5bb631837ea6cd2e8e2d563ede87a37c248034ea305561dfa82afe,c223c3488f38c869038046272815af65857cf8cbf88b9f6ddb7aab346bd4271e,7e8e851eb474ad291638b9690474b27fd35ecafd6f70b62c9c2bd95094894b76,d8b1794b09a9519cfee9525b0788d199365c4e9b37d9ac1ad8e056629786eec6,b170d205b2bb4a44c38cd4953a317e342bcccdac1c64d7209138b1df7d9d6e84,c907eee7341db7d5206f08490d99c74e212b138a92d29477909b0193425c6492,c203647feb52765c97c928ac97901d7d506e913d51a87be8c0edc0eb65bba757,daf2f010233b92e1c5dbb4f000b247ede9539d13c71290a71877ee71c357fc27,3fa0c67dedfa3a752c639e937ccdb38e0bcd8045fc0f2d2aabfebacdd6e54441,3ce290054af4709764048787d929ec9a875fdfd387c1fd6015b9a5c61b96bd20,704874f2fd5f3332bc2e1c36dabb69f1b4a2a7b89cac619db065386e0028755e,f4e6855c11aa3d2b817d62632d70cfed3cab4d61b126d4124ae90b154fd142b9,9e83ca9fe1f458bac09287404d3d957a1e0fc0afec43428f6bf413dfddd6a0b4,4b10e295f64f9f007ffb9647138cc4fd39b1cbfb7bd13a5df8ba2ce03fda3f0e,1afa4aa975d17b40aa02638802ebaf633420c838c94401ef2ceec578df5e8fff,5370aa47a8afdbf59add3b09d1db1a06dd2fe067e1e2e806874bf074ceb2120e,2d361869785909366c1bdebcbc81ede94d50ffffaf98cd092db5fa48628509a8,d6a18f4e0ae30879cf0cf75fff752443c3dc26aae0a3552ac15c16cb3ac57d7b,07e8e9db36a60e152fed5eeb8248a6ca66b621ca3ca4794c29a4891e68741d22,649e39e2be3b433130844823babf556cad8da155ff0b39089d0ef3b9b5eb1388,47cb34f08687c1457b57e51fa3a83d1c621b482bcab8218be3e263410e40dee3,2779ab94ac0c6f908111bb757600cc97184e500d608a125c42abd6ba38c284c4,26dc2c0b8730a4821589fe1d713356265be2f4d354297e5987338b54668e04d9
"18","0","0","5","100101","50","0","0","100000","0","0","160","0","0","0","0","0","1","1","1","32001","0","0","0","0"
"11","0","0","3","100101","50","0","0","100000","0","0","80","0","0","0","0","0","2","1","1","31001","0","0","0","0"
"15","0","0","0","100101","10","0","0","100000","0","0","100","0","0","0","0","0","3","1","0","25001","0","0","0","0"
"15","0","0","0","100101","15","0","0","200000","10","0","200","0","0","0","0","0","3","2","0","25001","0","0","0","0"
"15","0","0","0","100101","20","0","0","400000","20","0","300","0","0","0","0","0","3","3","0","25001","0","0","0","0"
"15","0","0","0","100101","25","0","0","500000","30","0","400","0","0","0","0","0","3","4","0","25001","0","0","0","0"
"15","0","0","2","100101","30","0","0","600000","40","2","500","0","0","0","0","0","3","5","1","25001","0","0","0","0"
"18","0","0","0","100201","50","10","0","100000","0","0","0","0","0","0","0","0","1","1","1","32002","0","0","100","0"
"11","0","0","0","100201","50","10","0","100000","0","0","0","0","0","0","0","0","2","1","1","31002","0","0","60","0"
"15","0","0","0","100201","10","0","0","100000","0","0","0","0","0","0","2","0","3","1","0","25001","0","0","20","0"
"15","0","0","0","100201","15","0","0","200000","0","0","0","0","0","0","4","0","3","2","0","25001","0","0","40","0"
"15","0","0","0","100201","20","0","0","400000","0","0","0","0","0","0","6","0","3","3","0","25001","0","0","60","0"
"15","0","0","0","100201","25","0","0","500000","0","0","0","0","0","0","8","0","3","4","0","25001","0","0","80","0"
"15","0","0","0","100201","30","10","0","600000","0","0","0","0","0","0","10","0","3","5","1","25001","0","0","100","0"
"18","0","0","5","100301","50","0","0","100000","0","0","160","0","0","0","0","0","1","1","1","32003","0","0","0","0"
"11","0","0","3","100301","50","0","0","100000","0","0","80","0","0","0","0","0","2","1","1","31003","0","0","0","0"
"15","0","0","0","100301","10","0","0","100000","0","0","100","0","0","0","0","0","3","1","0","25001","0","0","0","0"
"15","0","0","0","100301","15","0","0","200000","10","0","200","0","0","0","0","0","3","2","0","25001","0","0","0","0"
"15","0","0","0","100301","20","0","0","400000","20","0","300","0","0","0","0","0","3","3","0","25001","0","0","0","0"
