80243e8061840a3b6784bc646c61bebb17fc681c6a08395eaa4dce6e032ab2e8,36ebc5f8b0c3c61cf6a2730d7c4813e3c9c96b1bd6be8abfcc5baf04383c0fdc,a6fa3e1e31cbc1d2e740cb0c20c421c43846c25ba9b8b66c0bfad19f01a41f02,891386c63c3ea9a25099eafd835de7471c8140455c0fe830cb35278199f9ca54,7b8aae98591319f7a73cd1d5f2dfba09ff9a2c4a25d54ed8fe003051697626d8,12f82d8571aabeaa87b8d2396c31156bd93a349af6d71d713e4193abef161e41,08b2c3af988f78e1d355efd9105de3295e286255cb3b7bf5770811609ee35ea1,594db1d84f867233bf4a9442c1255626b85399eb41d0e15c1fa1b2e000b91d79,8f4aaaf46a24df6a843a02d76cfc54e6f11da45ff3b881ff5d9e935a8b47bcfd,820b69c8e00158b87653fb8464d18782cc45fd9598253960419ff3a489dc4e4d,4da2a099696531b32ba9e6c053ba76588746223b10107b50e76d3c731249564c,f12b21316e563b22c1d189d0e728e1834798bb4a98b91c51b67127bb22873f17,012ebccba8c67c5697d8c511c58b8185ffc03fd4ac36e1c54bf450a194f592b7,bb0eb798498858d0dbd60b108a778a24ae7a2a45ad491df084888b8781bd79c6,315be6e6fbee61026c03aff52bd2f117faacfa3d92e031f9682c8dfa158e3109,1a172a056911191a51a16049e9618dc4f70e0c62835373300497cd0002511a52,609db80ef379461367e33ddc1a50a0ee4628a32b51fe377de8dfc4290b6e0246,508eb2534b76b7206ff331a5fed49b5ee14e71d16c8b0b00f8ae8b8b25605061,e5e767f87ab93a9857126f53d0c93ad9f9aa449deb0d89eb8957a344ceee2e02,8975bc372d19decfb2b691ccda0752c1a56a53836b54ffd302e41c0fbae54ca1,f7ecd11995e0d216d858ec7029ce339dbcc954650c6940f9e1b1a9b4a0942d08,9609976f9a414bbf9fe2f6078b483415b35b78524f00c896117904d655639cd1,20efd3596d24392a1e7f2573267fc2327a6e5ccabd838608037061007249dc2f,98aaf0d16180064f8203ca558aeb422e13241a7982b1fc944f9c008c51b1a3e2,0e626c666044ea227dfc119cb8c4e9816ee383e92548efd1125936d1703ef3bf,399e9b402398a41e4931538ecc8232aa68295ba9a3042b906e435d6327ad3689
"150630011","0","0","0","bgm_MC022","","","0","105630105","105630103","103171","1","","","15063001","0","0","0","0","105630102","bgm_MC022","0","0","105630104","90","105630101"
"150630021","0","0","0","bgm_MC022","","","0","105630205","105630203","103171","1","","","15063002","0","0","0","0","105630202","bgm_MC022","0","0","105630204","90","105630201"
"150630031","0","0","0","bgm_MC022","","","0","105630305","105630303","103201","1","","","15063003","0","0","0","0","105630302","bgm_MC022","0","0","105630304","90","105630301"
"150630041","0","0","0","bgm_MC022","","","0","105630405","105630403","103201","1","","","15063004","0","0","0","0","105630402","bgm_MC022","0","0","105630404","90","105630401"
"150630051","0","0","0","bgm_MC022","","","0","105630505","105630503","103171","1","","","15063005","0","0","0","0","105630502","bgm_MC022","0","0","105630504","90","105630501"
"150630061","0","0","0","bgm_MC022","","","0","105630605","105630603","103201","1","","","15063006","0","0","0","0","105630602","bgm_MC022","0","0","105630604","90","105630601"
"150630071","0","0","0","bgm_MC022","","","0","105630705","105630703","103201","1","","","15063007","0","0","0","0","105630702","bgm_MC022","0","0","105630704","90","105630701"
"150640011","0","0","0","bgm_MC022","","","0","105640105","105640103","103201","1","","","15064001","0","0","0","0","105640102","bgm_MC022","0","0","105640104","90","105640101"
"150640021","0","0","0","bgm_MC022","","","0","105640205","105640203","103171","1","","","15064002","0","0","0","0","105640202","bgm_MC022","0","0","105640204","90","105640201"
"150640031","0","0","0","bgm_MC022","","","0","0","0","103171","1","","","15064003","0","0","0","0","105640302","bgm_MC022","0","0","0","90","105640301"
"150640041","0","0","0","bgm_MC022","","","0","105640404","105640403","103171","1","","","15064004","0","0","0","0","105640402","bgm_MC022","0","0","105640405","90","105640401"
"150640051","0","0","0","bgm_MC022","","","0","105640505","105640503","103171","1","","","15064005","0","0","0","0","105640502","bgm_MC022","0","0","105640504","90","105640501"
"150640061","0","0","0","bgm_MC022","","","0","0","105640602","103201","1","","","15064006","0","0","0","0","105640601","bgm_MC022","0","0","0","90","105640603"
"150650011","0","0","0","bgm_MC022","","","0","105650105","105650103","103171","1","","","15065001","0","0","0","0","105650102","bgm_MC022","0","0","105650104","90","105650101"
