35576fd486dbfa3b1e5351b536dbd761943bb3f57da7a7ddc39c6ad4a3c89e51,994d92b830c74f531c9bf3817506fc6ff4fe5f5a85f23f0ce0118d351132ecea,85ca7d4bf96dede039a388b5835a5ae495e504429117549fdbe89d73919e10de,119d8d25e6b733e609b795263a699c8c14bb56abdefa69555aa43c96b160bd31,3ce07cfd0d9cc569239257fe27ac0269c408088debe9b523e90c252e973ddb2f,faf0ebfef8ce956b317332db14f1bb95f85b1b2369c760a9d5c8f703ba6a37ec,40dfb723ecee64b48b5f04faacb5a46ebc81a4eb1f376cf24ef0feadedd26632,a954bc6c5208adb27a4e8946d5542d247f98b87bd67bb6f13d89613f38fdcc95,c4f717491b88b1d04764b108566362cb6723e03d204b1c4e6b41c84ea19985b7
"1","2018/11/08 16:00:00","1","0","2018/11/12 15:59:59","1","0","0","0"
"2","2018/11/30 16:00:00","1","0","2018/12/04 15:59:59","2","0","0","0"
"3","2019/02/13 16:00:00","1","0","2019/02/23 15:59:59","3","0","0","0"
"4","2019/05/03 16:00:00","1","0","2019/05/14 15:59:59","4","0","0","0"
"5","2019/07/01 16:00:00","1","0","2019/07/15 15:59:59","5","0","0","0"
"6","2019/08/01 16:00:00","1","0","2019/08/15 15:59:59","6","0","0","0"
"7","2019/12/13 16:00:00","1","0","2019/12/30 15:59:59","7","0","0","0"
"8","2020/04/22 16:00:00","1","0","2020/05/08 15:59:59","8","0","0","1"
"9","2020/06/22 16:00:00","1","0","2020/07/07 15:59:59","9","0","0","1"
"10","2020/08/03 16:00:00","1","0","2020/08/09 15:59:59","10","0","0","1"
"11","2020/12/21 05:00:00","1","0","2021/01/06 15:59:59","11","0","0","1"
"12","2021/02/11 16:00:00","1","0","2021/02/18 04:59:59","12","0","0","1"
"13","2021/04/16 16:00:00","1","0","2021/04/22 15:59:59","13","0","0","1"
"14","2021/04/27 16:00:00","1","0","2021/05/03 15:59:59","14","0","0","1"
"15","2021/06/19 05:00:00","1","0","2021/07/02 04:59:59","15","0","0","1"
"16","2021/07/02 05:00:00","0","0","2021/08/02 04:59:59","16","15","14","1"
"17","2021/09/01 05:00:00","1","0","2021/09/11 04:59:59","17","0","0","1"
"18","2021/12/17 05:00:00","1","0","2022/01/03 04:59:59","18","0","0","1"
"19","2022/01/03 05:00:00","0","0","2022/01/31 15:59:59","19","18","17","1"
"20","2022/03/07 05:00:00","1","0","2022/03/14 04:59:59","20","0","0","1"
"21","2022/03/14 05:00:00","0","0","2022/04/03 04:59:59","21","20","7","1"
"22","2022/04/25 05:00:00","1","0","2022/05/08 04:59:59","22","0","0","1"
"23","2022/05/08 05:00:00","0","0","2022/06/04 04:59:59","23","22","13","1"
"24","2022/06/19 05:00:00","1","0","2022/07/04 04:59:59","24","0","0","1"
"25","2022/07/04 05:00:00","0","0","2022/08/02 04:59:59","25","24","15","1"
"26","2022/09/01 05:00:00","1","0","2022/09/11 04:59:59","26","0","0","1"
"27","2022/12/17 05:00:00","1","0","2023/01/03 04:59:59","27","0","0","1"
"28","2023/02/26 05:00:00","1","0","2023/03/05 04:59:59","28","0","0","1"
"29","2023/04/26 05:00:00","1","0","2023/05/08 04:59:59","29","0","0","1"
"30","2023/06/19 05:00:00","1","0","2023/07/03 04:59:59","30","0","0","1"
"31","2023/08/27 05:00:00","1","0","2023/09/02 04:59:59","31","0","0","1"
"32","2023/12/16 05:00:00","1","0","2024/01/02 04:59:59","32","0","0","1"
"33","2024/02/29 05:00:00","1","0","2024/03/06 04:59:59","33","0","0","1"
"34","2024/04/23 05:00:00","1","0","2024/05/06 04:59:59","34","0","0","2"
"35","2024/06/17 05:00:00","1","0","2024/07/02 04:59:59","35","0","0","2"
"36","2024/08/28 05:00:00","1","0","2024/09/02 04:59:59","36","0","0","2"
"37","2024/12/16 05:00:00","1","0","2025/01/02 04:59:59","37","0","0","2"
"38","2025/04/22 05:00:00","1","0","2025/05/05 04:59:59","38","0","0","2"
"39","2025/06/12 05:00:00","1","0","2025/06/23 04:59:59","39","0","0","2"
"40","2025/08/28 05:00:00","1","0","2025/09/02 04:59:59","40","0","0","2"
"41","2025/12/16 05:00:00","1","0","2026/01/02 04:59:59","41","0","0","2"
"42","2026/04/22 05:00:00","1","0","2026/05/06 04:59:59","42","0","0","2"
