0b1ad9a662dc0c3eb0ee761b86f0ae3dba8d67d93e29bab164601c2245aafe4f,68a2e860547e67795424b9c9680515662ba546c2ad29000796ab5737ac804d69,4dd73f439972300ee0d14cda93518509f8962e57ba05ba6b3995e2df6e7d0d2b,69a8378257590f9225e8d6f4ea1068ccd1b72d3cb7a94fa816492a79e2b99aaf,3d7ef4af1d07633e61bd46a737bfa48f6e02c4ae0a2cdecde424824288e577de,7467edf9d4f4d0584c5ee4a876e79668e53cbb8b98b01a33912b26518a3feb13,5f11a52efb837a988141f9f530a5e9a9c35c14faf864f823b198291be52c9ab2,6cbaa7d5f8973f9ce063cec6e346ba0d0e75108c610480e30fd78783b3504190,2541664245e92bc0b9ccd404434d9f3421c0946401c622b77f0940c0ee11f4f1,12ef1a1dfe77733f5ec455ec6bdddc42251fa91163c91ab8dd593ee3cee84377,a6d34179be6fb72c21fecddad34d63e39c65fa5c416f50179f888638b2fd8b8c,96c0b1e0d36244e41b22c823c9e4315e61262ea3363aceb833fdb1ad68e7c99d,bc584219ccc355e39d678004aa5a726e8c8854e829937a79aecb872021b56ff8,2c5574c819d65a0ac20ae57ce3d8bc755fa5647dff4269abf1a006f54df62133,d5b9081098d7aac9d3d48a011b7275004bb9e06e795653a90e8ad477e2368e08,e6f009a5bff50cddee5e53caf656e755ef9f9e699a9ac36ce85315de44830824,02295b6b269ac71d6fa019060801efd6ff9cc6d2b0de19e3c6927d17f3e752b0,be008dbe6a14beaa7138bbc13028336494bf8d9ce1dd47d757f692843a913bc0,1cee065e23f9a7a266ea93e9a4d5a5ec4074bf8ed3d4d9b483c6bac610a359a5,34cebe79d8291d2a8e8ed2585f6bb356740636623c2bae18ad112bdcf5102187,c71b2b0723b013383c8ca115f3011f3114c29be7c82eed697a61846d8c4500ec,0dc7302d7756e284c96cd72c670c693250f7ac4f5c6e5afab7fda52fe41531d9,4c16a3081ab018b073aa793d2979628fd719ea5a328128d090c2a8ddf473e912,f0241872c42bec3cb1103dcdb5a787dfd4f748f98a67f71e28630c81f774b4e2,2f83be9bb30fb0f5a7879963e1f46a9763b4b61214b9832ec6d838785e1d0f89,8115977277e8e52cedba24e6026c889826f0c598f00f96e7521dc9fac3803716,6401ac1ba8890b65060574e968b5763da37da96f0395895c15a61b0c39d2abcc,445ced16180cf70c424ac578f484bc7eff861591cd0b1f6958791c869f7378ce,a122c80af49ea0a0e86cc5b1aabe6a28830f621ee2889318c57fd877c10e2fc7,326e6bdbfdb8b4828b77df83c71a5e92c7a89393f9e2823a16dec84036a0c5c6,ee83e12765836374863dc5f176f9ef1a6bce935c24c3f2252b931763dc53382e,693e01a160c300282cdb31d94da89e26549c08c7e44873ff1153b6d3f0b9f135,daf20b4aba03ec0cf3a0cfbb396acc92cc7b81b5e37b48ffe0850ecc9546a222,a394f5cd51f781787136e5c07e01affb4c0bd6d9e2617fbfdf3dd0ca68e01ef3,2400afc84ed80a89cff087a21e06a8b213d53a05c4ef8f7a342842487afe1a9e,d734a52d2cb1ab0a9aec1a5a36ee82acdc50c71a8070314771f9e3903d6851bf,d71aab65ae08f9e0d96d2f2a070d3f722406bbdc7e9b3c6ae9c2edc6b8ebdb7c,94b2229c1d858720b855ded2e6a20eae9e3fc8ee4498f6698e4805aa286b7aad
"670300010","0","0","61001007","0","0","61001005","61001004","650002011","273","0","18","0","0","1","0","0","1","0","670110010","0","0","0","670090110","0","1","0","0","36","0","0","0","0","30","1","0","1","0"
"670300010","0","0","10011001","101011","0","10011003","10011002","650002012","273","0","66","0","0","1","0","0","1","0","670390010","0","0","0","670120008","0","1","0","0","66","0","4","0","0","66","1","0","2","0"
"670050009","101011","0","10011004","0","0","10011006","10011005","650002013","273","0","66","0","0","1","0","0","1","0","670420010","0","0","670230010","670380009","0","1","0","0","66","0","0","0","4","66","1","0","3","0"
"670060011","0","0","61001007","0","0","61001005","61001004","650002021","281","0","18","0","0","1","0","0","1","0","670440011","0","0","0","670370011","0","1","0","0","36","0","0","0","0","30","1","0","1","0"
"670210111","0","0","10011001","101011","0","10011003","10011002","650002022","281","0","66","0","0","1","0","0","1","0","670080011","0","0","0","670330009","0","1","0","0","66","0","4","0","0","66","1","0","2","0"
"670380110","101011","0","10011004","0","0","10011006","10011005","650002023","281","0","66","0","0","1","0","0","1","0","670160011","0","0","670340011","670290111","0","1","0","0","66","0","0","0","4","66","1","0","3","0"
"670090012","0","0","61001007","0","0","61001005","61001004","650002031","288","0","18","0","0","1","0","0","1","0","670130012","0","0","0","670060012","0","1","0","0","36","0","0","0","0","30","1","0","1","0"
"670300112","0","0","10011001","101011","0","10011003","10011002","650002032","288","0","66","0","0","1","0","0","1","0","670070012","0","0","0","670090012","0","1","0","0","66","0","4","0","0","66","1","0","2","0"
"670030012","101011","0","10011004","0","0","10011006","10011005","650002033","288","0","66","0","0","1","0","0","1","0","670100012","0","0","670210112","670040011","0","1","0","0","66","0","0","0","4","66","1","0","3","0"
"670280013","0","0","61001007","0","0","61001005","61001004","650002041","298","0","18","0","0","1","0","0","1","0","670020013","0","0","0","670030013","0","1","0","0","36","0","0","0","0","30","1","0","1","0"
"670300013","0","0","10011001","101011","0","10011003","10011002","650002042","298","0","66","0","0","1","0","0","1","0","670390013","0","0","0","670120011","0","1","0","0","66","0","4","0","0","66","1","0","2","0"
"670380112","101011","0","10011004","0","0","10011006","10011005","650002043","298","0","66","0","0","1","0","0","1","0","670420013","0","0","670160013","670270013","0","1","0","0","66","0","0","0","4","66","1","0","3","0"
"670300014","0","0","61001007","0","0","61001005","61001004","650002051","309","0","18","0","0","1","0","0","1","0","670110014","0","0","0","670090114","0","1","0","0","36","0","0","0","0","30","1","0","1","0"
"670300114","0","0","10011001","101011","0","10011003","10011002","650002052","309","0","66","0","0","1","0","0","1","0","670070014","0","0","0","670090014","0","1","0","0","66","0","4","0","0","66","1","0","2","0"
"670290214","101011","0","10011004","0","0","10011006","10011005","650002053","309","0","66","0","0","1","0","0","1","0","670250014","0","0","670130114","670330012","0","1","0","0","66","0","0","0","4","66","1","0","3","0"
"670060015","0","0","61001007","0","0","61001005","61001004","650002061","313","0","18","0","0","1","0","0","1","0","670440015","0","0","0","670370015","0","1","0","0","36","0","0","0","0","30","1","0","1","0"
"670300015","0","0","10011001","101011","0","10011003","10011002","650002062","313","0","66","0","0","1","0","0","1","0","670140015","0","0","0","670050014","0","1","0","0","66","0","4","0","0","66","1","0","2","0"
