dfabd84d732b548907bff9eca2c9f2f6f0fafa0eaf2fe13d7dfd7499a9402500,36facb753398a532910f27c4f670b52ed7dbf65fd433ef8229897e2e5bc5cfff,86c12403d1c1daba173ebb67fb1e4c2c288f38524b29468af9f263ec87e37d22,0c12720953cab710760fda9fc03f15cdb0e63b6de4068978ba1dd65554558470,97626ebfe7f0ec3e08c4039da3381e99ef00cedbf295eeeea4b1209ecf2d23c6,2f0564d40d784b75fbec64149f4b26d3520d05ad1915c087ec1560f904b4dcce,f31ef27158872ef7c19615101a953c5d3821e392d601a50074ea0006d1b53c52,be9da3c335daa83f9ab5bf1faf77bb8488feadf85b5e0d80a9e83fdcfd7ecd29,3eb90371ce1bd13e268c6b08628665954226ce916af896001e84a1ce6d6457f7,25155733cbfa2c9243c2e36f0f6528dcab671a95734ae6b51721a3567398e9ea,53184b5592b788d177798924eeaa19f078310d10d1508a2ed5de1fb0b7cb2345,4540a0b7af51b8564c50f6cabb4573f89ab7d9a004bf542d5fdb3c296e87c71a,0bcf6f0eaddc7e457851fe1f4778ab5b174e396efdf48fe7a14fa91ba74898f7,96500bcdbe28bbc2bfed8c340125dff5cf6cce085df16e5d9df3c83732dfac7e,86f973f60d3dcf1090608a3278a0191000751fcbbd5feb50b855203a993bfd27,ff2d15805cd312c356c185f845b5d828baf75e8eba76f95bbdc16ba45765072a,7d106c4634bcc6f496dae2f215738085c38ab30a30bb8c93e545adc29fcc2e89,c3ce45dd04c1758b580cfd6146644630b1c7940b000d4257adef373183452335,e7b69dde93b6cb4d099572074eb3ddc2000539d127e811f56ce546307c18110b,77951ca364e391b83179d39e9c4cb3f22350f73aaf81a6a6f7559217b95bcd7c,6f6736ad6b458cfc580ae6eaa7fb18d287beaa9fbc410e9f31d6d0b7f3bf67f6,fff9e2a9e71056ac4f2f7ac87d4e050a542a765205ff2239b5bed445f4c5655d,be3d15a5bd94357e6589922a819ea5db57767f7d3a188210d0e706cd6170fad7,617188ea821c53a15a29f4bc5d8fdba180a42162e34c64d1499b70ea66915e4b,2573c74deb61f427d4dc0e8dd708c183dd96ac10a76b0ac6b60f8ed137f2986c,907e92cb20a50df0db8ccf19ee3c8c554e81d387a9277eb004b8e4de1e1f8db7,3039fb6e719473a081a67dbd2ef34203e8bd030b5b4c983b198492dcd90b112f,cac8b78a77a12c1e4b01cca82a27e6f87cf8807901dd6a21cbafc87f1e0603ed,517b54c3e23cb4686e8f9527f90348f6a463022b37acf7ffb73922d487311406,60a4cc1df72b270865fb290d9b181d081c7334f15a8a86d2e6a512364523c6fd,7c5e89e5b56fc2405f54908a58e63b442d955e6beac236a11e1fde16bdc5f6f6,c98be132d2fdef821ef2884e0bebf432bc41ff51dd80832a635e991eef89991f,8ca672e6d30356c6d986707cb488a6212e6d56554eb904f3c4250df96a0f6734,58d97d63dcf9a8bb42a28ccc954f84550cea04672d7069cdc6a05a6c30047b18,8e3b5216dc3ff9cb2d3c9a321da09c3547aa0109cb8f1e4cef5063bb840d18d1,005fe271d15b32e6e1c549ad0a4b39881a21a42f5a7921b04e3e11943b44b6c8,0dee7938bb88846e1d5f8df81548e464e8f83fa24e33cd721eb53aca5ea8742d,673d122fbfb216f24cf87c28f2e3667fc1343aede67e2f4b6993f9eeb9ce16f6,bff1ed2078119741cc938d4ea2d28ead0041f34a7a1cf3e1b76326d64af25328,fb47372a670622d41d0f9bba4a993fcb62b6b7582d5649b2819641293acfc872,5071f5a4072bd8a2ca6458f3ac108b5a0c8afaf8bc734cf795b3803f2e660bc6
"0","1","0","61001007","61001005","30","600000001","0","0","0","0","0","0","620060001","0","620090001","0","0","0","61001004","1001","0","1","0","0","0","0","0","36","258","18","0","1001","0","600110011","1","620130001","0","1","0","1"
"0","1","0","61001007","61001005","30","600000002","0","0","0","0","0","0","620060001","0","620090001","0","0","0","61001004","2001","0","1","0","0","0","0","0","36","258","18","0","2001","0","600110021","1","620130001","0","1","0","1"
"0","1","0","61001007","61001005","30","600000003","0","0","0","0","0","0","620060001","0","620090001","0","0","0","61001004","3001","0","1","0","0","0","0","0","36","258","18","0","3001","0","600110031","1","620130001","0","1","0","1"
"0","1","0","61001007","61001005","30","600000004","0","0","0","0","0","0","620060001","0","620090001","0","0","0","61001004","4001","0","1","0","0","0","0","0","36","258","18","0","4001","0","600110041","1","620130001","0","1","0","1"
"0","1","0","61001007","61001005","30","600000005","0","0","0","0","0","0","620060002","0","620090002","0","0","0","61001004","5001","0","1","0","0","0","0","0","36","268","18","0","5001","0","600110051","1","620130002","0","1","0","1"
"0","1","0","61001007","61001005","30","600000006","0","0","0","0","0","0","620060003","0","620090003","0","0","0","61001004","6001","0","1","0","0","0","0","0","36","273","18","0","6001","0","600110061","1","620130003","0","1","0","1"
"0","1","0","61001007","61001005","30","600000007","0","0","0","0","0","0","620060004","0","620090004","0","0","0","61001004","7001","0","1","0","0","0","0","0","36","281","18","0","7001","0","600110071","1","620130004","0","1","0","1"
"0","1","0","61001007","61001005","30","600000008","0","0","0","0","0","0","620060005","0","620090005","0","0","0","61001004","8001","0","1","0","0","0","0","0","36","288","18","0","8001","0","600110081","1","620130005","0","1","0","1"
"0","1","0","61001007","61001005","30","600000009","0","0","0","0","0","0","620060006","0","620090006","0","0","0","61001004","9001","0","1","0","0","0","0","0","36","298","18","0","9001","0","600110091","1","620130006","0","1","0","1"
"0","1","0","61001007","61001005","30","600000010","0","0","0","0","0","0","620060007","0","620090007","0","0","0","61001004","10001","0","1","0","0","0","0","0","36","309","18","0","10001","0","600110101","1","620130007","0","1","0","1"
"0","1","0","61001007","61001005","30","600000011","0","0","0","0","0","0","620060008","0","620090008","0","0","0","61001004","11001","0","1","0","0","0","0","0","36","313","18","0","11001","0","600110111","1","620130008","0","1","0","1"
"0","1","0","61001007","61001005","30","600000012","0","0","0","0","0","0","620060009","0","620090009","0","0","0","61001004","12001","0","1","0","0","0","0","0","36","321","18","0","12001","0","600110121","1","620130009","0","1","0","1"
"0","1","0","61001007","61001005","30","600000013","0","0","0","0","0","0","620060010","0","620090010","0","0","0","61001004","13001","0","1","0","0","0","0","0","36","326","18","0","13001","0","600110131","1","620130010","0","1","0","1"
"0","1","0","61001007","61001005","30","600000014","0","0","0","0","0","0","620060011","0","620090011","0","0","0","61001004","14001","0","1","0","0","0","0","0","36","336","18","0","14001","0","600110141","1","620130011","0","1","0","1"
"0","1","0","61001007","61001005","30","600000015","0","0","0","0","0","0","620060012","0","620090012","0","0","0","61001004","15001","0","1","0","0","0","0","0","36","341","18","0","15001","0","600110151","1","620130012","0","1","0","1"
"0","1","0","61001007","61001005","30","600000016","0","0","0","0","0","0","620060013","0","620090013","0","0","0","61001004","16001","0","1","0","0","0","0","0","36","351","18","0","16001","0","600110161","1","620130013","0","1","0","1"
"0","1","0","61001007","61001005","30","600000017","0","0","0","0","0","0","620060014","0","620090014","0","0","0","61001004","17001","0","1","0","0","0","0","0","36","356","18","0","17001","0","600110171","1","620130014","0","1","0","1"
