c01c24170ff81d220823202314e8f2f5f6fa0bb79e909806588f9a6945d84a5c,844f69aa2e03571f2fe851dfaa284abe5ad37e689816eee5098cc13c752a9207,ab9eac11e7446be30db8653fe817ec492d506f5d5fb9c93712f79945dbf01047,b1946f46aad743bdfac19a79821f404cec8bde8e305c7898ccedd71732fb531f,99371d4accec1e57f92c01626d13446bd6fd36853db6ccd8a5783ac90aafa953,e6aa9d2154c437b8957624a1462eddb11128085937a9251bc1ea78fecf249fe3,4601b86c32731d0b9e95138baaa65bc61a1686aa3522cb2193019dfb06e309ae,8b0278efbb2d2370b4e2713c18b602c370e26ff6dba96745c17b90dd338408ba,187cbba103b91de714f65d7940cd97b5a8710f97c1fffac4a6d9e280206f8edc,e6c9df6536f0889f299d9c5f9f522e0a4749156f6b75e3df37edba9ec68a5646,6b486a713a7152b3134d8876d2d1a172346425ae0cdcef471b87f68cf79b3d57,aea9d480d647401706ebed0d32f98ef8cb850cccc40aa52339bb4c4c48b1061a,0f0d0f1fc469e147ee460e71963002ef8bed7486ab8731a3e0c4bcd584f37f8a,d002a47bdf5661956eeabb6574ff31dbbe0f066e666dd1e5b683969add6de442,5f24693640f8cc317c44b146484a13a6000e45ce8eaebadb01d8f5a4b05df178,857100b9c197a126e4ade64d37db0f1ec763a33064442c8764d9968cc4525f3b,910db49f60be5c6c395c8ff142ee3ad54384769bcece1e1c672dd93d25c21dd1,0c581aae83a79ee323bcd917b547013aa93ca39c08662496899074252f2bb865,54163ba92c7ac637348b4466647857c90169d21cef10962fafd807af093cfbcc,4541139c663516571cce74a5e1b1b708daf737d70610ab99f1de07bddc981be4,ddd97177f7d7f6870b97fb816249b17df9a67e7c2cabd08da1425e08504818cc,fb3d132853e65dd8d1f08174ba63e2201aa64dff8f5804cf6ab09da57682b51d,d3a606cb313bf9c6cc7d4c75c32892f57469426a2b8326f5b38b8d9e3936a8b8,c52cbc2729298fafc201fbb254972f5d334b529f78d7925e34b4127c2d08fdab,1f3fddce8d6e97c78c4e074ecec5d9906b5749e2ae259334605bee6b16fa716f,f6889d644e6060d33a9d839323634354c120f042915e8933b373b8123c6a4f7e,62b63e82f5a8a5ac256d155784d1848841e0998af994cd26353a3718e849fdb3,75a051671720974cf26d8b4f9d74290f7d3804b7f4b80414b955a91067877084,ffd92966664ed4127228a0fced23a79baba2e6759f466192415a56ce9adaf664,a6d895a80e350a74a32c6439d9b16712001ce54efcb90b05a7be8499cf5873b4,b9650f269a31245f71393f7b089666a0e80053649b6e459d79da00bf008728b8,495fc0cc1ff6f950a27f6c1c0eeedb6302439673b1575ce19cb98390fdaf821d,c0c88d08130f2598bfe33220c65690f4ddc48b98f1f0b0f8c0b860b2c811d6f9,ecbfff6ef24399d694a10b7b17fc1c99f24f9043a7ed66878ce39ce5e501da27,9f7750ad653ad44f6c3666a4db5e655997703923a4435d4dd831dc4c7414034f,319b6bc09b4b0a2efb39050e3f010bf2e5b2d7656adeca3c749d23f4be84c0a3,c7bc0ed0900332cf121b7d8d6ee76ba168cca4f7877fc228411fe349d3c26e3c,f469c6b5070bfa8e0a033f141253b548cbc398158f785ce8a83d4ba4238e7588,28aa40867485415d97273269d523bc8c803a59c630db77d7d673fd79dc2cfe87,dc2e598b86e75216bb9dc4081172fad08940ad199a1b27788da7c57ed3e87054,fc72f13c36b5efe3b855633168edb8b08b1dad9a531bd83145abfe57478fc641,a29de93b045a19f003e196d67bd84e07419a652f2c9f5e5b75bc4c45ffaa5af6,4a21f9a4d40ddb03e228be31999d1cc792560287d461ebdd2d47a17657e538cd,347d2f242ef51d289f440591b33039668589537e5bd319e88225b620de304722,712ff786cabc2c65061c683540f53aba991ed46156eacffd80f86615c2b49945,5a20f165bdf9b3aa1ab9204019399807d111ec4a05242b7ecf53e5d06caa37b8,63fd58d6f62fab572f9cf5b25f48551420e28deb7d175bc241688109ed4a1ac3,c4f9b3ccb5330f96e839e7329640e57abe329517964732569d656f9a0d54173c,9e033b9289654cca138e6bcfefe7c21e7760fe283747a4d47fbaa4dedde97616,28eb96e3624aea6b89da6f5d13e8f4c057e1dfc1c60a2534f08f8ac1f76fee21
"1","5","299","0","0","0.7","1","0","94002","-101","0","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","0","0","0","0.7","-301","0","1","2100101","0","12000","91002","100","0","500","0","101181","0","30","710100011","71010001","40001","0","99","90","0","0.7","113011","0.7"
"2","5","299","0","0","0.7","1","0","94002","-101","1","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","0","0","0","0.7","-301","0","3","2100102","0","12100","91002","100","0","500","0","101181","0","30","710100021","71010002","40001","0","99","90","0","0.7","123042","0.7"
"3","5","299","0","0","0.7","1","0","94002","-101","1","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","0","0","0","0.7","-301","0","4","2100103","0","12200","91002","100","0","500","0","101181","0","30","710100031","71010003","40004","0","99","90","0","0.7","113071","0.7"
"4","5","299","0","0","0.7","1","0","94002","-101","1","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","0","0","0","0.7","-301","0","2","2100104","0","12300","91002","100","0","500","0","101181","0","30","710100041","71010004","40001","0","99","90","0","0.7","123072","0.7"
"5","5","299","0","0","0.7","1","0","94002","-101","1","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","0","0","0","0.7","-301","0","1","2100105","0","12400","91002","100","0","500","0","101181","0","30","710100051","71010005","40001","0","99","90","0","0.7","113012","0.7"
"6","5","166","0","0","0.7","1","0","94002","-168","1","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","333","0","0","0.7","-335","0","3","2100106","0","12500","91002","100","0","500","0","101181","0","30","710100061","71010006","40004","0","-1","90","0","0.7","113013","0.9"
"7","5","166","0","0","0.7","1","0","94002","-168","1","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","333","0","0","0.7","-335","0","4","2100107","0","12600","91002","100","0","500","0","101181","0","30","710100071","71010007","40004","0","-1","90","0","0.7","123041","0.7"
"8","5","166","0","0","0.7","1","0","94002","-168","1","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","333","0","0","0.7","-335","0","2","2100108","0","12700","91002","100","0","500","0","101181","0","30","710100081","71010008","40004","0","-1","90","0","0.7","123161","0.7"
"9","5","166","0","0","0.7","1","0","94002","-168","1","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","333","0","0","0.7","-335","0","1","2100109","0","12800","91002","100","0","500","0","101181","0","30","710100091","71010009","40004","0","-1","90","0","0.7","113162","0.7"
"10","100","0","0","94002","0.7","1","0","113191","0","-1","-100","bgm_M126","1","0","0","1","0.7","0","0","100","1","0","0","0","0.7","-1","12900","3","2100110","0","5","140000","100","0","500","0","101183","0","1","710100101","71010010","40004","0","0","90","-20","0.7","91002","1"
"11","5","166","0","0","0.7","1","0","94002","-168","1","-100","bgm_M127","0","0","0","1","0.9","0","0","100","1","333","0","0","0.7","-335","0","4","2100111","0","13000","91002","100","0","500","0","101181","0","30","710100111","71010011","40004","0","-1","90","0","0.7","123192","0.7"
"12","5","166","0","0","0.7","1","0","94002","-168","1","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","333","0","0","0.7","-335","0","2","2100112","0","13100","91002","100","0","500","0","101181","0","30","710100121","71010012","40004","0","-1","90","0","0.7","123193","0.7"
"13","5","166","0","0","0.7","1","0","94002","-168","1","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","333","0","0","0.7","-335","0","1","2100113","0","13200","91002","100","0","500","0","101181","0","30","710100131","71010013","40004","0","-1","90","0","0.7","113221","0.7"
"14","5","166","0","0","0.7","1","0","94002","-168","1","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","333","0","0","0.7","-335","0","3","2100114","0","13300","91002","100","0","500","0","101181","0","30","710100141","71010014","40004","0","-1","90","0","0.7","113222","0.7"
"15","5","166","0","0","0.7","1","0","94002","-168","1","-100","bgm_M127","0","0","0","1","0.7","0","0","100","1","333","0","0","0.7","-335","0","4","2100115","0","13400","91002","100","0","500","0","101181","0","30","710100151","71010015","40004","0","-1","90","0","0.7","123251","0.7"
