dde77708c474cbf3c24035e83effb67c17b81e4e2e93a412d06d4f7e0a0d2bb6,e18a688ab52c1e525016fbe18d02e4343b7a1bdd6e36af548ee7097751396317,9a1f530409eae514580605a933818f25ebb4f301036780ba2eda1001bfc6a1e0,e1c10513041634a89823cc6bb3911d417830e76b2cadd37924bee2c0562119dd,84c4efbc35ab181ac06e2883e33d84bdbbed66cd074862ff95814b1c6c4083c0,89f6a0711370c3ef1e04dc33ba521c1a0f0793021611cc5344688f5ea0f94238,c3fb0286750734a4815a728cf7828d1895531cce571295cf0f5acf210cf71c83,480a5f1b11a53154d5e0d2837b4c0f74591c41990c81a554f41e80dc1f74e50e,8c87daa2f584b311476e43dab5174d97c5f7746e25c5e4459b9ecaf345977b19,ea2ffcead02fadf2d0541645d6a083368ccfdc806e9749076e77027a0d9ef432,290ffc9d728082e267f0967df54c67f05c71b46025b06755e9cca24ee3a6fab2,ffe4182d1237025820fb52f5065f6491756ea68717f6d942c7c706e07c55e7d1,39214a94b2239a6ee080f433477f234d875e5bd27e14809502686e6e705079b0,ebe23f226e2806e2da55deaf7cbc68d2ef2156a8ad3118c19f7b8131b11355d1,4f30111dd856c8fa6863a6f4fc793d43bd5203c096f16809c3ef332a41c3b9e7,b9985192ca09a8ed26e291b5f0eae847f7a027431626d3ee3868a5daac72e732,d393a9c450d817e14c0fa8955f70ecb6e4313f5bebd10be21d77e5d8e7f6432d,ed1ac509c6313b4ac68bd3931908a63123c2a760b9ab7d0855a25298dc4b2fac,a455ac8ff4d7dd4db896171802438fc91532e05ebd9883ef418134deecf82321,135b19f3479501226053faef7025838b69f885af27a0c88b5bbc64175c6811b4,be0df5693299f24fc35c302c5087be2a8b8951096a14f5f3192b201b63acd8c4,652d1325a3673114705dae61425d01f68bbf69a605ec7d3af3885cadffeccade,b90aa54b220fedf00b0b0fa54e9a97e578b1a8473d6e5aa44498b39a0d661f59,52b51e8a1b6b04f1df6c9789975539af9ab2ed8a0b6101d08e7ff6edbe0c24fb,de14dacf406c5328d5f6a8ad90b37358337ae551479b75f48a1e0211d2178205,39273b564f71c6f3231d949fc67d03067a1efe647590e472075b8cc66dedb5ba,29853315e680a50beea0e08e689fd75aa529a9553323b40d41ac55680562a206,5329a6669eef8b9ce703a5df793967cfae2a3c66ea5faf2898c8c29e83f27789,d68ff2e2319346e1da4c3b9e99457d9f349b827e0551e0f8d8995e2a249be192,334128504c65e727adaf153b796ac456c0d9ffb2af5e2c2a561d47eb54cd8ce1,c437d7ff2de5fc394abc6be6e9b932ba7dcfb146d618b500cbc4a8a3f0d7bd36,ac4d409b84dc65a5249a1e79fc5c81d2981b1e1fb28ba85b08afc368c121e341,3b51f8f290056e98eee9a72abd180d1ab3bf2f5205fab40e8b62533f5c047f6a,3fc6efdfb1248725f5d3f6c7495c84e1a26a6eabf3c3868adaf102874426b5ce,a456d2f0f1b17d99a053d0f4f66aa3efdb98c42dbe5d483d2b9504c6b93035ac,c157b814818aa32dea201ebf9530b20f3de8b9a7cb11659a6a4baa63e4371d0f,3d9d7dea1a7e8c7dc32dd3a5209328b4501abfe9e2fd9ff8c815b1adfb0e8eb5,216a9ac353b6331216267aae9291a91a564a30af4076811787f87d2f2a550bbd,59e172c5b66ccbe5de6a1490f5c4f466c73bfa2c9b52300a561b9907f54d0f33,385502141b0b831ab492a31e09d93e492b186eab1a1b2c21edc95c3548170349,cdc0779350540e01f6b6462c05dbf4b66d82d692dda06fd79b28e89ccd4de368,7e1c09237a2a099fffeb8a9661b0986ff2b0946571631015ae8b2d54e318e0a3,e19263590625686b35800a230457e4f5e7b61d071dd52e6e45293caa6da56c97,081e2f7fe6631a263fcc953b17da4d59192f02b3c1ef20e639a4d71e18d2bd9c,b0c59290e317b738c8b09ccca1f620f47260fdf25e90597a64b0e306908ff253,ac2ce303378a34d76adbddb438be0d2c7444c255e9392a7cc363ecc397ab548b,b52d60f389f380e4ec41c5f50c04ca2a326dfb113ffad6f2dcfecfa6493f5144
"2018/09/19 15:59:59","10001101","610001146","bgm_M47","0","2018/08/28 16:00:00","100000","81000105","BOSS戰(NORMAL)","bgm_M47","0","0.03","0.6","10001101","1","81000105","0","0","1000101","1","1","1","0","0","0","610001011","0","0","0","0","0","20","0","1","-40","0","870","0","270","0","770","10001","90","200010","0","1","10"
"2018/09/19 15:59:59","10001201","610001216","bgm_M47","0","2018/08/28 16:00:00","100000","81000106","BOSS戰(HARD)","bgm_M47","0","0.03","0.6","10001201","1","81000106","0","0","1000102","1","1","1","0","0","0","610001021","0","0","0","0","0","30","0","2","-40","0","500","0","270","0","450","10001","90","200010","0","1","10"
"2018/10/28 15:59:59","10002101","610002001","bgm_M102","0","2018/10/03 16:00:00","100000","81000205","BOSS戰(NORMAL)","bgm_M102","0","0.03","0.6","10002101","1","81000205","0","0","1000201","1","1","1","0","0","0","610002011","5002301","0","0","0","0","20","0","1","-40","0","870","0","40","0","770","10002","90","510021","0","1.3","10"
"2018/10/28 15:59:59","10002201","610002002","bgm_M102","0","2018/10/03 16:00:00","100000","81000207","BOSS戰(HARD)","bgm_M102","0","0.03","0.6","10002201","1","81000207","0","0","1000202","1","1","1","0","0","0","610002021","5002302","0","0","0","0","30","0","2","-40","0","500","0","40","0","450","10002","90","510022","0","1.3","10"
"2018/11/25 15:59:59","10003101","610003001","bgm_M109","0","2018/11/01 15:59:59","100000","81000305","BOSS戰(NORMAL)","bgm_M109","0","0.03","0.6","10003101","1","81000305","0","0","1000301","1","1","1","0","0","0","610003011","5003302","0","0","0","0","20","0","1","-40","0","870","30","20","0","770","10003","90","510031","0","1.1","10"
"2018/11/25 15:59:59","10003201","610003002","bgm_M109","0","2018/11/01 15:59:59","100000","81000306","BOSS戰(HARD)","bgm_M109","0","0.03","0.6","10003201","1","81000306","0","0","1000302","1","1","1","0","0","0","610003021","5003301","0","0","0","0","30","0","2","-40","0","500","30","20","0","450","10003","90","510032","0","1.1","10"
"2018/12/24 15:59:59","10004101","610004001","bgm_M116","0","2018/12/01 16:00:00","100000","81000405","BOSS戰(NORMAL)","bgm_M116","0","0.03","0.6","10004101","1","81000405","0","0","1000401","1","1","1","0","0","0","610004011","5004301","0","0","0","0","20","0","1","-40","0","870","30","20","0","770","10004","90","510041","0","1.1","10"
"2018/12/24 15:59:59","10004201","610004002","bgm_M116","0","2018/12/01 16:00:00","100000","81000406","BOSS戰(HARD)","bgm_M116","0","0.03","0.6","10004201","1","81000406","0","0","1000402","1","1","1","0","0","0","610004021","5004302","0","0","0","0","30","0","2","-40","0","30","30","20","0","450","10004","90","510042","0","1.1","-5"
"2018/12/24 15:59:59","10004201","610004003","bgm_M116","0","2018/12/01 16:00:00","100000","81000406","Boss戰(VERYHARD)","bgm_M116","0","0.03","0.6","10004301","1","81000406","0","0","1000403","1","1","1","0","0","0","610004031","5004308","0","0","0","1","30","0","3","-40","0","500","30","20","0","450","10004","90","510042","0","1.1","-70"
"2019/01/25 15:59:59","10005101","610005001","bgm_M124","0","2019/01/03 16:00:00","100000","81000505","BOSS戰(NORMAL)","bgm_M124","0","0.03","0.6","10005101","1","81000505","0","0","1000501","1","1","1","0","0","0","610005011","5005301","0","0","0","0","20","0","1","-40","0","870","90","90","0","770","10005","90","510051","0","1.3","10"
"2019/01/25 15:59:59","10005201","610005002","bgm_M124","0","2019/01/03 16:00:00","100000","81000506","BOSS戰(HARD)","bgm_M124","0","0.03","0.6","10005201","1","81000506","0","0","1000502","1","1","1","0","0","0","610005021","5005302","0","0","0","0","30","0","2","-40","0","370","90","90","0","450","10005","90","510052","0","1.3","-115"
"2019/01/25 15:59:59","10005201","610005003","bgm_M124","0","2019/01/03 16:00:00","100000","81000506","Boss戰(VERYHARD)","bgm_M124","0","0.03","0.6","10005301","1","81000506","0","0","1000503","1","1","1","0","0","0","610005031","5005308","0","0","0","1","30","0","3","-40","0","520","90","90","0","450","10005","90","510052","0","1.3","58"
