ef3a799069035a1459b91defe48cd9f2a3e425ab1af1a0a77cc06ca254d9028a,385cc9ea2841753c869b338cf2e863cf73cdde76e159119a15c364a65fd088b6,264f85bafdfb9ecd3ca3582613e908242b83bb48d2601b4cbae41650b394ea3b,90d634b97e71e0d41d6848ebbad87e276d6e4475e57c999801525fed8ebc956f,981c12583adb14ca542068b0d9d9715ee7f73e8bb8b983095a245d7583554a78,466f26dfff3a5fc4e704eba9a3640d2ea1b565023824ac7baae9e521afb1d51e,2c83312455adf6913d31e622e151d097fcfcd2e41c91b341bcc5daa23055e5c9,1ac1a649fcf0f403cf26804ec56fe50f92e5a6388e79c51087ebdc42071393bb,2046b534118aa1240edc34f9e9e1504fb437a9c2a7c02488315d39ceaf170c76,0daae8bc6bb8e9b4167b0c94607800d6e198a78a88bb9ba140ca8ab1eda35cce,56dc25f87eaecd3e3431993d9bffb8597ef419c517692353198ee1ad182e8e27,ddb10aaa38785cb30cfdac3485de04305efb5a465d19b58a487212f45083fe89,ab8dadb0ae656313ad2b1ede991739060f9a3a35b5fcf64c56a1b4434e1d9e91
"0","0","5032","0","2018/08/28 16:00:00","0","0","2020/07/02 16:00:00","-6","1","2030/04/19 15:00:00","20001","10001"
"0","0","8135","0","2018/10/03 16:00:00","0","0","2020/08/03 16:00:00","-3","1","2030/04/19 15:00:00","20002","10002"
"0","0","201","0","2018/11/01 15:59:59","0","0","2020/09/04 16:00:00","-8","1","2030/04/19 15:00:00","20003","10003"
"0","0","3394","0","2018/12/01 16:00:00","0","0","2020/09/30 16:00:00","-5","1,2","2030/04/19 15:00:00","20004","10004"
"0","0","3060","0","2019/01/03 16:00:00","0","0","2020/11/02 16:00:00","-3","1,4","2030/04/19 15:00:00","20005","10005"
"0","0","1412","0","2019/02/01 12:00:00","0","0","2020/12/04 15:00:00","-5","1","2030/04/19 15:00:00","20006","10006"
"0","0","3481","0","2019/03/06 16:00:00","0","0","2021/01/20 16:00:00","-2","1,5","2030/04/19 15:00:00","20007","10007"
"0","0","3490","0","2019/04/03 16:00:00","0","0","2021/02/09 16:00:00","-3","1","2030/04/19 15:00:00","20008","10008"
"0","0","5402","0","2019/05/02 16:00:00","0","0","2021/03/25 16:00:00","0","1,6","2030/04/19 15:00:00","20009","10009"
"0","0","2192","0","2019/06/03 16:00:00","0","0","2021/04/21 16:00:00","-5","1,7","2030/04/19 15:00:00","20010","10010"
"0","0","5034","0","2019/07/01 16:00:00","0","0","2021/05/26 16:00:00","0","1,8","2030/04/19 15:00:00","20011","10011"
"0","0","402","0","2019/07/17 16:00:00","0","0","2021/06/25 16:00:00","-5","1","2030/04/19 15:00:00","20012","10012"
"0","0","22","0","2019/08/01 16:00:00","0","0","2021/07/26 16:00:00","-5","1,9","2030/04/19 15:00:00","20013","10013"
"0","0","2174","0","2019/09/03 16:00:00","0","0","2021/08/26 16:00:00","-8","1","2030/04/19 15:00:00","20014","10015"
"0","0","2222","0","2019/11/01 16:00:00","0","0","2021/09/24 16:00:00","3","1,10","2030/04/19 15:00:00","20015","10019"
"0","0","6040","0","2019/12/02 16:00:00","0","0","2021/10/26 16:00:00","0","1,11","2030/04/19 15:00:00","20016","10021"
"0","0","6481","0","2020/01/02 16:00:00","0","0","2021/11/25 15:00:00","-4","1","2030/04/19 15:00:00","20017","10023"
"0","0","8134","0","2020/02/04 16:00:00","0","0","2021/12/24 16:00:00","0","1,12","2030/04/19 15:00:00","20018","10025"
"0","0","3420","0","2020/03/02 16:00:00","0","0","2022/01/26 16:00:00","-2","1","2030/04/19 15:00:00","20019","10027"
"0","0","5283","0","2020/04/01 16:00:00","0","0","2022/02/22 16:00:00","-5","1,13","2030/04/19 15:00:00","20020","10029"
"0","0","1311","0","2020/05/05 16:00:00","0","0","2022/03/25 16:00:00","-4","1,14","2030/04/19 15:00:00","20021","10031"
"0","0","6055","0","2020/06/03 16:00:00","0","0","2022/04/25 16:00:00","-7","1,15","2030/04/19 15:00:00","20022","10033"
"0","0","2022","0","2020/07/02 16:00:00","0","0","2022/05/25 16:00:00","-5","1","2030/04/19 15:00:00","20023","10038"
"0","0","6011","0","2020/08/03 16:00:00","0","0","2022/06/24 16:00:00","-10","1","2030/04/19 15:00:00","20024","10040"
"0","0","5221","0","2020/09/04 16:00:00","0","0","2022/07/26 16:00:00","-5","1,16","2030/04/19 15:00:00","20025","10042"
"0","0","3040","0","2020/11/02 16:00:00","0","0","2022/08/26 16:00:00","10","1,17","2030/04/19 15:00:00","20026","10044"
"0","0","6120","0","2020/12/04 16:00:00","0","0","2022/09/23 16:00:00","10","1,18","2030/04/19 15:00:00","20027","10046"
"0","0","5033","0","2020/12/31 16:00:00","0","0","2022/10/26 16:00:00","-5","1","2030/04/19 15:00:00","20028","10048"
"0","0","5151","0","2021/02/01 16:00:00","0","0","2022/11/25 16:00:00","0","1,19","2030/04/19 15:00:00","20029","10050"
"0","0","6056","0","2021/03/02 16:00:00","0","0","2022/12/25 16:00:00","-8","1","2030/04/19 15:00:00","20030","10052"
"0","0","3351","0","2021/04/01 16:00:00","0","0","2023/01/24 16:00:00","0","1,20","2030/04/19 15:00:00","20031","10054"
"0","0","2191","0","2021/05/04 16:00:00","0","0","2023/02/23 16:00:00","0","1,21","2030/04/19 15:00:00","20032","10056"
"0","0","1122","0","2021/06/02 16:00:00","0","0","2023/03/24 16:00:00","0","1,22","2030/04/19 15:00:00","20033","10058"
"0","20033","1123","0","2021/06/12 16:00:00","0","0","2023/03/24 16:00:00","0","1,22","2030/04/19 15:00:00","20034","10059"
"0","0","2194","0","2021/07/05 16:00:00","0","0","2023/04/25 16:00:00","12","1,23","2030/04/19 15:00:00","20035","10061"
"0","0","5010","0","2021/08/02 16:00:00","0","0","2023/05/26 16:00:00","0","1","2030/04/19 15:00:00","20036","10064"
"0","0","144","0","2021/09/01 16:00:00","0","0","2023/06/26 16:00:00","0","1","2030/04/19 15:00:00","20037","10066"
"0","0","121","0","2021/10/01 16:00:00","0","0","2023/07/26 16:00:00","0","1,24","2030/04/19 15:00:00","20038","10068"
"0","0","394","0","2021/11/01 16:00:00","0","0","2023/08/25 16:00:00","0","1","2030/04/19 15:00:00","20039","10070"
"0","0","1082","0","2021/12/02 16:00:00","0","0","2023/09/25 16:00:00","0","1,25","2030/04/19 15:00:00","20040","10072"
"0","0","181","0","2022/01/03 16:00:00","0","0","2023/10/25 16:00:00","0","1","2030/04/19 15:00:00","20041","10074"
"0","0","5084","0","2022/02/01 16:00:00","0","0","2023/11/24 16:00:00","0","1,26","2030/04/19 15:00:00","20042","10076"
"0","0","6054","0","2022/03/01 16:00:00","0","0","2023/12/26 16:00:00","0","1","2030/04/19 15:00:00","20043","10078"
"0","0","6381","0","2022/04/01 16:00:00","0","0","2024/01/26 16:00:00","0","1,27","2030/04/19 15:00:00","20044","10080"
"0","0","2193","0","2022/05/02 16:00:00","0","0","2024/02/23 16:00:00","0","1,28","2030/04/19 15:00:00","20045","10082"
"0","0","8163","0","2022/06/01 16:00:00","0","0","2024/03/26 16:00:00","0","1","2030/04/19 15:00:00","20046","10084"
"0","20046","8164","0","2022/06/08 16:00:00","0","0","2024/03/26 16:00:00","0","1,29","2030/04/19 15:00:00","20047","10085"
"0","0","2201","0","2022/07/01 16:00:00","0","0","2024/04/25 16:00:00","0","1","2030/04/19 15:00:00","20048","10088"
"0","0","430","0","2022/08/01 16:00:00","0","0","2024/05/26 16:00:00","0","1","2030/04/19 15:00:00","20049","10090"
"0","0","351","0","2022/09/01 16:00:00","0","0","2024/07/26 16:00:00","0","1","2030/04/19 15:00:00","20050","10092"
"0","0","392","0","2022/10/02 16:00:00","0","0","2024/08/26 16:00:00","0","1,30","2030/04/19 15:00:00","20051","10094"
"0","0","3402","0","2022/11/01 16:00:00","0","0","2024/10/26 16:00:00","0","1,31","2030/04/19 15:00:00","20052","10096"
"0","0","8132","0","2022/12/01 16:00:00","0","0","2024/11/26 16:00:00","0","1,32","2030/04/19 15:00:00","20053","10098"
"0","0","6057","0","2023/01/02 16:00:00","0","0","2024/12/26 16:00:00","0","1","2030/04/19 15:00:00","20054","10100"
"0","0","5200","0","2023/02/01 16:00:00","0","0","2025/01/26 16:00:00","0","1,33","2030/04/19 15:00:00","20055","10102"
"0","0","3479","0","2023/03/01 16:00:00","0","0","2025/02/26 16:00:00","0","1","2030/04/19 15:00:00","20056","10104"
"0","0","5033","0","2023/04/01 16:00:00","0","0","2025/03/26 16:00:00","0","1,34","2030/04/19 15:00:00","20057","10106"
"0","0","7213","0","2023/05/01 16:00:00","0","0","2025/04/26 16:00:00","-10","1,35","2030/04/19 15:00:00","20058","10108"
"0","0","8153","0","2023/06/01 16:00:00","0","0","2025/05/26 16:00:00","-10","1,36","2030/04/19 15:00:00","20059","10110"
"0","20059","8154","0","2023/06/08 16:00:00","0","0","2025/05/26 16:00:00","-10","1,36","2030/04/19 15:00:00","20060","10111"
"0","0","4314","0","2023/07/02 16:00:00","0","0","2025/06/26 16:00:00","-10","1","2030/04/19 15:00:00","20061","10114"
"0","0","3301","0","2023/08/01 16:00:00","0","0","2025/07/26 16:00:00","-10","1","2030/04/19 15:00:00","20062","10116"
"0","0","1443","0","2023/09/01 16:00:00","0","0","2025/08/26 16:00:00","10","1,37","2030/04/19 15:00:00","20063","10118"
"0","0","202","0","2023/10/01 16:00:00","0","0","2025/09/26 16:00:00","0","1","2030/04/19 15:00:00","20064","10120"
"0","0","460","0","2023/11/01 16:00:00","0","0","2025/10/26 16:00:00","0","1,38","2030/04/19 15:00:00","20065","10122"
"0","0","2394","0","2023/12/01 16:00:00","0","0","2025/11/26 16:00:00","0","1,39","2030/04/19 15:00:00","20066","10124"
"0","0","1","0","2023/12/15 16:00:00","0","0","2025/12/26 16:00:00","0","1,40","2030/04/19 15:00:00","20067","10136"
"0","20067","2","0","2023/12/15 16:00:00","0","0","2025/12/26 16:00:00","0","1,40","2030/04/19 15:00:00","20068","10137"
"0","0","203","0","2024/01/01 16:00:00","0","0","2026/01/26 16:00:00","0","1","2030/04/19 15:00:00","20069","10126"
"0","0","8460","0","2024/02/01 16:00:00","0","0","2026/02/26 16:00:00","0","1","2030/04/19 15:00:00","20070","10128"
"0","0","1281","0","2024/03/01 16:00:00","0","0","2026/03/26 16:00:00","0","1","2030/04/19 15:00:00","20071","10130"
"0","0","1280","0","2024/04/01 16:00:00","0","0","2026/04/26 16:00:00","0","1","2030/04/19 15:00:00","20072","10132"
"0","0","1301","0","2024/05/01 16:00:00","0","0","2026/05/26 16:00:00","0","1,41","2030/04/19 15:00:00","20073","10134"
