15b5e9638a8664d900d1cf2c29ace6ff42299680bc2c5f1f5c1382364398e226,c8279ec4bda264a9af097d54e0134e9c8f29bfa553f8d78026e8f66f6a406ca8,e77f6e66a070156ee62093f5a494312cc592eec9e07c68c9367324d4d812ed8e,53297f772f1c4b644527e532d93398c1b0c4a5a26d48d36a2e4476909d0411a0,56914ffc9b60e0784beb99594d995af647e509209f08f328b440bd0bb946490c,0af7d97b115c1f4ff4b804c66cbbdd887219499497f1938c934ee7d73a9a20ef,4a815157d792eee93b1ffcb53ce0639d791878701c54b4c8a7522d269c63b263,4f5459a11e8283ac2b6fbf6d732ff0d724497962d1605d99ed0def5ea33db045,797001a1a35a8f57e94197479d91eca3576978bce31601e9c3262c0100798fe6,aae30bde9b1e52033314aae8614ce03f56f810915c2b8a23e280adac50d5a72d,ef03d83beb5089b1eee059c426fdca707b8c5831913c487ece2b1d726f61f9a7,d81cac585169e176a60cb78174f8a713081c276dc29c738cd612a6e4184dc391,4c94a61d91bc751748d58ae5b33a4f66a428adea114c4b8bc895d82266b6710a,277ba3e03c1d85d3af019f8f23a2e9708ce057d75de701ca8f60951dd495fe8c,e41c9f9a58ba97da641c8c17dad4124b3a949cf47659f45a52b4448343f66485,8f21ea020928526744ed75912da19c2a9dfccacff2b69d5dc5337db925a14cbc,b9fec32d1ff7cfb4606656adae8ea634665b3184b232863e4caf895323deccd9,3331341e7b15fe8e5f83dbc73ba1512b8f85bad15b73d7e9314159d0b30f9070,2277354238565de7065c72a78679b62aa0b3fd51fb04c57a69752472f199e552,8665facf991675439e57281b9778ff5ac74c948000a8e008b0194c58c89b8166
"20","0","0","20003","5","0","2","0","0","0","1","0","90006","3100104","1","1001201","1","0","0","2"
"15","0","0","20003","4","0","2","0","0","0","2","0","90006","3100103","3","1001201","2","0","0","2"
"10","0","0","20003","3","0","2","0","0","0","4","0","90006","3100102","10","1001201","3","0","0","2"
"5","0","0","20003","1","0","2","0","0","0","11","0","90006","3100101","30","1001201","4","0","0","2"
"20","0","0","20003","5","0","2","0","0","0","1","0","90006","3100104","1","1001202","5","0","0","2"
"15","0","0","20003","4","0","2","0","0","0","2","0","90006","3100103","3","1001202","6","0","0","2"
"10","0","0","20003","3","0","2","0","0","0","4","0","90006","3100102","10","1001202","7","0","0","2"
"5","0","0","20003","1","0","2","0","0","0","11","0","90006","3100101","30","1001202","8","0","0","2"
"20","0","0","20003","5","0","2","0","0","0","1","0","90006","3100104","1","1001203","9","0","0","2"
"15","0","0","20003","4","0","2","0","0","0","2","0","90006","3100103","3","1001203","10","0","0","2"
"10","0","0","20003","3","0","2","0","0","0","4","0","90006","3100102","10","1001203","11","0","0","2"
"5","0","0","20003","1","0","2","0","0","0","11","0","90006","3100101","30","1001203","12","0","0","2"
"20","0","0","20003","5","0","2","0","0","0","1","0","90006","3100104","1","1001204","13","0","0","2"
"15","0","0","20003","4","0","2","0","0","0","2","0","90006","3100103","3","1001204","14","0","0","2"
"10","0","0","20003","3","0","2","0","0","0","4","0","90006","3100102","10","1001204","15","0","0","2"
"5","0","0","20003","1","0","2","0","0","0","11","0","90006","3100101","30","1001204","16","0","0","2"
"40","0","0","20003","10","0","2","0","0","0","1","0","90006","3100104","1","1001205","17","0","0","2"
"30","0","0","20003","8","0","2","0","0","0","2","0","90006","3100103","3","1001205","18","0","0","2"
"20","0","0","20003","6","0","2","0","0","0","4","0","90006","3100102","10","1001205","19","0","0","2"
"10","0","0","20003","2","0","2","0","0","0","11","0","90006","3100101","30","1001205","20","0","0","2"
"5","0","0","20003","4","0","2","0","0","0","1","0","90006","3100104","1","1001206","21","0","0","2"
"4","0","0","20003","3","0","2","0","0","0","2","0","90006","3100103","3","1001206","22","0","0","2"
