3fbb54ab3a782aa6f1f1a34e54638712a7d72f712b23529340c2ba589500250b,ab5aad03defa16c16dd238b9783d265d7a1147ca6b2467192490aa17701b1b29,78834c2c8ffc84ac7cab7d873dbb99cd0f9e39938a48004cfd68d1a36f8ca2ab,731795ef590c95278cd3bcf26bcbc63fcfcc1064c33d61ff490953d2e7b7e8d5,f4085cb7e796dd6ed9508a0fd9513a994698d937eaec300bb0ec7d20a2b5c71d,368636c679c1c788a1bc5f421796ff1a5166777da1fd8cbde98ee959641633cc,bd6f80094f9e8c6bbd066cca9246f9cfe75090c0166cd9ea4533b3b2d6cb3525,78e4b491263d80e7470c31cbfaf4999d759e76e9cbedd168e774049054cb14e8,c384e25db407465cbe80b52db863941eee925f35fda314878c767355598990a9,24a76b73abcbe8949ec2a1d7d5fb8a8f5aa9756f4693d2e5a51e1b5849fb7975,2e40f7a2a3b831c1334ec3123f3d430a2b9f275f6cbc4bbfaa9171f1e6769deb,da0cc35839932a5e45cc64376aea6ed34e7f0c9ba084c5b3193a03429e45132d,0fe90788403f6c1a2584c576a303f1d34ade4b581718fe380ce2aaf710c97ae0,2e5bed28f95bdad48002dfcec8f2b126ab68622e46f5893e1b0c6c26e037d254,0c6e6fbb16d1a43ee4ffd2742baa3525ed39fb3e356c7ec3807057530a8cebfb,7655df90c6314203dcce8a57621d1a721f756aebc027d8a1c5565e284b11177b,4d891ca19ba275e0a7f1b89c622b1e92aaa4da9dcea1694baef706bea5446e4e,07e1a8d534c0cd95c096c9bed8bdbc381e446478822f61251018d6e61fee0463,858ee6513808ef6d6b7207a17e352b3c68be8b0629a18e45690c5e370b6587d0,2af8cc8ad92c6b6e948528e02c3ea0b1b5c1e984c60c7bcefb304b113f66c903,fd2079f900377e4476a4ef15618e1b79e2522600e6904f34ad4cdc40331f5c5e,fe1e53d5d2e46f1618c9e563f99a7a0b3d133bc546d1cedb29b63dc524640f80,c5e6eeb1eb3c5a87be0fbedbe831a13be0ee520a8db3a4f96ea2c924d879e86d,d559b165cb637b414563e088f9dbad821964fedc9abb095523811263ba05a4dd,bb7dc1c9aed209c48110d42061f1d3ff338a778914f2940acbb03a1d2e8e16ac,b8213563b118e5158ea1421456192ce756f862a2a1a1e13ebbebf5241d57f6ad,0c875b02c709a6920a911fe2f0136025f51849267e01d2d9e5bf886239c94254,7cd88d2ffd64630dba4d0a5748c8a05741d08ac65d63f0ed8554eb38f04f5e2d,61dc380b498e8803ff6b6dd69e51d8c6421d73dcce17d95acbbda00d7c7ca43d,097245e91e6d94801207291bc6aa8d34ebbba9cc4b06f60a2f417e00085b7bfd,e62fb1aa75c95e811108c49efbd35b2e9dfc5bc15b3472f9f548d52119aba352,88356c1a0acd9eab5afb1626b176a6d1935971fb73bb60db9317743b167a8509,119e567dd0810e51eda2b7d9270b67fff44af449fadefea39146421c3077c5f2,d7ad87a223b0c4f68a9d8d7734cbb8d9a1db0bb3985dd6f63ad695fca7743a20,8fc27847b8fb5f4319ae6ea65035d99e5a834efb967f3fc94c1f83865e609fc7,2574817d8dca4cd15c96cd163a2ccea6525287e8b4f12ff7c4dcb6436b31d77a,458ad79cd916992e80af8564866ce02b004f321856e21bd40e61745793bfda16,d29c6891b6b927560b3134946eb91f22f058be9ed3e49b51165972dab2d75a4f
"0","61001007","670300010","670110010","273","0","36","0","0","0","670090110","0","0","0","0","0","0","0","0","1","61001005","0","18","30","0","0","61001004","0","0","0","0","0","1","1","650002011","1","0","1"
"0","10011001","670300010","670390010","273","0","66","0","0","0","670120008","101011","4","0","0","0","0","0","0","2","10011003","0","66","66","0","0","10011002","0","0","0","0","0","1","1","650002012","1","0","1"
"0","10011004","670050009","670420010","273","0","66","670230010","0","0","670380009","0","0","0","101011","0","0","0","0","3","10011006","0","66","66","0","0","10011005","0","0","4","0","0","1","1","650002013","1","0","1"
"0","61001007","670060011","670440011","281","0","36","0","0","0","670370011","0","0","0","0","0","0","0","0","1","61001005","0","18","30","0","0","61001004","0","0","0","0","0","1","1","650002021","1","0","1"
"0","10011001","670210111","670080011","281","0","66","0","0","0","670330009","101011","4","0","0","0","0","0","0","2","10011003","0","66","66","0","0","10011002","0","0","0","0","0","1","1","650002022","1","0","1"
"0","10011004","670380110","670160011","281","0","66","670340011","0","0","670290111","0","0","0","101011","0","0","0","0","3","10011006","0","66","66","0","0","10011005","0","0","4","0","0","1","1","650002023","1","0","1"
"0","61001007","670090012","670130012","288","0","36","0","0","0","670060012","0","0","0","0","0","0","0","0","1","61001005","0","18","30","0","0","61001004","0","0","0","0","0","1","1","650002031","1","0","1"
"0","10011001","670300112","670070012","288","0","66","0","0","0","670090012","101011","4","0","0","0","0","0","0","2","10011003","0","66","66","0","0","10011002","0","0","0","0","0","1","1","650002032","1","0","1"
"0","10011004","670030012","670100012","288","0","66","670210112","0","0","670040011","0","0","0","101011","0","0","0","0","3","10011006","0","66","66","0","0","10011005","0","0","4","0","0","1","1","650002033","1","0","1"
"0","61001007","670280013","670020013","298","0","36","0","0","0","670030013","0","0","0","0","0","0","0","0","1","61001005","0","18","30","0","0","61001004","0","0","0","0","0","1","1","650002041","1","0","1"
"0","10011001","670300013","670390013","298","0","66","0","0","0","670120011","101011","4","0","0","0","0","0","0","2","10011003","0","66","66","0","0","10011002","0","0","0","0","0","1","1","650002042","1","0","1"
"0","10011004","670380112","670420013","298","0","66","670160013","0","0","670270013","0","0","0","101011","0","0","0","0","3","10011006","0","66","66","0","0","10011005","0","0","4","0","0","1","1","650002043","1","0","1"
"0","61001007","670300014","670110014","309","0","36","0","0","0","670090114","0","0","0","0","0","0","0","0","1","61001005","0","18","30","0","0","61001004","0","0","0","0","0","1","1","650002051","1","0","1"
"0","10011001","670300114","670070014","309","0","66","0","0","0","670090014","101011","4","0","0","0","0","0","0","2","10011003","0","66","66","0","0","10011002","0","0","0","0","0","1","1","650002052","1","0","1"
"0","10011004","670290214","670250014","309","0","66","670130114","0","0","670330012","0","0","0","101011","0","0","0","0","3","10011006","0","66","66","0","0","10011005","0","0","4","0","0","1","1","650002053","1","0","1"
"0","61001007","670060015","670440015","313","0","36","0","0","0","670370015","0","0","0","0","0","0","0","0","1","61001005","0","18","30","0","0","61001004","0","0","0","0","0","1","1","650002061","1","0","1"
"0","10011001","670300015","670140015","313","0","66","0","0","0","670050014","101011","4","0","0","0","0","0","0","2","10011003","0","66","66","0","0","10011002","0","0","0","0","0","1","1","650002062","1","0","1"
