42e0f9accab332bf2e07255d52f39cce03d32a033c865cd440d669ae80732cc3,5175fcce94e0a53e584b33bd4d6b0cd49f806a40a6a09e512133bc741ac89daa,fef811188950f3e042e45167ce940909dba7109f14b6d5458a86e3525ee8237a,534fdd00613da2ad7df5bda013c058ee488d03435635caf9cd2551e768573e04,65221b2a187d7f26bd77dc8bd650cc1394693764be0c2f44e407a07b76ddc0f4,93612f567b79ecd4df912822110fb41b7c6f6aaba3d91cf68b9196aca9913b81,96cb013a8dc3c827fd966b138586450a2e74d4097a28da2d2446cc0bcbc2a23f,75271626aacbf200ebf8932c4b344965cb8eea6e2513799dbc62d3bff340d4f7,0f998fe471c6cfbc289390c86a5b85b1ddedec0f447db082ece6983a3c514e09,e79565a43913e05d5be319a90bbace9f4e9fbf9d55d57e055be894b1e26622ca,fdc71ac565b5025b9ea687ad0219ee7175303eb83ed84cffb9f34c196ae83fc4
"10000101","10","2021/12/17 16:00:00","1","7000","0","2021/12/24 15:59:59","0","進行1場戰鬥","1000","10000101"
"10000102","10","2021/12/17 16:00:00","5","7000","0","2021/12/24 15:59:59","0","進行5場戰鬥","1000","10000102"
"10000103","10","2021/12/17 16:00:00","10","7000","0","2021/12/24 15:59:59","0","進行10場戰鬥","1000","10000103"
"10000104","10","2021/12/17 16:00:00","15","7000","0","2021/12/24 15:59:59","0","進行15場戰鬥","1000","10000104"
"10000105","10","2021/12/17 16:00:00","20","7000","0","2021/12/24 15:59:59","0","進行20場戰鬥","1000","10000105"
"10000106","10","2021/12/17 16:00:00","25","7000","0","2021/12/24 15:59:59","0","進行25場戰鬥","1000","10000106"
"10000107","10","2021/12/17 16:00:00","30","7000","0","2021/12/24 15:59:59","0","進行30場戰鬥","1000","10000107"
"10000108","10","2021/12/17 16:00:00","35","7000","0","2021/12/24 15:59:59","0","進行35場戰鬥","1000","10000108"
"10000109","10","2021/12/17 16:00:00","40","7000","0","2021/12/24 15:59:59","0","進行40場戰鬥","1000","10000109"
"10050501","50","2021/12/17 16:00:00","3000000","7001","1005","2021/12/24 15:59:59","0","對美空造成300萬累積傷害","1005","10050501"
"10050502","50","2021/12/17 16:00:00","9000000","7001","1005","2021/12/24 15:59:59","0","對美空造成900萬累積傷害","1005","10050502"
"10050503","50","2021/12/17 16:00:00","15000000","7001","1005","2021/12/24 15:59:59","0","對美空造成1500萬累積傷害","1005","10050503"
"10050511","51","2021/12/17 16:00:00","1","7002","1005","2021/12/24 15:59:59","1000000","在1場戰鬥中對美空造成100萬傷害","1005","10050511"
"10050512","51","2021/12/17 16:00:00","1","7002","1005","2021/12/24 15:59:59","3000000","在1場戰鬥中對美空造成300萬傷害","1005","10050512"
"10060601","60","2021/12/17 16:00:00","5000000","7001","1006","2021/12/24 15:59:59","0","對蘭法造成500萬累積傷害","1006","10060601"
"10060602","60","2021/12/17 16:00:00","15000000","7001","1006","2021/12/24 15:59:59","0","對蘭法造成1500萬累積傷害","1006","10060602"
"10060603","60","2021/12/17 16:00:00","24000000","7001","1006","2021/12/24 15:59:59","0","對蘭法造成2400萬累積傷害","1006","10060603"
"10060611","61","2021/12/17 16:00:00","1","7002","1006","2021/12/24 15:59:59","2000000","在1場戰鬥中對蘭法造成200萬傷害","1006","10060611"
"10060612","61","2021/12/17 16:00:00","1","7002","1006","2021/12/24 15:59:59","5000000","在1場戰鬥中對蘭法造成500萬傷害","1006","10060612"
"10070701","70","2021/12/17 16:00:00","3000000","7001","1007","2021/12/24 15:59:59","0","對阿澤爾德造成300萬累積傷害","1007","10070701"
"10070702","70","2021/12/17 16:00:00","9000000","7001","1007","2021/12/24 15:59:59","0","對阿澤爾德造成900萬累積傷害","1007","10070702"
"10070703","70","2021/12/17 16:00:00","15000000","7001","1007","2021/12/24 15:59:59","0","對阿澤爾德造成1500萬累積傷害","1007","10070703"
"10070711","71","2021/12/17 16:00:00","1","7002","1007","2021/12/24 15:59:59","1000000","在1場戰鬥中對阿澤爾德造成100萬傷害","1007","10070711"
"10070712","71","2021/12/17 16:00:00","1","7002","1007","2021/12/24 15:59:59","3000000","在1場戰鬥中對阿澤爾德造成300萬傷害","1007","10070712"
"10080801","80","2021/12/17 16:00:00","5000000","7001","1008","2021/12/24 15:59:59","0","對卡里莎造成500萬累積傷害","1008","10080801"
"10080802","80","2021/12/17 16:00:00","15000000","7001","1008","2021/12/24 15:59:59","0","對卡里莎造成1500萬累積傷害","1008","10080802"
"10080803","80","2021/12/17 16:00:00","24000000","7001","1008","2021/12/24 15:59:59","0","對卡里莎造成2400萬累積傷害","1008","10080803"
"10080811","81","2021/12/17 16:00:00","1","7002","1008","2021/12/24 15:59:59","2000000","在1場戰鬥中對卡里莎造成200萬傷害","1008","10080811"
"10080812","81","2021/12/17 16:00:00","1","7002","1008","2021/12/24 15:59:59","5000000","在1場戰鬥中對卡里莎造成500萬傷害","1008","10080812"
