547c4c213ffbc20d13d9ecf58cb3e7fb3145b594ce17bd9f60b68ba6dfdc55f8,620a2d87319e438fd2d4247a4e2c2f371b4a2b2d38866b012bd05860a595a45f,1f79f8a42bb8f5466a4fbe948d4bd059fe623c43bb7d52c1edc0c93354c196fa,c5ccb977ac013584e1af103698a7f86c2a74aab5a235c76f77abb6edc2dfe362,d8ce4b6e1100d1d7a17cdcc28a75ca6500aab758096a153cf983b0c5f8843363,0c95f114775aa617c9c6ed974802c2def5d63288074a95cee302e79b028612bc,b6120888f53a9b84a4931ec9a520983aa3e970a6d2f48ae001666f8ec0c60d94,ccdb69d6d1eb656bd6b638a165ec4db86341681e3c8eba4e104a060054f4b062,66226b6422425d6379383be9ee311c94b4bbc21e450682562c28bbaed16af31c,5da3e08e341599e95077485b9229fb428814d1a8227454b37d8141be0097605a,df5ca4f413da5ec6da63d1e48fc0b47fd2e1d5b6a47e6a15e6524f2208c43616,b2f884b6d0666ba8221efc8f2dc4b0a31605bfac056491840756815641e43f54,b7d9cfccea8d47de846c265d4d41a769a279add9588727ef295d5d2d81ea99e2,42c434978adeee1fdd8d66c7630f52c23a960a636cc080853914ad6f43526e94,e54b08fbdec5464023001e01157c51832b3c9f8bbe563e582546e8ab15899fa6,648103164263e2b361aea5c066bdcb01e5de74ff6c6fc0a9f104bceb3287172c,8ac1bec584757db87133b05fbfaa267c022aa693db65ab04383dc58b8013fe78,7beb6a42980d9bc8970e23a6df04c03152b7eb2956fb39eabaf075a4b10aac89,7b2343911e223e160230ff06a282f79061936c66957c43a7f348d342d0c32631,02f363d88b1d8d75a00da5e1301a20931ce42dce64bf1a09bc650cfbdb458005,033bdd533ff2119dcc98f9293bc9c1d037341c5bbe207215d2b3b18ea5ffbbc9,623fd5a8528505a8ac30c5ef6c9172be27aabf880c8574b51a927b2225664d93,24a9745b15734c849220cc1191ae139d35f28d4b168631a7dd4f540613df0c96,7fd165f4c35edac15a9f86ea7e732ce730e0b78166ad4a24818439d5e2e454f8,637f9a2d301f524ad8a4ec572e9688b48b354ff85c994ba2240a830b2a7830d0,398834f8eb61330b4d9492b26511bde5a5386f0021aa2e842a5878be6d7a8977,67264f041ea18f902750157ab8404544e9312fb0200b0220b659614181b44f72,5ebdc331c9e23748d97c6ce65623022617475b683ac8866a9ee651657068c167,27639456b127c479bbfcfd391cf1a38d6ed2383ae6f160a9cfbf3fdd1068e2f8,8a2118ce312e9b137186e3b828ba61ae5a9bbc8bf1f69f0968e0339719d49eae,c8620ed1bf7cdcbf07ba85f1290c72a9c238fa36bfea93b6a5da48dca6917602,3401926ade1104f3cccacd3b1a38a6b17ae80394741fdb820df152aa79dc2750,9f4bcd9f2b3ae8b8d231283358b82fdd29fb14525e77bcd271429daa94be3990,97ce175e72e2d46412a2ab8b2f988b23b610f742686abe2a113e9d4dfdef05d2,7ebb96ac2f6b156a6a0ddbb41161db2e3eeb06f8dc9bc9478f27cb7e54b04519,423116652894f46405b3de2e18c706d7b47be0510b6868414ff02cc40378637e,69be37369f953f6cea8ce32965dcd575b0c97c30cb6935468d75096d388c7af4,834673caae093c0ab2f6c43ac242956bdb411f08dac31eb23ffe850acb89a6c2,5e2080d3a0c274a96b5ad4a6b7f2badd88cdbd3ca056dadb764afb5694b77675,f7e75f00950b04c57579ec04da7ce591c10a63da7073c7d5a2c2591f7a2de95b
"1","0","200100","1","0","1","0","0","30","1","1","0","3","1","1","1","620010001","0","1","1","10","0","1","4","0","24","1","1","0","1","1","329","1","1","1","1","10","0","1","200000006"
"2","0","200100","1","0","2","0","0","30","2","2","0","3","2","2","2","620010002","0","2","2","10","0","2","9","0","28","1","2","0","2","2","338","1","2","2","2","10","0","2","200000006"
"3","0","200100","1","0","3","0","0","30","3","3","0","4","3","3","3","620010003","0","3","3","10","0","3","5","0","32","1","3","0","3","3","347","1","3","3","3","10","0","3","200000006"
"4","0","200100","1","0","4","0","0","30","4","4","0","4","4","4","4","620010004","0","4","4","10","0","4","5","0","32","1","4","0","4","4","347","1","4","4","4","10","0","4","200000006"
"5","0","200100","1","0","5","0","0","30","5","5","0","4","5","5","5","620010005","0","5","5","10","0","5","5","0","35","1","5","0","5","5","349","1","5","5","5","10","0","5","200000006"
"6","0","200100","1","0","6","0","0","30","6","6","0","6","6","6","6","620010006","0","6","6","10","0","6","7","0","48","1","6","0","6","6","367","1","6","6","6","10","0","6","200000006"
"7","0","200100","1","0","7","0","0","30","7","7","0","7","7","7","7","620010007","0","7","7","10","0","7","8","0","55","1","7","0","7","7","413","1","7","7","7","10","0","7","200000006"
"8","0","200100","1","0","8","0","0","30","8","8","0","7","8","8","8","620010008","0","8","8","10","0","8","9","0","62","1","8","0","8","8","459","1","8","8","8","10","0","8","200000006"
"9","0","200100","1","0","9","0","0","30","9","9","0","8","9","9","9","620010009","0","9","9","10","0","9","9","0","68","1","9","0","9","9","505","1","9","9","9","10","0","9","200000006"
"10","0","200100","1","0","10","0","0","30","10","10","0","9","10","10","10","620010010","0","10","10","10","0","10","10","0","75","1","10","0","10","10","551","1","10","10","10","10","0","10","200000006"
"11","0","200100","1","0","11","0","0","30","11","11","0","9","11","11","11","620010011","0","11","11","10","0","11","11","0","82","1","11","0","11","11","598","1","11","11","11","10","0","11","200000006"
"12","0","200100","1","0","12","0","0","30","12","12","0","10","12","12","12","620010012","0","12","12","10","0","12","12","0","89","1","12","0","12","12","644","1","12","12","12","10","0","12","200000006"
"13","0","200100","1","0","13","0","0","30","13","13","0","11","13","13","13","620010013","0","13","13","10","0","13","12","0","95","1","13","0","13","13","690","1","13","13","13","10","0","13","200000006"
"14","0","200100","1","0","14","0","0","30","14","14","0","11","14","14","14","620010014","0","14","14","10","0","14","13","0","102","1","14","0","14","14","736","1","14","14","14","10","0","14","200000006"
"15","0","200100","1","0","15","0","0","30","15","15","0","12","15","15","15","620010015","0","15","15","10","0","15","14","0","109","1","15","0","15","15","782","1","15","15","15","10","0","15","200000006"
"16","0","200100","1","0","16","0","0","30","16","16","0","12","16","16","16","620010016","0","16","16","10","0","16","15","0","123","1","16","0","16","16","851","1","16","16","16","10","0","16","200000006"
"17","0","200100","1","0","17","0","0","30","17","17","0","12","17","17","17","620010017","0","17","17","10","0","17","15","0","136","1","17","0","17","17","919","1","17","17","17","10","0","17","200000006"
"18","0","200100","1","0","18","0","0","30","18","18","0","13","18","18","18","620010018","0","18","18","10","0","18","15","0","164","1","18","0","18","18","1296","1","18","18","18","10","0","18","200000006"
"19","0","200100","1","0","19","0","0","30","19","19","0","13","19","19","19","620010019","0","19","19","10","0","19","15","0","177","1","19","0","19","19","1482","1","19","19","19","10","0","19","200000006"
