ca363878e811d46749dde61bccda23b6b6bb0bfa7fbefd675943491a80c3cc20,00dc7ffb7d7b5878b473b0c65246ae869ed32d64673913b0248d7233fa45afc9,ae0ea227588ed96695b0bb5603d1e1b8f7bbde16e34ccb31c269af037cac5d16,a71d4b035f90c0fade9268c15fa5a933c5b7852972e92950b622f84748bf843b,bc0dab038b2a61308c2ece43b46585ecf6eaaf74d0dab9a264e1ae0788a0557e,16fe1bae66855f35babb8df1fc2c370d44f7c579f7465daeab8d4b29d4bdcc0f,f44ac99f2a70c004add215bc71e1cb9c52073e030386afec5ddc2cbfe4fb9c56
"924070100","2407001","924070104","924070105","924070103","924070101","924070102"
"924070200","2407002","924070204","924070205","924070203","924070201","924070202"
"924070300","2407003","924070304","924070305","924070303","924070301","924070302"
"924071100","2407004","0","0","0","924071101","0"
"924071200","2407005","0","0","0","924071201","0"
"924071300","2407006","0","0","0","924071301","0"
"924071400","2407007","0","0","0","924071401","0"
"924072100","2407008","0","0","0","924072101","0"
"924072200","2407009","0","0","0","924072201","0"
"924072300","2407010","0","0","0","924072301","0"
"924072400","2407011","0","0","0","924072401","0"
"924073100","2407012","0","0","0","924073101","0"
"924073200","2407013","0","0","0","924073201","0"
"924073300","2407014","0","0","0","924073301","0"
"924073400","2407015","0","0","0","924073401","0"
"924080100","2408001","924080104","924080105","924080103","924080101","924080102"
"924080200","2408002","924080204","924080205","924080203","924080201","924080202"
"924080300","2408003","924080304","924080305","924080303","924080301","924080302"
"924081100","2408004","0","0","0","924081101","0"
"924081200","2408005","0","0","0","924081201","0"
"924081300","2408006","0","0","0","924081301","0"
"924081400","2408007","0","0","0","924081401","0"
"924082100","2408008","0","0","0","924082101","0"
"924082200","2408009","0","0","0","924082201","0"
"924082300","2408010","0","0","0","924082301","0"
"924082400","2408011","0","0","0","924082401","0"
"924083100","2408012","0","0","0","924083101","0"
"924083200","2408013","0","0","0","924083201","0"
"924083300","2408014","0","0","0","924083301","0"
"924083400","2408015","0","0","0","924083401","0"
"924090100","2409001","924090104","924090105","924090103","924090101","924090102"
"924090200","2409002","924090204","924090205","924090203","924090201","924090202"
"924090300","2409003","924090304","924090305","924090303","924090301","924090302"
"924091100","2409004","0","0","0","924091101","0"
"924091200","2409005","0","0","0","924091201","0"
"924091300","2409006","0","0","0","924091301","0"
"924091400","2409007","0","0","0","924091401","0"
"924092100","2409008","0","0","0","924092101","0"
"924092200","2409009","0","0","0","924092201","0"
"924092300","2409010","0","0","0","924092301","0"
"924092400","2409011","0","0","0","924092401","0"
"924093100","2409012","0","0","0","924093101","0"
"924093200","2409013","0","0","0","924093201","0"
"924093300","2409014","0","0","0","924093301","0"
"924093400","2409015","0","0","0","924093401","0"
