34c1a623bf99e09fbd8f838cf7a02505492e3cf5e8731e31508385f403de59c6,5225b16314e32d0a83ee75717b5b30111727a6a04474ffdc5a9696d9e58623b9,78aba680086e38dd9a84b262ace99b68d6553c55fb90368e52e8347f135b1575,6a8a56f8285bce999cdec9144823474dfbed8caf5d7d3b88b9fab7e6a5464d9c,35e77854101634f4e37ee11f36187435b4e81b9abb4f4acab14e1191b74725ae,177247795d5f8478ff66e59ce61ed90f8f7f8dbf4c74b3f075f8a5b53ef5c037,db908b592439f0ea0e50069d1cb4530ea19d0d4a6b360850b0cd4372fee8c83b,5c302202d0b1c52acb6f2760f79b96723bfa83b1f2ffb7fc4bbf61bf09e3ae19,7eb7f5805a9011b1312dd78bf4027594093992142a5c55b8f9ba02137ca09dd9,7b10d7768b518df7b22352607d28bcd9bef9eb5dd21b2b8c85aca34ef4511370,b7feafb15f875154540e780f004703992c554ec1e567981830743c7fd4a50aba,1f32e97ab47dc6abb1ca2105dfbb16ff968edff5325f4b798f95c7eefd290989,d857559e12878285f3ffc3f16a236c9ae20db01181f12b9697a1bd1d31ad03e0,2309d8c8d1b9082a26e4841975f876e590d7e7af5694e4f457f8f40371fc264c,e6d824a1d442b33fbddb993326ac592b56917d92cda5807f27d39bdcd2b6aa45
"bgm_MC170","0","0","0","0","1","0","92407110","bgm_MC170","100198","-30","100198","94002","1.3","-30"
"bgm_MC170","0","0","0","0","1","0","92407120","bgm_MC170","100198","-30","100198","94002","1.3","-30"
"bgm_MC170","0","0","0","0","1","0","92407130","bgm_MC170","100198","-30","100198","94002","1.3","-30"
"bgm_MC170","0","0","0","0","1","0","92407140","bgm_MC170","100198","-30","100198","94002","1.3","-30"
"bgm_MC170","0","0","0","0","2","0","92407210","bgm_MC170","100198","20","100198","94002","1.45","-30"
"bgm_MC170","0","0","0","0","2","0","92407220","bgm_MC170","100198","20","100198","94002","1.45","-30"
"bgm_MC170","0","0","0","0","2","0","92407230","bgm_MC170","100198","20","100198","94002","1.45","-30"
"bgm_MC170","0","0","0","0","2","0","92407240","bgm_MC170","100198","20","100198","94002","1.45","-30"
"bgm_MC170","0","0","0","0","3","0","92407310","bgm_MC170","100198","-30","100198","94002","1.4","-30"
"bgm_MC170","0","0","0","0","3","0","92407320","bgm_MC170","100198","-30","100198","94002","1.4","-30"
"bgm_MC170","0","0","0","0","3","0","92407330","bgm_MC170","100198","-30","100198","94002","1.4","-30"
"bgm_MC170","0","0","0","0","3","0","92407340","bgm_MC170","100198","-30","100198","94002","1.4","-30"
