15f72f0e694561a72d40c4395512f62d05a70e2266d05ae487ee123278360e6a,1564901f1231010a1f3fffe9de628f3de288fb7d09f38af72588a71c1202de6c,fef0b7098a8b873063d2d3aedacdab596f449ab0fd982be6842a00de209625c6,37b442eb9c9604e1d3362a152999422bc9ab8d37ae06804687150bc8de067ed5,33b390852298c77f63d15a297820f0ec002cf2e0488fc266945f2dfa902deca3,d9462912683f4341e084f24365ceb796c344c47c1f3f7fb34d69dd89a7fb9f9d,b1b70b78fe231d3c1f9627a082ac5a7c58e5a4e4b3ccbf520e6a6526a2e2ef43,8175a943be803aeb402835766eb8dcd50ed2554926f635e265257310e0f6fcff,dc1926e65d11b65e53673440f140dba06470bfb0672c1342f2b5c25d6046ff4d,c749fa05eb4753f7d26d53fe14a2286c49c8bf43a08148b9526d357f7e438987
"0","0","302","1","2018/01/01 15:00:00","0","10000","2018/02/28 14:59:59","0","1"
"0","0","302","1","2018/02/28 15:00:00","0","10001","2018/03/15 14:59:59","0","1"
"0","0","302","1","2018/03/15 15:00:00","0","10002","2018/03/31 14:59:59","0","1"
"0","0","302","1","2018/12/21 16:00:00","0","10003","2018/12/27 15:59:59","0","1"
"0","0","302","1","2018/04/16 15:00:00","0","10004","2018/04/30 11:59:59","0","1"
"0","0","302","1","2019/01/03 16:00:00","0","10005","2019/01/09 15:59:59","0","1"
"0","0","302","2","2018/10/09 16:00:00","0","10006","2018/10/22 15:59:59","0","1"
"0","0","302","2","2018/10/22 16:00:00","0","10007","2018/11/08 15:59:59","0","1"
"0","0","302","1","2018/11/08 16:00:00","0","10008","2018/11/15 15:59:59","0","1"
"0","0","302","1","2018/11/15 16:00:00","0","10009","2018/11/30 15:59:59","0","1"
"0","0","302","1","2018/11/30 16:00:00","0","10010","2018/12/13 15:59:59","0","1"
"0","0","302","1","2018/12/13 16:00:00","0","10011","2018/12/27 15:59:59","0","1"
"0","0","302","2","2018/12/27 16:00:00","0","10012","2019/01/09 15:59:59","0","1"
"0","0","302","2","2019/01/09 16:00:00","0","10013","2019/01/22 15:59:59","0","1"
"0","0","302","1","2019/01/22 16:00:00","0","10014","2019/02/01 11:59:59","0","1"
"0","0","302","1","2019/02/13 16:00:00","0","10015","2019/02/27 15:59:59","0","1"
"0","0","302","1","2019/02/27 16:00:00","0","10016","2019/03/13 15:59:59","0","1"
